Bioassay ID,Matched set ID,Source 1 citation,Source 1 type,Source 2 citation,Source 2 type,Source 3 citation,Source 3 type,Source 4 citation,Source 4 type,Capture method 1,Capture method 2,Capture method 3,Capture method 4,Start month,Start year,End month,End year,Publication year,Complex/Subgroup,Generation,Test protocol,Insecticide tested,Insecticide class,Concentration (%),Concentration (µg),Exposure period (min),Intensity (multiplier),No. mosquitoes tested,No. mosquitoes dead,Percent mortality,Country,Site type,Site name,Latitude,Longitude,Admin level,GAUL code
38825,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38833,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,18,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
36254,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,37,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38827,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,0,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38835,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,36,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
36255,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,95,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38824,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,11,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38832,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,53,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
36256,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,100,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38826,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,60,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38834,414,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,91,Democratic Republic of the Congo,point,Kasangulu,-4.5888,15.1668,NA,NA
38843,415,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,8,Democratic Republic of the Congo,point,Katana,-2.223072,28.831466,NA,NA
38845,415,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,18,Democratic Republic of the Congo,point,Katana,-2.223072,28.831466,NA,NA
38842,415,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,36,Democratic Republic of the Congo,point,Katana,-2.223072,28.831466,NA,NA
38844,415,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,80,Democratic Republic of the Congo,point,Katana,-2.223072,28.831466,NA,NA
39510,416,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,6,Mali,point,Kati,12.744044,-8.066511,NA,NA
39512,416,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,17,Mali,point,Kati,12.744044,-8.066511,NA,NA
39509,416,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,35,Mali,point,Kati,12.744044,-8.066511,NA,NA
39511,416,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,60,Mali,point,Kati,12.744044,-8.066511,NA,NA
36263,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,1,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38853,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38861,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
36264,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,27,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38855,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,0,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38863,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,14,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
36265,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,77,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38852,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,9,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38860,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,50,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
36266,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,99,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38854,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,37,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38862,417,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,74,Democratic Republic of the Congo,point,Kimpoko,-4.202222,15.551667,NA,NA
38869,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38877,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
36273,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
36274,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,17,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38871,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,1,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38879,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,0,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
36275,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,66,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38868,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,15,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38876,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,41,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
36276,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,93,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38870,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,38,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
38878,418,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,50,Democratic Republic of the Congo,point,Kingasani,-4.404957,15.371885,NA,NA
36281,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,1,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38886,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38894,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,0,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
36282,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,28,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38888,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,0,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38896,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,20,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
36283,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,65,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38885,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,13,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38893,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,63,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
36284,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,86,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38887,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,6,2017,6,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,31,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
38895,419,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,10,2017,10,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,66,Democratic Republic of the Congo,point,Kinkole,-4.3368,15.5127,NA,NA
39518,420,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,4,Mali,point,Kita,13.041,-9.485,NA,NA
39520,420,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,17,Mali,point,Kita,13.041,-9.485,NA,NA
39517,420,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,35,Mali,point,Kita,13.041,-9.485,NA,NA
39519,420,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,60,Mali,point,Kita,13.041,-9.485,NA,NA
39526,421,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,6,Mali,point,Koulikoro,12.86666,-7.56666,NA,NA
39528,421,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,10,Mali,point,Koulikoro,12.86666,-7.56666,NA,NA
39525,421,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,59,Mali,point,Koulikoro,12.86666,-7.56666,NA,NA
39527,421,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,80,Mali,point,Koulikoro,12.86666,-7.56666,NA,NA
39357,422,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,WHO Bioassay (version unknown),permethrin,pyrethroid,0.25,NA,NR,0.33,100,NR,100,Madagascar,point,Lanivo ,-22.354,47.8403,NA,NA
39350,422,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,WHO Bioassay (version unknown),permethrin,pyrethroid,0.75,NA,NR,1,100,NR,79,Madagascar,point,Lanivo ,-22.354,47.8403,NA,NA
36118,423,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),permethrin,pyrethroid,0.75,NA,NR,1,93,NR,16.12,Benin,point,Malanville,11.8633,3.3842,NA,NA
36120,423,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),permethrin,pyrethroid,3.75,NA,NR,5,96,NR,90.62,Benin,point,Malanville,11.8633,3.3842,NA,NA
36122,423,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2017,NR,2017,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),permethrin,pyrethroid,7.5,NA,NR,10,95,NR,97.89,Benin,point,Malanville,11.8633,3.3842,NA,NA
38905,424,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,80,NR,9,Democratic Republic of the Congo,point,Mikalayi,-6.025361,22.319498,NA,NA
38907,424,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,80,NR,11,Democratic Republic of the Congo,point,Mikalayi,-6.025361,22.319498,NA,NA
38904,424,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,80,NR,18,Democratic Republic of the Congo,point,Mikalayi,-6.025361,22.319498,NA,NA
38906,424,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,80,NR,25,Democratic Republic of the Congo,point,Mikalayi,-6.025361,22.319498,NA,NA
39534,426,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,6,Mali,point,Mopti,14.49341,-4.20097,NA,NA
39536,426,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,9,Mali,point,Mopti,14.49341,-4.20097,NA,NA
39533,426,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,107.5,NR,5,100,NR,36,Mali,point,Mopti,14.49341,-4.20097,NA,NA
39535,426,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,215,NR,10,100,NR,54,Mali,point,Mopti,14.49341,-4.20097,NA,NA
39740,427,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,21.5,NR,1,100,NR,62,Nigeria,point,Mpat Enin,4.73478,7.74897,NA,NA
39742,427,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,permethrin,pyrethroid,NA,43,NR,2,100,NR,81,Nigeria,point,Mpat Enin,4.73478,7.74897,NA,NA
