iso,region,d_obs,d_pred,d_itn,years
SDN,Abyei PCA,0.0338796960774191,-0.020669986410883003,0.1775,7
SDN,Blue Nile,0.036419280183928,-0.0193901724929832,0.1775,7
SDN,Central Darfur,0.011534768810104797,-0.0269769908729836,0.1775,7
SDN,East Darfur,0.0338166902080059,-0.017023412592182,0.1775,7
SDN,Gedaref,0.0211348724246788,-0.010753878870671002,0.1775,7
SDN,Kassala,0.007661307351388102,-0.016284891009750703,0.1775,7
SDN,North Darfur,0.005763224705352999,-0.0166859702246808,0.1775,7
SDN,Sennar,0.026591321366876305,-0.0104536447341924,0.1775,7
SDN,South Darfur,0.0167698587669197,-0.028776068927788896,0.1775,7
SDN,South Kordofan,0.027868287552986003,-0.0150616735102493,0.1775,7
SDN,West Darfur,0.024911668989485596,-0.018489438823177398,0.1775,7
SDN,West Kordofan,0.0227340673161553,-0.025267533296891305,0.1775,7
SEN,Dakar,-0.0275757702926169,-0.0214692488286806,0.04809999999999992,7
SEN,Diourbel,0.0035022366451545016,-0.014581353806345001,0.04809999999999992,7
SEN,Fatick,-0.008712773008411199,-0.0149935788826717,0.04809999999999992,7
SEN,Kaffrine,-0.0002028762898067006,-0.012229055109301898,0.04809999999999992,7
SEN,Kaolack,-0.005703199993539798,-0.013793257090465201,0.04809999999999992,7
SEN,Kedougou,-0.05215409700149489,-0.0489254133061831,0.04809999999999992,7
SEN,Kolda,-0.0406866408275191,-0.037673113045518195,0.04809999999999992,7
SEN,Louga,0.009404931730627904,-0.0160974424674283,0.04809999999999992,7
SEN,Matam,-0.010076232823536903,-0.0156621461729866,0.04809999999999992,7
SEN,Saint-Louis,0.004468788979478,-0.015888428169902498,0.04809999999999992,7
SEN,Sedhiou,-0.0027344684608816006,-0.017963502750948098,0.04809999999999992,7
SEN,Tambacounda,-0.0353458981117936,-0.0305809736270494,0.04809999999999992,7
SEN,Thies,-0.0083616543527772,-0.0158333600938671,0.04809999999999992,7
SEN,Ziguinchor,-0.018600909043289003,-0.0242416571479818,0.04809999999999992,7
SLE,Eastern,0.008658474108828917,-0.08880163204354541,-0.10619999999999996,7
SLE,North Western,-0.18742940633656002,-0.1044186516714451,-0.10619999999999996,7
SLE,Northern,-0.18519129416931007,-0.10425586333074388,-0.10619999999999996,7
SLE,Southern,-0.054867905974349984,-0.10227714941342059,-0.10619999999999996,7
SLE,Western Area,0.024366527724642983,-0.0873828636371896,-0.10619999999999996,7
SOM,Bakool,-0.006859005429572504,-0.013603909888971599,0.1509,7
SOM,Bari,-0.006564380476667901,-0.0083909995896723,0.1509,7
SOM,Bay,-0.001285674412669302,-0.012170631812523303,0.1509,7
SOM,Galgaduud,-0.0004254597593346017,-0.006086923750199098,0.1509,7
SOM,Gedo,-0.0022353249767891985,-0.009325178590323297,0.1509,7
SOM,Hiraan,-0.002754383223978401,-0.008481808304665099,0.1509,7
SOM,Juba Dhexe,-0.008413581385033397,-0.0134548610530962,0.1509,7
SOM,Juba Hoose,-0.010580690216833197,-0.012034635648775903,0.1509,7
SOM,Mudug,-0.006061682671477102,-0.007614682740426898,0.1509,7
SOM,Nugaal,-0.005494734010666701,-0.007448043974051299,0.1509,7
SOM,Sanaag,-0.0036447934097664017,-0.0063576220077035984,0.1509,7
SOM,Shabelle Dhexe,0.007281484687460999,-0.0060162631494270966,0.1509,7
SOM,Shabelle Hoose,5.938031565601298e-06,-0.009749013642020802,0.1509,7
SOM,Sool,-0.0017187213256875979,-0.007423502441133999,0.1509,7
SOM,Togdheer,0.0038192463018405995,-0.007616947210075803,0.1509,7
SSD,Central Equatoria,0.029424089386793084,-0.15048642049592,0.344,7
SSD,Eastern Equatoria,-0.125473477122013,-0.12267443065010553,0.344,7
SSD,Jonglei,0.010904816110746979,-0.10573097583361091,0.344,7
SSD,Lakes,0.01142526418925599,-0.1178720032216368,0.344,7
SSD,Northern Bahr el Ghazal,0.049266797392632594,-0.0640971624078536,0.344,7
SSD,Unity,0.0325348843591569,-0.0680233206766826,0.344,7
SSD,Upper Nile,0.008917989346861999,-0.08583627315338109,0.344,7
SSD,Warrap,0.05263775487224881,-0.061910421362463205,0.344,7
SSD,Western Bahr el Ghazal,-0.013204539568360985,-0.1388443976216313,0.344,7
SSD,Western Equatoria,-0.039102417946376866,-0.11257689340422788,0.344,7
TCD,Barh el Ghazel,-0.0008598917812270013,-0.062631393124505,-0.0577,7
TCD,Batha,0.016554953247226903,-0.0544826422256254,-0.0577,7
TCD,Chari-Baguirmi,-0.009045493543752003,-0.08400602718626302,-0.0577,7
TCD,Ennedi Est,0.004251344162737501,-0.014761731291976297,-0.0577,7
TCD,Ennedi Ouest,-0.0001138679461403988,-0.011660217332358298,-0.0577,7
TCD,Guera,-0.0014422689645600117,-0.0796978461099894,-0.0577,7
TCD,Hadjer-Lamis,-0.011203733767274987,-0.0845012737729837,-0.0577,7
TCD,Kanem,0.008892742946912002,-0.0543550500849194,-0.0577,7
TCD,Lac,0.02880368303265901,-0.0678573774097066,-0.0577,7
TCD,Logone Occidental,-0.04817288355510911,-0.0814373831054015,-0.0577,7
TCD,Logone Oriental,-0.05712515923693401,-0.0989168385645103,-0.0577,7
TCD,Mandoul,-0.044010990575857,-0.09804926337540891,-0.0577,7
TCD,Mayo-Kebbi Est,0.079951098770138,-0.0632755638212857,-0.0577,7
TCD,Mayo-Kebbi Ouest,0.040352860227701015,-0.0918075660632571,-0.0577,7
TCD,Moyen-Chari,-0.018362957170978023,-0.10232284313177971,-0.0577,7
TCD,Ouaddai,0.027898406434235093,-0.0466803130265947,-0.0577,7
TCD,Salamat,0.02326240404292798,-0.0898587671533611,-0.0577,7
TCD,Sila,0.009218309526610013,-0.0690088508075753,-0.0577,7
TCD,Tandjile,0.00787169970440689,-0.060328863175598,-0.0577,7
TCD,Ville de N'Djamena,-0.03538389414288101,-0.08141363014519011,-0.0577,7
TCD,Wadi Fira,0.014140426296086403,-0.03621935550731929,-0.0577,7
TGO,Centrale,-0.15910389190741597,-0.05918817299591861,-0.2144999999999999,7
TGO,Kara,-0.16441962566510307,-0.05689127344244432,-0.2144999999999999,7
TGO,Maritime,-0.06028797684058698,-0.1078202678048728,-0.2144999999999999,7
TGO,Plateaux,-0.26589966962596406,-0.10310932402516598,-0.2144999999999999,7
TGO,Savanes,-0.16248170085652408,-0.08894178790063029,-0.2144999999999999,7
TZA,Dar-es-salaam,0.0569115667835396,-0.0184584354850775,0.14540000000000003,7
TZA,Dodoma,0.046128149598725604,-0.0188929706866256,0.14540000000000003,7
TZA,Geita,-0.192264989830492,-0.1330598481150328,0.14540000000000003,7
TZA,Iringa,0.041472739359532405,-0.0186387986104935,0.14540000000000003,7
TZA,Kagera,-0.009180707557591983,-0.08045762765046699,0.14540000000000003,7
TZA,Kaskazini Pemba,0.011078409981166399,-0.016720308393714703,0.14540000000000003,7
TZA,Kaskazini Unguja,0.023741044003213703,-0.013812061501068599,0.14540000000000003,7
TZA,Katavi,-0.02703146175479601,-0.07958918151591651,0.14540000000000003,7
TZA,Kigoma,-0.04481080463201001,-0.10529507291401051,0.14540000000000003,7
TZA,Kilimanjaro,0.0681128935672087,-0.012536403953204298,0.14540000000000003,7
TZA,Kusini Pemba,0.016000368876192602,-0.0159536625019049,0.14540000000000003,7
TZA,Kusini Unguja,0.023925649973421302,-0.0175655920655102,0.14540000000000003,7
TZA,Lindi,-0.02723808550027698,-0.11428808116057021,0.14540000000000003,7
TZA,Mara,-0.01490206078248102,-0.0888496302634756,0.14540000000000003,7
TZA,Mbeya,0.041946336043551996,-0.020749795087125298,0.14540000000000003,7
TZA,Mjini Magharibi,0.0230930695167473,-0.017208519864434002,0.14540000000000003,7
TZA,Morogoro,-0.03189627328811301,-0.08546885504617881,0.14540000000000003,7
TZA,Mtwara,0.0011327759907920065,-0.1039510480228705,0.14540000000000003,7
TZA,Mwanza,-0.07613511286756738,-0.09060506952704091,0.14540000000000003,7
TZA,Njombe,0.039961146503412204,-0.0112179661175815,0.14540000000000003,7
TZA,Pwani,-0.027116260346806906,-0.0861524368744995,0.14540000000000003,7
TZA,Rukwa,-0.005467010371201307,-0.0375417204585787,0.14540000000000003,7
TZA,Ruvuma,-0.007402501399629002,-0.0711373780853696,0.14540000000000003,7
TZA,Shinyanga,-0.02487125396295109,-0.0910553808280345,0.14540000000000003,7
TZA,Simiyu,-0.04356841976251409,-0.0688304508411596,0.14540000000000003,7
TZA,Singida,0.03171894550809659,-0.017875925557021402,0.14540000000000003,7
TZA,Songwe,0.025199021080554204,-0.0232560297393358,0.14540000000000003,7
TZA,Tabora,0.00410940545587099,-0.0938345078521397,0.14540000000000003,7
TZA,Tanga,0.020398053177396,-0.0424679593861161,0.14540000000000003,7
UGA,Central,0.02873636018876602,-0.07445214082538269,-0.1291,7
UGA,Eastern,-0.08316074435478599,-0.10599978601536111,-0.1291,7
UGA,Northern,0.043092615427749004,-0.1396964058907335,-0.1291,7
UGA,Western,0.04028764442819199,-0.06845455746482891,-0.1291,7
ZMB,Central,0.019757729438487998,-0.06817294813451438,-0.2985,7
ZMB,Copperbelt,-0.05771910108585199,-0.0692828137989927,-0.2985,7
ZMB,Eastern,0.006770841245735987,-0.059882532918063607,-0.2985,7
ZMB,Luapula,-0.21971811725226198,-0.0751820788867934,-0.2985,7
ZMB,Lusaka,0.056382864481121404,-0.0170396270830608,-0.2985,7
ZMB,Muchinga,-0.23033354405114298,-0.06604272510126696,-0.2985,7
ZMB,North-Western,-0.010602028960499998,-0.0871746687110705,-0.2985,7
ZMB,Northern,-0.18730863141334703,-0.06797760357757551,-0.2985,7
ZMB,Southern,0.0683195208146113,-0.0163271682994028,-0.2985,7
ZMB,Western,-0.06025664363931099,-0.07968424973162591,-0.2985,7
ZWE,Bulawayo,-0.0441973334633573,-0.0286359099710913,0.08789999999999998,7
ZWE,Harare,-0.0277525911402517,-0.018400132402638304,0.08789999999999998,7
ZWE,Manicaland,-0.037567910112562296,-0.0283538605249096,0.08789999999999998,7
ZWE,Mashonaland Central,-0.0582917390149745,-0.039486945084697994,0.08789999999999998,7
ZWE,Mashonaland East,-0.042502960215060906,-0.029035285523006202,0.08789999999999998,7
ZWE,Mashonaland West,-0.0514673950264119,-0.036012230735798303,0.08789999999999998,7
ZWE,Masvingo,-0.0419839414662636,-0.0319284636918313,0.08789999999999998,7
ZWE,Matabeleland North,-0.07375187705358091,-0.0522882626465031,0.08789999999999998,7
ZWE,Matabeleland South,-0.050795023644896006,-0.034384505251185804,0.08789999999999998,7
ZWE,Midlands,-0.0593924543317983,-0.038405333121472596,0.08789999999999998,7
