lat,lon,GLDAS_NOAH10_M_2_1_AvgSurfT_inst
41.5,26.5,286.61432
41.5,27.5,286.89636
41.5,32.5,284.1135
41.5,33.5,283.613
41.5,34.5,284.99905
41.5,35.5,285.89938
41.5,41.5,280.19305
41.5,42.5,280.93552
41.5,43.5,277.80682
41.5,44.5,278.53406
41.5,45.5,283.558
41.5,46.5,278.4588
41.5,47.5,279.9917
41.5,48.5,282.35202
41.5,54.5,291.40323
41.5,55.5,289.928
41.5,56.5,290.50446
41.5,57.5,290.93307
41.5,58.5,290.61346
41.5,59.5,289.96365
41.5,60.5,289.4893
41.5,61.5,289.99387
41.5,62.5,290.0732
41.5,63.5,289.94537
41.5,64.5,290.45175
41.5,65.5,289.2999
41.5,66.5,289.60745
41.5,67.5,289.74274
41.5,68.5,287.97845
41.5,69.5,283.78888
41.5,70.5,280.0792
41.5,71.5,279.20407
41.5,72.5,281.37643
41.5,73.5,280.1255
41.5,74.5,274.5931
41.5,75.5,272.05164
41.5,76.5,270.0893
41.5,77.5,269.21432
41.5,78.5,276.03564
41.5,79.5,275.69366
41.5,80.5,277.78644
41.5,81.5,284.07217
41.5,82.5,285.68182
41.5,83.5,286.38635
41.5,84.5,287.76392
41.5,85.5,286.8873
41.5,86.5,286.49814
41.5,87.5,287.45532
41.5,88.5,285.82385
41.5,89.5,285.84293
41.5,90.5,285.8357
41.5,91.5,286.6503
41.5,92.5,285.80917
41.5,93.5,285.9419
41.5,94.5,284.35547
41.5,95.5,281.54178
41.5,96.5,281.1555
41.5,97.5,283.04623
41.5,98.5,283.3874
41.5,99.5,284.60535
41.5,100.5,285.85904
41.5,101.5,285.6176
41.5,102.5,284.57635
41.5,103.5,283.9856
41.5,104.5,284.02484
41.5,105.5,283.94516
41.5,106.5,282.74564
41.5,107.5,282.28436
41.5,108.5,280.76263
41.5,109.5,279.78326
41.5,110.5,278.6664
41.5,111.5,277.79898
41.5,112.5,277.9187
41.5,113.5,278.1174
41.5,114.5,277.82196
41.5,115.5,277.37445
41.5,116.5,278.4232
41.5,117.5,279.42764
41.5,118.5,280.77573
41.5,119.5,281.7479
41.5,120.5,281.64322
41.5,121.5,282.57956
41.5,122.5,282.63666
41.5,123.5,280.69794
41.5,124.5,278.1913
41.5,125.5,277.16122
41.5,126.5,276.13
41.5,127.5,273.5588
41.5,128.5,273.68863
41.5,129.5,276.06046
42.5,-123.5,281.68994
42.5,-122.5,280.31436
42.5,-121.5,280.08606
42.5,-120.5,281.07297
42.5,-119.5,282.61612
42.5,-118.5,281.96207
42.5,-117.5,283.07544
42.5,-116.5,282.8601
42.5,-115.5,283.08893
42.5,-114.5,281.2745
42.5,-113.5,281.25693
42.5,-112.5,280.42813
42.5,-111.5,276.8794
42.5,-110.5,277.0803
42.5,-109.5,275.33368
42.5,-108.5,279.7582
42.5,-107.5,279.59067
42.5,-106.5,279.5278
42.5,-105.5,280.87125
42.5,-104.5,283.02847
42.5,-103.5,283.37677
42.5,-102.5,283.09085
42.5,-101.5,283.2813
42.5,-100.5,283.41016
42.5,-99.5,283.12796
42.5,-98.5,282.95227
42.5,-97.5,282.61725
42.5,-96.5,282.03613
42.5,-95.5,281.8953
42.5,-94.5,281.9083
42.5,-93.5,281.6644
42.5,-92.5,281.33096
42.5,-91.5,281.23877
42.5,-90.5,280.84824
42.5,-89.5,281.1141
42.5,-88.5,281.32388
42.5,-85.5,281.6349
42.5,-84.5,281.45947
42.5,-83.5,282.35672
42.5,-82.5,281.69672
42.5,-79.5,280.98172
42.5,-78.5,280.76328
42.5,-77.5,280.78976
42.5,-76.5,280.1412
42.5,-75.5,279.6354
42.5,-74.5,280.0377
42.5,-73.5,280.19107
42.5,-72.5,280.27814
42.5,-71.5,282.29404
42.5,-8.5,286.1519
42.5,-7.5,283.26
42.5,-6.5,282.88007
42.5,-5.5,283.34845
42.5,-4.5,283.56973
42.5,-3.5,283.32693
42.5,-2.5,282.66467
42.5,-1.5,285.25534
42.5,-0.5,283.30594
42.5,0.5,283.75793
42.5,1.5,284.70633
42.5,2.5,287.0485
42.5,11.5,288.06943
42.5,12.5,285.46918
42.5,13.5,286.76724
42.5,18.5,285.75
42.5,19.5,283.73688
42.5,20.5,279.21487
42.5,21.5,282.55014
42.5,22.5,282.4198
42.5,23.5,281.43976
42.5,24.5,283.23843
42.5,25.5,284.71643
42.5,26.5,284.3475
42.5,27.5,284.878
42.5,41.5,284.76712
42.5,42.5,281.82455
42.5,43.5,277.14975
42.5,44.5,280.3582
42.5,45.5,281.89127
42.5,46.5,278.39725
42.5,47.5,283.54962
42.5,53.5,289.9937
42.5,54.5,289.73013
42.5,55.5,288.75922
42.5,56.5,289.1394
42.5,57.5,289.62952
42.5,58.5,288.97043
42.5,59.5,288.45886
42.5,60.5,288.91162
42.5,61.5,289.0469
42.5,62.5,289.20502
42.5,63.5,289.4667
42.5,64.5,288.29495
42.5,65.5,288.438
42.5,66.5,289.0186
42.5,67.5,289.00433
42.5,68.5,287.74106
42.5,69.5,284.8521
42.5,70.5,278.1349
42.5,71.5,276.68152
42.5,72.5,276.78937
42.5,73.5,282.13455
42.5,74.5,282.4347
42.5,75.5,279.8318
42.5,76.5,272.59583
42.5,77.5,270.38675
42.5,78.5,269.3509
42.5,79.5,273.47986
42.5,80.5,272.83533
42.5,81.5,277.1135
42.5,82.5,278.12335
42.5,83.5,278.6666
42.5,84.5,277.75345
42.5,85.5,278.91113
42.5,86.5,279.86365
42.5,87.5,281.7208
42.5,88.5,288.14706
42.5,89.5,286.2855
42.5,90.5,286.95215
42.5,91.5,287.15295
42.5,92.5,286.97418
42.5,93.5,285.86557
42.5,94.5,282.1516
42.5,95.5,281.507
42.5,96.5,281.70068
42.5,97.5,282.70267
42.5,98.5,282.2571
42.5,99.5,283.89267
42.5,100.5,284.06677
42.5,101.5,283.87247
42.5,102.5,283.35605
42.5,103.5,282.663
42.5,104.5,282.1111
42.5,105.5,283.16876
42.5,106.5,283.41455
42.5,107.5,282.8453
42.5,108.5,281.8696
42.5,109.5,281.23196
42.5,110.5,281.45145
42.5,111.5,280.9305
42.5,112.5,280.08615
42.5,113.5,279.23517
42.5,114.5,278.2568
42.5,115.5,277.11203
42.5,116.5,276.44293
42.5,117.5,276.56345
42.5,118.5,278.4142
42.5,119.5,280.45782
42.5,120.5,281.4996
42.5,121.5,281.43356
42.5,122.5,281.45676
42.5,123.5,280.9126
42.5,124.5,278.25128
42.5,125.5,277.1054
42.5,126.5,276.6032
42.5,127.5,275.52774
42.5,128.5,275.23682
42.5,129.5,277.691
42.5,130.5,278.9304
42.5,140.5,279.00522
42.5,142.5,279.02945
42.5,143.5,279.248
43.5,-123.5,281.88647
43.5,-122.5,280.54584
43.5,-121.5,279.60196
43.5,-120.5,282.0334
43.5,-119.5,281.07947
43.5,-118.5,282.3062
43.5,-117.5,283.55554
43.5,-116.5,281.5188
43.5,-115.5,281.0178
43.5,-114.5,277.48523
43.5,-113.5,278.5495
43.5,-112.5,280.15137
43.5,-111.5,276.49747
43.5,-110.5,274.24057
43.5,-109.5,272.00458
43.5,-108.5,280.9849
43.5,-107.5,280.5394
43.5,-106.5,280.40378
43.5,-105.5,281.62903
43.5,-104.5,281.699
43.5,-103.5,281.96368
43.5,-102.5,282.91327
43.5,-101.5,282.95596
43.5,-100.5,282.7316
43.5,-99.5,282.1522
43.5,-98.5,281.92215
43.5,-97.5,281.46286
43.5,-96.5,280.83505
43.5,-95.5,280.85046
43.5,-94.5,280.86108
43.5,-93.5,280.6255
43.5,-92.5,280.2887
43.5,-91.5,279.7873
43.5,-90.5,279.75842
43.5,-89.5,279.85144
43.5,-88.5,280.26443
43.5,-85.5,280.82462
43.5,-84.5,280.60876
43.5,-83.5,280.8338
43.5,-81.5,280.85342
43.5,-80.5,280.15277
43.5,-79.5,281.3497
43.5,-76.5,280.97598
43.5,-75.5,280.26166
43.5,-74.5,279.2502
43.5,-73.5,278.591
43.5,-72.5,278.35947
43.5,-71.5,278.9187
43.5,-70.5,280.80405
43.5,-7.5,285.68655
43.5,-6.5,283.02957
43.5,-5.5,282.05273
43.5,-1.5,284.30457
43.5,-0.5,283.80508
43.5,0.5,284.2663
43.5,1.5,284.85535
43.5,2.5,286.0787
43.5,3.5,286.60632
43.5,4.5,288.79288
43.5,5.5,287.8236
43.5,6.5,285.51538
43.5,10.5,287.7686
43.5,11.5,285.42215
43.5,12.5,286.50272
43.5,16.5,284.93457
43.5,17.5,284.34854
43.5,18.5,281.72705
43.5,19.5,279.91516
43.5,20.5,282.42853
43.5,21.5,282.0404
43.5,22.5,283.894
43.5,23.5,283.02
43.5,24.5,284.23514
43.5,25.5,284.565
43.5,26.5,284.83768
43.5,27.5,285.36713
43.5,40.5,283.27844
43.5,41.5,282.37112
43.5,42.5,278.17166
43.5,43.5,276.61282
43.5,44.5,282.9663
43.5,45.5,283.94247
43.5,46.5,284.67285
43.5,47.5,286.98828
43.5,51.5,289.2201
43.5,52.5,288.43906
43.5,53.5,288.13797
43.5,54.5,288.25253
43.5,55.5,287.77078
43.5,56.5,287.58624
43.5,57.5,287.76147
43.5,58.5,287.4309
43.5,59.5,287.2485
43.5,60.5,287.40323
43.5,61.5,287.90414
43.5,62.5,288.08908
43.5,63.5,287.79486
43.5,64.5,287.7391
43.5,65.5,288.04593
43.5,66.5,287.96817
43.5,67.5,287.27527
43.5,68.5,285.63663
43.5,69.5,285.82138
43.5,70.5,284.71075
43.5,71.5,285.47202
43.5,72.5,285.1427
43.5,73.5,284.4533
43.5,74.5,284.76328
43.5,75.5,279.21634
43.5,76.5,278.87003
43.5,77.5,275.48102
43.5,78.5,279.28284
43.5,79.5,278.09918
43.5,80.5,277.98947
43.5,81.5,280.3228
43.5,82.5,273.20303
43.5,83.5,268.88647
43.5,84.5,272.77713
43.5,85.5,274.02124
43.5,86.5,275.65558
43.5,87.5,278.0104
43.5,88.5,280.6475
43.5,89.5,286.09238
43.5,90.5,286.8917
43.5,91.5,281.6742
43.5,92.5,284.77325
43.5,93.5,280.0198
43.5,94.5,281.71515
43.5,95.5,283.1088
43.5,96.5,283.2142
43.5,97.5,282.16333
43.5,98.5,281.6618
43.5,99.5,282.35187
43.5,100.5,281.8406
43.5,101.5,280.93442
43.5,102.5,280.60226
43.5,103.5,279.4042
43.5,104.5,279.66556
43.5,105.5,280.82376
43.5,106.5,281.66605
43.5,107.5,282.35425
43.5,108.5,282.53973
43.5,109.5,281.75174
43.5,110.5,281.43643
43.5,111.5,281.17438
43.5,112.5,280.73993
43.5,113.5,280.05292
43.5,114.5,278.50613
43.5,115.5,277.21307
43.5,116.5,276.2744
43.5,117.5,276.90445
43.5,118.5,277.16525
43.5,119.5,279.46896
43.5,120.5,281.3461
43.5,121.5,281.7142
43.5,122.5,280.82593
43.5,123.5,280.3573
43.5,124.5,279.10074
43.5,125.5,277.82498
43.5,126.5,276.81894
43.5,127.5,275.24396
43.5,128.5,275.25662
43.5,129.5,275.14484
43.5,130.5,276.3877
43.5,131.5,277.89044
43.5,132.5,276.29224
43.5,133.5,275.83636
43.5,134.5,276.20737
43.5,141.5,280.1433
43.5,142.5,275.68878
43.5,143.5,277.90384
43.5,144.5,278.62137
44.5,-123.5,283.23892
44.5,-122.5,281.19305
44.5,-121.5,280.50003
44.5,-120.5,283.3992
44.5,-119.5,280.1485
44.5,-118.5,279.344
44.5,-117.5,281.06656
44.5,-116.5,278.36865
44.5,-115.5,276.21527
44.5,-114.5,275.97952
44.5,-113.5,276.55667
44.5,-112.5,276.11346
44.5,-111.5,274.2498
44.5,-110.5,272.49097
44.5,-109.5,274.79892
44.5,-108.5,279.4306
44.5,-107.5,280.32523
44.5,-106.5,279.71573
44.5,-105.5,281.518
44.5,-104.5,281.64352
44.5,-103.5,280.69568
44.5,-102.5,282.6045
44.5,-101.5,282.3553
44.5,-100.5,281.92252
44.5,-99.5,281.41727
44.5,-98.5,280.7779
44.5,-97.5,280.3133
44.5,-96.5,280.19214
44.5,-95.5,279.9718
44.5,-94.5,279.89514
44.5,-93.5,279.87494
44.5,-92.5,279.02902
44.5,-91.5,278.86685
44.5,-90.5,278.64673
44.5,-89.5,278.9899
44.5,-88.5,279.5047
44.5,-85.5,280.1711
44.5,-84.5,279.9732
44.5,-83.5,280.2046
44.5,-80.5,279.43674
44.5,-79.5,279.2652
44.5,-78.5,278.9734
44.5,-77.5,279.2851
44.5,-76.5,279.8472
44.5,-75.5,279.21274
44.5,-74.5,278.70877
44.5,-73.5,278.01898
44.5,-72.5,277.68365
44.5,-71.5,276.75168
44.5,-70.5,277.71173
44.5,-69.5,279.36276
44.5,-68.5,280.29733
44.5,-65.5,280.6398
44.5,-64.5,280.29218
44.5,-0.5,286.44427
44.5,0.5,285.5248
44.5,1.5,284.8579
44.5,2.5,282.09192
44.5,3.5,282.4879
44.5,4.5,283.89703
44.5,5.5,282.8221
44.5,6.5,277.98267
44.5,7.5,278.92957
44.5,8.5,286.71924
44.5,9.5,287.32626
44.5,10.5,285.12616
44.5,11.5,285.0411
44.5,15.5,284.47733
44.5,16.5,283.45627
44.5,17.5,282.89697
44.5,18.5,281.87427
44.5,19.5,282.73166
44.5,20.5,284.14276
44.5,21.5,282.86386
44.5,22.5,281.9821
44.5,23.5,284.0951
44.5,24.5,284.19794
44.5,25.5,284.37894
44.5,26.5,285.18195
44.5,27.5,285.66904
44.5,28.5,286.12808
44.5,38.5,286.87866
44.5,39.5,283.62933
44.5,40.5,282.52164
44.5,41.5,281.9313
44.5,42.5,281.54086
44.5,43.5,283.15942
44.5,44.5,284.97263
44.5,45.5,286.26816
44.5,46.5,286.82483
44.5,51.5,287.9766
44.5,52.5,287.6848
44.5,53.5,287.9345
44.5,54.5,287.38486
44.5,55.5,287.24435
44.5,56.5,287.13657
44.5,57.5,286.72037
44.5,58.5,286.81058
44.5,60.5,286.2571
44.5,61.5,286.31064
44.5,62.5,286.92947
44.5,63.5,286.822
44.5,64.5,286.74954
44.5,65.5,286.67984
44.5,66.5,286.6189
44.5,67.5,286.3199
44.5,68.5,285.29208
44.5,69.5,285.77084
44.5,70.5,285.81546
44.5,71.5,285.411
44.5,72.5,284.8913
44.5,73.5,284.50012
44.5,74.5,284.03934
44.5,75.5,284.34265
44.5,76.5,284.41992
44.5,77.5,284.06674
44.5,78.5,281.4463
44.5,79.5,278.73834
44.5,80.5,278.37073
44.5,81.5,281.5723
44.5,82.5,275.47308
44.5,83.5,276.45105
44.5,84.5,276.70676
44.5,85.5,279.03925
44.5,86.5,280.39606
44.5,87.5,281.46277
44.5,88.5,281.07538
44.5,89.5,282.0785
44.5,90.5,282.11374
44.5,91.5,281.12912
44.5,92.5,281.64362
44.5,93.5,281.68826
44.5,94.5,282.87958
44.5,95.5,282.0237
44.5,96.5,281.96863
44.5,97.5,279.74503
44.5,98.5,277.8193
44.5,99.5,280.10834
44.5,100.5,278.84653
44.5,101.5,278.98563
44.5,102.5,281.34378
44.5,103.5,280.553
44.5,104.5,280.50223
44.5,105.5,280.38547
44.5,106.5,280.38455
44.5,107.5,280.60867
44.5,108.5,281.39542
44.5,109.5,281.34216
44.5,110.5,280.1557
44.5,111.5,279.5253
44.5,112.5,278.57333
44.5,113.5,277.43753
44.5,114.5,276.37885
44.5,115.5,276.99008
44.5,116.5,276.5518
44.5,117.5,276.0084
44.5,118.5,275.86554
44.5,119.5,276.65445
44.5,120.5,278.78192
44.5,121.5,279.93625
44.5,122.5,280.2569
44.5,123.5,279.684
44.5,124.5,278.91537
44.5,125.5,278.14395
44.5,126.5,277.02957
44.5,127.5,275.80292
44.5,128.5,276.2147
44.5,129.5,274.24548
44.5,130.5,274.83652
44.5,131.5,275.46524
44.5,132.5,275.80472
44.5,133.5,274.8948
44.5,134.5,273.9641
44.5,135.5,274.49133
44.5,142.5,277.7235
45.5,-123.5,283.18665
45.5,-122.5,281.0372
45.5,-121.5,281.5145
45.5,-120.5,282.29
45.5,-119.5,283.19025
45.5,-118.5,281.5686
45.5,-117.5,278.7663
45.5,-116.5,278.97385
45.5,-115.5,275.7094
45.5,-114.5,276.59015
45.5,-113.5,274.3452
45.5,-112.5,274.31085
45.5,-111.5,276.5288
45.5,-110.5,275.4349
45.5,-109.5,276.77814
45.5,-108.5,280.33368
45.5,-107.5,280.1535
45.5,-106.5,281.3945
45.5,-105.5,281.62854
45.5,-104.5,281.40607
45.5,-103.5,281.41013
45.5,-102.5,281.49042
45.5,-101.5,281.1877
45.5,-100.5,280.6395
45.5,-99.5,279.9545
45.5,-98.5,279.9018
45.5,-97.5,279.71902
45.5,-96.5,279.4957
45.5,-95.5,279.0908
45.5,-94.5,278.86624
45.5,-93.5,278.77344
45.5,-92.5,278.60297
45.5,-91.5,278.22397
45.5,-90.5,277.8101
45.5,-89.5,277.86453
45.5,-88.5,278.58026
45.5,-87.5,278.943
45.5,-84.5,278.97443
45.5,-79.5,277.8031
45.5,-78.5,277.56808
45.5,-77.5,277.59805
45.5,-76.5,277.2368
45.5,-75.5,277.16302
45.5,-74.5,277.29343
45.5,-73.5,278.29584
45.5,-72.5,277.74704
45.5,-71.5,276.28293
45.5,-70.5,276.5506
45.5,-69.5,277.3623
45.5,-68.5,277.3668
45.5,-67.5,278.3418
45.5,-66.5,279.0591
45.5,-65.5,279.76227
45.5,-64.5,279.33698
45.5,-63.5,279.9253
45.5,-62.5,279.96674
45.5,-61.5,280.30084
45.5,-0.5,286.1543
45.5,0.5,284.67657
45.5,1.5,283.45972
45.5,2.5,281.18716
45.5,3.5,281.94818
45.5,4.5,282.76083
45.5,5.5,281.04044
45.5,6.5,274.6039
45.5,7.5,279.21356
45.5,8.5,282.09814
45.5,9.5,282.56555
45.5,10.5,282.02197
45.5,11.5,282.73184
45.5,12.5,286.83002
45.5,13.5,285.19778
45.5,14.5,285.0251
45.5,15.5,281.38345
45.5,16.5,282.82584
45.5,17.5,284.77243
45.5,18.5,284.27448
45.5,19.5,284.83978
45.5,20.5,285.0504
45.5,21.5,284.12518
45.5,22.5,282.1967
45.5,23.5,284.09955
45.5,24.5,284.4082
45.5,25.5,282.7288
45.5,26.5,283.21625
45.5,27.5,284.30594
45.5,28.5,285.23706
45.5,29.5,285.76953
45.5,33.5,286.99335
45.5,34.5,285.8681
45.5,38.5,285.76968
45.5,39.5,285.58347
45.5,40.5,285.05606
45.5,41.5,284.30002
45.5,42.5,284.12585
45.5,43.5,284.733
45.5,44.5,285.17938
45.5,45.5,286.1895
45.5,46.5,286.74854
45.5,47.5,286.27982
45.5,53.5,287.56418
45.5,54.5,287.00558
45.5,55.5,286.5815
45.5,56.5,286.23947
45.5,57.5,285.8929
45.5,58.5,286.21295
45.5,60.5,285.59808
45.5,61.5,285.63437
45.5,62.5,285.4747
45.5,63.5,285.2483
45.5,64.5,285.01578
45.5,65.5,285.13126
45.5,66.5,285.30872
45.5,67.5,285.03787
45.5,68.5,284.46857
45.5,69.5,284.32047
45.5,70.5,284.11194
45.5,71.5,283.71664
45.5,72.5,283.46017
45.5,73.5,282.6842
45.5,74.5,283.0607
45.5,75.5,284.01447
45.5,76.5,284.2988
45.5,77.5,283.7014
45.5,78.5,280.3511
45.5,79.5,274.96097
45.5,80.5,273.0419
45.5,81.5,282.4234
45.5,82.5,279.28934
45.5,83.5,280.82462
45.5,84.5,281.087
45.5,85.5,281.89383
45.5,86.5,282.52167
45.5,87.5,281.51956
45.5,88.5,280.87244
45.5,89.5,280.56717
45.5,90.5,278.9838
45.5,91.5,278.06207
45.5,92.5,276.97644
45.5,93.5,273.96948
45.5,94.5,277.62228
45.5,95.5,277.79086
45.5,96.5,278.47574
45.5,97.5,275.32553
45.5,98.5,277.28833
45.5,99.5,277.88745
45.5,100.5,277.7774
45.5,101.5,277.49976
45.5,102.5,277.5513
45.5,103.5,278.58905
45.5,104.5,278.41678
45.5,105.5,278.12256
45.5,106.5,278.49323
45.5,107.5,278.20493
45.5,108.5,278.91263
45.5,109.5,279.12732
45.5,110.5,278.71768
45.5,111.5,277.84604
45.5,112.5,276.71347
45.5,113.5,275.78836
45.5,114.5,275.68506
45.5,115.5,276.23953
45.5,116.5,275.92346
45.5,117.5,275.45007
45.5,118.5,275.29062
45.5,119.5,274.7204
45.5,120.5,275.5712
45.5,121.5,278.19376
45.5,122.5,279.26355
45.5,123.5,279.00958
45.5,124.5,278.4847
45.5,125.5,277.59564
45.5,126.5,277.16788
45.5,127.5,277.0195
45.5,128.5,275.335
45.5,129.5,276.10422
45.5,130.5,275.39218
45.5,131.5,275.3283
45.5,132.5,275.52582
45.5,133.5,274.85974
45.5,134.5,273.67487
45.5,135.5,272.67734
45.5,136.5,273.14236
46.5,-123.5,282.13147
46.5,-122.5,280.42975
46.5,-121.5,279.08817
46.5,-120.5,279.30112
46.5,-119.5,283.0472
46.5,-118.5,283.8948
46.5,-117.5,281.19434
46.5,-116.5,278.893
46.5,-115.5,277.10376
46.5,-114.5,277.184
46.5,-113.5,276.28445
46.5,-112.5,276.42126
46.5,-111.5,275.64117
46.5,-110.5,275.6327
46.5,-109.5,278.99197
46.5,-108.5,281.00134
46.5,-107.5,282.06064
46.5,-106.5,281.93286
46.5,-105.5,281.649
46.5,-104.5,281.1117
46.5,-103.5,280.3568
46.5,-102.5,280.26227
46.5,-101.5,279.91284
46.5,-100.5,279.25235
46.5,-99.5,278.79727
46.5,-98.5,278.812
46.5,-97.5,278.9697
46.5,-96.5,278.67505
46.5,-95.5,277.74316
46.5,-94.5,277.58786
46.5,-93.5,277.4088
46.5,-92.5,277.45316
46.5,-91.5,278.0237
46.5,-90.5,277.3611
46.5,-89.5,278.16547
46.5,-88.5,278.17316
46.5,-87.5,278.61426
46.5,-86.5,278.57315
46.5,-85.5,278.23645
46.5,-84.5,277.02658
46.5,-83.5,277.023
46.5,-82.5,277.29984
46.5,-81.5,276.90442
46.5,-80.5,276.83365
46.5,-79.5,276.9233
46.5,-78.5,276.36847
46.5,-77.5,276.51398
46.5,-76.5,276.5716
46.5,-75.5,276.04956
46.5,-74.5,275.98093
46.5,-73.5,276.65063
46.5,-72.5,276.23553
46.5,-71.5,275.39233
46.5,-70.5,276.61127
46.5,-69.5,276.0886
46.5,-68.5,275.9993
46.5,-67.5,276.60815
46.5,-66.5,276.7134
46.5,-65.5,278.13892
46.5,-64.5,278.69116
46.5,-60.5,279.32297
46.5,-1.5,286.10013
46.5,-0.5,285.09543
46.5,0.5,284.31284
46.5,1.5,283.50998
46.5,2.5,282.65366
46.5,3.5,282.48624
46.5,4.5,282.36026
46.5,5.5,282.02057
46.5,6.5,277.4083
46.5,7.5,278.28348
46.5,8.5,279.93338
46.5,9.5,278.86734
46.5,10.5,276.75565
46.5,11.5,275.55453
46.5,12.5,278.52795
46.5,13.5,280.04492
46.5,14.5,280.5523
46.5,15.5,282.19687
46.5,16.5,282.89258
46.5,17.5,283.39008
46.5,18.5,284.04654
46.5,19.5,284.887
46.5,20.5,284.81348
46.5,21.5,284.16998
46.5,22.5,280.76385
46.5,23.5,281.8501
46.5,24.5,280.4992
46.5,25.5,279.93994
46.5,26.5,280.68546
46.5,27.5,282.91748
46.5,28.5,284.03055
46.5,29.5,284.76074
46.5,30.5,285.40045
46.5,32.5,285.5188
46.5,33.5,285.55862
46.5,34.5,285.67987
46.5,35.5,285.54987
46.5,38.5,285.4585
46.5,39.5,284.8934
46.5,40.5,284.51788
46.5,41.5,284.35748
46.5,42.5,284.26846
46.5,43.5,284.84106
46.5,44.5,284.99515
46.5,45.5,285.73053
46.5,46.5,285.8163
46.5,47.5,285.6855
46.5,48.5,285.52298
46.5,49.5,285.6936
46.5,53.5,286.39133
46.5,54.5,285.81735
46.5,55.5,285.38733
46.5,56.5,284.6483
46.5,57.5,284.24594
46.5,58.5,283.868
46.5,59.5,284.28616
46.5,60.5,284.07034
46.5,61.5,284.0276
46.5,62.5,283.93787
46.5,63.5,283.96198
46.5,64.5,283.95724
46.5,65.5,283.70285
46.5,66.5,283.31354
46.5,67.5,282.84875
46.5,68.5,282.9128
46.5,69.5,282.7565
46.5,70.5,282.09
46.5,71.5,281.54614
46.5,72.5,281.1311
46.5,73.5,281.2159
46.5,75.5,282.11386
46.5,76.5,282.18347
46.5,77.5,281.63477
46.5,78.5,281.61215
46.5,79.5,281.58572
46.5,80.5,280.65436
46.5,81.5,280.94272
46.5,82.5,278.43677
46.5,83.5,276.49695
46.5,84.5,279.5226
46.5,85.5,276.6368
46.5,86.5,278.4748
46.5,87.5,279.3465
46.5,88.5,279.17007
46.5,89.5,278.4115
46.5,90.5,274.51782
46.5,91.5,272.6512
46.5,92.5,273.76382
46.5,93.5,275.05936
46.5,94.5,280.29578
46.5,95.5,276.12103
46.5,96.5,273.19928
46.5,97.5,272.12717
46.5,98.5,273.12653
46.5,99.5,272.8688
46.5,100.5,271.35995
46.5,101.5,271.0937
46.5,102.5,273.19812
46.5,103.5,274.64056
46.5,104.5,275.84042
46.5,105.5,275.90378
46.5,106.5,275.5266
46.5,107.5,275.8187
46.5,108.5,276.46295
46.5,109.5,276.97644
46.5,110.5,276.54
46.5,111.5,275.76962
46.5,112.5,275.7218
46.5,113.5,275.06625
46.5,114.5,276.21094
46.5,115.5,275.97086
46.5,116.5,276.08313
46.5,117.5,275.6972
46.5,118.5,273.93375
46.5,119.5,273.14258
46.5,120.5,273.76236
46.5,121.5,275.2696
46.5,122.5,277.4884
46.5,123.5,278.01755
46.5,124.5,277.81906
46.5,125.5,276.87823
46.5,126.5,276.37894
46.5,127.5,275.97916
46.5,128.5,274.52997
46.5,129.5,274.81555
46.5,130.5,275.71985
46.5,131.5,275.18503
46.5,132.5,274.8327
46.5,133.5,274.96445
46.5,134.5,273.27246
46.5,135.5,273.08932
46.5,136.5,270.6696
46.5,137.5,272.86844
46.5,142.5,275.95145
47.5,-123.5,281.32388
47.5,-122.5,281.75778
47.5,-121.5,278.63446
47.5,-120.5,276.5635
47.5,-119.5,282.21622
47.5,-118.5,282.73447
47.5,-117.5,281.07538
47.5,-116.5,277.8468
47.5,-115.5,276.08777
47.5,-114.5,275.80057
47.5,-113.5,276.06595
47.5,-112.5,276.08716
47.5,-111.5,279.32196
47.5,-110.5,281.15967
47.5,-109.5,279.88367
47.5,-108.5,280.57047
47.5,-107.5,281.56027
47.5,-106.5,281.1842
47.5,-105.5,280.65576
47.5,-104.5,280.57205
47.5,-103.5,279.78592
47.5,-102.5,279.14526
47.5,-101.5,278.46912
47.5,-100.5,278.42462
47.5,-99.5,277.96783
47.5,-98.5,277.8875
47.5,-97.5,278.08752
47.5,-96.5,278.01855
47.5,-95.5,277.3116
47.5,-94.5,276.80414
47.5,-93.5,276.6881
47.5,-92.5,276.65433
47.5,-91.5,277.17743
47.5,-84.5,276.12286
47.5,-83.5,275.54755
47.5,-82.5,275.67285
47.5,-81.5,275.54807
47.5,-80.5,275.77945
47.5,-79.5,274.9824
47.5,-78.5,275.39786
47.5,-77.5,275.21957
47.5,-76.5,275.01517
47.5,-75.5,274.81766
47.5,-74.5,274.62537
47.5,-73.5,274.76932
47.5,-72.5,274.94998
47.5,-71.5,274.33975
47.5,-70.5,273.04068
47.5,-69.5,275.93307
47.5,-68.5,274.87973
47.5,-67.5,274.97498
47.5,-66.5,275.99417
47.5,-65.5,277.39313
47.5,-55.5,278.34125
47.5,-53.5,278.5284
47.5,-2.5,285.36084
47.5,-1.5,284.5395
47.5,-0.5,284.30917
47.5,0.5,284.33853
47.5,1.5,284.0313
47.5,2.5,284.03394
47.5,3.5,282.8541
47.5,4.5,282.27164
47.5,5.5,282.2475
47.5,6.5,280.02652
47.5,7.5,280.10886
47.5,8.5,278.10513
47.5,9.5,276.5185
47.5,10.5,277.54538
47.5,11.5,277.23923
47.5,12.5,276.12512
47.5,13.5,277.95148
47.5,14.5,279.0833
