lat,lon,GLDAS_NOAH10_M_2_1_AvgSurfT_inst
12.5,-14.5,302.87418
12.5,-13.5,303.21793
12.5,-12.5,301.85916
12.5,-11.5,302.16937
12.5,-10.5,302.3778
12.5,-9.5,301.9615
12.5,-8.5,301.93375
12.5,-7.5,302.25275
12.5,-6.5,302.593
12.5,-5.5,302.79453
12.5,-4.5,303.01422
12.5,-3.5,303.08078
12.5,-2.5,302.59576
12.5,-1.5,302.70035
12.5,-0.5,303.05347
12.5,0.5,302.75253
12.5,1.5,302.8382
12.5,2.5,302.53955
12.5,3.5,302.78613
12.5,4.5,302.8187
12.5,5.5,302.01877
12.5,6.5,301.51874
12.5,7.5,300.94467
12.5,8.5,301.01993
12.5,9.5,302.03345
12.5,10.5,302.85663
12.5,11.5,302.455
12.5,12.5,302.67853
12.5,13.5,303.09323
12.5,14.5,303.26996
12.5,15.5,304.1542
12.5,16.5,304.26813
12.5,17.5,304.92557
12.5,18.5,304.0843
12.5,19.5,304.28918
12.5,20.5,303.76138
12.5,21.5,302.73096
12.5,22.5,301.64603
12.5,23.5,300.79233
12.5,24.5,300.45374
12.5,25.5,302.44632
12.5,26.5,302.7916
12.5,27.5,303.26172
12.5,28.5,303.09442
12.5,29.5,302.46768
12.5,30.5,302.9003
12.5,31.5,303.51816
12.5,32.5,305.0518
12.5,33.5,304.86023
12.5,34.5,304.25266
12.5,35.5,302.51044
12.5,36.5,298.7853
12.5,37.5,296.23175
12.5,38.5,295.5714
12.5,39.5,297.9058
12.5,40.5,305.2957
12.5,41.5,308.44226
12.5,42.5,307.30905
12.5,75.5,298.5153
12.5,76.5,297.89832
12.5,77.5,298.9314
12.5,78.5,299.58893
12.5,79.5,302.07544
12.5,99.5,299.27267
12.5,102.5,298.70282
12.5,103.5,298.9464
12.5,104.5,300.89108
12.5,105.5,300.76447
12.5,106.5,300.46768
12.5,107.5,298.54156
12.5,108.5,296.69962
13.5,-88.5,300.25558
13.5,-87.5,297.79834
13.5,-86.5,297.06537
13.5,-85.5,296.6807
13.5,-84.5,297.7026
13.5,-16.5,301.55286
13.5,-15.5,303.351
13.5,-14.5,303.17313
13.5,-13.5,303.61002
13.5,-12.5,303.92047
13.5,-11.5,303.728
13.5,-10.5,303.20212
13.5,-9.5,302.7048
13.5,-8.5,301.98593
13.5,-7.5,302.28918
13.5,-6.5,303.0173
13.5,-5.5,303.46765
13.5,-4.5,303.4375
13.5,-3.5,303.49924
13.5,-2.5,303.30875
13.5,-1.5,303.14606
13.5,-0.5,303.5971
13.5,0.5,303.63947
13.5,1.5,303.8274
13.5,2.5,304.00433
13.5,3.5,303.86746
13.5,4.5,303.15067
13.5,5.5,303.15945
13.5,6.5,302.33258
13.5,7.5,302.17914
13.5,8.5,302.3829
13.5,9.5,302.81235
13.5,10.5,303.2008
13.5,11.5,304.1049
13.5,12.5,304.38187
13.5,13.5,302.82916
13.5,14.5,302.98642
13.5,15.5,303.5224
13.5,16.5,304.3125
13.5,17.5,304.65152
13.5,18.5,304.85364
13.5,19.5,304.93924
13.5,20.5,304.0216
13.5,21.5,302.23737
13.5,22.5,300.7924
13.5,23.5,301.1134
13.5,24.5,300.49423
13.5,25.5,301.9599
13.5,26.5,302.8109
13.5,27.5,303.06793
13.5,28.5,302.50372
13.5,29.5,302.62643
13.5,30.5,303.7681
13.5,31.5,304.70642
13.5,32.5,305.2259
13.5,33.5,305.85483
13.5,34.5,305.12366
13.5,35.5,303.71832
13.5,36.5,301.54504
13.5,37.5,300.0052
13.5,38.5,297.37018
13.5,39.5,298.97116
13.5,40.5,306.93634
13.5,41.5,309.33893
13.5,43.5,301.96497
13.5,44.5,300.03165
13.5,45.5,300.3479
13.5,46.5,301.22055
13.5,75.5,298.36783
13.5,76.5,298.94852
13.5,77.5,299.02246
13.5,78.5,300.1286
13.5,79.5,301.5306
13.5,98.5,298.28046
13.5,99.5,298.81833
13.5,100.5,302.52567
13.5,101.5,300.64865
13.5,102.5,300.4135
13.5,103.5,301.40298
13.5,104.5,301.6522
13.5,105.5,300.88965
13.5,106.5,300.75708
13.5,107.5,299.42334
13.5,108.5,296.792
13.5,123.5,299.85477
14.5,-91.5,293.56522
14.5,-90.5,297.28436
14.5,-89.5,295.96048
14.5,-88.5,295.879
14.5,-87.5,295.83456
14.5,-86.5,294.89252
14.5,-85.5,296.8711
14.5,-84.5,297.50146
14.5,-83.5,299.3618
14.5,-16.5,302.13797
14.5,-15.5,303.3446
14.5,-14.5,303.74405
14.5,-13.5,304.1264
14.5,-12.5,304.34912
14.5,-11.5,303.63388
14.5,-10.5,303.22504
14.5,-9.5,303.2195
14.5,-8.5,302.76752
14.5,-7.5,302.91937
14.5,-6.5,303.52228
14.5,-5.5,304.1588
14.5,-4.5,304.51575
14.5,-3.5,304.16956
14.5,-2.5,304.12924
14.5,-1.5,304.40656
14.5,-0.5,304.46884
14.5,0.5,304.76047
14.5,1.5,304.8127
14.5,2.5,305.03537
14.5,3.5,304.7601
14.5,4.5,304.79922
14.5,5.5,303.95862
14.5,6.5,302.41104
14.5,7.5,303.40866
14.5,8.5,303.37067
14.5,9.5,303.19058
14.5,10.5,303.45145
14.5,11.5,304.261
14.5,12.5,304.69815
14.5,13.5,304.23322
14.5,14.5,304.43436
14.5,15.5,304.15277
14.5,16.5,304.7336
14.5,17.5,304.9949
14.5,18.5,305.04346
14.5,19.5,304.9448
14.5,20.5,304.35266
14.5,21.5,302.23862
14.5,22.5,300.28027
14.5,23.5,301.4668
14.5,24.5,300.84244
14.5,25.5,301.25183
14.5,26.5,301.73575
14.5,27.5,302.56128
14.5,28.5,302.60214
14.5,29.5,303.6137
14.5,30.5,304.1075
14.5,31.5,305.1488
14.5,32.5,306.35193
14.5,33.5,306.08047
14.5,34.5,305.77646
14.5,35.5,305.4117
14.5,36.5,304.0649
14.5,37.5,300.94254
14.5,38.5,297.33765
14.5,39.5,302.15704
14.5,40.5,306.78473
14.5,43.5,301.6646
14.5,44.5,298.51437
14.5,45.5,299.956
14.5,46.5,300.70502
14.5,47.5,300.70547
14.5,48.5,301.9963
14.5,74.5,299.31488
14.5,75.5,299.1684
14.5,76.5,300.50824
14.5,77.5,301.62024
14.5,78.5,301.7825
14.5,79.5,302.20218
14.5,98.5,298.45596
14.5,99.5,299.8324
14.5,100.5,301.4677
14.5,101.5,301.4865
14.5,102.5,300.17032
14.5,103.5,301.4748
14.5,104.5,301.2001
14.5,105.5,300.31097
14.5,106.5,298.0684
14.5,107.5,296.8039
14.5,108.5,297.22134
14.5,121.5,299.69012
15.5,-92.5,299.2327
15.5,-91.5,296.63004
15.5,-90.5,294.09808
15.5,-89.5,295.02213
15.5,-88.5,296.55362
15.5,-87.5,297.25183
15.5,-86.5,295.4442
15.5,-85.5,297.52304
15.5,-84.5,298.47144
15.5,-16.5,301.15137
15.5,-15.5,303.3245
15.5,-14.5,304.59067
15.5,-13.5,305.14572
15.5,-12.5,305.05402
15.5,-11.5,304.05847
15.5,-10.5,303.5243
15.5,-9.5,303.38153
15.5,-8.5,303.82074
15.5,-7.5,304.06796
15.5,-6.5,304.39157
15.5,-5.5,304.66495
15.5,-4.5,305.38785
15.5,-3.5,304.98187
15.5,-2.5,303.98135
15.5,-1.5,304.56082
15.5,-0.5,304.8965
15.5,0.5,305.10297
15.5,1.5,305.4539
15.5,2.5,305.48126
15.5,3.5,304.75464
15.5,4.5,304.6018
15.5,5.5,303.62643
15.5,6.5,303.23074
15.5,7.5,303.44046
15.5,8.5,303.8095
15.5,9.5,303.62793
15.5,10.5,303.4198
15.5,11.5,303.7725
15.5,12.5,303.92773
15.5,13.5,303.53888
15.5,14.5,303.37964
15.5,15.5,303.53287
15.5,16.5,304.2742
15.5,17.5,304.4256
15.5,18.5,304.81436
15.5,19.5,305.04156
15.5,20.5,304.92398
15.5,21.5,302.77292
15.5,22.5,301.16602
15.5,23.5,300.8941
15.5,24.5,300.401
15.5,25.5,300.84518
15.5,26.5,300.671
15.5,27.5,301.6108
15.5,28.5,302.41342
15.5,29.5,303.19717
15.5,30.5,303.8526
15.5,31.5,304.8035
15.5,32.5,306.05176
15.5,33.5,306.4403
15.5,34.5,306.5796
15.5,35.5,306.7233
15.5,36.5,305.7981
15.5,37.5,303.49362
15.5,38.5,299.66818
15.5,39.5,300.59677
15.5,43.5,301.1095
15.5,44.5,299.65094
15.5,45.5,301.34848
15.5,46.5,302.74615
15.5,47.5,302.2565
15.5,48.5,301.15805
15.5,49.5,301.87854
15.5,50.5,302.53702
15.5,51.5,301.9478
15.5,74.5,299.7997
15.5,75.5,300.35706
15.5,76.5,300.9238
15.5,77.5,302.75668
15.5,78.5,301.8939
15.5,79.5,302.13086
15.5,98.5,297.13116
15.5,99.5,298.42447
15.5,100.5,301.51132
15.5,101.5,300.77188
15.5,102.5,301.22745
15.5,103.5,301.21878
15.5,104.5,301.1686
15.5,105.5,299.63614
15.5,106.5,296.18002
15.5,107.5,294.5723
15.5,108.5,296.43884
15.5,120.5,298.83655
15.5,121.5,297.6981
16.5,-98.5,297.85086
16.5,-97.5,294.8902
16.5,-96.5,292.78622
16.5,-95.5,296.3199
16.5,-94.5,297.76657
16.5,-93.5,297.2245
16.5,-92.5,295.57977
16.5,-91.5,293.4168
16.5,-90.5,296.4499
16.5,-89.5,296.93973
16.5,-88.5,296.59186
16.5,-15.5,303.7301
16.5,-14.5,305.1127
16.5,-13.5,306.34283
16.5,-12.5,305.8996
16.5,-11.5,303.9306
16.5,-10.5,304.21237
16.5,-9.5,304.0556
16.5,-8.5,304.0191
16.5,-7.5,304.54926
16.5,-6.5,303.96408
16.5,-5.5,304.16812
16.5,-4.5,304.511
16.5,-3.5,305.63696
16.5,-2.5,305.40195
16.5,-1.5,305.3884
16.5,-0.5,305.3441
16.5,0.5,305.27994
16.5,1.5,304.94247
16.5,2.5,304.77423
16.5,3.5,304.58575
16.5,4.5,304.26376
16.5,5.5,303.8554
16.5,6.5,303.85913
16.5,7.5,304.09937
16.5,8.5,303.61636
16.5,9.5,302.90442
16.5,10.5,302.47336
16.5,11.5,302.57245
16.5,12.5,302.8667
16.5,13.5,302.86865
16.5,14.5,303.126
16.5,15.5,303.7005
16.5,16.5,304.0148
16.5,17.5,304.1283
16.5,18.5,303.88425
16.5,19.5,303.61646
16.5,20.5,304.10974
16.5,21.5,303.4852
16.5,22.5,301.2401
16.5,23.5,299.59695
16.5,24.5,299.8658
16.5,25.5,300.13202
16.5,26.5,300.17548
16.5,27.5,300.91937
16.5,28.5,302.07397
16.5,29.5,302.74118
16.5,30.5,302.65793
16.5,31.5,304.60504
16.5,32.5,305.42032
16.5,33.5,306.00592
16.5,34.5,306.71524
16.5,35.5,307.0481
16.5,36.5,305.61832
16.5,37.5,305.33423
16.5,38.5,305.10342
16.5,43.5,300.7003
16.5,44.5,299.9371
16.5,45.5,301.17056
16.5,46.5,302.89243
16.5,47.5,302.3407
16.5,48.5,302.41873
16.5,49.5,303.3097
16.5,50.5,302.80594
16.5,51.5,302.52145
16.5,52.5,299.31497
16.5,73.5,300.39883
16.5,74.5,299.07346
16.5,75.5,301.32285
16.5,76.5,302.35434
16.5,77.5,301.94788
16.5,78.5,300.9738
16.5,79.5,301.5853
16.5,80.5,301.6079
16.5,81.5,301.34457
16.5,94.5,300.31567
16.5,95.5,300.47543
16.5,97.5,300.13184
16.5,98.5,298.14032
16.5,99.5,298.97272
16.5,100.5,300.10428
16.5,101.5,300.43707
16.5,102.5,300.41202
16.5,103.5,300.52997
16.5,104.5,299.78293
16.5,105.5,298.80533
16.5,106.5,296.0692
16.5,107.5,295.5116
16.5,120.5,297.45975
16.5,121.5,295.26913
17.5,-100.5,298.04306
17.5,-99.5,298.75113
17.5,-98.5,294.88818
17.5,-97.5,293.27118
17.5,-96.5,294.9549
17.5,-95.5,295.09686
17.5,-94.5,296.5559
17.5,-93.5,295.6042
17.5,-92.5,295.01657
17.5,-91.5,296.29526
17.5,-90.5,297.58398
17.5,-89.5,297.52722
17.5,-88.5,297.80267
17.5,-15.5,303.31927
17.5,-14.5,305.16913
17.5,-13.5,305.92062
17.5,-12.5,305.88608
17.5,-11.5,304.83365
17.5,-10.5,304.51608
17.5,-9.5,304.20776
17.5,-8.5,304.315
17.5,-7.5,304.37704
17.5,-6.5,303.7004
17.5,-5.5,303.75958
17.5,-4.5,303.87
17.5,-3.5,304.1685
17.5,-2.5,304.89966
17.5,-1.5,305.13193
17.5,-0.5,305.69366
17.5,0.5,304.88495
17.5,1.5,304.61536
17.5,2.5,304.23416
17.5,3.5,304.23514
17.5,4.5,304.41806
17.5,5.5,304.42447
17.5,6.5,304.19144
17.5,7.5,304.06982
17.5,8.5,302.81317
17.5,9.5,300.9125
17.5,10.5,301.6041
17.5,11.5,301.95465
17.5,12.5,301.8312
17.5,13.5,301.56137
17.5,14.5,302.11203
17.5,15.5,302.91608
17.5,16.5,303.89322
17.5,17.5,303.8148
17.5,18.5,303.32758
17.5,19.5,303.30185
17.5,20.5,303.41306
17.5,21.5,303.365
17.5,22.5,301.59546
17.5,23.5,299.83414
17.5,24.5,299.3548
17.5,25.5,300.1913
17.5,26.5,300.71896
17.5,27.5,300.7918
17.5,28.5,301.90964
17.5,29.5,302.0928
17.5,30.5,303.1135
17.5,31.5,304.01294
17.5,32.5,304.3019
17.5,33.5,305.58215
17.5,34.5,306.40152
17.5,35.5,306.16522
17.5,36.5,305.1989
17.5,37.5,303.59833
17.5,38.5,302.48663
17.5,42.5,302.89667
17.5,43.5,301.13077
17.5,44.5,299.74738
17.5,45.5,301.28412
17.5,46.5,302.09943
17.5,47.5,302.66562
17.5,48.5,303.69724
17.5,49.5,304.06113
17.5,50.5,304.00894
17.5,51.5,302.8028
17.5,52.5,303.30264
17.5,53.5,302.62955
17.5,54.5,303.0797
17.5,73.5,298.87308
17.5,74.5,300.31335
17.5,75.5,302.16388
17.5,76.5,302.36963
17.5,77.5,301.07156
17.5,78.5,300.5561
17.5,79.5,301.11035
17.5,80.5,301.34232
17.5,81.5,301.41394
17.5,82.5,299.08133
17.5,95.5,299.9446
17.5,96.5,299.63492
17.5,97.5,297.2614
17.5,98.5,298.18524
17.5,99.5,299.6622
17.5,100.5,299.22955
17.5,101.5,298.46533
17.5,102.5,299.79132
17.5,103.5,299.6389
17.5,104.5,298.5134
17.5,105.5,295.85114
17.5,106.5,296.49597
17.5,120.5,296.67432
17.5,121.5,295.15158
18.5,-103.5,296.77695
18.5,-102.5,301.72156
18.5,-101.5,299.29
18.5,-100.5,297.13776
18.5,-99.5,295.90115
18.5,-98.5,294.0593
18.5,-97.5,292.1467
18.5,-96.5,294.19962
18.5,-95.5,297.5153
18.5,-92.5,299.8182
18.5,-91.5,299.44577
18.5,-90.5,298.33517
18.5,-89.5,298.50043
18.5,-88.5,298.47562
18.5,-72.5,298.54395
18.5,-71.5,295.8283
18.5,-70.5,297.71045
18.5,-69.5,298.6036
18.5,-15.5,303.58755
18.5,-14.5,304.84882
18.5,-13.5,304.7547
18.5,-12.5,304.6458
18.5,-11.5,304.39728
18.5,-10.5,303.9209
18.5,-9.5,303.70328
18.5,-8.5,303.5948
18.5,-7.5,303.50873
18.5,-6.5,303.5633
18.5,-5.5,303.57782
18.5,-4.5,303.4159
18.5,-3.5,303.83258
18.5,-2.5,304.3609
18.5,-1.5,304.80246
18.5,-0.5,304.6231
18.5,0.5,304.71448
18.5,1.5,305.1009
18.5,2.5,304.0825
18.5,3.5,304.42416
18.5,4.5,304.50128
18.5,5.5,303.82324
18.5,6.5,304.0551
18.5,7.5,303.88773
18.5,8.5,301.1456
18.5,9.5,301.66876
18.5,10.5,301.17242
18.5,11.5,301.46692
18.5,12.5,301.19128
18.5,13.5,301.13495
18.5,14.5,301.45767
18.5,15.5,301.7381
18.5,16.5,302.44974
18.5,17.5,302.62424
18.5,18.5,302.7286
18.5,19.5,302.33255
18.5,20.5,302.37808
18.5,21.5,301.82196
18.5,22.5,300.5474
18.5,23.5,300.17514
18.5,24.5,299.13956
18.5,25.5,299.8634
18.5,26.5,300.4338
18.5,27.5,299.95966
18.5,28.5,301.29773
18.5,29.5,302.1927
18.5,30.5,303.40097
18.5,31.5,303.8668
18.5,32.5,304.1457
18.5,33.5,304.46564
18.5,34.5,305.69086
18.5,35.5,305.47318
18.5,36.5,303.27377
18.5,37.5,303.31168
18.5,41.5,304.11014
18.5,42.5,302.19327
18.5,43.5,299.11166
18.5,44.5,300.3111
18.5,45.5,301.2594
18.5,46.5,301.99432
18.5,47.5,302.53677
18.5,48.5,303.38144
18.5,49.5,304.0875
18.5,50.5,303.9073
18.5,51.5,304.53214
18.5,52.5,304.5204
18.5,53.5,304.20587
18.5,54.5,304.601
18.5,55.5,304.25436
18.5,56.5,302.24396
18.5,73.5,300.56143
18.5,74.5,300.2344
18.5,75.5,301.6073
18.5,76.5,301.48804
18.5,77.5,301.17328
18.5,78.5,301.04077
18.5,79.5,300.99112
18.5,80.5,300.87555
18.5,81.5,299.95474
18.5,82.5,298.50052
18.5,83.5,298.98392
18.5,94.5,297.68564
18.5,95.5,299.08023
18.5,96.5,296.70215
18.5,97.5,295.5391
18.5,98.5,297.52975
18.5,99.5,297.89746
18.5,100.5,298.59848
18.5,101.5,295.8639
18.5,102.5,295.8806
18.5,103.5,296.57333
18.5,104.5,295.39877
18.5,105.5,294.7533
18.5,109.5,297.59143
19.5,-155.5,305.3735
19.5,-104.5,296.66388
19.5,-103.5,296.27103
19.5,-102.5,295.18213
19.5,-101.5,295.44806
19.5,-100.5,292.38638
19.5,-99.5,291.07065
19.5,-98.5,289.7554
19.5,-97.5,291.0802
19.5,-96.5,294.24908
19.5,-90.5,299.68433
19.5,-89.5,298.90634
19.5,-88.5,298.60852
19.5,-72.5,300.1804
19.5,-71.5,296.81174
19.5,-70.5,297.92654
19.5,-15.5,304.26898
19.5,-14.5,304.82776
19.5,-13.5,304.81396
19.5,-12.5,304.45645
19.5,-11.5,303.4117
19.5,-10.5,302.50623
19.5,-9.5,302.62683
19.5,-8.5,302.88354
19.5,-7.5,303.0079
19.5,-6.5,303.10892
19.5,-5.5,303.25677
19.5,-4.5,303.3883
19.5,-3.5,303.55365
19.5,-2.5,303.92392
19.5,-1.5,304.60648
19.5,-0.5,304.508
19.5,0.5,304.54477
19.5,1.5,304.3743
19.5,2.5,303.8975
19.5,3.5,303.89413
19.5,4.5,303.82797
19.5,5.5,303.7562
19.5,6.5,303.4908
19.5,7.5,303.90747
19.5,8.5,300.41953
19.5,9.5,300.2269
19.5,10.5,301.2742
19.5,11.5,301.98892
19.5,12.5,301.5571
19.5,13.5,301.50507
19.5,14.5,301.53958
19.5,15.5,300.80026
19.5,16.5,301.48453
19.5,17.5,301.4319
19.5,18.5,300.47928
19.5,19.5,299.9839
19.5,20.5,300.7145
19.5,21.5,300.37704
19.5,22.5,299.84738
19.5,23.5,299.06097
19.5,24.5,298.7071
19.5,25.5,299.10605
19.5,26.5,299.51062
19.5,27.5,299.18863
19.5,28.5,300.79773
19.5,29.5,302.1632
19.5,30.5,303.10892
19.5,31.5,303.26175
19.5,32.5,303.60306
19.5,33.5,304.14413
19.5,34.5,304.87347
19.5,35.5,304.32434
19.5,36.5,303.8496
19.5,41.5,302.32684
19.5,42.5,300.0032
19.5,43.5,300.65173
19.5,44.5,300.70737
19.5,45.5,301.5497
19.5,46.5,302.01877
19.5,47.5,302.63733
19.5,48.5,303.21384
19.5,49.5,303.76263
19.5,50.5,304.05078
19.5,51.5,304.28198
19.5,52.5,304.23297
19.5,53.5,304.0881
19.5,54.5,304.3873
19.5,55.5,304.56268
19.5,56.5,304.24667
19.5,57.5,303.0328
19.5,73.5,298.3457
19.5,74.5,299.6165
19.5,75.5,300.83743
19.5,76.5,301.4472
19.5,77.5,301.32327
19.5,78.5,301.4653
19.5,79.5,301.39453
19.5,80.5,299.56396
19.5,81.5,298.27338
19.5,82.5,298.7461
19.5,83.5,298.8519
19.5,84.5,299.29294
19.5,94.5,299.0619
19.5,95.5,299.50186
19.5,96.5,296.24194
19.5,97.5,295.9629
19.5,98.5,295.1525
19.5,99.5,296.72696
19.5,100.5,297.49338
19.5,101.5,294.97433
19.5,102.5,294.53668
19.5,103.5,293.01968
19.5,104.5,292.3908
19.5,105.5,296.30597
19.5,109.5,296.6537
19.5,110.5,297.76602
20.5,-104.5,295.6906
20.5,-103.5,294.4449
20.5,-102.5,292.7176
20.5,-101.5,291.67255
20.5,-100.5,290.5648
20.5,-99.5,291.08536
20.5,-98.5,292.72018
20.5,-97.5,293.87616
20.5,-89.5,299.38956
20.5,-88.5,298.81006
20.5,-87.5,298.8098
20.5,-76.5,298.0145
20.5,-75.5,299.01117
20.5,-15.5,303.35843
20.5,-14.5,303.1293
20.5,-13.5,303.85605
20.5,-12.5,303.63156
20.5,-11.5,302.71576
20.5,-10.5,302.42694
20.5,-9.5,302.50854
20.5,-8.5,302.65768
20.5,-7.5,302.81555
20.5,-6.5,303.07724
20.5,-5.5,303.28915
20.5,-4.5,303.48303
20.5,-3.5,303.44962
20.5,-2.5,303.49493
20.5,-1.5,304.08627
20.5,-0.5,304.24146
20.5,0.5,304.34744
20.5,1.5,304.1241
20.5,2.5,303.3315
20.5,3.5,303.08133
20.5,4.5,302.57394
20.5,5.5,302.79193
20.5,6.5,303.04318
20.5,7.5,302.71387
20.5,8.5,300.94186
20.5,9.5,300.66452
20.5,10.5,301.28635
20.5,11.5,301.83408
20.5,12.5,301.81625
20.5,13.5,301.52057
20.5,14.5,302.38287
20.5,15.5,301.6665
20.5,16.5,299.8666
20.5,17.5,300.27994
20.5,18.5,298.2207
20.5,19.5,297.81177
20.5,20.5,298.7903
20.5,21.5,299.60095
20.5,22.5,299.2617
20.5,23.5,298.6964
20.5,24.5,298.45804
20.5,25.5,298.36365
20.5,26.5,298.57587
20.5,27.5,298.7669
20.5,28.5,299.7386
20.5,29.5,301.06903
20.5,30.5,301.75543
20.5,31.5,301.75714
20.5,32.5,302.44135
20.5,33.5,303.13107
20.5,34.5,303.06613
20.5,35.5,303.4292
20.5,36.5,303.98624
20.5,40.5,302.30466
20.5,41.5,302.15604
20.5,42.5,301.81995
20.5,43.5,301.8601
20.5,44.5,301.86493
20.5,45.5,302.72116
20.5,46.5,302.43747
20.5,47.5,302.83978
20.5,48.5,302.9703
20.5,49.5,303.456
20.5,50.5,303.81055
20.5,51.5,304.16943
20.5,52.5,304.5294
20.5,53.5,305.25726
20.5,54.5,304.3858
20.5,55.5,304.4007
20.5,56.5,304.9112
20.5,57.5,304.4358
20.5,73.5,299.64767
20.5,74.5,300.34167
20.5,75.5,301.20206
20.5,76.5,301.38058
20.5,77.5,301.5543
20.5,78.5,301.27594
20.5,79.5,301.05527
20.5,80.5,299.8691
20.5,81.5,298.98145
20.5,82.5,300.22498
20.5,83.5,299.15466
20.5,84.5,299.73972
20.5,85.5,300.12357
20.5,86.5,300.54538
20.5,93.5,295.82474
20.5,94.5,297.8944
20.5,95.5,299.58328
20.5,96.5,297.152
20.5,97.5,295.81293
20.5,98.5,294.75812
20.5,99.5,294.59488
20.5,100.5,294.45953
20.5,101.5,292.9382
20.5,102.5,292.84415
20.5,103.5,293.33145
20.5,104.5,293.11102
20.5,105.5,296.59473
20.5,106.5,297.52762
21.5,-104.5,294.84912
21.5,-103.5,295.06726
21.5,-102.5,292.21494
21.5,-101.5,291.80963
21.5,-100.5,292.4613
21.5,-99.5,292.51144
21.5,-98.5,295.12445
21.5,-88.5,300.52228
21.5,-87.5,300.06357
21.5,-78.5,299.0482
21.5,-77.5,298.95117
21.5,-16.5,299.5986
21.5,-15.5,301.9951
21.5,-14.5,302.22916
21.5,-13.5,302.7451
21.5,-12.5,302.16357
21.5,-11.5,302.752
21.5,-10.5,301.86224
21.5,-9.5,302.20267
21.5,-8.5,302.3903
21.5,-7.5,302.59662
21.5,-6.5,303.47183
21.5,-5.5,303.98416
21.5,-4.5,303.7215
21.5,-3.5,303.63263
21.5,-2.5,303.5741
21.5,-1.5,303.5499
21.5,-0.5,303.5414
21.5,0.5,303.93686
21.5,1.5,304.199
21.5,2.5,303.47168
21.5,3.5,302.55548
21.5,4.5,302.11264
21.5,5.5,301.65076
21.5,6.5,301.4923
21.5,7.5,301.42548
21.5,8.5,300.06265
21.5,9.5,300.04202
21.5,10.5,301.14154
21.5,11.5,301.31665
21.5,12.5,300.69485
21.5,13.5,300.40952
21.5,14.5,302.08826
21.5,15.5,300.8731
21.5,16.5,299.09702
21.5,17.5,298.5685
21.5,18.5,298.5413
21.5,19.5,296.70932
21.5,20.5,298.49075
21.5,21.5,298.70303
21.5,22.5,298.62405
21.5,23.5,298.24966
21.5,24.5,298.52972
21.5,25.5,297.50186
21.5,26.5,297.56274
21.5,27.5,298.30045
21.5,28.5,298.74734
21.5,29.5,299.79028
21.5,30.5,300.6523
21.5,31.5,300.37262
21.5,32.5,301.33075
21.5,33.5,302.1221
21.5,34.5,301.8303
21.5,35.5,302.6788
21.5,36.5,304.19424
21.5,39.5,305.11844
21.5,40.5,302.41177
21.5,41.5,302.20767
21.5,42.5,302.45346
21.5,43.5,301.57025
21.5,44.5,301.10074
21.5,45.5,301.78192
21.5,46.5,301.86108
21.5,47.5,302.94235
21.5,48.5,303.58865
21.5,49.5,303.19247
21.5,50.5,303.56158
21.5,51.5,304.069
21.5,52.5,304.47202
21.5,53.5,304.7516
21.5,54.5,304.8404
21.5,55.5,304.87848
21.5,56.5,305.60083
21.5,57.5,305.08978
21.5,58.5,303.64468
21.5,70.5,301.9927
21.5,71.5,302.55734
21.5,72.5,302.4548
21.5,73.5,301.28238
21.5,74.5,300.50137
21.5,75.5,302.27603
21.5,76.5,300.606
21.5,77.5,301.28995
21.5,78.5,299.4735
21.5,79.5,299.62393
21.5,80.5,298.77643
21.5,81.5,300.03464
21.5,82.5,300.11197
21.5,83.5,300.00482
21.5,84.5,299.6909
21.5,85.5,300.07907
21.5,86.5,298.86823
21.5,92.5,296.653
21.5,93.5,294.8007
21.5,94.5,298.2084
21.5,95.5,300.01727
21.5,96.5,296.33624
21.5,97.5,295.62225
21.5,98.5,293.3496
21.5,99.5,293.5002
21.5,100.5,293.03818
21.5,101.5,292.82935
21.5,102.5,293.05267
21.5,103.5,293.9238
21.5,104.5,294.89767
21.5,105.5,296.45508
21.5,106.5,295.0074
21.5,107.5,296.00293
21.5,109.5,296.561
21.5,110.5,296.62808
22.5,-105.5,295.57095
22.5,-104.5,291.8994
22.5,-103.5,291.78275
22.5,-102.5,292.69073
22.5,-101.5,292.26334
22.5,-100.5,293.49615
22.5,-99.5,296.2116
22.5,-98.5,297.50378
22.5,-83.5,298.45142
22.5,-81.5,298.54584
22.5,-80.5,297.90924
22.5,-79.5,298.1428
22.5,-15.5,300.31854
22.5,-14.5,300.90686
22.5,-13.5,301.65674
22.5,-12.5,301.53574
22.5,-11.5,301.1465
22.5,-10.5,301.4553
22.5,-9.5,301.946
22.5,-8.5,302.29675
22.5,-7.5,302.31543
22.5,-6.5,302.94986
22.5,-5.5,303.23868
22.5,-4.5,303.26578
22.5,-3.5,303.63177
22.5,-2.5,303.4206
22.5,-1.5,302.9015
22.5,-0.5,302.93988
22.5,0.5,303.11346
22.5,1.5,303.89673
22.5,2.5,303.70013
22.5,3.5,302.79083
22.5,4.5,302.00888
22.5,5.5,299.74695
22.5,6.5,299.56732
22.5,7.5,299.66388
22.5,8.5,298.91766
22.5,9.5,299.5409
22.5,10.5,299.76202
22.5,11.5,299.1608
22.5,12.5,298.9663
22.5,13.5,299.6267
22.5,14.5,299.9536
22.5,15.5,298.39276
22.5,16.5,297.92188
22.5,17.5,298.27847
22.5,18.5,297.836
22.5,19.5,296.04764
22.5,20.5,297.46048
22.5,21.5,298.2053
22.5,22.5,298.03745
