lat,lon,GLDAS_NOAH10_M_2_1_CanopInt_inst
14.5,-13.5,0.049131647
14.5,-12.5,0.05265423
14.5,-11.5,0.05918325
14.5,-10.5,0.061174423
14.5,-9.5,0.05630875
14.5,-8.5,0.051093448
14.5,-7.5,0.0463705
14.5,-6.5,0.039187487
14.5,-5.5,0.036208026
14.5,-4.5,0.037865493
14.5,-3.5,0.03843429
14.5,-2.5,0.031016918
14.5,-1.5,0.029843574
14.5,-0.5,0.029093588
14.5,0.5,0.026565365
14.5,1.5,0.026981596
14.5,2.5,0.023362154
14.5,3.5,0.02234177
14.5,4.5,0.018777335
14.5,5.5,0.026228176
14.5,6.5,0.022976244
14.5,7.5,0.01791646
14.5,8.5,0.015722653
14.5,9.5,0.017797373
14.5,10.5,0.01412534
14.5,11.5,0.0056710257
14.5,12.5,0.0016011797
14.5,13.5,0.0
14.5,14.5,0.003693644
14.5,15.5,0.004151845
14.5,16.5,0.0017247933
14.5,17.5,0.005482191
14.5,18.5,0.016126126
14.5,19.5,0.022027519
14.5,20.5,0.031182108
14.5,21.5,0.03744081
14.5,22.5,0.026756002
14.5,23.5,0.02357069
14.5,24.5,0.014404627
14.5,25.5,0.009538192
14.5,26.5,0.00735464
14.5,27.5,0.0058527184
14.5,28.5,0.0064420565
14.5,29.5,0.007355796
14.5,30.5,0.010339969
14.5,31.5,0.010534821
14.5,32.5,0.014278886
14.5,33.5,0.022507468
14.5,34.5,0.028625801
14.5,35.5,0.035883207
14.5,36.5,0.0555441
14.5,37.5,0.07557257
14.5,38.5,0.057573214
14.5,39.5,0.021104425
14.5,40.5,0.0
14.5,43.5,0.020129273
14.5,44.5,0.015710976
14.5,45.5,0.0071076057
14.5,46.5,0.0028173202
14.5,47.5,0.0038236007
14.5,48.5,0.0028148808
14.5,74.5,0.12013971
14.5,75.5,0.08381892
14.5,76.5,0.054018054
14.5,77.5,0.051205315
14.5,78.5,0.053117078
14.5,79.5,0.07058398
14.5,98.5,0.16388278
14.5,99.5,0.14292982
14.5,100.5,0.12746102
14.5,101.5,0.12456377
14.5,102.5,0.11935596
14.5,103.5,0.118749745
14.5,104.5,0.1323515
14.5,105.5,0.15293187
14.5,106.5,0.17002851
14.5,107.5,0.17642877
14.5,108.5,0.1774798
14.5,121.5,0.17520295
15.5,-92.5,0.18045694
15.5,-91.5,0.15641117
15.5,-90.5,0.16387655
15.5,-89.5,0.17627522
15.5,-88.5,0.1742294
15.5,-87.5,0.15618993
15.5,-86.5,0.15050934
15.5,-85.5,0.15174468
15.5,-84.5,0.16690981
15.5,-16.5,0.034737296
15.5,-15.5,0.030844525
15.5,-14.5,0.025922045
15.5,-13.5,0.024404828
15.5,-12.5,0.028518474
15.5,-11.5,0.034793764
15.5,-10.5,0.035716258
15.5,-9.5,0.033096876
15.5,-8.5,0.027874852
15.5,-7.5,0.028196644
15.5,-6.5,0.025215125
15.5,-5.5,0.024861962
15.5,-4.5,0.024867186
15.5,-3.5,0.026024345
15.5,-2.5,0.026280338
15.5,-1.5,0.020881195
15.5,-0.5,0.021545652
15.5,0.5,0.018064102
15.5,1.5,0.014757539
15.5,2.5,0.010708468
15.5,3.5,0.01675103
15.5,4.5,0.018811038
15.5,5.5,0.017443517
15.5,6.5,0.016231263
15.5,7.5,0.012596888
15.5,8.5,0.0018640598
15.5,9.5,0.0
15.5,10.5,0.0
15.5,11.5,0.0
15.5,12.5,0.0
15.5,13.5,0.0
15.5,14.5,0.0
15.5,15.5,0.0
15.5,16.5,0.0
15.5,17.5,0.0
15.5,18.5,0.0
15.5,19.5,0.0014851218
15.5,20.5,0.010315821
15.5,21.5,0.017465675
15.5,22.5,0.008046493
15.5,23.5,0.003762351
15.5,24.5,0.0021755388
15.5,25.5,0.0020889095
15.5,26.5,0.0019424986
15.5,27.5,0.0
15.5,28.5,6.6426396E-4
15.5,29.5,0.0012791689
15.5,30.5,0.0013747034
15.5,31.5,0.0026673009
15.5,32.5,0.0054241773
15.5,33.5,0.009759774
15.5,34.5,0.012969717
15.5,35.5,0.011789645
15.5,36.5,0.019038575
15.5,37.5,0.023921369
15.5,38.5,0.017160796
15.5,39.5,0.009792558
15.5,43.5,0.016428167
15.5,44.5,0.0051896633
15.5,45.5,3.5727557E-4
15.5,46.5,0.0
15.5,47.5,0.0019724183
15.5,48.5,0.0051133833
15.5,49.5,0.0054356633
15.5,50.5,0.0027114586
15.5,51.5,0.0023515734
15.5,74.5,0.10985369
15.5,75.5,0.07808411
15.5,76.5,0.051476665
15.5,77.5,0.050287347
15.5,78.5,0.05734634
15.5,79.5,0.068112604
15.5,98.5,0.16783701
15.5,99.5,0.14919294
15.5,100.5,0.12026125
15.5,101.5,0.10364787
15.5,102.5,0.09738909
15.5,103.5,0.09979208
15.5,104.5,0.11086271
15.5,105.5,0.14099936
15.5,106.5,0.17665085
15.5,107.5,0.1954061
15.5,108.5,0.18542302
15.5,120.5,0.20057338
15.5,121.5,0.17544429
16.5,-98.5,0.15025459
16.5,-97.5,0.15447736
16.5,-96.5,0.11494486
16.5,-95.5,0.11360662
16.5,-94.5,0.13324068
16.5,-93.5,0.15407898
16.5,-92.5,0.15483539
16.5,-91.5,0.16439946
16.5,-90.5,0.18723238
16.5,-89.5,0.18721952
16.5,-88.5,0.17499106
16.5,-15.5,0.0138988895
16.5,-14.5,0.011286197
16.5,-13.5,0.014578894
16.5,-12.5,0.013210191
16.5,-11.5,0.018198937
16.5,-10.5,0.01670471
16.5,-9.5,0.015846655
16.5,-8.5,0.01603207
16.5,-7.5,0.015651751
16.5,-6.5,0.010930125
16.5,-5.5,0.009938185
16.5,-4.5,0.010104256
16.5,-3.5,0.008237708
16.5,-2.5,0.010050379
16.5,-1.5,0.009823322
16.5,-0.5,0.008783968
16.5,0.5,0.009281151
16.5,1.5,0.010133215
16.5,2.5,0.0077827116
16.5,3.5,0.0065228306
16.5,4.5,0.009254729
16.5,5.5,0.012234093
16.5,6.5,0.013932033
16.5,7.5,0.0062848576
16.5,8.5,0.0
16.5,9.5,0.0
16.5,10.5,0.0
16.5,11.5,0.0
16.5,12.5,0.0
16.5,13.5,0.0
16.5,14.5,0.0
16.5,15.5,0.0
16.5,16.5,0.0
16.5,17.5,0.0
16.5,18.5,0.0
16.5,19.5,0.0
16.5,20.5,0.0
16.5,21.5,0.0050858757
16.5,22.5,0.0019270706
16.5,23.5,0.0
16.5,24.5,0.0
16.5,25.5,0.0
16.5,26.5,0.0
16.5,27.5,0.0
16.5,28.5,0.0
16.5,29.5,0.0
16.5,30.5,0.0
16.5,31.5,0.0
16.5,32.5,9.0816786E-4
16.5,33.5,0.0021481728
16.5,34.5,9.185178E-4
16.5,35.5,8.6106354E-4
16.5,36.5,0.004587395
16.5,37.5,0.006995926
16.5,38.5,0.005534951
16.5,43.5,0.00868274
16.5,44.5,0.0020878771
16.5,45.5,0.0
16.5,46.5,0.0
16.5,47.5,8.677329E-4
16.5,48.5,0.004243883
16.5,49.5,0.0021846923
16.5,50.5,5.1057094E-4
16.5,51.5,0.001505681
16.5,52.5,0.0029269569
16.5,73.5,0.104473546
16.5,74.5,0.08071089
16.5,75.5,0.06658198
16.5,76.5,0.046375744
16.5,77.5,0.04763621
16.5,78.5,0.056277554
16.5,79.5,0.070687994
16.5,80.5,0.08594471
16.5,81.5,0.08988113
16.5,94.5,0.16677468
16.5,95.5,0.16700542
16.5,97.5,0.17446123
16.5,98.5,0.15119246
16.5,99.5,0.14065887
16.5,100.5,0.12058945
16.5,101.5,0.11474582
16.5,102.5,0.10414597
16.5,103.5,0.10318895
16.5,104.5,0.115649156
16.5,105.5,0.13431513
16.5,106.5,0.16675663
16.5,107.5,0.17521377
16.5,120.5,0.17913964
16.5,121.5,0.19745408
17.5,-100.5,0.13021187
17.5,-99.5,0.1211142
17.5,-98.5,0.13344105
17.5,-97.5,0.11570668
17.5,-96.5,0.12900229
17.5,-95.5,0.16487487
17.5,-94.5,0.18438384
17.5,-93.5,0.1884519
17.5,-92.5,0.17779817
17.5,-91.5,0.17166175
17.5,-90.5,0.17246376
17.5,-89.5,0.15112978
17.5,-88.5,0.14773118
17.5,-15.5,0.005778649
17.5,-14.5,0.0016371164
17.5,-13.5,0.0023088108
17.5,-12.5,0.0023787175
17.5,-11.5,0.0024855423
17.5,-10.5,0.0024268099
17.5,-9.5,0.0016808297
17.5,-8.5,0.0
17.5,-7.5,0.0021518352
17.5,-6.5,0.0
17.5,-5.5,0.0
17.5,-4.5,0.0
17.5,-3.5,0.0
17.5,-2.5,0.0
17.5,-1.5,0.0
17.5,-0.5,0.0
17.5,0.5,0.003839372
17.5,1.5,0.00500655
17.5,2.5,0.0015897589
17.5,3.5,6.3070003E-4
17.5,4.5,6.913166E-4
17.5,5.5,0.004474213
17.5,6.5,0.0051217433
17.5,7.5,0.0031707357
17.5,8.5,0.0011494446
17.5,9.5,0.0
17.5,10.5,0.0
17.5,11.5,0.0
17.5,12.5,0.0
17.5,13.5,0.0
17.5,14.5,0.0
17.5,15.5,0.0
17.5,16.5,0.0
17.5,17.5,0.0
17.5,18.5,0.0
17.5,19.5,0.0
17.5,20.5,0.0
17.5,21.5,0.0
17.5,22.5,0.0
17.5,23.5,0.0
17.5,24.5,0.0
17.5,25.5,0.0
17.5,26.5,0.0
17.5,27.5,0.0
17.5,28.5,0.0
17.5,29.5,0.0
17.5,30.5,1.3810095E-4
17.5,31.5,0.0
17.5,32.5,0.0
17.5,33.5,0.0
17.5,34.5,0.0
17.5,35.5,0.0
17.5,36.5,0.0
17.5,37.5,0.0
17.5,38.5,0.001433544
17.5,42.5,0.0066547496
17.5,43.5,0.0035263656
17.5,44.5,0.0
17.5,45.5,0.0
17.5,46.5,0.0
17.5,47.5,0.0
17.5,48.5,5.7870825E-4
17.5,49.5,4.7411703E-4
17.5,50.5,0.0
17.5,51.5,0.0
17.5,52.5,2.5476294E-4
17.5,53.5,5.8734167E-4
17.5,54.5,0.0012804285
17.5,73.5,0.10054221
17.5,74.5,0.078522265
17.5,75.5,0.068012364
17.5,76.5,0.05246054
17.5,77.5,0.056727447
17.5,78.5,0.06055613
17.5,79.5,0.07217451
17.5,80.5,0.09067305
17.5,81.5,0.105872266
17.5,82.5,0.11366668
17.5,95.5,0.14784218
17.5,96.5,0.15645985
17.5,97.5,0.15410356
17.5,98.5,0.12290874
17.5,99.5,0.13052522
17.5,100.5,0.123197965
17.5,101.5,0.1325645
17.5,102.5,0.13031472
17.5,103.5,0.13202952
17.5,104.5,0.13809502
17.5,105.5,0.15086055
17.5,106.5,0.14263369
17.5,120.5,0.17512183
17.5,121.5,0.20111647
18.5,-103.5,0.11210841
18.5,-102.5,0.100863926
18.5,-101.5,0.10334318
18.5,-100.5,0.116564624
18.5,-99.5,0.106705114
18.5,-98.5,0.106144
18.5,-97.5,0.10322688
18.5,-96.5,0.15281637
18.5,-95.5,0.15618572
18.5,-92.5,0.122493766
18.5,-91.5,0.13740979
18.5,-90.5,0.15541337
18.5,-89.5,0.13365173
18.5,-88.5,0.1256325
18.5,-72.5,0.12150635
18.5,-71.5,0.13215454
18.5,-70.5,0.14282788
18.5,-69.5,0.17641398
18.5,-15.5,0.0
18.5,-14.5,0.0
18.5,-13.5,0.0
18.5,-12.5,0.0
18.5,-11.5,0.0
18.5,-10.5,0.0
18.5,-9.5,0.0
18.5,-8.5,0.0
18.5,-7.5,0.0
18.5,-6.5,0.0
18.5,-5.5,0.0
18.5,-4.5,0.0
18.5,-3.5,0.0
18.5,-2.5,0.0
18.5,-1.5,0.0
18.5,-0.5,0.0
18.5,0.5,0.001115427
18.5,1.5,0.0017357294
18.5,2.5,0.0
18.5,3.5,0.0
18.5,4.5,0.0
18.5,5.5,0.0
18.5,6.5,0.0
18.5,7.5,7.8280136E-4
18.5,8.5,0.0011012311
18.5,9.5,0.0
18.5,10.5,0.0
18.5,11.5,0.0
18.5,12.5,0.0
18.5,13.5,0.0
18.5,14.5,0.0
18.5,15.5,0.0
18.5,16.5,0.0
18.5,17.5,0.0
18.5,18.5,0.0
18.5,19.5,0.0
18.5,20.5,0.0
18.5,21.5,0.0
18.5,22.5,0.0
18.5,23.5,0.0
18.5,24.5,0.0
18.5,25.5,0.0
18.5,26.5,0.0
18.5,27.5,0.0
18.5,28.5,0.0
18.5,29.5,0.0
18.5,30.5,0.0
18.5,31.5,0.0
18.5,32.5,0.0
18.5,33.5,0.0
18.5,34.5,0.0
18.5,35.5,0.0
18.5,36.5,0.0
18.5,37.5,0.0
18.5,41.5,0.0032918388
18.5,42.5,0.002567643
18.5,43.5,0.0
18.5,44.5,0.0
18.5,45.5,0.0
18.5,46.5,0.0
18.5,47.5,0.0
18.5,48.5,0.0
18.5,49.5,0.0
18.5,50.5,0.0
18.5,51.5,0.0
18.5,52.5,0.0
18.5,53.5,0.0
18.5,54.5,0.0
18.5,55.5,0.0
18.5,56.5,3.60377E-4
18.5,73.5,0.08657301
18.5,74.5,0.0756776
18.5,75.5,0.06477957
18.5,76.5,0.051398415
18.5,77.5,0.05576306
18.5,78.5,0.06400593
18.5,79.5,0.07332278
18.5,80.5,0.09270258
18.5,81.5,0.10217105
18.5,82.5,0.11235512
18.5,83.5,0.11276981
18.5,94.5,0.14912115
18.5,95.5,0.13009766
18.5,96.5,0.13040328
18.5,97.5,0.12242044
18.5,98.5,0.11297939
18.5,99.5,0.12193157
18.5,100.5,0.12267558
18.5,101.5,0.14726329
18.5,102.5,0.15493594
18.5,103.5,0.16003875
18.5,104.5,0.14799568
18.5,105.5,0.14060606
18.5,109.5,0.14791405
19.5,-155.5,0.03010994
19.5,-104.5,0.119952716
19.5,-103.5,0.11297207
19.5,-102.5,0.11076158
19.5,-101.5,0.11094741
19.5,-100.5,0.11628353
19.5,-99.5,0.09649311
19.5,-98.5,0.10145576
19.5,-97.5,0.122794814
19.5,-96.5,0.14218977
19.5,-90.5,0.12828164
19.5,-89.5,0.12924449
19.5,-88.5,0.12974814
19.5,-72.5,0.11081514
19.5,-71.5,0.13487463
19.5,-70.5,0.15287165
19.5,-15.5,0.0
19.5,-14.5,0.0
19.5,-13.5,0.0
19.5,-12.5,0.0
19.5,-11.5,0.0
19.5,-10.5,0.0
19.5,-9.5,0.0
19.5,-8.5,0.0
19.5,-7.5,0.0
19.5,-6.5,0.0
19.5,-5.5,0.0
19.5,-4.5,0.0
19.5,-3.5,0.0
19.5,-2.5,0.0
19.5,-1.5,0.0
19.5,-0.5,0.0
19.5,0.5,0.0
19.5,1.5,0.0
19.5,2.5,0.0
19.5,3.5,0.0
19.5,4.5,0.0
19.5,5.5,0.0
19.5,6.5,0.0
19.5,7.5,0.0
19.5,8.5,0.0
19.5,9.5,0.0
19.5,10.5,0.0
19.5,11.5,0.0
19.5,12.5,0.0
19.5,13.5,0.0
19.5,14.5,0.0
19.5,15.5,0.0
19.5,16.5,0.0
19.5,17.5,0.0
19.5,18.5,0.0
19.5,19.5,0.0
19.5,20.5,0.0
19.5,21.5,0.0
19.5,22.5,0.0
19.5,23.5,0.0
19.5,24.5,0.0
19.5,25.5,0.0
19.5,26.5,0.0
19.5,27.5,0.0
19.5,28.5,0.0
19.5,29.5,0.0
19.5,30.5,0.0
19.5,31.5,0.0
19.5,32.5,0.0
19.5,33.5,0.0
19.5,34.5,0.0
19.5,35.5,0.0
19.5,36.5,0.0
19.5,41.5,0.004428036
19.5,42.5,6.922639E-4
19.5,43.5,0.0
19.5,44.5,0.0
19.5,45.5,0.0
19.5,46.5,0.0
19.5,47.5,0.0
19.5,48.5,0.0
19.5,49.5,0.0
19.5,50.5,0.0
19.5,51.5,0.0
19.5,52.5,0.0
19.5,53.5,0.0
19.5,54.5,0.0
19.5,55.5,0.0
19.5,56.5,0.0
19.5,57.5,0.0
19.5,73.5,0.079699546
19.5,74.5,0.07091932
19.5,75.5,0.061419524
19.5,76.5,0.05482167
19.5,77.5,0.058941655
19.5,78.5,0.067068815
19.5,79.5,0.077554844
19.5,80.5,0.092087395
19.5,81.5,0.09134528
19.5,82.5,0.09708821
19.5,83.5,0.1127943
19.5,84.5,0.1163701
19.5,94.5,0.1341739
19.5,95.5,0.119343065
19.5,96.5,0.11487705
19.5,97.5,0.12216141
19.5,98.5,0.12309327
19.5,99.5,0.13604192
19.5,100.5,0.13799419
19.5,101.5,0.14547691
19.5,102.5,0.15004055
19.5,103.5,0.1560534
19.5,104.5,0.15990022
19.5,105.5,0.14784251
19.5,109.5,0.17269525
19.5,110.5,0.14969763
20.5,-104.5,0.0943551
20.5,-103.5,0.073468275
20.5,-102.5,0.07446747
20.5,-101.5,0.08173811
20.5,-100.5,0.07503496
20.5,-99.5,0.072427385
20.5,-98.5,0.10332901
20.5,-97.5,0.16006926
20.5,-89.5,0.1228781
20.5,-88.5,0.13571386
20.5,-87.5,0.1345826
20.5,-76.5,0.1558292
20.5,-75.5,0.15752494
20.5,-15.5,0.0
20.5,-14.5,0.0
20.5,-13.5,0.0
20.5,-12.5,0.0
20.5,-11.5,0.0
20.5,-10.5,0.0
20.5,-9.5,0.0
20.5,-8.5,0.0
20.5,-7.5,0.0
20.5,-6.5,0.0
20.5,-5.5,0.0
20.5,-4.5,0.0
20.5,-3.5,0.0
20.5,-2.5,0.0
20.5,-1.5,0.0
20.5,-0.5,0.0
20.5,0.5,0.0
20.5,1.5,0.0
20.5,2.5,0.0
20.5,3.5,0.0
20.5,4.5,0.0
20.5,5.5,0.0
20.5,6.5,0.0
20.5,7.5,0.0
20.5,8.5,0.0
20.5,9.5,0.0
20.5,10.5,0.0
20.5,11.5,0.0
20.5,12.5,0.0
20.5,13.5,0.0
20.5,14.5,0.0
20.5,15.5,0.0
20.5,16.5,0.0
20.5,17.5,0.0
20.5,18.5,0.0
20.5,19.5,0.0
20.5,20.5,0.0
20.5,21.5,0.0
20.5,22.5,0.0
20.5,23.5,0.0
20.5,24.5,0.0
20.5,25.5,0.0
20.5,26.5,0.0
20.5,27.5,0.0
20.5,28.5,0.0
20.5,29.5,0.0
20.5,30.5,0.0
20.5,31.5,0.0
20.5,32.5,0.0
20.5,33.5,0.0
20.5,34.5,0.0
20.5,35.5,0.0
20.5,36.5,0.0
20.5,40.5,0.0018684105
20.5,41.5,0.0011359769
20.5,42.5,0.0
20.5,43.5,0.0
20.5,44.5,0.0
20.5,45.5,0.0
20.5,46.5,0.0
20.5,47.5,0.0
20.5,48.5,0.0
20.5,49.5,0.0
20.5,50.5,0.0
20.5,51.5,0.0
20.5,52.5,0.0
20.5,53.5,0.0
20.5,54.5,0.0
20.5,55.5,0.0
20.5,56.5,0.0
20.5,57.5,0.0
20.5,73.5,0.06751991
20.5,74.5,0.06451629
20.5,75.5,0.056999218
20.5,76.5,0.05466011
20.5,77.5,0.058452114
20.5,78.5,0.06418686
20.5,79.5,0.07349934
20.5,80.5,0.078681596
20.5,81.5,0.080460906
20.5,82.5,0.086303204
20.5,83.5,0.09622176
20.5,84.5,0.10922748
20.5,85.5,0.11003687
20.5,86.5,0.103699535
20.5,93.5,0.14875188
20.5,94.5,0.109331906
20.5,95.5,0.09400053
20.5,96.5,0.11031619
20.5,97.5,0.1204787
20.5,98.5,0.12293579
20.5,99.5,0.1397744
20.5,100.5,0.1448467
20.5,101.5,0.14464821
20.5,102.5,0.14861088
20.5,103.5,0.1485344
20.5,104.5,0.15075931
20.5,105.5,0.14823034
20.5,106.5,0.13492328
21.5,-104.5,0.08491611
21.5,-103.5,0.062567934
21.5,-102.5,0.06827961
21.5,-101.5,0.054784156
21.5,-100.5,0.05640058
21.5,-99.5,0.08396196
21.5,-98.5,0.11777796
21.5,-88.5,0.08931794
21.5,-87.5,0.09857998
21.5,-78.5,0.13637799
21.5,-77.5,0.12700796
21.5,-16.5,0.0
21.5,-15.5,0.0
21.5,-14.5,0.0
21.5,-13.5,0.0
21.5,-12.5,0.0
21.5,-11.5,0.0
21.5,-10.5,0.0
21.5,-9.5,0.0
21.5,-8.5,0.0
21.5,-7.5,0.0
21.5,-6.5,0.0
21.5,-5.5,0.0
21.5,-4.5,0.0
21.5,-3.5,0.0
21.5,-2.5,0.0
21.5,-1.5,0.0
21.5,-0.5,0.0
21.5,0.5,0.0
21.5,1.5,0.0
21.5,2.5,0.0
21.5,3.5,0.0
21.5,4.5,0.0
21.5,5.5,0.0
21.5,6.5,0.0
21.5,7.5,0.0
21.5,8.5,0.0
21.5,9.5,0.0
21.5,10.5,0.0
21.5,11.5,0.0
21.5,12.5,0.0
21.5,13.5,0.0
21.5,14.5,0.0
21.5,15.5,0.0
21.5,16.5,0.0
21.5,17.5,0.0
21.5,18.5,0.0
21.5,19.5,0.0
21.5,20.5,0.0
21.5,21.5,0.0
21.5,22.5,0.0
21.5,23.5,0.0
21.5,24.5,0.0
21.5,25.5,0.0
21.5,26.5,0.0
21.5,27.5,0.0
21.5,28.5,0.0
21.5,29.5,0.0
21.5,30.5,0.0
21.5,31.5,0.0
21.5,32.5,0.0
21.5,33.5,0.0
21.5,34.5,0.0
21.5,35.5,0.0
21.5,36.5,0.0
21.5,39.5,5.7834724E-4
21.5,40.5,0.0020972902
21.5,41.5,0.0
21.5,42.5,0.0
21.5,43.5,0.0
21.5,44.5,0.0
21.5,45.5,0.0
21.5,46.5,0.0
21.5,47.5,0.0
21.5,48.5,0.0
21.5,49.5,0.0
21.5,50.5,0.0
21.5,51.5,0.0
21.5,52.5,0.0
21.5,53.5,0.0
21.5,54.5,2.8805353E-4
21.5,55.5,0.0
21.5,56.5,0.0
21.5,57.5,0.0
21.5,58.5,0.0
21.5,70.5,0.04890777
21.5,71.5,0.047380883
21.5,72.5,0.04905075
21.5,73.5,0.054980896
21.5,74.5,0.05500843
21.5,75.5,0.05374844
21.5,76.5,0.058608286
21.5,77.5,0.061490454
21.5,78.5,0.06749761
21.5,79.5,0.07678297
21.5,80.5,0.077973545
21.5,81.5,0.07810306
21.5,82.5,0.0795368
21.5,83.5,0.08457643
21.5,84.5,0.09826979
21.5,85.5,0.1083189
21.5,86.5,0.11214373
21.5,92.5,0.16269182
21.5,93.5,0.13883156
21.5,94.5,0.10696079
21.5,95.5,0.089889735
21.5,96.5,0.11785298
21.5,97.5,0.13783544
21.5,98.5,0.13083595
21.5,99.5,0.13426694
21.5,100.5,0.14399679
21.5,101.5,0.14826559
21.5,102.5,0.14866516
21.5,103.5,0.142498
21.5,104.5,0.14500013
21.5,105.5,0.14000662
21.5,106.5,0.13776486
21.5,107.5,0.1474068
21.5,109.5,0.13921343
21.5,110.5,0.1437391
22.5,-105.5,0.10096047
22.5,-104.5,0.080985665
22.5,-103.5,0.06922788
22.5,-102.5,0.04611797
22.5,-101.5,0.036583018
22.5,-100.5,0.05177075
22.5,-99.5,0.07972241
22.5,-98.5,0.0856681
22.5,-83.5,0.1364727
22.5,-81.5,0.13915111
22.5,-80.5,0.15033354
22.5,-79.5,0.12396801
22.5,-15.5,0.0
22.5,-14.5,0.0
22.5,-13.5,0.0
22.5,-12.5,0.0
22.5,-11.5,0.0
22.5,-10.5,0.0
22.5,-9.5,0.0
22.5,-8.5,0.0
22.5,-7.5,0.0
22.5,-6.5,0.0
22.5,-5.5,2.8396907E-4
22.5,-4.5,1.2872678E-4
22.5,-3.5,0.0
22.5,-2.5,0.0
22.5,-1.5,0.0
22.5,-0.5,0.0
22.5,0.5,0.0
22.5,1.5,0.0
22.5,2.5,0.0
22.5,3.5,0.0
22.5,4.5,0.0
22.5,5.5,0.0
22.5,6.5,0.0
22.5,7.5,0.0
22.5,8.5,0.0
22.5,9.5,0.0
22.5,10.5,0.0
22.5,11.5,0.0
22.5,12.5,0.0
22.5,13.5,0.0
22.5,14.5,0.0
22.5,15.5,0.0
22.5,16.5,0.0
22.5,17.5,0.0
22.5,18.5,0.0
22.5,19.5,0.0
22.5,20.5,0.0
22.5,21.5,0.0
22.5,22.5,0.0
22.5,23.5,0.0
22.5,24.5,0.0
22.5,25.5,0.0
22.5,26.5,0.0
22.5,27.5,0.0
22.5,28.5,0.0
22.5,29.5,0.0
22.5,30.5,0.0
22.5,31.5,0.0
22.5,32.5,0.0
22.5,33.5,0.0
22.5,34.5,0.0
22.5,35.5,0.0
22.5,39.5,0.0
22.5,40.5,8.367229E-4
22.5,41.5,0.0
22.5,42.5,0.0
22.5,43.5,0.0
22.5,44.5,0.0
22.5,45.5,0.0
22.5,46.5,0.0
22.5,47.5,0.0
22.5,48.5,0.0
22.5,49.5,0.0
22.5,50.5,0.0
22.5,51.5,0.0
22.5,52.5,0.0
22.5,53.5,0.0
22.5,54.5,0.0
22.5,55.5,0.0
22.5,56.5,0.0
22.5,57.5,0.0
22.5,58.5,0.0
22.5,59.5,0.0012469847
22.5,69.5,0.035161424
22.5,70.5,0.039576005
22.5,71.5,0.04426467
22.5,72.5,0.045628693
22.5,73.5,0.047727343
22.5,74.5,0.053456333
22.5,75.5,0.05711017
22.5,76.5,0.060138375
22.5,77.5,0.06223757
22.5,78.5,0.06764469
22.5,79.5,0.07078172
22.5,80.5,0.077913925
22.5,81.5,0.08027676
22.5,82.5,0.08411283
22.5,83.5,0.08762975
22.5,84.5,0.09207296
22.5,85.5,0.10098284
22.5,86.5,0.106157534
22.5,87.5,0.10402133
22.5,88.5,0.104363725
22.5,89.5,0.114009306
22.5,90.5,0.12504484
22.5,91.5,0.13781005
22.5,92.5,0.1596746
22.5,93.5,0.14238085
22.5,94.5,0.13124162
22.5,95.5,0.105288684
22.5,96.5,0.12653756
22.5,97.5,0.13975357
22.5,98.5,0.13186784
22.5,99.5,0.1297772
22.5,100.5,0.13265178
22.5,101.5,0.14199923
22.5,102.5,0.14361961
22.5,103.5,0.13944958
22.5,104.5,0.14667022
22.5,105.5,0.13804887
22.5,106.5,0.12605038
22.5,107.5,0.12005518
22.5,108.5,0.12896901
22.5,109.5,0.13848738
22.5,110.5,0.14900951
22.5,111.5,0.15295331
22.5,112.5,0.15101826
22.5,113.5,0.15449767
22.5,120.5,0.14682035
23.5,-106.5,0.091080114
23.5,-105.5,0.097266875
23.5,-104.5,0.068377145
23.5,-103.5,0.044598937
23.5,-102.5,0.03474939
23.5,-101.5,0.03021529
23.5,-100.5,0.049687147
23.5,-99.5,0.07260425
23.5,-98.5,0.08182739
23.5,-15.5,0.0
23.5,-14.5,0.0
23.5,-13.5,0.0
23.5,-12.5,0.0
23.5,-11.5,0.0
23.5,-10.5,0.0
23.5,-9.5,0.0
23.5,-8.5,0.0
23.5,-7.5,0.0
23.5,-6.5,0.0
23.5,-5.5,0.0
23.5,-4.5,0.0
23.5,-3.5,0.0
23.5,-2.5,0.0
23.5,-1.5,0.0
23.5,-0.5,0.0
23.5,0.5,0.0
23.5,1.5,0.0
23.5,2.5,0.0
23.5,3.5,0.0
23.5,4.5,0.0
23.5,5.5,0.0
23.5,6.5,0.0
23.5,7.5,0.0
23.5,8.5,0.0
23.5,9.5,0.0
23.5,10.5,0.0
23.5,11.5,0.0
23.5,12.5,0.0
23.5,13.5,0.0
23.5,14.5,0.0
23.5,15.5,0.0
23.5,16.5,0.0
23.5,17.5,0.0
23.5,18.5,0.0
23.5,19.5,0.0
23.5,20.5,0.0
23.5,21.5,0.0
23.5,22.5,0.0
23.5,23.5,0.0
23.5,24.5,0.0
23.5,25.5,0.0
23.5,26.5,0.0
23.5,27.5,0.0
23.5,28.5,0.0
23.5,29.5,0.0
23.5,30.5,0.0
23.5,31.5,0.0
23.5,32.5,0.0
23.5,33.5,0.0
23.5,34.5,0.0
23.5,35.5,0.0
23.5,39.5,0.0
23.5,40.5,0.0
23.5,41.5,0.0
23.5,42.5,0.0
23.5,43.5,0.0
23.5,44.5,0.0
23.5,45.5,0.0
23.5,46.5,0.0
23.5,47.5,0.0
23.5,48.5,0.0
23.5,49.5,0.0
23.5,50.5,0.0
23.5,51.5,0.0
