lat,lon,AIRS3STM_006_RelHumSurf_D
-57.5,29.5,88.15961
-57.5,30.5,88.32128
-57.5,31.5,88.48502
-57.5,32.5,88.3218
-57.5,33.5,88.48502
-57.5,34.5,88.65444
-57.5,35.5,88.743286
-57.5,36.5,88.24897
-57.5,37.5,88.31405
-57.5,38.5,88.4158
-57.5,39.5,88.78719
-57.5,40.5,88.96694
-57.5,41.5,88.47986
-57.5,42.5,88.401344
-57.5,43.5,88.47882
-57.5,44.5,88.68802
-57.5,45.5,88.59659
-57.5,46.5,88.7376
-57.5,47.5,88.53047
-57.5,48.5,88.30364
-57.5,49.5,88.4974
-57.5,50.5,88.57335
-57.5,51.5,88.2717
-57.5,52.5,88.506714
-57.5,53.5,88.52944
-57.5,54.5,88.305786
-57.5,55.5,88.274796
-57.5,56.5,88.18957
-57.5,57.5,88.30165
-57.5,58.5,88.00259
-57.5,59.5,88.07542
-57.5,60.5,88.172005
-57.5,61.5,88.20558
-57.5,62.5,88.34142
-57.5,63.5,88.34039
-57.5,64.5,88.21126
-57.5,65.5,88.26188
-57.5,66.5,88.51033
-57.5,67.5,88.61622
-57.5,68.5,88.402374
-57.5,69.5,88.60486
-57.5,70.5,88.6343
-57.5,71.5,88.53925
-57.5,72.5,88.6219
-57.5,73.5,88.839874
-57.5,74.5,88.81095
-57.5,75.5,89.15392
-57.5,76.5,89.327995
-57.5,77.5,89.234505
-57.5,78.5,89.212296
-57.5,79.5,89.120865
-57.5,80.5,89.13481
-57.5,81.5,89.00729
-57.5,82.5,89.06979
-57.5,83.5,88.84659
-57.5,84.5,88.55114
-57.5,85.5,88.3218
-57.5,86.5,88.2717
-57.5,87.5,88.56457
-57.5,88.5,88.59659
-57.5,89.5,88.35382
-57.5,90.5,88.52531
-57.5,91.5,88.59246
-57.5,92.5,88.54287
-57.5,93.5,88.38792
-57.5,94.5,88.72159
-57.5,95.5,88.72675
-57.5,96.5,88.55424
-57.5,97.5,88.89359
-57.5,98.5,89.02118
-57.5,99.5,89.13223
-57.5,100.5,89.12293
-57.5,101.5,89.23864
-57.5,102.5,88.954025
-57.5,103.5,89.046486
-57.5,104.5,88.92665
-57.5,105.5,88.94628
-57.5,106.5,88.83626
-57.5,107.5,88.88636
-57.5,108.5,88.97934
-57.5,109.5,88.91684
-57.5,110.5,89.04184
-57.5,111.5,89.02944
-57.5,112.5,89.0656
-57.5,113.5,88.89256
-57.5,114.5,89.01859
-57.5,115.5,89.0
-57.5,116.5,89.00826
-57.5,117.5,88.9783
-57.5,118.5,89.20145
-57.5,119.5,89.16839
-57.5,120.5,89.14411
-57.5,121.5,89.05888
-57.5,122.5,89.348656
-57.5,123.5,89.21694
-57.5,124.5,89.23915
-57.5,125.5,89.36725
-57.5,126.5,89.3218
-57.5,127.5,89.27066
-57.5,128.5,89.29132
-57.5,129.5,89.298035
-57.5,130.5,89.15547
-57.5,131.5,89.15186
-57.5,132.5,89.2593
-57.5,133.5,89.349174
-57.5,134.5,89.38326
-57.5,135.5,89.1999
-57.5,136.5,89.213326
-57.5,137.5,89.37448
-57.5,138.5,89.18905
-57.5,139.5,89.16425
-57.5,140.5,89.13688
-57.5,141.5,89.243805
-57.5,142.5,89.33575
-57.5,143.5,89.41839
-57.5,144.5,89.392044
-57.5,145.5,89.58626
-57.5,146.5,89.61674
-57.5,147.5,89.630165
-57.5,148.5,89.66736
-57.5,149.5,89.329025
-57.5,150.5,89.41529
-57.5,151.5,89.54339
-57.5,152.5,89.43543
-57.5,153.5,89.66322
-57.5,154.5,89.78822
-57.5,155.5,89.6875
-57.5,156.5,89.61105
-57.5,157.5,89.75826
-57.5,158.5,89.70093
-57.5,159.5,89.54442
-57.5,160.5,89.65703
-57.5,161.5,89.64773
-57.5,162.5,89.54391
-57.5,163.5,89.36208
-57.5,164.5,89.16064
-57.5,165.5,89.20093
-57.5,166.5,89.47779
-57.5,167.5,89.462296
-57.5,168.5,89.244835
-57.5,169.5,89.27221
-57.5,170.5,89.15703
-57.5,171.5,89.27892
-57.5,172.5,89.2407
-57.5,173.5,89.25826
-57.5,174.5,89.203514
-57.5,175.5,89.24897
-57.5,176.5,89.05269
-57.5,177.5,89.15806
-57.5,178.5,89.10744
-57.5,179.5,89.33213
-56.5,-179.5,88.90031
-56.5,-178.5,88.92562
-56.5,-177.5,88.7624
-56.5,-176.5,88.75362
-56.5,-175.5,88.618286
-56.5,-174.5,88.59969
-56.5,-173.5,88.58006
-56.5,-172.5,88.516525
-56.5,-171.5,88.5031
-56.5,-170.5,88.51085
-56.5,-169.5,88.64825
-56.5,-168.5,88.59659
-56.5,-167.5,88.68543
-56.5,-166.5,88.77014
-56.5,-165.5,88.902374
-56.5,-164.5,88.88481
-56.5,-163.5,88.95558
-56.5,-162.5,88.98089
-56.5,-161.5,88.95248
-56.5,-160.5,88.99638
-56.5,-159.5,89.08523
-56.5,-158.5,89.07438
-56.5,-157.5,89.02841
-56.5,-156.5,89.15031
-56.5,-155.5,89.22986
-56.5,-154.5,89.256714
-56.5,-153.5,89.30991
-56.5,-152.5,89.11725
-56.5,-151.5,89.358986
-56.5,-150.5,89.24019
-56.5,-149.5,89.34142
-56.5,-148.5,89.27996
-56.5,-147.5,89.3626
-56.5,-146.5,89.42769
-56.5,-145.5,89.4592
-56.5,-144.5,89.37241
-56.5,-143.5,89.18905
-56.5,-142.5,89.182335
-56.5,-141.5,89.11364
-56.5,-140.5,89.255684
-56.5,-139.5,89.28358
-56.5,-138.5,89.08006
-56.5,-137.5,89.181305
-56.5,-136.5,89.35434
-56.5,-135.5,89.1782
-56.5,-134.5,89.16942
-56.5,-133.5,89.10434
-56.5,-132.5,88.932335
-56.5,-131.5,89.1126
-56.5,-130.5,89.375
-56.5,-129.5,89.20713
-56.5,-128.5,89.15754
-56.5,-127.5,89.141014
-56.5,-126.5,89.30991
-56.5,-125.5,89.130165
-56.5,-124.5,89.162704
-56.5,-123.5,89.06198
-56.5,-122.5,89.12965
-56.5,-121.5,89.26136
-56.5,-120.5,89.193184
-56.5,-119.5,89.224174
-56.5,-118.5,89.12448
-56.5,-117.5,89.13688
-56.5,-116.5,89.12035
-56.5,-115.5,89.14256
-56.5,-114.5,89.11312
-56.5,-113.5,89.01963
-56.5,-112.5,88.84297
-56.5,-111.5,88.96281
-56.5,-110.5,88.86364
-56.5,-109.5,89.00878
-56.5,-108.5,88.93853
-56.5,-107.5,88.79907
-56.5,-106.5,88.756714
-56.5,-105.5,88.776344
-56.5,-104.5,88.6906
-56.5,-103.5,88.69731
-56.5,-102.5,88.71178
-56.5,-101.5,88.881714
-56.5,-100.5,88.84504
-56.5,-99.5,88.74638
-56.5,-98.5,88.78358
-56.5,-97.5,88.869316
-56.5,-96.5,88.847626
-56.5,-95.5,88.56198
-56.5,-94.5,88.53461
-56.5,-93.5,88.515495
-56.5,-92.5,88.37397
-56.5,-91.5,88.631195
-56.5,-90.5,88.618286
-56.5,-89.5,88.58161
-56.5,-88.5,88.4876
-56.5,-87.5,88.652374
-56.5,-86.5,88.6157
-56.5,-85.5,88.51085
-56.5,-84.5,88.650826
-56.5,-83.5,88.652374
-56.5,-82.5,88.56302
-56.5,-81.5,88.67407
-56.5,-80.5,88.65651
-56.5,-79.5,88.52841
-56.5,-78.5,88.55165
-56.5,-77.5,88.37138
-56.5,-76.5,88.33109
-56.5,-75.5,88.34401
-56.5,-74.5,88.256714
-56.5,-73.5,88.337296
-56.5,-72.5,88.380165
-56.5,-71.5,88.36777
-56.5,-70.5,88.05217
-56.5,-69.5,87.672005
-56.5,-68.5,87.53409
-56.5,-67.5,87.579544
-56.5,-66.5,87.64721
-56.5,-65.5,87.61364
-56.5,-64.5,87.484505
-56.5,-63.5,87.619316
-56.5,-62.5,87.54855
-56.5,-61.5,87.569214
-56.5,-60.5,87.77996
-56.5,-59.5,87.650826
-56.5,-58.5,87.64463
-56.5,-57.5,87.795456
-56.5,-56.5,88.04907
-56.5,-55.5,88.18027
-56.5,-54.5,88.23864
-56.5,-53.5,88.1875
-56.5,-52.5,88.358986
-56.5,-51.5,88.161674
-56.5,-50.5,88.12655
-56.5,-49.5,88.431816
-56.5,-48.5,88.49535
-56.5,-47.5,88.505684
-56.5,-46.5,88.65341
-56.5,-45.5,88.47469
-56.5,-44.5,88.545975
-56.5,-43.5,88.76756
-56.5,-42.5,88.743286
-56.5,-41.5,88.722626
-56.5,-40.5,88.850204
-56.5,-39.5,88.81509
-56.5,-38.5,88.64463
-56.5,-37.5,88.52118
-56.5,-36.5,88.484505
-56.5,-35.5,88.59556
-56.5,-34.5,88.59814
-56.5,-33.5,88.431305
-56.5,-32.5,88.61519
-56.5,-31.5,88.35641
-56.5,-30.5,88.55785
-56.5,-29.5,88.56973
-56.5,-28.5,88.85382
-56.5,-27.5,88.44009
-56.5,-26.5,88.36519
-56.5,-25.5,88.30165
-56.5,-24.5,88.3032
-56.5,-23.5,88.2717
-56.5,-22.5,88.277374
-56.5,-21.5,88.37965
-56.5,-20.5,88.295456
-56.5,-19.5,88.40031
-56.5,-18.5,88.37603
-56.5,-17.5,88.28564
-56.5,-16.5,88.44783
-56.5,-15.5,88.5408
-56.5,-14.5,88.29855
-56.5,-13.5,88.07542
-56.5,-12.5,88.33006
-56.5,-11.5,88.32645
-56.5,-10.5,88.33316
-56.5,-9.5,88.494835
-56.5,-8.5,88.33936
-56.5,-7.5,88.56353
-56.5,-6.5,88.72159
-56.5,-5.5,88.72934
-56.5,-4.5,88.34297
-56.5,-3.5,88.360535
-56.5,-2.5,88.119835
-56.5,-1.5,88.130684
-56.5,-0.5,88.27996
-56.5,0.5,88.4592
-56.5,1.5,88.35537
-56.5,2.5,88.50878
-56.5,3.5,88.316635
-56.5,4.5,88.16787
-56.5,5.5,88.24845
-56.5,6.5,88.098656
-56.5,7.5,88.16064
-56.5,8.5,88.55785
-56.5,9.5,88.94009
-56.5,10.5,88.64876
-56.5,11.5,88.57593
-56.5,12.5,88.65909
-56.5,13.5,88.57335
-56.5,14.5,88.39463
-56.5,15.5,88.29855
-56.5,16.5,88.37397
-56.5,17.5,88.381714
-56.5,18.5,88.608475
-56.5,19.5,88.47057
-56.5,20.5,88.29583
-56.5,21.5,88.33561
-56.5,22.5,88.33264
-56.5,23.5,88.46591
-56.5,24.5,88.307335
-56.5,25.5,88.00981
-56.5,26.5,88.05677
-56.5,27.5,88.077995
-56.5,28.5,87.766525
-56.5,29.5,88.00826
-56.5,30.5,87.974174
-56.5,31.5,87.962296
-56.5,32.5,87.806305
-56.5,33.5,87.73192
-56.5,34.5,87.76808
-56.5,35.5,87.96126
-56.5,36.5,87.943184
-56.5,37.5,87.89876
-56.5,38.5,88.06715
-56.5,39.5,87.91529
-56.5,40.5,87.88895
-56.5,41.5,87.94628
-56.5,42.5,88.02892
-56.5,43.5,88.08523
-56.5,44.5,88.03099
-56.5,45.5,88.02428
-56.5,46.5,87.86312
-56.5,47.5,87.97572
-56.5,48.5,87.91736
-56.5,49.5,88.08781
-56.5,50.5,88.0625
-56.5,51.5,87.837296
-56.5,52.5,87.78306
-56.5,53.5,87.71023
-56.5,54.5,87.59142
-56.5,55.5,87.641525
-56.5,56.5,87.76963
-56.5,57.5,87.66064
-56.5,58.5,87.5124
-56.5,59.5,87.61208
-56.5,60.5,87.6906
-56.5,61.5,87.88585
-56.5,62.5,87.724174
-56.5,63.5,87.662704
-56.5,64.5,87.7376
-56.5,65.5,87.98657
-56.5,66.5,87.95868
-56.5,67.5,88.0656
-56.5,68.5,88.024796
-56.5,69.5,87.96953
-56.5,70.5,87.85072
-56.5,71.5,87.756714
-56.5,72.5,87.87603
-56.5,73.5,87.89359
-56.5,74.5,88.07438
-56.5,75.5,88.308365
-56.5,76.5,88.59246
-56.5,77.5,88.537704
-56.5,78.5,88.529686
-56.5,79.5,88.535126
-56.5,80.5,88.735535
-56.5,81.5,88.08523
-56.5,82.5,87.92924
-56.5,83.5,87.96694
-56.5,84.5,87.96281
-56.5,85.5,88.02428
-56.5,86.5,88.046486
-56.5,87.5,88.01756
-56.5,88.5,88.07128
-56.5,89.5,88.045975
-56.5,90.5,87.93957
-56.5,91.5,87.933365
-56.5,92.5,87.973656
-56.5,93.5,87.83678
-56.5,94.5,87.70248
-56.5,95.5,87.99535
-56.5,96.5,88.06095
-56.5,97.5,88.20248
-56.5,98.5,88.30888
-56.5,99.5,88.23502
-56.5,100.5,88.28099
-56.5,101.5,88.40341
-56.5,102.5,88.525826
-56.5,103.5,88.60744
-56.5,104.5,88.579544
-56.5,105.5,88.42407
-56.5,106.5,88.47314
-56.5,107.5,88.54339
-56.5,108.5,88.826965
-56.5,109.5,88.88585
-56.5,110.5,88.848656
-56.5,111.5,88.61777
-56.5,112.5,88.6875
-56.5,113.5,88.58781
-56.5,114.5,88.59297
-56.5,115.5,88.65599
-56.5,116.5,88.73605
-56.5,117.5,88.57386
-56.5,118.5,88.52376
-56.5,119.5,88.51033
-56.5,120.5,88.69628
-56.5,121.5,88.80062
-56.5,122.5,88.80372
-56.5,123.5,88.83781
-56.5,124.5,88.91219
-56.5,125.5,88.77892
-56.5,126.5,88.86777
-56.5,127.5,88.839874
-56.5,128.5,88.849174
-56.5,129.5,88.80527
-56.5,130.5,88.8657
-56.5,131.5,88.70868
-56.5,132.5,88.8843
-56.5,133.5,88.82076
-56.5,134.5,88.881195
-56.5,135.5,89.03461
-56.5,136.5,88.795975
-56.5,137.5,89.01343
-56.5,138.5,88.77789
-56.5,139.5,88.95042
-56.5,140.5,88.93285
-56.5,141.5,88.87862
-56.5,142.5,88.92614
-56.5,143.5,89.08781
-56.5,144.5,89.03151
-56.5,145.5,88.85279
-56.5,146.5,89.243286
-56.5,147.5,89.25103
-56.5,148.5,89.05785
-56.5,149.5,88.83936
-56.5,150.5,89.05991
-56.5,151.5,89.10641
-56.5,152.5,89.11105
-56.5,153.5,89.06973
-56.5,154.5,89.12603
-56.5,155.5,88.90961
-56.5,156.5,89.07748
-56.5,157.5,89.25103
-56.5,158.5,89.392044
-56.5,159.5,89.400826
-56.5,160.5,89.37862
-56.5,161.5,89.24793
-56.5,162.5,88.99638
-56.5,163.5,89.10227
-56.5,164.5,88.995865
-56.5,165.5,89.04442
-56.5,166.5,89.11312
-56.5,167.5,88.9468
-56.5,168.5,88.90754
-56.5,169.5,88.77841
-56.5,170.5,88.7092
-56.5,171.5,88.60486
-56.5,172.5,88.619316
-56.5,173.5,88.74948
-56.5,174.5,88.78925
-56.5,175.5,89.057335
-56.5,176.5,88.7376
-56.5,177.5,88.88636
-56.5,178.5,88.86519
-56.5,179.5,88.87345
-55.5,-179.5,88.48812
-55.5,-178.5,88.4876
-55.5,-177.5,88.39514
-55.5,-176.5,88.31095
-55.5,-175.5,88.36467
-55.5,-174.5,88.25465
-55.5,-173.5,88.277374
-55.5,-172.5,88.27428
-55.5,-171.5,88.1844
-55.5,-170.5,88.08781
-55.5,-169.5,88.109505
-55.5,-168.5,88.19473
-55.5,-167.5,88.20145
-55.5,-166.5,88.28409
-55.5,-165.5,88.39928
-55.5,-164.5,88.4592
-55.5,-163.5,88.410126
-55.5,-162.5,88.39411
-55.5,-161.5,88.5625
-55.5,-160.5,88.442665
-55.5,-159.5,88.43647
-55.5,-158.5,88.51911
-55.5,-157.5,88.58161
-55.5,-156.5,88.57076
-55.5,-155.5,88.57076
-55.5,-154.5,88.868805
-55.5,-153.5,88.82335
-55.5,-152.5,88.67407
-55.5,-151.5,88.59246
-55.5,-150.5,88.63688
-55.5,-149.5,88.66219
-55.5,-148.5,88.827995
-55.5,-147.5,88.90961
-55.5,-146.5,89.0031
-55.5,-145.5,88.94576
-55.5,-144.5,88.77325
-55.5,-143.5,88.618286
-55.5,-142.5,88.67562
-55.5,-141.5,88.74535
-55.5,-140.5,88.82438
-55.5,-139.5,88.58058
-55.5,-138.5,88.71797
-55.5,-137.5,88.67252
-55.5,-136.5,88.7908
-55.5,-135.5,88.88843
-55.5,-134.5,88.71746
-55.5,-133.5,88.78409
-55.5,-132.5,88.52118
-55.5,-131.5,88.73708
-55.5,-130.5,88.85486
-55.5,-129.5,88.808365
-55.5,-128.5,88.8218
-55.5,-127.5,88.78203
-55.5,-126.5,88.620865
-55.5,-125.5,88.578514
-55.5,-124.5,88.50103
-55.5,-123.5,88.514465
-55.5,-122.5,88.62293
-55.5,-121.5,88.485535
-55.5,-120.5,88.56509
-55.5,-119.5,88.62707
-55.5,-118.5,88.68957
-55.5,-117.5,88.82283
-55.5,-116.5,88.67614
-55.5,-115.5,88.58264
-55.5,-114.5,88.67717
-55.5,-113.5,88.66684
-55.5,-112.5,88.53099
-55.5,-111.5,88.454544
-55.5,-110.5,88.59556
-55.5,-109.5,88.45145
-55.5,-108.5,88.42975
-55.5,-107.5,88.3218
-55.5,-106.5,88.326965
-55.5,-105.5,88.33523
-55.5,-104.5,88.2717
-55.5,-103.5,88.08936
-55.5,-102.5,88.243805
-55.5,-101.5,88.32386
-55.5,-100.5,88.35072
-55.5,-99.5,88.42924
-55.5,-98.5,88.26085
-55.5,-97.5,88.39721
-55.5,-96.5,88.31973
-55.5,-95.5,88.225204
-55.5,-94.5,88.244316
-55.5,-93.5,88.28151
-55.5,-92.5,88.139465
-55.5,-91.5,87.99638
-55.5,-90.5,88.12603
-55.5,-89.5,88.149796
-55.5,-88.5,88.077995
-55.5,-87.5,88.04907
-55.5,-86.5,88.06095
-55.5,-85.5,87.96953
-55.5,-84.5,88.0594
-55.5,-83.5,88.21953
-55.5,-82.5,88.130684
-55.5,-81.5,88.17769
-55.5,-80.5,88.07386
-55.5,-79.5,88.07542
-55.5,-78.5,88.017044
-55.5,-77.5,87.94938
-55.5,-76.5,87.77325
-55.5,-75.5,87.80785
-55.5,-74.5,87.92975
-55.5,-73.5,87.64566
-55.5,-72.5,87.76136
-55.5,-71.5,87.806305
-55.5,-70.5,87.71178
-55.5,-69.5,87.68595
-55.5,-68.5,87.90289
-55.5,-67.5,87.96642
-55.5,-66.5,86.90186
-55.5,-65.5,86.57593
-55.5,-64.5,86.76136
-55.5,-63.5,86.79442
-55.5,-62.5,86.639465
-55.5,-61.5,86.92975
-55.5,-60.5,87.026344
-55.5,-59.5,87.06405
-55.5,-58.5,87.0
-55.5,-57.5,87.35641
-55.5,-56.5,87.3032
-55.5,-55.5,87.37448
-55.5,-54.5,87.680786
-55.5,-53.5,87.701965
-55.5,-52.5,87.694214
-55.5,-51.5,87.723656
-55.5,-50.5,87.97934
-55.5,-49.5,87.9876
-55.5,-48.5,88.06612
-55.5,-47.5,88.173035
-55.5,-46.5,88.11002
-55.5,-45.5,88.20506
-55.5,-44.5,88.26911
-55.5,-43.5,88.15444
-55.5,-42.5,88.298035
-55.5,-41.5,88.452995
-55.5,-40.5,88.33109
-55.5,-39.5,88.1374
-55.5,-38.5,87.92665
-55.5,-37.5,88.161674
-55.5,-36.5,88.19938
-55.5,-35.5,88.34091
-55.5,-34.5,88.20816
-55.5,-33.5,88.32645
-55.5,-32.5,88.35279
-55.5,-31.5,88.20093
-55.5,-30.5,87.92252
-55.5,-29.5,87.8781
-55.5,-28.5,88.21953
-55.5,-27.5,88.08781
-55.5,-26.5,87.71436
-55.5,-25.5,87.6782
-55.5,-24.5,87.79752
-55.5,-23.5,87.84349
-55.5,-22.5,87.96849
-55.5,-21.5,87.83058
-55.5,-20.5,87.8719
-55.5,-19.5,87.754135
-55.5,-18.5,87.86312
-55.5,-17.5,87.95971
-55.5,-16.5,87.640495
-55.5,-15.5,87.785126
-55.5,-14.5,87.756195
-55.5,-13.5,87.911674
-55.5,-12.5,87.60382
-55.5,-11.5,87.6281
-55.5,-10.5,87.60641
-55.5,-9.5,87.74638
-55.5,-8.5,87.67975
-55.5,-7.5,87.75155
-55.5,-6.5,87.78099
-55.5,-5.5,87.75052
-55.5,-4.5,87.723656
-55.5,-3.5,87.87138
-55.5,-2.5,87.745865
-55.5,-1.5,87.65341
-55.5,-0.5,87.7908
-55.5,0.5,87.40961
-55.5,1.5,87.79494
-55.5,2.5,87.87603
-55.5,3.5,88.05888
-55.5,4.5,87.7717
-55.5,5.5,87.59556
-55.5,6.5,87.78977
-55.5,7.5,87.85175
-55.5,8.5,87.98657
-55.5,9.5,87.89721
-55.5,10.5,87.82386
-55.5,11.5,88.066635
-55.5,12.5,87.516014
-55.5,13.5,87.84297
-55.5,14.5,88.07748
-55.5,15.5,87.96746
-55.5,16.5,87.85486
-55.5,17.5,87.40341
-55.5,18.5,87.69731
-55.5,19.5,87.76395
-55.5,20.5,87.755684
-55.5,21.5,87.619835
-55.5,22.5,87.433365
-55.5,23.5,87.4783
-55.5,24.5,87.4158
-55.5,25.5,87.21126
-55.5,26.5,87.37759
-55.5,27.5,87.545456
-55.5,28.5,87.50259
-55.5,29.5,87.357956
-55.5,30.5,87.69112
-55.5,31.5,87.47572
-55.5,32.5,87.58575
-55.5,33.5,87.432335
-55.5,34.5,87.588844
-55.5,35.5,87.53925
-55.5,36.5,87.493805
-55.5,37.5,87.41477
-55.5,38.5,87.286156
-55.5,39.5,87.329544
-55.5,40.5,87.01292
-55.5,41.5,87.264465
-55.5,42.5,87.61519
-55.5,43.5,87.483475
-55.5,44.5,87.39514
-55.5,45.5,87.49225
-55.5,46.5,87.3626
-55.5,47.5,87.33316
-55.5,48.5,87.39721
-55.5,49.5,87.483986
-55.5,50.5,87.43853
-55.5,51.5,87.37397
-55.5,52.5,87.232956
-55.5,53.5,87.24741
-55.5,54.5,87.09297
-55.5,55.5,87.233475
-55.5,56.5,87.28461
-55.5,57.5,87.193695
-55.5,58.5,87.13895
-55.5,59.5,87.2717
-55.5,60.5,87.07542
-55.5,61.5,87.0124
-55.5,62.5,87.16942
-55.5,63.5,87.12603
-55.5,64.5,87.31198
-55.5,65.5,87.30062
-55.5,66.5,87.21746
-55.5,67.5,87.140495
-55.5,68.5,87.3249
-55.5,69.5,87.42769
-55.5,70.5,87.58161
-55.5,71.5,87.41994
-55.5,72.5,87.39514
-55.5,73.5,87.09608
-55.5,74.5,87.16942
-55.5,75.5,87.10434
-55.5,76.5,87.42614
-55.5,77.5,87.77014
-55.5,78.5,87.83316
-55.5,79.5,87.993286
-55.5,80.5,87.798035
-55.5,81.5,87.704544
-55.5,82.5,87.63481
-55.5,83.5,87.78719
-55.5,84.5,87.79236
-55.5,85.5,87.712296
-55.5,86.5,87.6033
-55.5,87.5,87.39359
-55.5,88.5,87.451965
-55.5,89.5,87.47056
-55.5,90.5,87.391014
-55.5,91.5,87.34711
-55.5,92.5,87.24174
-55.5,93.5,87.109505
-55.5,94.5,87.33368
-55.5,95.5,87.42665
-55.5,96.5,87.4876
-55.5,97.5,87.53719
-55.5,98.5,87.59556
-55.5,99.5,87.87552
-55.5,100.5,87.93285
-55.5,101.5,87.98657
-55.5,102.5,87.83471
-55.5,103.5,87.87241
-55.5,104.5,87.8719
-55.5,105.5,87.90909
-55.5,106.5,88.1126
-55.5,107.5,88.20248
-55.5,108.5,88.00207
-55.5,109.5,88.359505
-55.5,110.5,88.140495
-55.5,111.5,88.1467
-55.5,112.5,88.160126
-55.5,113.5,88.04029
-55.5,114.5,88.17665
-55.5,115.5,88.109505
-55.5,116.5,88.07335
-55.5,117.5,88.13792
-55.5,118.5,88.08523
-55.5,119.5,88.12345
-55.5,120.5,88.46281
-55.5,121.5,88.43853
-55.5,122.5,88.36519
-55.5,123.5,88.5031
-55.5,124.5,88.22314
-55.5,125.5,88.22004
-55.5,126.5,88.39825
-55.5,127.5,88.29236
-55.5,128.5,88.34194
-55.5,129.5,88.30269
-55.5,130.5,88.32438
-55.5,131.5,88.097626
-55.5,132.5,88.05269
-55.5,133.5,88.307335
-55.5,134.5,88.368286
-55.5,135.5,88.4251
-55.5,136.5,88.35692
-55.5,137.5,88.48037
-55.5,138.5,88.49535
-55.5,139.5,88.473656
-55.5,140.5,88.64463
-55.5,141.5,88.70042
-55.5,142.5,88.683365
-55.5,143.5,88.70713
-55.5,144.5,88.66425
-55.5,145.5,88.87448
-55.5,146.5,88.89876
-55.5,147.5,88.683365
-55.5,148.5,88.46126
-55.5,149.5,88.391525
-55.5,150.5,88.62603
-55.5,151.5,88.671486
-55.5,152.5,88.56973
-55.5,153.5,88.60382
-55.5,154.5,88.59453
-55.5,155.5,88.45506
-55.5,156.5,88.49793
-55.5,157.5,88.51859
-55.5,158.5,88.85641
-55.5,159.5,88.775826
-55.5,160.5,88.87707
-55.5,161.5,88.84814
-55.5,162.5,88.49845
-55.5,163.5,88.494835
-55.5,164.5,88.326965
-55.5,165.5,88.53306
-55.5,166.5,88.390495
-55.5,167.5,88.485535
-55.5,168.5,88.57748
-55.5,169.5,88.26756
-55.5,170.5,88.21539
-55.5,171.5,88.35279
-55.5,172.5,88.18388
-55.5,173.5,88.32335
-55.5,174.5,88.23502
-55.5,175.5,88.18853
-55.5,176.5,88.24638
-55.5,177.5,88.28564
-55.5,178.5,88.22572
-55.5,179.5,88.264465
-54.5,-179.5,88.20713
-54.5,-178.5,88.10175
-54.5,-177.5,88.17717
-54.5,-176.5,88.09814
-54.5,-175.5,88.05372
-54.5,-174.5,87.829544
-54.5,-173.5,87.8001
-54.5,-172.5,87.87965
-54.5,-171.5,87.85434
-54.5,-170.5,87.857956
-54.5,-169.5,87.85227
-54.5,-168.5,88.01756
-54.5,-167.5,87.99225
-54.5,-166.5,87.99897
-54.5,-165.5,87.91632
-54.5,-164.5,87.95558
-54.5,-163.5,88.04132
-54.5,-162.5,88.10692
-54.5,-161.5,88.25207
-54.5,-160.5,88.391525
-54.5,-159.5,88.27531
-54.5,-158.5,88.26188
-54.5,-157.5,88.33316
-54.5,-156.5,88.30114
-54.5,-155.5,88.19938
-54.5,-154.5,88.41684
-54.5,-153.5,88.39256
-54.5,-152.5,88.23037
-54.5,-151.5,88.275826
-54.5,-150.5,88.28822
-54.5,-149.5,88.35641
-54.5,-148.5,88.442665
-54.5,-147.5,88.27118
-54.5,-146.5,88.152374
-54.5,-145.5,88.25723
-54.5,-144.5,88.25362
-54.5,-143.5,88.410126
-54.5,-142.5,88.680786
-54.5,-141.5,88.670975
-54.5,-140.5,88.641525
-54.5,-139.5,88.40444
-54.5,-138.5,88.31095
-54.5,-137.5,88.578514
-54.5,-136.5,88.58678
-54.5,-135.5,88.46539
-54.5,-134.5,88.46178
-54.5,-133.5,88.53719
-54.5,-132.5,88.47056
-54.5,-131.5,88.25775
-54.5,-130.5,88.130684
-54.5,-129.5,88.28925
-54.5,-128.5,88.46591
-54.5,-127.5,88.38688
-54.5,-126.5,88.45093
-54.5,-125.5,88.50052
-54.5,-124.5,88.39463
-54.5,-123.5,88.46126
-54.5,-122.5,88.39463
-54.5,-121.5,88.233986
-54.5,-120.5,88.50052
-54.5,-119.5,88.49793
-54.5,-118.5,88.59194
-54.5,-117.5,88.52944
-54.5,-116.5,88.295456
-54.5,-115.5,88.391014
-54.5,-114.5,88.39618
-54.5,-113.5,88.50826
-54.5,-112.5,88.28203
-54.5,-111.5,88.25362
-54.5,-110.5,88.2717
-54.5,-109.5,88.141525
-54.5,-108.5,88.07542
-54.5,-107.5,88.141014
-54.5,-106.5,88.14773
-54.5,-105.5,88.02273
-54.5,-104.5,88.00775
-54.5,-103.5,88.099174
-54.5,-102.5,88.20093
-54.5,-101.5,88.14256
-54.5,-100.5,88.32593
-54.5,-99.5,88.23864
-54.5,-98.5,88.045456
-54.5,-97.5,88.057335
-54.5,-96.5,88.00826
-54.5,-95.5,88.0031
-54.5,-94.5,87.954544
-54.5,-93.5,88.04494
-54.5,-92.5,87.87603
-54.5,-91.5,87.84453
-54.5,-90.5,87.963844
-54.5,-89.5,87.86622
-54.5,-88.5,87.85589
-54.5,-87.5,87.81509
-54.5,-86.5,87.702995
