lat,lon,GLDAS_NOAH10_M_2_1_Rainf_f_tavg
7.5,6.5,4.2494878E-5
7.5,7.5,4.6278084E-5
7.5,8.5,4.399348E-5
7.5,9.5,4.980045E-5
7.5,10.5,5.9600457E-5
7.5,11.5,5.7188954E-5
7.5,12.5,5.2736432E-5
7.5,13.5,5.0885523E-5
7.5,14.5,4.4580163E-5
7.5,15.5,4.18268E-5
7.5,16.5,3.9726467E-5
7.5,17.5,3.9745137E-5
7.5,18.5,4.0156872E-5
7.5,19.5,4.1622316E-5
7.5,20.5,4.2733987E-5
7.5,21.5,4.371348E-5
7.5,22.5,4.0672385E-5
7.5,23.5,3.9438266E-5
7.5,24.5,3.936303E-5
7.5,25.5,3.849902E-5
7.5,26.5,3.747949E-5
7.5,27.5,3.697906E-5
7.5,28.5,3.526069E-5
7.5,29.5,3.3768833E-5
7.5,30.5,2.940738E-5
7.5,31.5,2.9479375E-5
7.5,32.5,3.0112287E-5
7.5,33.5,3.20883E-5
7.5,34.5,4.007687E-5
7.5,35.5,3.993707E-5
7.5,36.5,4.2233547E-5
7.5,37.5,3.3752116E-5
7.5,38.5,2.7032262E-5
7.5,39.5,2.3304212E-5
7.5,40.5,1.9385776E-5
7.5,41.5,1.5089696E-5
7.5,42.5,1.4162222E-5
7.5,43.5,1.2922487E-5
7.5,44.5,1.0955284E-5
7.5,45.5,9.886113E-6
7.5,46.5,8.617058E-6
7.5,47.5,7.979387E-6
7.5,48.5,7.7397835E-6
7.5,49.5,7.922284E-6
7.5,80.5,5.893602E-5
7.5,81.5,5.083999E-5
7.5,99.5,6.261028E-5
7.5,122.5,6.280811E-5
7.5,124.5,7.043763E-5
7.5,125.5,7.315496E-5
7.5,126.5,7.874378E-5
8.5,-82.5,9.047052E-5
8.5,-81.5,8.920468E-5
8.5,-80.5,7.830361E-5
8.5,-78.5,8.2613966E-5
8.5,-77.5,9.301821E-5
8.5,-76.5,8.1456026E-5
8.5,-75.5,7.960398E-5
8.5,-74.5,9.4110044E-5
8.5,-73.5,7.8333585E-5
8.5,-72.5,7.200972E-5
8.5,-71.5,5.03172E-5
8.5,-70.5,3.8143127E-5
8.5,-69.5,4.465144E-5
8.5,-68.5,5.0952633E-5
8.5,-67.5,5.1951556E-5
8.5,-66.5,4.8632483E-5
8.5,-65.5,4.9562954E-5
8.5,-64.5,4.98625E-5
8.5,-63.5,4.8132617E-5
8.5,-62.5,5.3159794E-5
8.5,-61.5,5.4996897E-5
8.5,-60.5,5.715048E-5
8.5,-12.5,7.0051625E-5
8.5,-11.5,6.993796E-5
8.5,-10.5,6.956489E-5
8.5,-9.5,6.803053E-5
8.5,-8.5,5.8157675E-5
8.5,-7.5,4.6526256E-5
8.5,-6.5,4.0129147E-5
8.5,-5.5,3.8301674E-5
8.5,-4.5,3.492193E-5
8.5,-3.5,3.5473444E-5
8.5,-2.5,3.4371104E-5
8.5,-1.5,3.5067358E-5
8.5,-0.5,3.7687987E-5
8.5,0.5,4.0699375E-5
8.5,1.5,3.469932E-5
8.5,2.5,3.4144137E-5
8.5,3.5,3.6890357E-5
8.5,4.5,4.2939926E-5
8.5,5.5,4.4623506E-5
8.5,6.5,3.8768234E-5
8.5,7.5,3.979E-5
8.5,8.5,3.9103794E-5
8.5,9.5,3.620169E-5
8.5,10.5,3.9446622E-5
8.5,11.5,4.617673E-5
8.5,12.5,4.4027136E-5
8.5,13.5,4.152707E-5
8.5,14.5,4.0611438E-5
8.5,15.5,3.8338254E-5
8.5,16.5,3.6653804E-5
8.5,17.5,3.6659447E-5
8.5,18.5,3.7032838E-5
8.5,19.5,3.93261E-5
8.5,20.5,4.431955E-5
8.5,21.5,4.7435882E-5
8.5,22.5,4.2744516E-5
8.5,23.5,3.868093E-5
8.5,24.5,3.7104284E-5
8.5,25.5,3.443783E-5
8.5,26.5,3.3838947E-5
8.5,27.5,3.266626E-5
8.5,28.5,3.129608E-5
8.5,29.5,3.1782107E-5
8.5,30.5,2.9905774E-5
8.5,31.5,3.0822594E-5
8.5,32.5,2.8443197E-5
8.5,33.5,3.167956E-5
8.5,34.5,4.056966E-5
8.5,35.5,4.502428E-5
8.5,36.5,4.722119E-5
8.5,37.5,3.988044E-5
8.5,38.5,2.8428898E-5
8.5,39.5,2.7334208E-5
8.5,40.5,2.7546092E-5
8.5,41.5,2.2361442E-5
8.5,42.5,1.7429842E-5
8.5,43.5,1.3310515E-5
8.5,44.5,1.0400684E-5
8.5,45.5,9.105437E-6
8.5,46.5,7.5554185E-6
8.5,47.5,6.6298176E-6
8.5,48.5,5.9785257E-6
8.5,49.5,6.5801337E-6
8.5,77.5,3.579834E-5
8.5,80.5,4.8975013E-5
8.5,98.5,7.138854E-5
8.5,99.5,7.322571E-5
8.5,123.5,5.6937657E-5
8.5,124.5,6.338044E-5
8.5,125.5,8.488868E-5
9.5,-83.5,7.2327384E-5
9.5,-79.5,7.784792E-5
9.5,-75.5,6.298818E-5
9.5,-74.5,7.3285286E-5
9.5,-73.5,7.1545524E-5
9.5,-72.5,7.1573064E-5
9.5,-70.5,5.142784E-5
9.5,-69.5,2.9364663E-5
9.5,-68.5,4.025731E-5
9.5,-67.5,3.9424485E-5
9.5,-66.5,3.9782997E-5
9.5,-65.5,4.8582096E-5
9.5,-64.5,4.749782E-5
9.5,-63.5,4.2692627E-5
9.5,-62.5,5.4838267E-5
9.5,-61.5,5.3853793E-5
9.5,-13.5,6.6850946E-5
9.5,-12.5,6.1290506E-5
9.5,-11.5,6.542014E-5
9.5,-10.5,6.356326E-5
9.5,-9.5,6.272385E-5
9.5,-8.5,5.5589127E-5
9.5,-7.5,4.7973426E-5
9.5,-6.5,4.103892E-5
9.5,-5.5,3.771419E-5
9.5,-4.5,3.5882164E-5
9.5,-3.5,3.5075213E-5
9.5,-2.5,3.4239278E-5
9.5,-1.5,3.173822E-5
9.5,-0.5,3.4131564E-5
9.5,0.5,3.989864E-5
9.5,1.5,3.6800746E-5
9.5,2.5,3.458667E-5
9.5,3.5,3.524689E-5
9.5,4.5,3.351174E-5
9.5,5.5,3.4960773E-5
9.5,6.5,3.899962E-5
9.5,7.5,4.7041012E-5
9.5,8.5,4.66963E-5
9.5,9.5,3.5738045E-5
9.5,10.5,3.118932E-5
9.5,11.5,3.3150263E-5
9.5,12.5,3.221156E-5
9.5,13.5,3.274223E-5
9.5,14.5,3.378489E-5
9.5,15.5,3.3593347E-5
9.5,16.5,3.309985E-5
9.5,17.5,3.4525885E-5
9.5,18.5,3.4839755E-5
9.5,19.5,3.47992E-5
9.5,20.5,3.5112054E-5
9.5,21.5,3.616598E-5
9.5,22.5,3.685611E-5
9.5,23.5,3.4664215E-5
9.5,24.5,3.136548E-5
9.5,25.5,2.9273113E-5
9.5,26.5,2.8436716E-5
9.5,27.5,2.8548217E-5
9.5,28.5,2.820318E-5
9.5,29.5,2.8731205E-5
9.5,30.5,2.7748638E-5
9.5,31.5,2.815649E-5
9.5,32.5,2.9197434E-5
9.5,33.5,3.5026387E-5
9.5,34.5,4.3935157E-5
9.5,35.5,4.3801978E-5
9.5,36.5,4.8307185E-5
9.5,37.5,4.0301667E-5
9.5,38.5,3.024489E-5
9.5,39.5,2.402729E-5
9.5,40.5,2.6154872E-5
9.5,41.5,2.5711803E-5
9.5,42.5,2.4861032E-5
9.5,43.5,1.9185487E-5
9.5,44.5,1.4313921E-5
9.5,45.5,1.0243746E-5
9.5,46.5,7.3254505E-6
9.5,47.5,6.1745595E-6
9.5,48.5,6.1815217E-6
9.5,49.5,6.372107E-6
9.5,50.5,6.190354E-6
9.5,76.5,5.7440117E-5
9.5,77.5,4.2760912E-5
9.5,78.5,2.8605713E-5
9.5,98.5,6.454028E-5
9.5,105.5,5.8297122E-5
10.5,-85.5,6.0254686E-5
10.5,-84.5,6.7249865E-5
10.5,-83.5,8.044455E-5
10.5,-74.5,6.3171356E-5
10.5,-73.5,6.2149775E-5
10.5,-72.5,4.7448157E-5
10.5,-71.5,4.3064607E-5
10.5,-70.5,5.175954E-5
10.5,-69.5,3.485421E-5
10.5,-68.5,3.7287136E-5
10.5,-67.5,2.8245096E-5
10.5,-66.5,2.9962592E-5
10.5,-63.5,3.082899E-5
10.5,-14.5,6.038394E-5
10.5,-13.5,6.363774E-5
10.5,-12.5,5.7255853E-5
10.5,-11.5,4.9153594E-5
10.5,-10.5,4.683145E-5
10.5,-9.5,4.6541587E-5
10.5,-8.5,4.4906858E-5
10.5,-7.5,4.241265E-5
10.5,-6.5,3.9362676E-5
10.5,-5.5,3.693521E-5
10.5,-4.5,3.4922985E-5
10.5,-3.5,3.5433768E-5
10.5,-2.5,3.352444E-5
10.5,-1.5,3.0814383E-5
10.5,-0.5,3.127321E-5
10.5,0.5,3.3158158E-5
10.5,1.5,3.6470232E-5
10.5,2.5,3.3870492E-5
10.5,3.5,3.485864E-5
10.5,4.5,3.3579123E-5
10.5,5.5,3.649681E-5
10.5,6.5,3.9808627E-5
10.5,7.5,4.0742994E-5
10.5,8.5,4.122554E-5
10.5,9.5,3.678304E-5
10.5,10.5,3.221279E-5
10.5,11.5,3.3857705E-5
10.5,12.5,3.6285397E-5
10.5,13.5,3.4657623E-5
10.5,14.5,2.7843756E-5
10.5,15.5,2.9020472E-5
10.5,16.5,2.8377188E-5
10.5,17.5,2.9678802E-5
10.5,18.5,3.1894982E-5
10.5,19.5,3.1654083E-5
10.5,20.5,3.1123804E-5
10.5,21.5,2.9884886E-5
10.5,22.5,2.7748187E-5
10.5,23.5,2.5907839E-5
10.5,24.5,2.5239267E-5
10.5,25.5,2.4699519E-5
10.5,26.5,2.3396819E-5
10.5,27.5,2.4252236E-5
10.5,28.5,2.3957475E-5
10.5,29.5,2.5640957E-5
10.5,30.5,2.5010677E-5
10.5,31.5,2.4251676E-5
10.5,32.5,2.6390378E-5
10.5,33.5,3.1414984E-5
10.5,34.5,3.459442E-5
10.5,35.5,3.7943628E-5
10.5,36.5,4.107969E-5
10.5,37.5,3.3154032E-5
10.5,38.5,2.7652723E-5
10.5,39.5,2.5112191E-5
10.5,40.5,2.050178E-5
10.5,41.5,1.5025739E-5
10.5,42.5,1.5380203E-5
10.5,43.5,1.0667091E-5
10.5,45.5,8.564352E-6
10.5,46.5,8.429775E-6
10.5,47.5,8.019397E-6
10.5,48.5,6.8992967E-6
10.5,49.5,6.7754677E-6
10.5,50.5,5.3010217E-6
10.5,76.5,5.15412E-5
10.5,77.5,4.2549542E-5
10.5,78.5,3.3763303E-5
10.5,79.5,3.1381795E-5
10.5,98.5,6.01596E-5
10.5,104.5,6.5573375E-5
10.5,105.5,7.138683E-5
10.5,106.5,6.802706E-5
10.5,123.5,6.018176E-5
11.5,-85.5,4.7867634E-5
11.5,-84.5,6.1985826E-5
11.5,-72.5,3.157893E-5
11.5,-69.5,2.172715E-5
11.5,-15.5,4.8779882E-5
11.5,-14.5,5.4881297E-5
11.5,-13.5,6.5768894E-5
11.5,-12.5,5.895695E-5
11.5,-11.5,4.7410136E-5
11.5,-10.5,4.6211124E-5
11.5,-9.5,4.209503E-5
11.5,-8.5,3.885096E-5
11.5,-7.5,3.920316E-5
11.5,-6.5,3.883422E-5
11.5,-5.5,3.823418E-5
11.5,-4.5,3.45502E-5
11.5,-3.5,3.3243057E-5
11.5,-2.5,3.171982E-5
11.5,-1.5,3.0146646E-5
11.5,-0.5,2.9392111E-5
11.5,0.5,2.9154664E-5
11.5,1.5,3.1488944E-5
11.5,2.5,3.138572E-5
11.5,3.5,3.10509E-5
11.5,4.5,3.1941367E-5
11.5,5.5,3.7034923E-5
11.5,6.5,3.933786E-5
11.5,7.5,3.5577617E-5
11.5,8.5,3.319049E-5
11.5,9.5,3.1175558E-5
11.5,10.5,2.8709634E-5
11.5,11.5,2.5355366E-5
11.5,12.5,2.5529926E-5
11.5,13.5,2.5052554E-5
11.5,14.5,2.276191E-5
11.5,15.5,2.4326806E-5
11.5,16.5,2.4901672E-5
11.5,17.5,2.779861E-5
11.5,18.5,3.0510051E-5
11.5,19.5,2.8522552E-5
11.5,20.5,2.8853086E-5
11.5,21.5,2.937201E-5
11.5,22.5,2.7049009E-5
11.5,23.5,2.3051138E-5
11.5,24.5,2.022301E-5
11.5,25.5,1.9213076E-5
11.5,26.5,1.8602026E-5
11.5,27.5,1.9782607E-5
11.5,28.5,2.1181744E-5
11.5,29.5,2.420064E-5
11.5,30.5,2.4124887E-5
11.5,31.5,2.2940101E-5
11.5,32.5,2.5088148E-5
11.5,33.5,2.833639E-5
11.5,34.5,3.4480432E-5
11.5,35.5,4.5875444E-5
11.5,36.5,4.866353E-5
11.5,37.5,3.5815945E-5
11.5,38.5,2.5804611E-5
11.5,39.5,2.6222991E-5
11.5,40.5,1.8960283E-5
11.5,41.5,1.2282594E-5
11.5,42.5,7.877929E-6
11.5,50.5,5.1554184E-6
11.5,76.5,4.8049867E-5
11.5,77.5,4.4655488E-5
11.5,78.5,3.622381E-5
11.5,79.5,3.4461154E-5
11.5,99.5,5.2013158E-5
11.5,103.5,7.4693075E-5
11.5,104.5,7.3927906E-5
11.5,105.5,7.941924E-5
11.5,106.5,8.149E-5
11.5,107.5,7.373665E-5
11.5,108.5,6.201046E-5
11.5,122.5,7.558994E-5
12.5,-86.5,4.85876E-5
12.5,-85.5,4.2152045E-5
12.5,-84.5,5.6752215E-5
12.5,-16.5,3.5463498E-5
12.5,-15.5,3.551297E-5
12.5,-14.5,3.770135E-5
12.5,-13.5,4.2712356E-5
12.5,-12.5,4.2962696E-5
12.5,-11.5,4.132168E-5
12.5,-10.5,4.1289324E-5
12.5,-9.5,3.8885013E-5
12.5,-8.5,3.578607E-5
12.5,-7.5,3.294829E-5
12.5,-6.5,3.120133E-5
12.5,-5.5,3.179102E-5
12.5,-4.5,2.9089639E-5
12.5,-3.5,2.8414399E-5
12.5,-2.5,2.8071978E-5
12.5,-1.5,2.6555217E-5
12.5,-0.5,2.5634981E-5
12.5,0.5,2.4947198E-5
12.5,1.5,2.448167E-5
12.5,2.5,2.3966733E-5
12.5,3.5,2.3534381E-5
12.5,4.5,2.4552297E-5
12.5,5.5,2.7105427E-5
12.5,6.5,2.8132936E-5
12.5,7.5,2.656339E-5
12.5,8.5,2.418831E-5
12.5,9.5,2.2079936E-5
12.5,10.5,2.0184227E-5
12.5,11.5,1.8241564E-5
12.5,12.5,1.8568342E-5
12.5,13.5,1.8571169E-5
12.5,14.5,1.8860677E-5
12.5,15.5,1.9003814E-5
12.5,16.5,1.9242609E-5
12.5,17.5,2.1466953E-5
12.5,18.5,2.3936198E-5
12.5,19.5,2.296758E-5
12.5,20.5,2.4230992E-5
12.5,21.5,2.559099E-5
12.5,22.5,2.4207482E-5
12.5,23.5,2.0935911E-5
12.5,24.5,1.5587815E-5
12.5,25.5,1.42968765E-5
12.5,26.5,1.4402007E-5
12.5,27.5,1.4600494E-5
12.5,28.5,1.5733767E-5
12.5,29.5,1.8950765E-5
12.5,30.5,1.815461E-5
12.5,31.5,1.7792088E-5
12.5,32.5,2.0754622E-5
12.5,33.5,2.2099664E-5
12.5,34.5,2.675123E-5
12.5,35.5,3.559912E-5
12.5,36.5,3.8175564E-5
12.5,37.5,2.5108915E-5
12.5,38.5,2.0199788E-5
12.5,39.5,2.033528E-5
12.5,40.5,1.6369499E-5
12.5,41.5,1.2433955E-5
12.5,42.5,7.361448E-6
12.5,75.5,4.6569337E-5
12.5,76.5,3.7721074E-5
12.5,77.5,3.7476213E-5
12.5,78.5,3.528754E-5
12.5,79.5,3.4647193E-5
12.5,98.5,6.398718E-5
12.5,99.5,5.7082874E-5
12.5,102.5,6.2495055E-5
12.5,103.5,6.7198336E-5
12.5,104.5,6.630383E-5
12.5,105.5,6.6833665E-5
12.5,106.5,6.701032E-5
12.5,107.5,6.6903405E-5
12.5,108.5,6.6622975E-5
13.5,-89.5,5.591776E-5
13.5,-88.5,5.3101765E-5
13.5,-87.5,5.25739E-5
13.5,-86.5,3.7479225E-5
13.5,-85.5,3.869983E-5
13.5,-84.5,5.157344E-5
13.5,-16.5,2.7421918E-5
13.5,-15.5,2.6631129E-5
13.5,-14.5,2.5937272E-5
13.5,-13.5,2.66965E-5
13.5,-12.5,2.9081019E-5
13.5,-11.5,3.2055374E-5
13.5,-10.5,3.1668736E-5
13.5,-9.5,3.1179323E-5
13.5,-8.5,3.0276746E-5
13.5,-7.5,2.6776603E-5
13.5,-6.5,2.5177913E-5
13.5,-5.5,2.5333284E-5
13.5,-4.5,2.539373E-5
13.5,-3.5,2.4315674E-5
13.5,-2.5,2.475598E-5
13.5,-1.5,2.3105615E-5
13.5,-0.5,2.0907564E-5
13.5,0.5,1.9586732E-5
13.5,1.5,1.8393026E-5
13.5,2.5,1.6974374E-5
13.5,3.5,1.697403E-5
13.5,4.5,1.7281898E-5
13.5,5.5,1.8250565E-5
13.5,6.5,1.8435716E-5
13.5,7.5,1.871715E-5
13.5,8.5,1.8454743E-5
13.5,9.5,1.7150538E-5
13.5,10.5,1.5024517E-5
13.5,11.5,1.3413549E-5
13.5,12.5,1.255455E-5
13.5,13.5,1.10924575E-5
13.5,14.5,1.2564917E-5
13.5,15.5,1.3618421E-5
13.5,16.5,1.35426235E-5
13.5,17.5,1.4052374E-5
13.5,18.5,1.522714E-5
13.5,19.5,1.6417605E-5
13.5,20.5,1.948876E-5
13.5,21.5,2.1721302E-5
13.5,22.5,1.8906228E-5
13.5,23.5,1.5284866E-5
13.5,24.5,1.0729829E-5
13.5,25.5,1.03361635E-5
13.5,26.5,9.712137E-6
13.5,27.5,1.0379423E-5
13.5,28.5,1.1321468E-5
13.5,29.5,1.1848574E-5
13.5,30.5,1.0879297E-5
13.5,31.5,1.223008E-5
13.5,32.5,1.5347476E-5
13.5,33.5,1.8154587E-5
13.5,34.5,2.3351578E-5
13.5,35.5,3.1161224E-5
13.5,36.5,3.730791E-5
13.5,37.5,3.1122087E-5
13.5,38.5,2.302835E-5
13.5,39.5,1.7455013E-5
13.5,40.5,1.4931701E-5
13.5,41.5,1.2499029E-5
13.5,43.5,2.440928E-5
13.5,44.5,1.3631103E-5
13.5,45.5,6.7323444E-6
13.5,46.5,3.1639286E-6
13.5,75.5,4.0406678E-5
13.5,76.5,2.8462196E-5
13.5,77.5,2.7677346E-5
13.5,78.5,3.0321753E-5
13.5,79.5,3.5088597E-5
13.5,98.5,6.675467E-5
13.5,99.5,7.318287E-5
13.5,100.5,6.458964E-5
13.5,101.5,5.4784432E-5
13.5,102.5,5.1625007E-5
13.5,103.5,5.5788987E-5
13.5,104.5,6.0119903E-5
13.5,105.5,6.385465E-5
13.5,106.5,6.399659E-5
13.5,107.5,5.829519E-5
13.5,108.5,6.097733E-5
13.5,123.5,8.56858E-5
14.5,-91.5,7.444759E-5
14.5,-90.5,5.602033E-5
14.5,-89.5,5.0356448E-5
14.5,-88.5,4.9594208E-5
14.5,-87.5,4.1764244E-5
14.5,-86.5,3.179226E-5
14.5,-85.5,3.7567617E-5
14.5,-84.5,5.209148E-5
14.5,-83.5,5.0341063E-5
14.5,-16.5,2.0021993E-5
14.5,-15.5,1.9994008E-5
14.5,-14.5,2.0513487E-5
14.5,-13.5,2.0661784E-5
14.5,-12.5,2.3296025E-5
14.5,-11.5,2.6845531E-5
14.5,-10.5,2.6466583E-5
14.5,-9.5,2.4307375E-5
14.5,-8.5,2.3101678E-5
14.5,-7.5,2.1768787E-5
14.5,-6.5,1.9981055E-5
14.5,-5.5,1.9746962E-5
14.5,-4.5,2.0578955E-5
14.5,-3.5,2.0686417E-5
14.5,-2.5,1.9258257E-5
14.5,-1.5,1.8852303E-5
14.5,-0.5,1.7653252E-5
14.5,0.5,1.6437169E-5
14.5,1.5,1.5333602E-5
14.5,2.5,1.472364E-5
14.5,3.5,1.358938E-5
14.5,4.5,1.4041427E-5
14.5,5.5,1.6261627E-5
14.5,6.5,1.49655025E-5
14.5,7.5,1.3799525E-5
14.5,8.5,1.3032525E-5
14.5,9.5,1.1837514E-5
14.5,10.5,1.1109241E-5
14.5,11.5,9.479203E-6
14.5,12.5,9.08217E-6
14.5,13.5,9.24653E-6
14.5,14.5,9.714635E-6
14.5,15.5,9.6209105E-6
14.5,16.5,9.291961E-6
14.5,17.5,1.0111428E-5
14.5,18.5,1.1518626E-5
14.5,19.5,1.1823602E-5
14.5,20.5,1.5045558E-5
14.5,21.5,1.5726871E-5
14.5,22.5,1.1554405E-5
14.5,23.5,1.0376125E-5
14.5,24.5,7.88644E-6
14.5,25.5,6.909269E-6
14.5,26.5,6.873464E-6
14.5,27.5,7.226612E-6
14.5,28.5,7.721088E-6
14.5,29.5,8.333357E-6
14.5,30.5,8.450886E-6
14.5,31.5,9.546478E-6
14.5,32.5,1.1224991E-5
14.5,33.5,1.3921853E-5
14.5,34.5,1.7816812E-5
14.5,35.5,2.0843681E-5
14.5,36.5,2.5341304E-5
14.5,37.5,2.4361387E-5
14.5,38.5,1.8205743E-5
14.5,39.5,1.3000323E-5
14.5,40.5,1.143164E-5
14.5,43.5,1.6250711E-5
14.5,44.5,9.420192E-6
14.5,45.5,7.3084693E-6
14.5,46.5,5.9863723E-6
14.5,47.5,4.54505E-6
14.5,48.5,3.6553874E-6
14.5,74.5,5.548208E-5
14.5,75.5,3.5428515E-5
14.5,76.5,2.4403307E-5
14.5,77.5,2.3570325E-5
14.5,78.5,2.4771156E-5
14.5,79.5,3.1081512E-5
14.5,98.5,5.590156E-5
14.5,99.5,6.157378E-5
14.5,100.5,5.2564326E-5
14.5,101.5,4.5929508E-5
14.5,102.5,4.8787773E-5
14.5,103.5,5.177841E-5
14.5,104.5,5.635417E-5
14.5,105.5,6.1447005E-5
14.5,106.5,6.350795E-5
14.5,107.5,6.652964E-5
14.5,108.5,7.061353E-5
14.5,121.5,7.577524E-5
15.5,-92.5,6.579854E-5
15.5,-91.5,5.3698437E-5
15.5,-90.5,5.695622E-5
15.5,-89.5,5.9340742E-5
15.5,-88.5,6.139559E-5
15.5,-87.5,5.0674193E-5
15.5,-86.5,4.470191E-5
15.5,-85.5,4.2054813E-5
15.5,-84.5,5.341815E-5
15.5,-16.5,1.3869048E-5
15.5,-15.5,1.3816491E-5
15.5,-14.5,1.4657315E-5
15.5,-13.5,1.482237E-5
15.5,-12.5,1.6199898E-5
15.5,-11.5,1.7853672E-5
15.5,-10.5,1.7515964E-5
15.5,-9.5,1.6788546E-5
15.5,-8.5,1.5706615E-5
15.5,-7.5,1.6076605E-5
15.5,-6.5,1.5077417E-5
15.5,-5.5,1.5364603E-5
15.5,-4.5,1.4851176E-5
15.5,-3.5,1.5661242E-5
15.5,-2.5,1.4541998E-5
15.5,-1.5,1.3526292E-5
15.5,-0.5,1.2842386E-5
15.5,0.5,1.1821671E-5
15.5,1.5,1.1135397E-5
15.5,2.5,1.0838276E-5
15.5,3.5,1.05237405E-5
15.5,4.5,1.1621895E-5
15.5,5.5,1.1748479E-5
15.5,6.5,1.1114477E-5
15.5,7.5,1.0395613E-5
15.5,8.5,9.166839E-6
15.5,9.5,7.2284297E-6
15.5,10.5,6.076214E-6
15.5,11.5,4.630871E-6
15.5,12.5,3.853577E-6
15.5,13.5,3.936477E-6
15.5,14.5,4.176423E-6
15.5,15.5,4.657367E-6
15.5,16.5,4.5896318E-6
15.5,17.5,5.0142266E-6
15.5,18.5,5.4621805E-6
15.5,19.5,6.3490143E-6
15.5,20.5,7.803096E-6
15.5,21.5,8.29345E-6
15.5,22.5,5.923781E-6
15.5,23.5,4.938316E-6
15.5,24.5,4.541113E-6
15.5,25.5,4.47326E-6
15.5,26.5,4.0371706E-6
15.5,27.5,3.9860233E-6
15.5,28.5,4.1973353E-6
15.5,29.5,5.001352E-6
15.5,30.5,5.2359055E-6
15.5,31.5,5.8644237E-6
15.5,32.5,6.670098E-6
15.5,33.5,8.773423E-6
15.5,34.5,9.720861E-6
15.5,35.5,1.0632827E-5
15.5,36.5,1.2705717E-5
15.5,37.5,1.1403643E-5
15.5,38.5,8.818056E-6
15.5,39.5,7.284579E-6
15.5,43.5,1.0461025E-5
15.5,44.5,4.3603404E-6
15.5,45.5,3.0587532E-6
15.5,46.5,3.1359768E-6
15.5,47.5,4.476242E-6
15.5,48.5,5.09961E-6
15.5,49.5,4.758008E-6
15.5,50.5,3.3092313E-6
15.5,51.5,2.621607E-6
15.5,74.5,4.6530462E-5
15.5,75.5,3.4193647E-5
15.5,76.5,2.3216713E-5
15.5,77.5,2.3093966E-5
15.5,78.5,2.5654948E-5
15.5,79.5,3.1874333E-5
15.5,98.5,6.143919E-5
15.5,99.5,6.7188455E-5
15.5,100.5,5.0608374E-5
15.5,101.5,4.3386874E-5
15.5,102.5,4.597666E-5
15.5,103.5,4.978023E-5
15.5,104.5,5.4831533E-5
15.5,105.5,5.824347E-5
15.5,106.5,6.649989E-5
15.5,107.5,7.767191E-5
15.5,108.5,6.952315E-5
15.5,120.5,7.273965E-5
15.5,121.5,7.3174626E-5
16.5,-98.5,5.426696E-5
16.5,-97.5,4.9823164E-5
16.5,-96.5,3.6988957E-5
16.5,-95.5,4.1641542E-5
16.5,-94.5,5.3834923E-5
16.5,-93.5,5.350199E-5
16.5,-92.5,5.174198E-5
16.5,-91.5,5.6150886E-5
16.5,-90.5,6.494317E-5
16.5,-89.5,6.224006E-5
16.5,-88.5,6.6113986E-5
16.5,-15.5,9.007059E-6
16.5,-14.5,8.445244E-6
16.5,-13.5,9.947019E-6
16.5,-12.5,1.1110327E-5
16.5,-11.5,1.1776417E-5
16.5,-10.5,1.1253652E-5
16.5,-9.5,1.0882436E-5
16.5,-8.5,1.0863731E-5
16.5,-7.5,1.1173613E-5
16.5,-6.5,9.316882E-6
16.5,-5.5,9.680406E-6
16.5,-4.5,9.695387E-6
16.5,-3.5,9.438009E-6
16.5,-2.5,1.0319004E-5
16.5,-1.5,1.040395E-5
16.5,-0.5,9.105118E-6
16.5,0.5,9.88669E-6
16.5,1.5,8.89504E-6
16.5,2.5,8.4139065E-6
16.5,3.5,7.5469607E-6
16.5,4.5,7.70732E-6
16.5,5.5,8.366624E-6
16.5,6.5,9.063725E-6
16.5,7.5,7.758802E-6
16.5,8.5,4.947912E-6
16.5,9.5,3.4661878E-6
16.5,10.5,2.6201358E-6
16.5,11.5,2.2144736E-6
16.5,12.5,1.7031133E-6
16.5,13.5,1.7874643E-6
16.5,14.5,1.8802975E-6
16.5,15.5,2.0524174E-6
16.5,16.5,2.1288354E-6
16.5,17.5,2.0956147E-6
16.5,18.5,2.1985782E-6
16.5,19.5,2.8965646E-6
16.5,20.5,3.781753E-6
16.5,21.5,4.5056863E-6
16.5,22.5,2.9478035E-6
16.5,23.5,1.8912597E-6
16.5,24.5,2.014903E-6
16.5,25.5,1.8080545E-6
16.5,26.5,1.6214728E-6
16.5,27.5,1.7286416E-6
16.5,28.5,1.9055441E-6
16.5,29.5,2.1657004E-6
16.5,30.5,2.318311E-6
16.5,31.5,3.290806E-6
16.5,32.5,3.971421E-6
16.5,33.5,4.7357776E-6
16.5,34.5,4.613076E-6
16.5,35.5,5.256203E-6
16.5,36.5,6.21833E-6
16.5,37.5,7.150686E-6
16.5,38.5,6.083187E-6
16.5,43.5,7.268913E-6
16.5,44.5,3.7734808E-6
16.5,45.5,2.5375846E-6
16.5,46.5,2.255231E-6
16.5,47.5,3.2007085E-6
16.5,48.5,4.203168E-6
16.5,49.5,4.225868E-6
16.5,50.5,3.3993813E-6
16.5,51.5,2.7123724E-6
16.5,52.5,3.0700646E-6
16.5,73.5,5.07589E-5
16.5,74.5,3.8874583E-5
16.5,75.5,2.9800081E-5
16.5,76.5,2.0531417E-5
16.5,77.5,2.1698046E-5
16.5,78.5,2.591374E-5
16.5,79.5,3.2143293E-5
16.5,80.5,3.481996E-5
16.5,81.5,3.6868634E-5
