lat,lon,GLDAS_NOAH10_M_2_1_Evap_tavg
10.5,39.5,2.2938208E-5
10.5,40.5,1.999202E-5
10.5,41.5,1.3740815E-5
10.5,42.5,1.4690733E-5
10.5,43.5,8.916918E-6
10.5,45.5,8.087776E-6
10.5,46.5,8.077567E-6
10.5,47.5,7.950161E-6
10.5,48.5,6.6791627E-6
10.5,49.5,6.6138177E-6
10.5,50.5,5.0421495E-6
10.5,76.5,4.0413634E-5
10.5,77.5,3.521957E-5
10.5,78.5,2.990661E-5
10.5,79.5,2.901221E-5
10.5,104.5,4.7251582E-5
10.5,105.5,4.841598E-5
10.5,106.5,4.3854983E-5
10.5,123.5,4.3975437E-5
11.5,-84.5,4.0853687E-5
11.5,-72.5,2.9102735E-5
11.5,-69.5,2.1354688E-5
11.5,-14.5,2.4606257E-5
11.5,-13.5,2.8249307E-5
11.5,-12.5,2.7852844E-5
11.5,-11.5,2.710249E-5
11.5,-10.5,2.723063E-5
11.5,-9.5,2.6510177E-5
11.5,-8.5,2.692547E-5
11.5,-7.5,2.8848312E-5
11.5,-6.5,2.8934988E-5
11.5,-5.5,2.9628969E-5
11.5,-4.5,2.7960996E-5
11.5,-3.5,2.8061942E-5
11.5,-2.5,2.6211403E-5
11.5,-1.5,2.588673E-5
11.5,-0.5,2.6721122E-5
11.5,0.5,2.546856E-5
11.5,1.5,2.5555788E-5
11.5,2.5,2.6298692E-5
11.5,3.5,2.6046606E-5
11.5,4.5,2.6768383E-5
11.5,5.5,2.9102323E-5
11.5,6.5,3.0442576E-5
11.5,7.5,2.8075472E-5
11.5,8.5,2.7145208E-5
11.5,9.5,2.559887E-5
11.5,10.5,2.4259967E-5
11.5,11.5,2.1496218E-5
11.5,12.5,1.859321E-5
11.5,13.5,2.3829012E-5
11.5,14.5,2.1654012E-5
11.5,15.5,2.3436518E-5
11.5,16.5,2.3592278E-5
11.5,17.5,2.5867392E-5
11.5,18.5,2.649136E-5
11.5,19.5,2.415414E-5
11.5,20.5,2.4029783E-5
11.5,21.5,2.2646715E-5
11.5,22.5,2.185076E-5
11.5,23.5,2.0029069E-5
11.5,24.5,1.8693307E-5
11.5,25.5,1.4573878E-5
11.5,26.5,1.4203683E-5
11.5,27.5,1.3173018E-5
11.5,28.5,1.555678E-5
11.5,29.5,2.2360504E-5
11.5,30.5,2.25448E-5
11.5,31.5,2.1937976E-5
11.5,32.5,2.3834946E-5
11.5,33.5,2.6537371E-5
11.5,34.5,3.0074942E-5
11.5,35.5,2.8996812E-5
11.5,36.5,3.2293425E-5
11.5,37.5,3.0050365E-5
11.5,38.5,2.2549153E-5
11.5,39.5,2.4065374E-5
11.5,40.5,1.7757739E-5
11.5,41.5,1.1082646E-5
11.5,42.5,7.4603495E-6
11.5,50.5,5.0912918E-6
11.5,76.5,3.4113593E-5
11.5,77.5,3.378156E-5
11.5,78.5,3.230505E-5
11.5,79.5,2.9516568E-5
11.5,99.5,4.1159998E-5
11.5,103.5,4.338889E-5
11.5,104.5,4.267471E-5
11.5,105.5,4.6808946E-5
11.5,106.5,4.443818E-5
11.5,107.5,4.910119E-5
11.5,108.5,4.8060087E-5
11.5,122.5,4.6424986E-5
12.5,-86.5,3.5613855E-5
12.5,-85.5,3.742404E-5
12.5,-84.5,3.79493E-5
12.5,-16.5,2.4453531E-5
12.5,-15.5,2.3183027E-5
12.5,-14.5,2.404491E-5
12.5,-13.5,2.5959696E-5
12.5,-12.5,2.5325166E-5
12.5,-11.5,2.5288391E-5
12.5,-10.5,2.6549704E-5
12.5,-9.5,2.4876588E-5
12.5,-8.5,2.50147E-5
12.5,-7.5,2.7800541E-5
12.5,-6.5,2.6937718E-5
12.5,-5.5,2.741863E-5
12.5,-4.5,2.653265E-5
12.5,-3.5,2.577702E-5
12.5,-2.5,2.3467039E-5
12.5,-1.5,2.310073E-5
12.5,-0.5,2.3157574E-5
12.5,0.5,2.3871555E-5
12.5,1.5,2.3711875E-5
12.5,2.5,2.2546777E-5
12.5,3.5,2.22669E-5
12.5,4.5,2.228589E-5
12.5,5.5,2.4337545E-5
12.5,6.5,2.4211451E-5
12.5,7.5,2.2599997E-5
12.5,8.5,2.1211375E-5
12.5,9.5,2.0247606E-5
12.5,10.5,1.8939216E-5
12.5,11.5,1.4264616E-5
12.5,12.5,1.789657E-5
12.5,13.5,1.7741084E-5
12.5,14.5,1.8350504E-5
12.5,15.5,1.8119936E-5
12.5,16.5,1.7856662E-5
12.5,17.5,2.0209485E-5
12.5,18.5,2.12503E-5
12.5,19.5,2.0524825E-5
12.5,20.5,2.168533E-5
12.5,21.5,1.9214682E-5
12.5,22.5,1.948372E-5
12.5,23.5,1.924531E-5
12.5,24.5,1.4267719E-5
12.5,25.5,1.350705E-5
12.5,26.5,1.2304933E-5
12.5,27.5,1.2145717E-5
12.5,28.5,1.2127099E-5
12.5,29.5,1.8507028E-5
12.5,30.5,1.7607666E-5
12.5,31.5,1.7336004E-5
12.5,32.5,1.9609408E-5
12.5,33.5,2.0994836E-5
12.5,34.5,2.5045498E-5
12.5,35.5,2.9937526E-5
12.5,36.5,3.0237665E-5
12.5,37.5,2.3964132E-5
12.5,38.5,1.863151E-5
12.5,39.5,1.913575E-5
12.5,40.5,1.37545E-5
12.5,41.5,1.1147817E-5
12.5,42.5,7.0387064E-6
12.5,75.5,3.2618067E-5
12.5,76.5,3.155193E-5
12.5,77.5,3.1190662E-5
12.5,78.5,3.1221643E-5
12.5,79.5,3.062106E-5
12.5,99.5,3.9699753E-5
12.5,102.5,4.0930667E-5
12.5,103.5,4.3562653E-5
12.5,104.5,4.549865E-5
12.5,105.5,4.60701E-5
12.5,106.5,4.2131327E-5
12.5,107.5,4.7327656E-5
12.5,108.5,4.6699763E-5
13.5,-88.5,3.9430903E-5
13.5,-87.5,3.805287E-5
13.5,-86.5,3.1923344E-5
13.5,-85.5,3.6740963E-5
13.5,-84.5,3.8686027E-5
13.5,-16.5,2.2187955E-5
13.5,-15.5,2.152678E-5
13.5,-14.5,2.211005E-5
13.5,-13.5,2.1871616E-5
13.5,-12.5,2.2173346E-5
13.5,-11.5,2.198908E-5
13.5,-10.5,2.3174245E-5
13.5,-9.5,2.4216524E-5
13.5,-8.5,2.5378613E-5
13.5,-7.5,2.3417204E-5
13.5,-6.5,2.1813848E-5
13.5,-5.5,2.2546865E-5
13.5,-4.5,2.2219872E-5
13.5,-3.5,1.6290054E-5
13.5,-2.5,2.0804811E-5
13.5,-1.5,2.0499929E-5
13.5,-0.5,1.8848381E-5
13.5,0.5,1.8156921E-5
13.5,1.5,1.7150644E-5
13.5,2.5,1.6306325E-5
13.5,3.5,1.6670303E-5
13.5,4.5,1.6274473E-5
13.5,5.5,1.724786E-5
13.5,6.5,1.3971815E-5
13.5,7.5,1.3023796E-5
13.5,8.5,1.2235398E-5
13.5,9.5,1.6317876E-5
13.5,10.5,1.4410869E-5
13.5,11.5,1.2311474E-5
13.5,12.5,9.731486E-6
13.5,13.5,1.0684508E-5
13.5,14.5,1.2075914E-5
13.5,15.5,1.2292932E-5
13.5,16.5,1.18474245E-5
13.5,17.5,1.2765033E-5
13.5,18.5,1.1102332E-5
13.5,19.5,1.4699711E-5
13.5,20.5,1.7668486E-5
13.5,21.5,1.7773118E-5
13.5,22.5,1.6706568E-5
13.5,23.5,1.410369E-5
13.5,24.5,1.0124731E-5
13.5,25.5,6.84738E-6
13.5,26.5,6.7508845E-6
13.5,27.5,7.696621E-6
13.5,28.5,1.1239346E-5
13.5,29.5,1.14588465E-5
13.5,30.5,1.08832655E-5
13.5,31.5,1.15793255E-5
13.5,32.5,1.27951425E-5
13.5,33.5,1.7168002E-5
13.5,34.5,2.1758826E-5
13.5,35.5,2.7183154E-5
13.5,36.5,2.9824992E-5
13.5,37.5,2.7222333E-5
13.5,38.5,2.0977182E-5
13.5,39.5,1.5781021E-5
13.5,40.5,1.2770974E-5
13.5,41.5,1.1371444E-5
13.5,43.5,2.1069169E-5
13.5,44.5,1.2745213E-5
13.5,45.5,6.4967694E-6
13.5,46.5,3.0256938E-6
13.5,75.5,2.7154216E-5
13.5,76.5,2.4616174E-5
13.5,77.5,2.5063364E-5
13.5,78.5,2.7188507E-5
13.5,79.5,3.078003E-5
13.5,98.5,3.9808725E-5
13.5,99.5,3.7085367E-5
13.5,100.5,2.774135E-5
13.5,101.5,3.9562055E-5
13.5,102.5,3.8959908E-5
13.5,103.5,3.9903698E-5
13.5,104.5,3.6555855E-5
13.5,105.5,3.972977E-5
13.5,106.5,3.6948662E-5
13.5,107.5,3.7873335E-5
13.5,108.5,4.182459E-5
13.5,123.5,4.4899185E-5
14.5,-91.5,3.8937713E-5
14.5,-90.5,4.0068044E-5
14.5,-89.5,3.5619203E-5
14.5,-88.5,3.738677E-5
14.5,-87.5,3.5485074E-5
14.5,-86.5,3.083808E-5
14.5,-85.5,3.6254765E-5
14.5,-84.5,3.8841885E-5
14.5,-83.5,3.8939434E-5
14.5,-16.5,1.2819695E-5
14.5,-15.5,1.4127398E-5
14.5,-14.5,1.9250605E-5
14.5,-13.5,2.0324209E-5
14.5,-12.5,2.0756512E-5
14.5,-11.5,2.2296144E-5
14.5,-10.5,2.2400343E-5
14.5,-9.5,2.1609436E-5
14.5,-8.5,1.6704576E-5
14.5,-7.5,1.9799167E-5
14.5,-6.5,1.7964843E-5
14.5,-5.5,1.7684868E-5
14.5,-4.5,1.9491958E-5
14.5,-3.5,1.8808792E-5
14.5,-2.5,1.2621513E-5
14.5,-1.5,1.1865499E-5
14.5,-0.5,1.6928256E-5
14.5,0.5,1.57464E-5
14.5,1.5,1.3417222E-5
14.5,2.5,1.2733187E-5
14.5,3.5,1.2834802E-5
14.5,4.5,1.269668E-5
14.5,5.5,1.518076E-5
14.5,6.5,1.108678E-5
14.5,7.5,9.477052E-6
14.5,8.5,8.299395E-6
14.5,9.5,9.075018E-6
14.5,10.5,7.5342473E-6
14.5,11.5,8.194332E-6
14.5,12.5,7.653943E-6
14.5,13.5,7.5269445E-6
14.5,14.5,5.472459E-6
14.5,15.5,6.715212E-6
14.5,16.5,6.491715E-6
14.5,17.5,7.341375E-6
14.5,18.5,1.0099973E-5
14.5,19.5,1.091899E-5
14.5,20.5,1.3130426E-5
14.5,21.5,1.4195275E-5
14.5,22.5,1.1231959E-5
14.5,23.5,9.719917E-6
14.5,24.5,7.2721855E-6
14.5,25.5,6.4714827E-6
14.5,26.5,4.2960733E-6
14.5,27.5,6.737624E-6
14.5,28.5,7.363614E-6
14.5,29.5,7.858726E-6
14.5,30.5,7.864688E-6
14.5,31.5,8.592549E-6
14.5,32.5,1.0632185E-5
14.5,33.5,1.3433722E-5
14.5,34.5,1.6717315E-5
14.5,35.5,1.9871639E-5
14.5,36.5,2.2778113E-5
14.5,37.5,2.3306146E-5
14.5,38.5,1.6894694E-5
14.5,39.5,1.2303625E-5
14.5,40.5,1.1184E-5
14.5,43.5,1.407316E-5
14.5,44.5,9.16801E-6
14.5,45.5,7.0464966E-6
14.5,46.5,5.862843E-6
14.5,47.5,4.482953E-6
14.5,48.5,3.573501E-6
14.5,74.5,2.8354198E-5
14.5,75.5,2.7768974E-5
14.5,76.5,2.153054E-5
14.5,77.5,2.0531765E-5
14.5,78.5,2.2482049E-5
14.5,79.5,2.7700315E-5
14.5,98.5,3.8073995E-5
14.5,99.5,3.510029E-5
14.5,100.5,3.8959806E-5
14.5,101.5,3.6260706E-5
14.5,102.5,3.4027238E-5
14.5,103.5,3.4050463E-5
14.5,104.5,3.6437163E-5
14.5,105.5,3.8270464E-5
14.5,106.5,4.2674907E-5
14.5,107.5,4.4424985E-5
14.5,108.5,4.4089727E-5
14.5,121.5,4.238542E-5
15.5,-92.5,4.1065956E-5
15.5,-91.5,3.992429E-5
15.5,-90.5,4.0847943E-5
15.5,-89.5,4.173675E-5
15.5,-88.5,3.981806E-5
15.5,-87.5,4.0589544E-5
15.5,-86.5,4.131956E-5
15.5,-85.5,3.9723403E-5
15.5,-84.5,4.0415398E-5
15.5,-16.5,1.2553344E-5
15.5,-15.5,1.3291757E-5
15.5,-14.5,1.3124235E-5
15.5,-13.5,1.3161266E-5
15.5,-12.5,1.5070374E-5
15.5,-11.5,1.6326554E-5
15.5,-10.5,1.6282716E-5
15.5,-9.5,1.2236986E-5
15.5,-8.5,1.2406223E-5
15.5,-7.5,1.16349365E-5
15.5,-6.5,1.2363019E-5
15.5,-5.5,1.1535636E-5
15.5,-4.5,1.4154447E-5
15.5,-3.5,1.4938516E-5
15.5,-2.5,1.3213603E-5
15.5,-1.5,1.1876927E-5
15.5,-0.5,1.2250794E-5
15.5,0.5,7.056553E-6
15.5,1.5,6.2728896E-6
15.5,2.5,9.462646E-6
15.5,3.5,9.853569E-6
15.5,4.5,1.0710637E-5
15.5,5.5,8.567545E-6
15.5,6.5,8.463601E-6
15.5,7.5,7.22475E-6
15.5,8.5,5.2210726E-6
15.5,9.5,4.507635E-6
15.5,10.5,3.862664E-6
15.5,11.5,3.2517787E-6
15.5,12.5,3.2386286E-6
15.5,13.5,3.248715E-6
15.5,14.5,2.9327305E-6
15.5,15.5,3.6932029E-6
15.5,16.5,3.0331964E-6
15.5,17.5,3.6809033E-6
15.5,18.5,4.0741265E-6
15.5,19.5,5.4746233E-6
15.5,20.5,7.2922094E-6
15.5,21.5,7.5032513E-6
15.5,22.5,5.397436E-6
15.5,23.5,4.4022645E-6
15.5,24.5,4.018806E-6
15.5,25.5,4.10275E-6
15.5,26.5,3.7121679E-6
15.5,27.5,3.6379522E-6
15.5,28.5,3.961779E-6
15.5,29.5,4.6491255E-6
15.5,30.5,4.8065235E-6
15.5,31.5,5.40065E-6
15.5,32.5,6.2768527E-6
15.5,33.5,8.206217E-6
15.5,34.5,9.1432485E-6
15.5,35.5,1.0069175E-5
15.5,36.5,1.2169503E-5
15.5,37.5,1.1086465E-5
15.5,38.5,8.580393E-6
15.5,39.5,7.083024E-6
15.5,43.5,1.00824545E-5
15.5,44.5,4.20028E-6
15.5,45.5,2.9830096E-6
15.5,46.5,2.8470163E-6
15.5,47.5,4.4049766E-6
15.5,48.5,5.0688373E-6
15.5,49.5,4.686643E-6
15.5,50.5,3.239482E-6
15.5,51.5,2.5212685E-6
15.5,74.5,2.4944367E-5
15.5,75.5,2.5095469E-5
15.5,76.5,2.1305292E-5
15.5,77.5,2.1068921E-5
15.5,78.5,2.2808515E-5
15.5,79.5,2.7476024E-5
15.5,98.5,3.821628E-5
15.5,99.5,3.2805507E-5
15.5,100.5,3.6017453E-5
15.5,101.5,3.214856E-5
15.5,102.5,3.055777E-5
15.5,103.5,3.2861713E-5
15.5,104.5,3.1852058E-5
15.5,105.5,3.647858E-5
15.5,106.5,4.3240652E-5
15.5,107.5,4.296272E-5
15.5,108.5,3.9754366E-5
15.5,120.5,4.0768264E-5
15.5,121.5,4.377458E-5
16.5,-98.5,3.654425E-5
16.5,-97.5,3.5826473E-5
16.5,-96.5,3.3473272E-5
16.5,-95.5,3.340741E-5
16.5,-94.5,4.239103E-5
16.5,-93.5,3.6256464E-5
16.5,-92.5,3.7379043E-5
16.5,-91.5,4.3782446E-5
16.5,-90.5,4.4780507E-5
16.5,-89.5,4.6451805E-5
16.5,-88.5,4.845665E-5
16.5,-15.5,6.6352936E-6
16.5,-14.5,5.8927335E-6
16.5,-13.5,9.544098E-6
16.5,-12.5,1.0394024E-5
16.5,-11.5,1.1506123E-5
16.5,-10.5,1.0700489E-5
16.5,-9.5,7.660903E-6
16.5,-8.5,9.178257E-6
16.5,-7.5,1.0016785E-5
16.5,-6.5,6.534478E-6
16.5,-5.5,6.8559543E-6
16.5,-4.5,7.1900854E-6
16.5,-3.5,9.1067095E-6
16.5,-2.5,6.3608163E-6
16.5,-1.5,9.0082385E-6
16.5,-0.5,5.607896E-6
16.5,0.5,8.444348E-6
16.5,1.5,7.931954E-6
16.5,2.5,7.640817E-6
16.5,3.5,6.8581944E-6
16.5,4.5,7.3286756E-6
16.5,5.5,6.0737725E-6
16.5,6.5,8.417835E-6
16.5,7.5,6.1353785E-6
16.5,8.5,3.9740094E-6
16.5,9.5,2.47903E-6
16.5,10.5,1.9397278E-6
16.5,11.5,1.6305127E-6
16.5,12.5,1.4612029E-6
16.5,13.5,1.4971877E-6
16.5,14.5,1.5793676E-6
16.5,15.5,1.7853617E-6
16.5,16.5,1.8300652E-6
16.5,17.5,1.7684396E-6
16.5,18.5,1.91069E-6
16.5,19.5,2.2865163E-6
16.5,20.5,2.7253236E-6
16.5,21.5,3.925933E-6
16.5,22.5,2.7039046E-6
16.5,23.5,1.7447368E-6
16.5,24.5,1.7811327E-6
16.5,25.5,1.3901195E-6
16.5,26.5,1.267018E-6
16.5,27.5,1.6449027E-6
16.5,28.5,1.7773046E-6
16.5,29.5,2.0406226E-6
16.5,30.5,2.1673804E-6
16.5,31.5,2.9749294E-6
16.5,32.5,3.6705997E-6
16.5,33.5,4.3791797E-6
16.5,34.5,4.198606E-6
16.5,35.5,4.9488626E-6
16.5,36.5,6.122706E-6
16.5,37.5,6.5666586E-6
16.5,38.5,5.9246286E-6
16.5,43.5,7.0071087E-6
16.5,44.5,3.6610136E-6
16.5,45.5,2.4163844E-6
16.5,46.5,2.172102E-6
16.5,47.5,3.0684319E-6
16.5,48.5,4.1313456E-6
16.5,49.5,4.0917807E-6
16.5,50.5,3.2719386E-6
16.5,51.5,2.60988E-6
16.5,52.5,2.899228E-6
16.5,73.5,2.2204054E-5
16.5,74.5,2.7018235E-5
16.5,75.5,2.2824735E-5
16.5,76.5,1.845716E-5
16.5,77.5,1.977178E-5
16.5,78.5,2.3489609E-5
16.5,79.5,2.7492732E-5
16.5,80.5,3.009175E-5
16.5,81.5,3.1812924E-5
16.5,94.5,3.9977687E-5
16.5,95.5,3.6364032E-5
16.5,97.5,3.561524E-5
16.5,98.5,3.560118E-5
16.5,99.5,3.0704698E-5
16.5,100.5,3.2059583E-5
16.5,101.5,3.294259E-5
16.5,102.5,2.970873E-5
16.5,103.5,2.9879184E-5
16.5,104.5,3.2679014E-5
16.5,105.5,3.5014902E-5
16.5,106.5,3.961998E-5
16.5,107.5,3.866299E-5
16.5,120.5,4.3821306E-5
16.5,121.5,4.1033563E-5
17.5,-100.5,3.3477383E-5
17.5,-99.5,3.1196094E-5
17.5,-98.5,3.2702726E-5
17.5,-97.5,3.0308294E-5
17.5,-96.5,3.6651636E-5
17.5,-95.5,3.799791E-5
17.5,-94.5,3.9155206E-5
17.5,-93.5,3.7238755E-5
17.5,-92.5,4.3111184E-5
17.5,-91.5,4.546419E-5
17.5,-90.5,4.8432263E-5
17.5,-89.5,4.2409927E-5
17.5,-88.5,4.2183656E-5
17.5,-15.5,5.791907E-6
17.5,-14.5,3.8045657E-6
17.5,-13.5,4.357432E-6
17.5,-12.5,7.30788E-6
17.5,-11.5,5.6405906E-6
17.5,-10.5,5.173403E-6
17.5,-9.5,4.906777E-6
17.5,-8.5,4.656321E-6
17.5,-7.5,4.5956135E-6
17.5,-6.5,4.149485E-6
17.5,-5.5,3.1954658E-6
17.5,-4.5,3.4020443E-6
17.5,-3.5,3.5955304E-6
17.5,-2.5,3.7593818E-6
17.5,-1.5,3.8710245E-6
17.5,-0.5,5.9540826E-6
17.5,0.5,5.961503E-6
17.5,1.5,5.76124E-6
17.5,2.5,5.0971043E-6
17.5,3.5,4.46627E-6
17.5,4.5,3.5582184E-6
17.5,5.5,4.290406E-6
17.5,6.5,5.573868E-6
17.5,7.5,5.0625804E-6
17.5,8.5,4.1156054E-6
17.5,9.5,1.2698544E-6
17.5,10.5,1.0988924E-6
17.5,11.5,1.0091001E-6
17.5,12.5,9.234181E-7
17.5,13.5,9.0087224E-7
17.5,14.5,1.0461533E-6
17.5,15.5,1.1828292E-6
17.5,16.5,1.6278401E-6
17.5,17.5,1.7125482E-6
17.5,18.5,1.2260658E-6
17.5,19.5,1.3636087E-6
17.5,20.5,2.1200708E-6
17.5,21.5,2.8933348E-6
17.5,22.5,1.9289407E-6
17.5,23.5,8.892526E-7
17.5,24.5,7.9186566E-7
17.5,25.5,9.406221E-7
17.5,26.5,9.257723E-7
17.5,27.5,8.541499E-7
17.5,28.5,9.897753E-7
17.5,29.5,1.2499311E-6
17.5,30.5,1.1930941E-6
17.5,31.5,1.3364518E-6
17.5,32.5,1.7858464E-6
17.5,33.5,2.3215925E-6
17.5,34.5,2.7500737E-6
17.5,35.5,3.540264E-6
17.5,36.5,4.4935455E-6
17.5,37.5,4.186592E-6
17.5,38.5,3.8618377E-6
17.5,42.5,6.940744E-6
17.5,43.5,4.7275767E-6
17.5,44.5,2.9708447E-6
17.5,45.5,2.0644895E-6
17.5,46.5,1.650761E-6
17.5,47.5,1.7819233E-6
17.5,48.5,2.1938242E-6
17.5,49.5,2.555551E-6
17.5,50.5,2.750331E-6
17.5,51.5,2.4480203E-6
17.5,52.5,2.3843095E-6
17.5,53.5,2.1848093E-6
17.5,54.5,2.8242468E-6
17.5,73.5,1.9810455E-5
17.5,74.5,2.4838775E-5
17.5,75.5,2.1619735E-5
17.5,76.5,1.9922332E-5
17.5,77.5,2.2392544E-5
17.5,78.5,2.4719347E-5
17.5,79.5,2.7490441E-5
17.5,80.5,2.732267E-5
17.5,81.5,2.5872638E-5
17.5,82.5,2.6912614E-5
17.5,95.5,3.4628032E-5
17.5,96.5,3.4728266E-5
17.5,97.5,3.5524805E-5
17.5,98.5,3.216898E-5
17.5,99.5,2.995992E-5
17.5,100.5,3.3045642E-5
17.5,101.5,3.172669E-5
17.5,102.5,2.958741E-5
17.5,103.5,3.1417676E-5
17.5,104.5,3.1088395E-5
17.5,105.5,3.7951297E-5
17.5,106.5,3.531762E-5
17.5,120.5,4.61753E-5
17.5,121.5,3.9525043E-5
18.5,-103.5,2.8814093E-5
18.5,-102.5,2.652866E-5
18.5,-101.5,2.718641E-5
18.5,-100.5,2.6374388E-5
18.5,-99.5,2.8307433E-5
18.5,-98.5,2.9232559E-5
18.5,-97.5,3.0571115E-5
18.5,-96.5,3.3840868E-5
18.5,-95.5,3.9779687E-5
18.5,-92.5,4.313441E-5
18.5,-91.5,4.5895213E-5
18.5,-90.5,4.741262E-5
18.5,-89.5,4.0405834E-5
18.5,-88.5,3.9625716E-5
18.5,-72.5,3.6867874E-5
18.5,-71.5,3.7556776E-5
18.5,-70.5,3.405988E-5
18.5,-69.5,4.0290597E-5
18.5,-15.5,3.1836955E-6
18.5,-14.5,2.3992843E-6
18.5,-13.5,2.464839E-6
18.5,-12.5,2.8473842E-6
18.5,-11.5,4.3872974E-6
18.5,-10.5,2.411069E-6
18.5,-9.5,2.4009134E-6
18.5,-8.5,2.1566912E-6
18.5,-7.5,1.971285E-6
18.5,-6.5,1.8411946E-6
18.5,-5.5,1.706554E-6
18.5,-4.5,2.0221178E-6
18.5,-3.5,2.2396498E-6
18.5,-2.5,2.4966293E-6
18.5,-1.5,3.732429E-6
18.5,-0.5,4.0562736E-6
18.5,0.5,4.339147E-6
18.5,1.5,4.532647E-6
18.5,2.5,2.967794E-6
18.5,3.5,2.5432735E-6
18.5,4.5,2.3610614E-6
18.5,5.5,2.4154604E-6
18.5,6.5,2.753366E-6
18.5,7.5,2.909533E-6
18.5,8.5,3.4310078E-6
18.5,9.5,1.4053501E-6
18.5,10.5,7.2700306E-7
18.5,11.5,5.966129E-7
18.5,12.5,5.1722475E-7
18.5,13.5,4.6651593E-7
18.5,14.5,4.8882333E-7
18.5,15.5,6.68984E-7
18.5,16.5,8.286795E-7
18.5,17.5,8.155902E-7
18.5,18.5,7.744864E-7
18.5,19.5,7.7804316E-7
18.5,20.5,1.0576393E-6
18.5,21.5,9.951473E-7
18.5,22.5,6.272119E-7
18.5,23.5,5.221256E-7
18.5,24.5,4.7159014E-7
18.5,25.5,6.0902124E-7
18.5,26.5,5.344858E-7
18.5,27.5,4.3615117E-7
18.5,28.5,4.847722E-7
18.5,29.5,5.811589E-7
18.5,30.5,5.3912055E-7
18.5,31.5,6.788118E-7
18.5,32.5,9.101423E-7
18.5,33.5,9.5304324E-7
18.5,34.5,1.4518067E-6
18.5,35.5,2.022103E-6
18.5,36.5,2.5302586E-6
18.5,37.5,1.8909356E-6
18.5,41.5,6.3706852E-6
18.5,42.5,4.3203595E-6
18.5,43.5,2.7360677E-6
18.5,44.5,2.0322113E-6
18.5,45.5,1.6444949E-6
18.5,46.5,1.1589036E-6
18.5,47.5,1.1096215E-6
18.5,48.5,1.0892816E-6
18.5,49.5,1.1337027E-6
18.5,50.5,1.3161252E-6
18.5,51.5,1.4914359E-6
18.5,52.5,1.4400895E-6
18.5,53.5,1.5114108E-6
18.5,54.5,1.9123322E-6
18.5,55.5,2.456104E-6
18.5,56.5,2.7592869E-6
18.5,73.5,2.1849908E-5
18.5,74.5,2.5056943E-5
18.5,75.5,2.1754064E-5
18.5,76.5,2.1403026E-5
18.5,77.5,2.3206023E-5
18.5,78.5,2.6363454E-5
18.5,79.5,2.6846012E-5
18.5,80.5,2.7263262E-5
18.5,81.5,2.6156371E-5
18.5,82.5,2.6782345E-5
18.5,83.5,2.8474293E-5
18.5,94.5,3.286326E-5
18.5,95.5,3.2801483E-5
18.5,96.5,3.5933128E-5
18.5,97.5,3.4504035E-5
18.5,98.5,3.2164233E-5
18.5,99.5,2.9289537E-5
18.5,100.5,3.1199037E-5
18.5,101.5,3.6857196E-5
18.5,102.5,3.579456E-5
18.5,103.5,3.507801E-5
18.5,104.5,3.648944E-5
18.5,105.5,3.3092154E-5
18.5,109.5,3.699439E-5
19.5,-155.5,1.7409306E-5
19.5,-104.5,3.0483527E-5
19.5,-103.5,2.5665531E-5
19.5,-102.5,2.4933008E-5
19.5,-101.5,2.5942534E-5
19.5,-100.5,2.5675206E-5
19.5,-99.5,2.1135398E-5
19.5,-98.5,2.4628478E-5
19.5,-97.5,3.0653675E-5
19.5,-96.5,3.4528097E-5
19.5,-90.5,4.299421E-5
19.5,-89.5,3.7047303E-5
19.5,-88.5,3.7116E-5
19.5,-72.5,3.4041554E-5
19.5,-71.5,3.7116766E-5
19.5,-70.5,3.4702414E-5
19.5,-15.5,1.9723434E-6
19.5,-14.5,2.3086882E-6
19.5,-13.5,2.2528995E-6
19.5,-12.5,2.2831189E-6
19.5,-11.5,2.0280404E-6
19.5,-10.5,1.7362672E-6
19.5,-9.5,1.6943412E-6
19.5,-8.5,1.5673864E-6
19.5,-7.5,1.4350529E-6
19.5,-6.5,1.3788954E-6
19.5,-5.5,1.4615105E-6
19.5,-4.5,1.5656012E-6
19.5,-3.5,1.6314007E-6
19.5,-2.5,2.0654463E-6
19.5,-1.5,2.9368011E-6
19.5,-0.5,3.3824235E-6
19.5,0.5,3.6695246E-6
19.5,1.5,3.7924192E-6
19.5,2.5,2.4487795E-6
19.5,3.5,1.8084853E-6
19.5,4.5,1.8004822E-6
19.5,5.5,2.0327145E-6
19.5,6.5,1.9072316E-6
19.5,7.5,2.0089617E-6
19.5,8.5,1.8006454E-6
19.5,9.5,7.942078E-7
19.5,10.5,5.895786E-7
19.5,11.5,6.9466927E-7
19.5,12.5,6.756812E-7
19.5,13.5,4.7229727E-7
19.5,14.5,4.2964638E-7
19.5,15.5,4.3830335E-7
19.5,16.5,6.5258376E-7
19.5,17.5,6.4887837E-7
19.5,18.5,5.2039155E-7
19.5,19.5,4.3312994E-7
19.5,20.5,4.9241396E-7
19.5,21.5,6.377999E-7
19.5,22.5,5.849192E-7
19.5,23.5,3.2581082E-7
19.5,24.5,2.8155668E-7
19.5,25.5,3.3743083E-7
19.5,26.5,2.6795382E-7
19.5,27.5,2.3897306E-7
19.5,28.5,2.322439E-7
19.5,29.5,2.3344694E-7
19.5,30.5,2.7300786E-7
19.5,31.5,3.268248E-7
19.5,32.5,5.5431747E-7
