lat,lon,GLDAS_NOAH10_M_2_1_SoilMoi10_40cm_inst
11.5,30.5,58.905407
11.5,31.5,77.71534
11.5,32.5,85.38312
11.5,33.5,90.00685
11.5,34.5,103.1104
11.5,35.5,75.40693
11.5,36.5,100.79686
11.5,37.5,84.24452
11.5,38.5,76.96709
11.5,39.5,72.245995
11.5,40.5,75.00237
11.5,41.5,77.47319
11.5,42.5,73.991646
11.5,50.5,60.19152
11.5,76.5,69.46176
11.5,77.5,82.15068
11.5,78.5,74.100975
11.5,79.5,58.677837
11.5,99.5,94.35568
11.5,103.5,100.26801
11.5,104.5,85.72172
11.5,105.5,99.517914
11.5,106.5,77.60685
11.5,107.5,109.50839
11.5,108.5,91.05449
11.5,122.5,101.76223
12.5,-86.5,83.322014
12.5,-85.5,73.79462
12.5,-84.5,74.501434
12.5,-16.5,64.623405
12.5,-15.5,63.03576
12.5,-14.5,65.16556
12.5,-13.5,71.93878
12.5,-12.5,73.88975
12.5,-11.5,70.81835
12.5,-10.5,76.520935
12.5,-9.5,65.561325
12.5,-8.5,60.666046
12.5,-7.5,65.14926
12.5,-6.5,62.73929
12.5,-5.5,61.023148
12.5,-4.5,61.33249
12.5,-3.5,61.496506
12.5,-2.5,62.010445
12.5,-1.5,62.156166
12.5,-0.5,67.75814
12.5,0.5,61.211426
12.5,1.5,57.372677
12.5,2.5,56.812386
12.5,3.5,55.087246
12.5,4.5,57.657005
12.5,5.5,56.77702
12.5,6.5,62.5594
12.5,7.5,63.2777
12.5,8.5,61.290726
12.5,9.5,59.449764
12.5,10.5,58.05168
12.5,11.5,27.095482
12.5,12.5,58.41654
12.5,13.5,61.019573
12.5,14.5,83.919945
12.5,15.5,67.335556
12.5,16.5,64.61494
12.5,17.5,87.12576
12.5,18.5,92.545555
12.5,19.5,92.09963
12.5,20.5,91.122185
12.5,21.5,58.86201
12.5,22.5,68.037476
12.5,23.5,61.740112
12.5,24.5,63.4836
12.5,25.5,57.450462
12.5,26.5,23.41888
12.5,27.5,25.00378
12.5,28.5,26.988525
12.5,29.5,77.919136
12.5,30.5,75.89076
12.5,31.5,79.10958
12.5,32.5,93.43087
12.5,33.5,74.24599
12.5,34.5,87.0148
12.5,35.5,94.88995
12.5,36.5,95.914406
12.5,37.5,69.62678
12.5,38.5,78.69723
12.5,39.5,76.58144
12.5,40.5,79.32707
12.5,41.5,77.888275
12.5,42.5,73.91981
12.5,75.5,68.658775
12.5,76.5,77.199554
12.5,77.5,78.688156
12.5,78.5,72.51323
12.5,79.5,72.737114
12.5,99.5,92.16892
12.5,102.5,95.869965
12.5,103.5,95.74522
12.5,104.5,103.10312
12.5,105.5,79.58335
12.5,106.5,81.80161
12.5,107.5,108.868576
12.5,108.5,96.322914
13.5,-88.5,87.42341
13.5,-87.5,75.92396
13.5,-86.5,64.748344
13.5,-85.5,76.081825
13.5,-84.5,74.70288
13.5,-16.5,48.146404
13.5,-15.5,54.97558
13.5,-14.5,57.884026
13.5,-13.5,66.10017
13.5,-12.5,73.235855
13.5,-11.5,74.148186
13.5,-10.5,72.74427
13.5,-9.5,69.497154
13.5,-8.5,74.54221
13.5,-7.5,54.84501
13.5,-6.5,54.992954
13.5,-5.5,61.26472
13.5,-4.5,64.56708
13.5,-3.5,27.197365
13.5,-2.5,66.99105
13.5,-1.5,66.32696
13.5,-0.5,67.43259
13.5,0.5,65.00648
13.5,1.5,62.67026
13.5,2.5,58.55822
13.5,3.5,52.144997
13.5,4.5,42.484184
13.5,5.5,57.712467
13.5,6.5,23.114298
13.5,7.5,25.115557
13.5,8.5,27.070168
13.5,9.5,60.259792
13.5,10.5,57.891197
13.5,11.5,57.098343
13.5,12.5,29.640905
13.5,13.5,60.816498
13.5,14.5,51.42729
13.5,15.5,50.262913
13.5,16.5,51.859882
13.5,17.5,47.257706
13.5,18.5,27.628193
13.5,19.5,65.21377
13.5,20.5,90.70752
13.5,21.5,64.986694
13.5,22.5,60.124287
13.5,23.5,62.802143
13.5,24.5,58.67937
13.5,25.5,30.224066
13.5,26.5,30.245436
13.5,27.5,29.661022
13.5,28.5,46.642254
13.5,29.5,50.539955
13.5,30.5,47.319176
13.5,31.5,60.072742
13.5,32.5,50.365833
13.5,33.5,78.996414
13.5,34.5,90.787575
13.5,35.5,82.642265
13.5,36.5,89.9224
13.5,37.5,75.50831
13.5,38.5,80.62585
13.5,39.5,90.7669
13.5,40.5,79.00107
13.5,41.5,76.56445
13.5,43.5,76.99679
13.5,44.5,68.230835
13.5,45.5,61.48819
13.5,46.5,53.28011
13.5,75.5,64.59394
13.5,76.5,75.53922
13.5,77.5,71.70593
13.5,78.5,70.391136
13.5,79.5,71.532234
13.5,98.5,91.557816
13.5,99.5,92.24891
13.5,100.5,110.25595
13.5,101.5,100.44278
13.5,102.5,88.18897
13.5,103.5,77.467575
13.5,104.5,79.93544
13.5,105.5,71.20989
13.5,106.5,95.7026
13.5,107.5,108.17333
13.5,108.5,93.164024
13.5,123.5,103.23146
14.5,-91.5,80.96608
14.5,-90.5,104.250595
14.5,-89.5,92.89591
14.5,-88.5,77.37852
14.5,-87.5,72.494804
14.5,-86.5,58.641647
14.5,-85.5,64.40251
14.5,-84.5,78.144936
14.5,-83.5,83.25615
14.5,-16.5,21.48746
14.5,-15.5,20.830559
14.5,-14.5,59.057133
14.5,-13.5,63.31879
14.5,-12.5,69.39586
14.5,-11.5,72.28979
14.5,-10.5,59.060448
14.5,-9.5,67.00796
14.5,-8.5,27.20846
14.5,-7.5,59.52027
14.5,-6.5,62.57243
14.5,-5.5,66.42188
14.5,-4.5,65.981674
14.5,-3.5,66.73888
14.5,-2.5,31.35308
14.5,-1.5,32.32826
14.5,-0.5,73.68658
14.5,0.5,71.629616
14.5,1.5,70.551186
14.5,2.5,71.59572
14.5,3.5,66.17417
14.5,4.5,68.847466
14.5,5.5,66.149284
14.5,6.5,27.241726
14.5,7.5,29.163975
14.5,8.5,31.158035
14.5,9.5,29.266155
14.5,10.5,31.448465
14.5,11.5,68.67559
14.5,12.5,70.96988
14.5,13.5,72.34308
14.5,14.5,33.046158
14.5,15.5,58.0585
14.5,16.5,57.98787
14.5,17.5,56.12454
14.5,18.5,67.413765
14.5,19.5,65.310974
14.5,20.5,67.5152
14.5,21.5,63.875496
14.5,22.5,53.710987
14.5,23.5,72.046616
14.5,24.5,71.92504
14.5,25.5,71.33207
14.5,26.5,31.678732
14.5,27.5,74.11554
14.5,28.5,72.99981
14.5,29.5,73.598015
14.5,30.5,63.75076
14.5,31.5,67.36925
14.5,32.5,84.68752
14.5,33.5,73.26379
14.5,34.5,95.71511
14.5,35.5,88.29089
14.5,36.5,67.49568
14.5,37.5,74.40232
14.5,38.5,53.251118
14.5,39.5,82.01223
14.5,40.5,69.52952
14.5,43.5,68.43138
14.5,44.5,60.38748
14.5,45.5,62.6894
14.5,46.5,60.45219
14.5,47.5,56.55368
14.5,48.5,54.91673
14.5,74.5,65.94851
14.5,75.5,70.60887
14.5,76.5,79.16131
14.5,77.5,81.80717
14.5,78.5,71.80065
14.5,79.5,69.06662
14.5,98.5,87.9411
14.5,99.5,74.05505
14.5,100.5,96.39347
14.5,101.5,81.40156
14.5,102.5,63.096764
14.5,103.5,63.23918
14.5,104.5,67.30035
14.5,105.5,67.477264
14.5,106.5,91.860176
14.5,107.5,94.88954
14.5,108.5,98.487144
14.5,121.5,101.42506
15.5,-92.5,77.15083
15.5,-91.5,74.746574
15.5,-90.5,97.74362
15.5,-89.5,97.65137
15.5,-88.5,79.48894
15.5,-87.5,76.90471
15.5,-86.5,89.44276
15.5,-85.5,70.38545
15.5,-84.5,81.887184
15.5,-16.5,62.600754
15.5,-15.5,56.80167
15.5,-14.5,64.50825
15.5,-13.5,66.065605
15.5,-12.5,75.3213
15.5,-11.5,70.851814
15.5,-10.5,68.45536
15.5,-9.5,29.800539
15.5,-8.5,28.58891
15.5,-7.5,30.038906
15.5,-6.5,54.25892
15.5,-5.5,57.19296
15.5,-4.5,74.029854
15.5,-3.5,73.728065
15.5,-2.5,68.86245
15.5,-1.5,71.02963
15.5,-0.5,73.9741
15.5,0.5,32.71212
15.5,1.5,33.199898
15.5,2.5,71.19706
15.5,3.5,66.65165
15.5,4.5,67.26654
15.5,5.5,30.746998
15.5,6.5,30.068054
15.5,7.5,31.526604
15.5,8.5,33.1337
15.5,9.5,32.637455
15.5,10.5,32.09292
15.5,11.5,31.280907
15.5,12.5,54.1126
15.5,13.5,54.567154
15.5,14.5,30.895613
15.5,15.5,55.482292
15.5,16.5,31.360579
15.5,17.5,55.99642
15.5,18.5,56.031086
15.5,19.5,69.459816
15.5,20.5,69.0061
15.5,21.5,68.30702
15.5,22.5,66.97529
15.5,23.5,73.5728
15.5,24.5,72.70477
15.5,25.5,70.82512
15.5,26.5,69.85917
15.5,27.5,73.78464
15.5,28.5,72.239784
15.5,29.5,72.78787
15.5,30.5,72.88935
15.5,31.5,73.415344
15.5,32.5,72.86011
15.5,33.5,101.36448
15.5,34.5,103.77047
15.5,35.5,95.774414
15.5,36.5,92.910576
15.5,37.5,91.94961
15.5,38.5,58.020092
15.5,39.5,61.4645
15.5,43.5,63.75647
15.5,44.5,59.168255
15.5,45.5,56.592026
15.5,46.5,49.536415
15.5,47.5,58.541485
15.5,48.5,56.636852
15.5,49.5,51.22622
15.5,50.5,52.99458
15.5,51.5,54.00279
15.5,74.5,62.44982
15.5,75.5,82.15341
15.5,76.5,71.47005
15.5,77.5,84.27823
15.5,78.5,84.43244
15.5,79.5,72.68547
15.5,98.5,87.761566
15.5,99.5,66.24851
15.5,100.5,95.147354
15.5,101.5,59.560703
15.5,102.5,62.665817
15.5,103.5,75.09931
15.5,104.5,64.181656
15.5,105.5,67.96599
15.5,106.5,97.25294
15.5,107.5,102.63477
15.5,108.5,95.60372
15.5,120.5,101.108025
15.5,121.5,99.34024
16.5,-98.5,87.5351
16.5,-97.5,87.59389
16.5,-96.5,80.40996
16.5,-95.5,87.72736
16.5,-94.5,92.99911
16.5,-93.5,93.7305
16.5,-92.5,97.49355
16.5,-91.5,77.09272
16.5,-90.5,96.85837
16.5,-89.5,96.31392
16.5,-88.5,104.04123
16.5,-15.5,29.04742
16.5,-14.5,30.483318
16.5,-13.5,74.08658
16.5,-12.5,75.7384
16.5,-11.5,68.01994
16.5,-10.5,66.794426
16.5,-9.5,29.773556
16.5,-8.5,52.08553
16.5,-7.5,73.44089
16.5,-6.5,57.52886
16.5,-5.5,57.252754
16.5,-4.5,56.899464
16.5,-3.5,71.10559
16.5,-2.5,32.75697
16.5,-1.5,71.18198
16.5,-0.5,32.443348
16.5,0.5,71.4829
16.5,1.5,69.995
16.5,2.5,70.18912
16.5,3.5,67.296715
16.5,4.5,63.47221
16.5,5.5,30.934694
16.5,6.5,67.43735
16.5,7.5,56.76396
16.5,8.5,55.593197
16.5,9.5,28.630709
16.5,10.5,27.569216
16.5,11.5,27.050123
16.5,12.5,50.535896
16.5,13.5,50.961845
16.5,14.5,49.789192
16.5,15.5,50.43903
16.5,16.5,50.875717
16.5,17.5,51.82758
16.5,18.5,51.933136
16.5,19.5,54.049725
16.5,20.5,55.298645
16.5,21.5,68.61967
16.5,22.5,65.74558
16.5,23.5,61.550297
16.5,24.5,59.737022
16.5,25.5,28.675877
16.5,26.5,28.14897
16.5,27.5,61.552406
16.5,28.5,61.386
16.5,29.5,61.923164
16.5,30.5,62.82124
16.5,31.5,73.33251
16.5,32.5,71.68698
16.5,33.5,72.23063
16.5,34.5,70.39071
16.5,35.5,102.90566
16.5,36.5,67.15018
16.5,37.5,66.74908
16.5,38.5,59.342407
16.5,43.5,61.78325
16.5,44.5,62.294052
16.5,45.5,59.080406
16.5,46.5,59.03904
16.5,47.5,58.261955
16.5,48.5,53.58874
16.5,49.5,56.786995
16.5,50.5,57.94634
16.5,51.5,57.81114
16.5,52.5,54.8426
16.5,73.5,69.34057
16.5,74.5,88.80486
16.5,75.5,100.41348
16.5,76.5,91.117744
16.5,77.5,78.144684
16.5,78.5,64.79195
16.5,79.5,69.443344
16.5,80.5,70.70224
16.5,81.5,83.226006
16.5,94.5,88.81886
16.5,95.5,88.028725
16.5,97.5,91.637886
16.5,98.5,86.080154
16.5,99.5,65.839
16.5,100.5,62.5746
16.5,101.5,80.995735
16.5,102.5,61.792465
16.5,103.5,60.503693
16.5,104.5,62.34595
16.5,105.5,66.59045
16.5,106.5,99.55671
16.5,107.5,100.970665
16.5,120.5,94.83182
16.5,121.5,100.93693
17.5,-100.5,84.06437
17.5,-99.5,84.26573
17.5,-98.5,87.59274
17.5,-97.5,70.80042
17.5,-96.5,71.28913
17.5,-95.5,72.00604
17.5,-94.5,76.06435
17.5,-93.5,75.878746
17.5,-92.5,76.3659
17.5,-91.5,89.82637
17.5,-90.5,96.74495
17.5,-89.5,98.10127
17.5,-88.5,80.757095
17.5,-15.5,67.8524
17.5,-14.5,31.775019
17.5,-13.5,32.289886
17.5,-12.5,72.82129
17.5,-11.5,57.422
17.5,-10.5,57.105984
17.5,-9.5,57.41412
17.5,-8.5,57.19258
17.5,-7.5,57.002068
17.5,-6.5,56.98258
17.5,-5.5,29.674953
17.5,-4.5,29.700966
17.5,-3.5,29.711823
17.5,-2.5,30.181604
17.5,-1.5,30.386452
17.5,-0.5,70.2772
17.5,0.5,67.39672
17.5,1.5,65.40344
17.5,2.5,65.02663
17.5,3.5,64.219795
17.5,4.5,30.983913
17.5,5.5,31.258245
17.5,6.5,56.513798
17.5,7.5,56.165928
17.5,8.5,64.72343
17.5,9.5,24.161808
17.5,10.5,24.777971
17.5,11.5,24.41444
17.5,12.5,24.18893
17.5,13.5,49.238056
17.5,14.5,48.593452
17.5,15.5,49.1472
17.5,16.5,59.652763
17.5,17.5,60.771587
17.5,18.5,49.903114
17.5,19.5,28.307522
17.5,20.5,65.05898
17.5,21.5,67.63933
17.5,22.5,64.22154
17.5,23.5,57.206367
17.5,24.5,25.580341
17.5,25.5,26.879791
17.5,26.5,25.926918
17.5,27.5,59.018055
17.5,28.5,58.475334
17.5,29.5,59.63864
17.5,30.5,55.990635
17.5,31.5,59.057697
17.5,32.5,59.80109
17.5,33.5,69.15725
17.5,34.5,70.372826
17.5,35.5,61.893906
17.5,36.5,62.441113
17.5,37.5,60.12095
17.5,38.5,56.584713
17.5,42.5,61.27154
17.5,43.5,60.56695
17.5,44.5,60.723923
17.5,45.5,49.690594
17.5,46.5,48.137093
17.5,47.5,24.495605
17.5,48.5,50.161522
17.5,49.5,52.336086
17.5,50.5,54.14537
17.5,51.5,55.54906
17.5,52.5,53.8184
17.5,53.5,54.445087
17.5,54.5,56.467297
17.5,73.5,68.74662
17.5,74.5,100.34429
17.5,75.5,105.275955
17.5,76.5,92.302444
17.5,77.5,76.96875
17.5,78.5,66.63801
17.5,79.5,69.67318
17.5,80.5,75.659966
17.5,81.5,63.979095
17.5,82.5,67.60222
17.5,95.5,84.20717
17.5,96.5,87.44603
17.5,97.5,87.595535
17.5,98.5,86.13456
17.5,99.5,68.03595
17.5,100.5,82.81026
17.5,101.5,89.56615
17.5,102.5,67.43034
17.5,103.5,65.47347
17.5,104.5,70.463036
17.5,105.5,95.274765
17.5,106.5,80.65612
17.5,120.5,92.740555
17.5,121.5,102.34089
18.5,-103.5,70.34461
18.5,-102.5,71.669106
18.5,-101.5,70.88421
18.5,-100.5,75.06457
18.5,-99.5,88.07545
18.5,-98.5,89.06696
18.5,-97.5,78.23135
18.5,-96.5,76.19683
18.5,-95.5,71.298225
18.5,-92.5,66.61156
18.5,-91.5,67.888145
18.5,-90.5,101.253044
18.5,-89.5,92.85764
18.5,-88.5,88.64092
18.5,-72.5,76.960396
18.5,-71.5,76.786674
18.5,-70.5,79.87514
18.5,-69.5,84.35716
18.5,-15.5,68.04272
18.5,-14.5,30.492558
18.5,-13.5,29.32882
18.5,-12.5,29.563942
18.5,-11.5,67.26134
18.5,-10.5,28.29878
18.5,-9.5,28.786114
18.5,-8.5,28.377209
18.5,-7.5,27.734444
18.5,-6.5,27.908344
18.5,-5.5,27.142242
18.5,-4.5,27.560244
18.5,-3.5,27.65786
18.5,-2.5,28.510366
18.5,-1.5,66.85597
18.5,-0.5,66.36896
18.5,0.5,64.57543
18.5,1.5,64.52376
18.5,2.5,60.9303
18.5,3.5,60.261887
18.5,4.5,59.968082
18.5,5.5,52.102245
18.5,6.5,53.148285
18.5,7.5,52.254723
18.5,8.5,62.19212
18.5,9.5,54.69516
18.5,10.5,22.211327
18.5,11.5,22.073303
18.5,12.5,21.541733
18.5,13.5,21.547884
18.5,14.5,21.26734
18.5,15.5,22.458094
18.5,16.5,56.60029
18.5,17.5,58.119556
18.5,18.5,55.350613
18.5,19.5,56.514717
18.5,20.5,58.53974
18.5,21.5,59.626537
18.5,22.5,23.866657
18.5,23.5,57.84264
18.5,24.5,57.477642
18.5,25.5,56.63729
18.5,26.5,56.128716
18.5,27.5,57.704895
18.5,28.5,56.86766
18.5,29.5,58.36101
18.5,30.5,55.374596
18.5,31.5,55.362595
18.5,32.5,53.277313
18.5,33.5,54.11333
18.5,34.5,54.952812
18.5,35.5,55.38824
18.5,36.5,54.767616
18.5,37.5,51.522125
18.5,41.5,59.56002
18.5,42.5,57.919266
18.5,43.5,61.28007
18.5,44.5,59.706642
18.5,45.5,48.957912
18.5,46.5,47.212803
18.5,47.5,23.916662
18.5,48.5,23.358263
18.5,49.5,22.335337
18.5,50.5,44.044098
18.5,51.5,53.1104
18.5,52.5,53.168663
18.5,53.5,52.75836
18.5,54.5,56.119278
18.5,55.5,58.14144
18.5,56.5,59.088654
18.5,73.5,77.32824
18.5,74.5,101.61738
18.5,75.5,101.93798
18.5,76.5,83.70006
18.5,77.5,77.6127
18.5,78.5,73.7139
18.5,79.5,65.943146
18.5,80.5,98.76928
18.5,81.5,66.51098
18.5,82.5,65.45888
18.5,83.5,65.836105
18.5,94.5,68.55669
18.5,95.5,85.055534
18.5,96.5,82.70861
18.5,97.5,81.180504
18.5,98.5,84.35806
18.5,99.5,92.41789
18.5,100.5,90.40651
18.5,101.5,90.41508
18.5,102.5,94.20125
18.5,103.5,93.17754
18.5,104.5,94.70722
18.5,105.5,83.28869
18.5,109.5,76.73362
19.5,-155.5,67.67647
19.5,-104.5,67.449585
19.5,-103.5,71.19848
19.5,-102.5,70.98649
19.5,-101.5,68.54446
19.5,-100.5,72.57803
19.5,-99.5,72.94184
19.5,-98.5,73.09104
19.5,-97.5,82.368675
19.5,-96.5,112.30969
19.5,-90.5,89.42876
19.5,-89.5,87.65562
19.5,-88.5,80.6466
19.5,-72.5,73.05934
19.5,-71.5,78.132256
19.5,-70.5,75.86731
19.5,-15.5,28.756462
19.5,-14.5,61.28852
19.5,-13.5,29.595854
19.5,-12.5,61.828194
19.5,-11.5,27.594383
19.5,-10.5,26.954172
19.5,-9.5,26.852404
19.5,-8.5,26.35434
19.5,-7.5,25.914978
19.5,-6.5,26.02331
19.5,-5.5,25.98613
19.5,-4.5,26.294256
19.5,-3.5,26.042242
19.5,-2.5,28.515854
19.5,-1.5,63.03611
19.5,-0.5,62.0027
19.5,0.5,63.161915
19.5,1.5,63.025227
19.5,2.5,58.644165
19.5,3.5,58.462635
19.5,4.5,55.8454
19.5,5.5,57.656116
19.5,6.5,50.70789
19.5,7.5,56.198517
19.5,8.5,55.24662
19.5,9.5,51.60734
19.5,10.5,48.382706
19.5,11.5,49.108692
19.5,12.5,47.800903
19.5,13.5,20.784103
19.5,14.5,20.431984
19.5,15.5,19.30821
19.5,16.5,48.689117
19.5,17.5,49.3164
19.5,18.5,50.899654
19.5,19.5,49.68852
19.5,20.5,47.670227
19.5,21.5,54.013897
19.5,22.5,55.25916
19.5,23.5,54.987232
19.5,24.5,54.873234
19.5,25.5,54.21364
19.5,26.5,54.065052
19.5,27.5,55.77529
19.5,28.5,55.17898
19.5,29.5,55.56011
19.5,30.5,52.720127
19.5,31.5,51.788612
19.5,32.5,49.922356
19.5,33.5,52.477093
19.5,34.5,48.553177
19.5,35.5,53.20529
19.5,36.5,51.10918
19.5,41.5,57.80325
19.5,42.5,59.82727
19.5,43.5,61.749676
19.5,44.5,60.08104
19.5,45.5,48.963596
19.5,46.5,24.828712
19.5,47.5,23.639788
19.5,48.5,22.887047
19.5,49.5,22.525087
19.5,50.5,22.545235
19.5,51.5,22.30839
19.5,52.5,43.124397
19.5,53.5,45.168163
19.5,54.5,44.508057
19.5,55.5,53.750145
19.5,56.5,54.641323
19.5,57.5,58.3109
19.5,73.5,74.444176
19.5,74.5,97.2361
19.5,75.5,92.06105
19.5,76.5,82.83879
19.5,77.5,75.47821
19.5,78.5,65.03852
19.5,79.5,84.65174
19.5,80.5,80.4341
19.5,81.5,64.0002
19.5,82.5,59.17063
19.5,83.5,66.81419
19.5,84.5,67.61725
19.5,94.5,68.52144
19.5,95.5,84.920334
19.5,96.5,77.47406
19.5,97.5,87.854385
19.5,98.5,83.46909
19.5,99.5,91.0192
19.5,100.5,89.34548
19.5,101.5,89.38535
19.5,102.5,92.07285
19.5,103.5,95.60973
19.5,104.5,101.17307
19.5,105.5,81.84154
19.5,109.5,101.58936
19.5,110.5,100.32921
20.5,-104.5,65.15654
20.5,-103.5,65.45662
20.5,-102.5,64.77646
20.5,-101.5,60.16341
20.5,-100.5,63.56574
20.5,-99.5,69.14761
20.5,-98.5,66.54089
20.5,-97.5,72.38288
20.5,-89.5,73.84297
20.5,-88.5,78.17082
20.5,-87.5,78.825516
20.5,-76.5,81.99418
20.5,-75.5,79.391
20.5,-15.5,60.17643
20.5,-14.5,52.458065
20.5,-13.5,61.264286
20.5,-12.5,60.111244
20.5,-11.5,26.07404
20.5,-10.5,24.947256
20.5,-9.5,25.939875
20.5,-8.5,26.597273
20.5,-7.5,26.07398
20.5,-6.5,26.462488
20.5,-5.5,25.761387
20.5,-4.5,26.219458
20.5,-3.5,26.628702
20.5,-2.5,27.387804
20.5,-1.5,60.575806
20.5,-0.5,60.688503
20.5,0.5,60.543133
20.5,1.5,59.937443
20.5,2.5,56.266964
20.5,3.5,55.774067
20.5,4.5,52.396313
20.5,5.5,52.602577
20.5,6.5,54.528244
20.5,7.5,50.02796
20.5,8.5,48.99622
20.5,9.5,46.47192
20.5,10.5,42.70059
20.5,11.5,47.967903
20.5,12.5,50.05535
20.5,13.5,50.77088
20.5,14.5,47.539932
20.5,15.5,45.527725
20.5,16.5,47.86683
20.5,17.5,53.763783
20.5,18.5,9.215022
20.5,19.5,45.975445
20.5,20.5,19.76356
20.5,21.5,49.754967
20.5,22.5,48.32442
20.5,23.5,47.735336
20.5,24.5,47.675743
20.5,25.5,48.584045
20.5,26.5,50.10524
20.5,27.5,52.74479
20.5,28.5,53.005627
20.5,29.5,52.709797
20.5,30.5,51.599327
20.5,31.5,51.25379
20.5,32.5,51.35702
20.5,33.5,50.628414
20.5,34.5,50.74334
20.5,35.5,51.01385
20.5,36.5,48.739178
20.5,40.5,53.99173
20.5,41.5,58.6977
20.5,42.5,57.19289
20.5,43.5,60.84677
20.5,44.5,61.413773
20.5,45.5,58.964905
20.5,46.5,55.01574
20.5,47.5,46.565395
20.5,48.5,45.547226
20.5,49.5,44.522213
20.5,50.5,45.001293
20.5,51.5,42.968876
20.5,52.5,41.97631
20.5,53.5,50.214886
20.5,54.5,44.345974
20.5,55.5,45.67842
20.5,56.5,54.89241
20.5,57.5,59.441956
20.5,73.5,69.814644
20.5,74.5,99.42156
20.5,75.5,86.85329
20.5,76.5,82.01195
20.5,77.5,78.43475
20.5,78.5,77.44574
20.5,79.5,78.526375
20.5,80.5,80.47828
20.5,81.5,56.24721
20.5,82.5,53.434925
20.5,83.5,58.892937
20.5,84.5,64.64422
20.5,85.5,65.0955
20.5,86.5,68.95574
20.5,93.5,67.43965
20.5,94.5,86.893005
20.5,95.5,84.64051
20.5,96.5,80.727715
20.5,97.5,72.34584
20.5,98.5,84.30453
20.5,99.5,88.64609
20.5,100.5,90.158485
20.5,101.5,90.994064
20.5,102.5,93.84248
20.5,103.5,95.777176
20.5,104.5,101.10318
20.5,105.5,82.84258
20.5,106.5,84.72307
21.5,-104.5,62.711864
21.5,-103.5,64.76235
21.5,-102.5,56.693096
21.5,-101.5,59.0285
21.5,-100.5,60.295826
21.5,-99.5,57.375435
21.5,-98.5,64.02229
21.5,-88.5,54.78724
21.5,-87.5,65.39507
21.5,-78.5,87.23026
21.5,-77.5,83.01264
21.5,-16.5,54.86674
21.5,-15.5,52.652977
21.5,-14.5,54.179543
21.5,-13.5,56.57978
21.5,-12.5,57.33864
21.5,-11.5,25.237507
21.5,-10.5,24.381516
21.5,-9.5,24.519842
21.5,-8.5,24.017527
21.5,-7.5,23.470236
21.5,-6.5,51.157238
21.5,-5.5,49.93789
21.5,-4.5,54.07011
21.5,-3.5,57.907238
21.5,-2.5,58.983162
21.5,-1.5,59.725685
21.5,-0.5,57.978485
21.5,0.5,57.956303
21.5,1.5,58.87726
21.5,2.5,53.905975
21.5,3.5,12.003307
21.5,4.5,48.866287
21.5,5.5,48.15885
21.5,6.5,48.06732
21.5,7.5,46.916027
21.5,8.5,48.193634
21.5,9.5,45.56478
21.5,10.5,46.303623
21.5,11.5,48.319794
21.5,12.5,50.017056
21.5,13.5,49.5128
21.5,14.5,51.27424
21.5,15.5,49.369465
21.5,16.5,11.651851
21.5,17.5,44.67159
21.5,18.5,8.809979
21.5,19.5,45.220196
21.5,20.5,50.284866
21.5,21.5,49.931515
21.5,22.5,47.75037
21.5,23.5,46.914276
21.5,24.5,42.905617
21.5,25.5,45.092762
21.5,26.5,47.15847
21.5,27.5,18.640842
21.5,28.5,18.75503
21.5,29.5,51.870617
21.5,30.5,51.63206
21.5,31.5,51.11131
21.5,32.5,51.391064
21.5,33.5,50.83527
21.5,34.5,49.2343
21.5,35.5,50.25639
21.5,36.5,49.45415
21.5,39.5,59.92002
21.5,40.5,62.340958
21.5,41.5,63.093166
21.5,42.5,60.56276
21.5,43.5,62.375126
21.5,44.5,59.956158
21.5,45.5,58.77249
21.5,46.5,55.009655
21.5,47.5,55.037205
21.5,48.5,54.488686
21.5,49.5,44.379524
21.5,50.5,46.297222
21.5,51.5,46.366768
21.5,52.5,44.326912
21.5,53.5,44.26808
21.5,54.5,50.54129
21.5,55.5,46.292633
21.5,56.5,58.34857
21.5,57.5,60.803215
21.5,58.5,26.343634
21.5,70.5,79.8454
21.5,71.5,89.363365
21.5,72.5,90.077446
21.5,73.5,71.870605
21.5,74.5,83.32165
21.5,75.5,83.891365
21.5,76.5,81.06781
21.5,77.5,68.58339
21.5,78.5,77.331985
21.5,79.5,75.12243
21.5,80.5,81.9239
21.5,81.5,56.890488
21.5,82.5,52.693436
21.5,83.5,54.345997
21.5,84.5,56.34045
21.5,85.5,67.50854
21.5,86.5,71.363266
21.5,92.5,73.40324
21.5,93.5,86.11053
21.5,94.5,69.84661
21.5,95.5,85.23404
21.5,96.5,84.32808
21.5,97.5,73.49663
21.5,98.5,87.04831
21.5,99.5,90.72645
21.5,100.5,91.68125
21.5,101.5,93.3306
21.5,102.5,96.096535
21.5,103.5,98.86609
21.5,104.5,102.19034
21.5,105.5,82.31275
21.5,106.5,82.06759
21.5,107.5,84.20227
21.5,109.5,102.34389
21.5,110.5,101.96785
22.5,-105.5,56.540737
22.5,-104.5,58.58803
22.5,-103.5,53.44368
22.5,-102.5,56.658348
22.5,-101.5,58.816746
22.5,-100.5,58.406013
22.5,-99.5,61.295982
22.5,-98.5,68.03615
22.5,-83.5,90.709404
22.5,-81.5,100.515686
22.5,-80.5,90.76074
22.5,-79.5,79.43334
22.5,-15.5,54.407528
22.5,-14.5,55.242455
22.5,-13.5,56.24077
22.5,-12.5,24.86394
22.5,-11.5,25.237812
22.5,-10.5,24.326075
