lat,lon,AIRS3STM_006_RelHumSurf_A
-81.5,113.5,89.34947
-81.5,114.5,88.46072
-81.5,115.5,88.934074
-81.5,116.5,88.354164
-81.5,117.5,88.975
-81.5,118.5,88.30316
-81.5,119.5,87.69531
-81.5,120.5,87.99645
-81.5,121.5,87.23542
-81.5,122.5,87.05712
-81.5,123.5,87.23177
-81.5,124.5,86.80984
-81.5,125.5,86.81848
-81.5,126.5,86.96908
-81.5,127.5,87.50867
-81.5,128.5,87.59158
-81.5,129.5,87.4675
-81.5,130.5,87.22101
-81.5,131.5,86.786156
-81.5,132.5,87.78855
-81.5,133.5,87.054474
-81.5,134.5,86.47042
-81.5,135.5,86.855606
-81.5,136.5,86.02766
-81.5,137.5,86.44284
-81.5,138.5,86.34321
-81.5,139.5,85.61476
-81.5,140.5,85.21793
-81.5,141.5,85.176285
-81.5,142.5,84.75534
-81.5,143.5,84.56355
-81.5,144.5,84.48634
-81.5,145.5,84.158615
-81.5,146.5,84.09635
-81.5,147.5,82.83781
-81.5,148.5,82.47159
-81.5,149.5,81.53925
-81.5,150.5,81.295456
-81.5,151.5,80.920715
-81.5,152.5,80.785126
-81.5,153.5,80.422264
-81.5,154.5,81.00852
-81.5,155.5,81.16736
-81.5,156.5,81.307335
-81.5,157.5,81.26033
-81.5,158.5,79.79494
-81.5,159.5,77.39618
-81.5,160.5,75.66891
-81.5,161.5,74.95119
-81.5,162.5,75.258
-81.5,163.5,75.99638
-81.5,164.5,76.81043
-81.5,165.5,77.49277
-81.5,166.5,77.837036
-81.5,167.5,78.40703
-81.5,168.5,78.2048
-81.5,169.5,78.28358
-81.5,170.5,78.107956
-81.5,171.5,78.25
-81.5,172.5,78.29106
-81.5,173.5,78.37552
-81.5,174.5,78.06771
-81.5,175.5,78.15703
-81.5,176.5,78.16425
-81.5,177.5,78.23244
-81.5,178.5,78.80165
-81.5,179.5,78.94705
-80.5,-179.5,79.6875
-80.5,-178.5,79.681305
-80.5,-177.5,79.818695
-80.5,-176.5,80.23708
-80.5,-175.5,80.0718
-80.5,-174.5,80.110535
-80.5,-173.5,79.83626
-80.5,-172.5,79.75826
-80.5,-171.5,79.47934
-80.5,-170.5,79.47161
-80.5,-169.5,79.29011
-80.5,-168.5,79.07516
-80.5,-167.5,79.30062
-80.5,-166.5,79.29313
-80.5,-165.5,79.37448
-80.5,-164.5,79.24974
-80.5,-163.5,79.26771
-80.5,-162.5,79.12345
-80.5,-161.5,79.609764
-80.5,-160.5,79.587296
-80.5,-159.5,79.59634
-80.5,-158.5,79.317665
-80.5,-157.5,79.49019
-80.5,-156.5,78.73244
-80.5,-155.5,79.02531
-80.5,-154.5,78.82593
-80.5,-153.5,78.95661
-80.5,-152.5,78.46539
-80.5,-151.5,78.6374
-80.5,-150.5,78.6875
-80.5,-149.5,78.41736
-80.5,-148.5,78.098656
-80.5,-147.5,77.61674
-80.5,-146.5,77.40522
-80.5,-145.5,76.974945
-80.5,-144.5,76.56043
-80.5,-143.5,76.23864
-80.5,-142.5,76.213585
-80.5,-141.5,75.942924
-80.5,-140.5,75.92717
-80.5,-139.5,75.86674
-80.5,-138.5,75.93311
-80.5,-137.5,75.76343
-80.5,-136.5,75.849434
-80.5,-135.5,76.45635
-80.5,-134.5,76.8577
-80.5,-133.5,77.370094
-80.5,-132.5,77.828514
-80.5,-131.5,78.285385
-80.5,-130.5,78.53822
-80.5,-129.5,78.78254
-80.5,-128.5,79.00155
-80.5,-127.5,79.23708
-80.5,-126.5,79.70661
-80.5,-125.5,80.10227
-80.5,-124.5,80.53306
-80.5,-123.5,80.963844
-80.5,-122.5,81.48967
-80.5,-121.5,81.95816
-80.5,-120.5,82.390495
-80.5,-119.5,82.306305
-80.5,-118.5,82.81405
-80.5,-117.5,82.98605
-80.5,-116.5,83.57128
-80.5,-115.5,83.2593
-80.5,-114.5,83.858475
-80.5,-113.5,83.652374
-80.5,-112.5,83.82645
-80.5,-111.5,83.5124
-80.5,-110.5,83.45558
-80.5,-109.5,83.04752
-80.5,-108.5,83.21436
-80.5,-107.5,82.47882
-80.5,-106.5,82.661156
-80.5,-105.5,83.44731
-80.5,-104.5,83.40444
-80.5,-103.5,84.06353
-80.5,-102.5,84.307335
-80.5,-101.5,84.4907
-80.5,-100.5,84.55469
-80.5,-99.5,84.634895
-80.5,-98.5,84.557816
-80.5,-97.5,84.39601
-80.5,-96.5,84.18802
-80.5,-95.5,84.07188
-80.5,-94.5,83.84948
-80.5,-93.5,82.801994
-80.5,-92.5,82.50723
-80.5,-91.5,81.943695
-80.5,-90.5,82.06715
-80.5,-89.5,81.72934
-80.5,-88.5,82.05114
-80.5,-87.5,81.90987
-80.5,-86.5,82.170975
-80.5,-85.5,80.98864
-80.5,-84.5,80.19938
-80.5,-83.5,79.25826
-80.5,-82.5,77.83781
-80.5,-81.5,76.65289
-80.5,-80.5,74.787445
-80.5,-79.5,73.44886
-80.5,-78.5,72.868286
-80.5,-77.5,73.0705
-80.5,-76.5,74.08316
-80.5,-75.5,75.09582
-80.5,-74.5,76.37836
-80.5,-73.5,77.40754
-80.5,-72.5,77.88802
-80.5,-71.5,78.542015
-80.5,-70.5,78.81197
-80.5,-69.5,78.73976
-80.5,-68.5,78.938545
-80.5,-67.5,79.1875
-80.5,-66.5,79.82083
-80.5,-65.5,79.27031
-80.5,-64.5,79.39463
-80.5,-63.5,78.78358
-80.5,-62.5,78.18905
-80.5,-61.5,77.904686
-80.5,-60.5,77.940125
-80.5,-59.5,78.41632
-80.5,-58.5,78.99948
-80.5,-57.5,79.307816
-80.5,-56.5,79.279686
-80.5,-55.5,78.3094
-80.5,-54.5,77.52273
-80.5,-53.5,76.6968
-80.5,-52.5,76.40031
-80.5,-51.5,76.19912
-80.5,-50.5,76.255424
-80.5,-49.5,75.81586
-80.5,-48.5,75.94009
-80.5,-47.5,76.15754
-80.5,-46.5,76.297775
-80.5,-45.5,76.170715
-80.5,-44.5,76.389725
-80.5,-43.5,76.72056
-80.5,-42.5,77.505684
-80.5,-41.5,77.8776
-80.5,-40.5,77.86849
-80.5,-39.5,77.3515
-80.5,-38.5,77.391525
-80.5,-37.5,76.28951
-80.5,-36.5,75.8342
-80.5,-35.5,74.90186
-80.5,-34.5,74.19034
-80.5,-33.5,73.90392
-80.5,-32.5,74.161415
-80.5,-31.5,73.609764
-80.5,-30.5,73.21901
-80.5,-29.5,72.80191
-80.5,-28.5,72.70558
-80.5,-27.5,73.01266
-80.5,-26.5,73.19912
-80.5,-25.5,73.80553
-80.5,-24.5,74.22934
-80.5,-23.5,74.662704
-80.5,-22.5,75.433624
-80.5,-21.5,75.91761
-80.5,-20.5,76.79907
-80.5,-19.5,77.33058
-80.5,-18.5,78.11364
-80.5,-17.5,78.72727
-80.5,-16.5,79.45894
-80.5,-15.5,79.68285
-80.5,-14.5,80.3001
-80.5,-13.5,80.620094
-80.5,-12.5,80.75826
-80.5,-11.5,80.98734
-80.5,-10.5,81.11674
-80.5,-9.5,81.129425
-80.5,-8.5,81.11467
-80.5,-7.5,80.92943
-80.5,-6.5,82.24792
-80.5,-5.5,82.17857
-80.5,-4.5,82.69551
-80.5,-3.5,82.72246
-80.5,-2.5,83.151184
-80.5,-1.5,83.211006
-80.5,-0.5,83.509865
-80.5,0.5,84.23168
-80.5,1.5,84.23493
-80.5,2.5,84.78651
-80.5,3.5,86.03783
-80.5,4.5,85.13783
-80.5,5.5,85.34096
-80.5,6.5,85.726006
-80.5,7.5,85.10642
-80.5,8.5,85.70158
-80.5,9.5,85.01492
-80.5,10.5,85.068184
-80.5,11.5,85.39302
-80.5,12.5,85.12091
-80.5,13.5,84.54776
-80.5,14.5,83.99745
-80.5,15.5,84.52599
-80.5,16.5,84.84282
-80.5,17.5,85.204124
-80.5,18.5,85.691574
-80.5,19.5,85.772415
-80.5,20.5,86.33517
-80.5,21.5,86.84514
-80.5,22.5,86.73884
-80.5,23.5,86.65662
-80.5,24.5,87.25154
-80.5,25.5,87.64854
-80.5,26.5,88.121796
-80.5,27.5,87.996666
-80.5,28.5,87.91333
-80.5,29.5,88.13996
-80.5,30.5,88.252716
-80.5,31.5,88.67029
-80.5,32.5,88.58036
-80.5,33.5,88.5123
-80.5,34.5,89.51377
-80.5,35.5,89.82311
-80.5,36.5,89.4671
-80.5,37.5,90.01742
-80.5,38.5,90.13816
-80.5,39.5,89.82945
-80.5,40.5,89.61184
-80.5,41.5,90.231026
-80.5,42.5,90.43977
-80.5,43.5,90.65856
-80.5,44.5,90.7171
-80.5,45.5,90.54953
-80.5,46.5,90.4933
-80.5,47.5,90.640045
-80.5,48.5,90.72957
-80.5,49.5,90.94351
-80.5,50.5,89.42544
-80.5,51.5,89.54896
-80.5,52.5,88.64286
-80.5,53.5,89.427635
-80.5,54.5,88.99039
-80.5,55.5,90.30896
-80.5,56.5,89.594315
-80.5,57.5,90.12841
-80.5,58.5,89.265366
-80.5,59.5,89.39718
-80.5,60.5,90.14773
-80.5,61.5,89.73305
-80.5,62.5,90.20582
-80.5,63.5,90.13771
-80.5,64.5,90.4
-80.5,65.5,89.86354
-80.5,66.5,89.95262
-80.5,67.5,89.921104
-80.5,68.5,90.07102
-80.5,69.5,91.10813
-80.5,70.5,90.32629
-80.5,71.5,90.44496
-80.5,72.5,89.48913
-80.5,73.5,90.65377
-80.5,74.5,90.82738
-80.5,75.5,90.26289
-80.5,76.5,90.130684
-80.5,77.5,89.52114
-80.5,78.5,89.12793
-80.5,79.5,89.76786
-80.5,80.5,90.15802
-80.5,81.5,90.867325
-80.5,82.5,89.67411
-80.5,83.5,89.55454
-80.5,84.5,90.05324
-80.5,85.5,90.477165
-80.5,86.5,90.69097
-80.5,87.5,90.25558
-80.5,88.5,90.285
-80.5,89.5,90.850235
-80.5,90.5,90.91071
-80.5,91.5,90.01591
-80.5,92.5,89.961365
-80.5,93.5,89.78636
-80.5,94.5,89.38863
-80.5,95.5,90.54576
-80.5,96.5,90.87946
-80.5,97.5,90.9625
-80.5,98.5,91.145836
-80.5,99.5,90.23068
-80.5,100.5,90.38438
-80.5,101.5,90.898705
-80.5,102.5,90.88627
-80.5,103.5,91.45521
-80.5,104.5,91.34564
-80.5,105.5,91.10615
-80.5,106.5,90.89616
-80.5,107.5,90.79563
-80.5,108.5,90.054306
-80.5,109.5,90.25
-80.5,110.5,89.51799
-80.5,111.5,89.31836
-80.5,112.5,89.228264
-80.5,113.5,88.9125
-80.5,114.5,89.07836
-80.5,115.5,89.11957
-80.5,116.5,88.66201
-80.5,117.5,87.9
-80.5,118.5,88.152245
-80.5,119.5,87.707275
-80.5,120.5,87.37114
-80.5,121.5,87.80669
-80.5,122.5,87.7571
-80.5,123.5,87.043106
-80.5,124.5,87.12708
-80.5,125.5,87.58602
-80.5,126.5,87.819145
-80.5,127.5,88.1148
-80.5,128.5,86.83456
-80.5,129.5,86.83192
-80.5,130.5,86.48125
-80.5,131.5,87.59804
-80.5,132.5,87.30023
-80.5,133.5,86.89603
-80.5,134.5,87.02466
-80.5,135.5,86.7375
-80.5,136.5,87.02567
-80.5,137.5,86.46819
-80.5,138.5,86.20559
-80.5,139.5,86.27391
-80.5,140.5,86.4029
-80.5,141.5,86.15064
-80.5,142.5,85.211205
-80.5,143.5,85.29783
-80.5,144.5,84.99076
-80.5,145.5,84.93273
-80.5,146.5,84.0625
-80.5,147.5,83.6157
-80.5,148.5,82.51808
-80.5,149.5,82.733475
-80.5,150.5,82.130684
-80.5,151.5,81.92123
-80.5,152.5,80.78254
-80.5,153.5,80.0217
-80.5,154.5,79.90547
-80.5,155.5,78.54132
-80.5,156.5,77.45042
-80.5,157.5,75.58032
-80.5,158.5,73.18156
-80.5,159.5,71.39359
-80.5,160.5,71.37138
-80.5,161.5,73.78951
-80.5,162.5,76.194214
-80.5,163.5,77.65031
-80.5,164.5,78.19112
-80.5,165.5,78.567406
-80.5,166.5,78.93853
-80.5,167.5,78.724945
-80.5,168.5,78.78461
-80.5,169.5,78.704544
-80.5,170.5,78.70661
-80.5,171.5,78.68517
-80.5,172.5,78.9455
-80.5,173.5,79.015236
-80.5,174.5,78.9672
-80.5,175.5,78.963326
-80.5,176.5,79.54313
-80.5,177.5,79.367
-80.5,178.5,79.87267
-80.5,179.5,79.85599
-79.5,-179.5,80.54307
-79.5,-178.5,80.56875
-79.5,-177.5,80.77865
-79.5,-176.5,81.00052
-79.5,-175.5,81.120834
-79.5,-174.5,81.20093
-79.5,-173.5,80.93958
-79.5,-172.5,80.96591
-79.5,-171.5,80.60989
-79.5,-170.5,80.33437
-79.5,-169.5,80.54479
-79.5,-168.5,80.708855
-79.5,-167.5,80.572395
-79.5,-166.5,80.35677
-79.5,-165.5,80.51614
-79.5,-164.5,79.600204
-79.5,-163.5,78.09814
-79.5,-162.5,77.02944
-79.5,-161.5,76.992
-79.5,-160.5,77.682335
-79.5,-159.5,78.818184
-79.5,-158.5,79.890495
-79.5,-157.5,80.00052
-79.5,-156.5,80.18027
-79.5,-155.5,80.08109
-79.5,-154.5,79.74948
-79.5,-153.5,79.62862
-79.5,-152.5,79.09556
-79.5,-151.5,78.152374
-79.5,-150.5,77.4344
-79.5,-149.5,76.81534
-79.5,-148.5,76.6126
-79.5,-147.5,76.52428
-79.5,-146.5,76.76989
-79.5,-145.5,76.74819
-79.5,-144.5,76.71901
-79.5,-143.5,76.85124
-79.5,-142.5,76.86183
-79.5,-141.5,76.85589
-79.5,-140.5,76.764725
-79.5,-139.5,76.79365
-79.5,-138.5,76.5625
-79.5,-137.5,76.516785
-79.5,-136.5,76.57464
-79.5,-135.5,76.86183
-79.5,-134.5,77.52221
-79.5,-133.5,78.20713
-79.5,-132.5,78.88326
-79.5,-131.5,79.33213
-79.5,-130.5,79.48167
-79.5,-129.5,79.71953
-79.5,-128.5,80.151344
-79.5,-127.5,80.49741
-79.5,-126.5,81.03151
-79.5,-125.5,81.51188
-79.5,-124.5,82.09297
-79.5,-123.5,82.35434
-79.5,-122.5,82.72624
-79.5,-121.5,82.91374
-79.5,-120.5,83.119835
-79.5,-119.5,83.34453
-79.5,-118.5,83.37293
-79.5,-117.5,83.412704
-79.5,-116.5,83.68853
-79.5,-115.5,83.75155
-79.5,-114.5,83.881195
-79.5,-113.5,83.90651
-79.5,-112.5,83.62965
-79.5,-111.5,83.78977
-79.5,-110.5,83.18388
-79.5,-109.5,83.16891
-79.5,-108.5,82.6126
-79.5,-107.5,82.60537
-79.5,-106.5,82.47779
-79.5,-105.5,82.743805
-79.5,-104.5,82.5031
-79.5,-103.5,82.90392
-79.5,-102.5,83.0124
-79.5,-101.5,83.46075
-79.5,-100.5,82.96901
-79.5,-99.5,83.2151
-79.5,-98.5,82.600204
-79.5,-97.5,82.52996
-79.5,-96.5,82.48657
-79.5,-95.5,82.18853
-79.5,-94.5,82.01808
-79.5,-93.5,81.921486
-79.5,-92.5,81.381195
-79.5,-91.5,81.694214
-79.5,-90.5,81.233215
-79.5,-89.5,81.37578
-79.5,-88.5,81.867
-79.5,-87.5,81.88585
-79.5,-86.5,81.54855
-79.5,-85.5,80.505165
-79.5,-84.5,78.48864
-79.5,-83.5,76.97469
-79.5,-82.5,75.61803
-79.5,-81.5,74.86596
-79.5,-80.5,74.26911
-79.5,-79.5,74.21875
-79.5,-78.5,74.3533
-79.5,-77.5,74.93027
-79.5,-76.5,76.359505
-79.5,-75.5,77.95739
-79.5,-74.5,79.5125
-79.5,-73.5,79.94958
-79.5,-72.5,79.79569
-79.5,-71.5,79.53848
-79.5,-70.5,79.05475
-79.5,-69.5,78.97469
-79.5,-68.5,79.74687
-79.5,-67.5,80.58351
-79.5,-66.5,81.26328
-79.5,-65.5,81.3607
-79.5,-64.5,81.36927
-79.5,-63.5,81.12023
-79.5,-62.5,80.96008
-79.5,-61.5,80.90756
-79.5,-60.5,80.270485
-79.5,-59.5,80.20989
-79.5,-58.5,80.75788
-79.5,-57.5,81.29844
-79.5,-56.5,81.0974
-79.5,-55.5,81.77552
-79.5,-54.5,81.23237
-79.5,-53.5,80.34297
-79.5,-52.5,79.40444
-79.5,-51.5,77.47761
-79.5,-50.5,75.24225
-79.5,-49.5,73.76937
-79.5,-48.5,73.52996
-79.5,-47.5,73.69835
-79.5,-46.5,74.18569
-79.5,-45.5,74.1751
-79.5,-44.5,74.13611
-79.5,-43.5,75.026344
-79.5,-42.5,76.84013
-79.5,-41.5,78.50521
-79.5,-40.5,79.2664
-79.5,-39.5,79.29583
-79.5,-38.5,79.31355
-79.5,-37.5,78.95604
-79.5,-36.5,78.966385
-79.5,-35.5,78.60667
-79.5,-34.5,78.225204
-79.5,-33.5,77.38594
-79.5,-32.5,76.90677
-79.5,-31.5,75.55
-79.5,-30.5,73.702866
-79.5,-29.5,72.53306
-79.5,-28.5,71.7376
-79.5,-27.5,71.4796
-79.5,-26.5,71.974945
-79.5,-25.5,72.662964
-79.5,-24.5,73.41606
-79.5,-23.5,73.95506
-79.5,-22.5,74.25852
-79.5,-21.5,74.827225
-79.5,-20.5,75.67717
-79.5,-19.5,76.76214
-79.5,-18.5,77.28435
-79.5,-17.5,77.80785
-79.5,-16.5,78.46823
-79.5,-15.5,79.01498
-79.5,-14.5,79.66348
-79.5,-13.5,79.889725
-79.5,-12.5,80.27273
-79.5,-11.5,79.911156
-79.5,-10.5,79.86105
-79.5,-9.5,80.150566
-79.5,-8.5,80.66632
-79.5,-7.5,80.94602
-79.5,-6.5,81.85058
-79.5,-5.5,82.36485
-79.5,-4.5,82.7791
-79.5,-3.5,82.55981
-79.5,-2.5,82.69746
-79.5,-1.5,83.001686
-79.5,-0.5,83.16498
-79.5,0.5,82.882744
-79.5,1.5,83.85658
-79.5,2.5,83.92036
-79.5,3.5,84.27987
-79.5,4.5,84.47898
-79.5,5.5,84.82566
-79.5,6.5,84.166664
-79.5,7.5,84.21239
-79.5,8.5,84.400856
-79.5,9.5,84.20327
-79.5,10.5,84.96004
-79.5,11.5,84.98375
-79.5,12.5,84.57434
-79.5,13.5,84.55903
-79.5,14.5,85.33832
-79.5,15.5,85.88393
-79.5,16.5,86.26766
-79.5,17.5,85.561775
-79.5,18.5,85.94673
-79.5,19.5,85.86235
-79.5,20.5,86.184525
-79.5,21.5,86.70439
-79.5,22.5,87.40667
-79.5,23.5,87.878204
-79.5,24.5,87.95548
-79.5,25.5,88.31703
-79.5,26.5,88.40577
-79.5,27.5,88.78942
-79.5,28.5,89.588066
-79.5,29.5,89.47817
-79.5,30.5,89.12695
-79.5,31.5,88.8502
-79.5,32.5,89.80312
-79.5,33.5,89.77631
-79.5,34.5,89.67614
-79.5,35.5,90.181816
-79.5,36.5,90.55044
-79.5,37.5,90.87727
-79.5,38.5,89.824776
-79.5,39.5,90.06713
-79.5,40.5,89.31462
-79.5,41.5,90.26401
-79.5,42.5,90.54979
-79.5,43.5,90.63657
-79.5,44.5,91.07901
-79.5,45.5,90.55102
-79.5,46.5,90.85332
-79.5,47.5,90.26961
-79.5,48.5,90.08701
-79.5,49.5,90.20637
-79.5,50.5,90.14033
-79.5,51.5,90.4125
-79.5,52.5,89.9364
-79.5,53.5,89.89549
-79.5,54.5,90.48333
-79.5,55.5,89.13591
-79.5,56.5,89.85673
-79.5,57.5,89.46484
-79.5,58.5,90.131836
-79.5,59.5,89.54504
-79.5,60.5,90.08272
-79.5,61.5,89.62966
-79.5,62.5,90.14522
-79.5,63.5,89.63468
-79.5,64.5,90.60959
-79.5,65.5,89.684784
-79.5,66.5,89.141495
-79.5,67.5,88.64493
-79.5,68.5,89.301216
-79.5,69.5,90.229164
-79.5,70.5,89.953125
-79.5,71.5,90.02905
-79.5,72.5,89.54054
-79.5,73.5,90.36198
-79.5,74.5,89.94326
-79.5,75.5,89.91583
-79.5,76.5,88.51002
-79.5,77.5,89.66186
-79.5,78.5,88.52417
-79.5,79.5,90.160835
-79.5,80.5,89.498215
-79.5,81.5,89.51672
-79.5,82.5,89.62313
-79.5,83.5,90.520836
-79.5,84.5,90.39763
-79.5,85.5,90.969315
-79.5,86.5,90.04398
-79.5,87.5,90.61607
-79.5,88.5,90.07924
-79.5,89.5,91.002235
-79.5,90.5,90.96274
-79.5,91.5,90.65264
-79.5,92.5,90.65875
-79.5,93.5,89.87745
-79.5,94.5,89.39151
-79.5,95.5,89.511795
-79.5,96.5,90.98575
-79.5,97.5,91.23684
-79.5,98.5,91.01401
-79.5,99.5,91.32727
-79.5,100.5,90.79799
-79.5,101.5,90.4456
-79.5,102.5,90.97807
-79.5,103.5,91.39035
-79.5,104.5,91.68852
-79.5,105.5,91.785416
-79.5,106.5,91.4442
-79.5,107.5,90.958336
-79.5,108.5,90.402084
-79.5,109.5,89.79873
-79.5,110.5,89.26915
-79.5,111.5,88.451385
-79.5,112.5,88.78173
-79.5,113.5,88.974434
-79.5,114.5,89.048294
-79.5,115.5,89.627716
-79.5,116.5,88.66123
-79.5,117.5,88.47711
-79.5,118.5,87.66875
-79.5,119.5,88.0581
-79.5,120.5,87.41694
-79.5,121.5,87.360176
-79.5,122.5,87.28549
-79.5,123.5,86.99247
-79.5,124.5,86.9
-79.5,125.5,86.41071
-79.5,126.5,87.71489
-79.5,127.5,87.38111
-79.5,128.5,86.88575
-79.5,129.5,86.62039
-79.5,130.5,86.18
-79.5,131.5,86.76103
-79.5,132.5,86.895836
-79.5,133.5,86.711395
-79.5,134.5,87.33869
-79.5,135.5,87.62963
-79.5,136.5,87.27679
-79.5,137.5,87.19524
-79.5,138.5,86.677284
-79.5,139.5,86.40179
-79.5,140.5,86.07619
-79.5,141.5,86.85361
-79.5,142.5,86.37674
-79.5,143.5,87.04773
-79.5,144.5,86.59741
-79.5,145.5,86.46565
-79.5,146.5,86.33628
-79.5,147.5,85.81744
-79.5,148.5,85.58227
-79.5,149.5,85.15545
-79.5,150.5,84.60294
-79.5,151.5,84.420456
-79.5,152.5,83.72675
-79.5,153.5,82.463844
-79.5,154.5,81.81353
-79.5,155.5,80.29442
-79.5,156.5,78.982956
-79.5,157.5,77.55527
-79.5,158.5,75.41994
-79.5,159.5,73.18543
-79.5,160.5,72.652115
-79.5,161.5,73.87345
-79.5,162.5,76.22572
-79.5,163.5,77.63378
-79.5,164.5,78.76911
-79.5,165.5,79.07361
-79.5,166.5,79.43466
-79.5,167.5,79.09582
-79.5,168.5,79.40703
-79.5,169.5,79.84323
-79.5,170.5,79.870865
-79.5,171.5,80.161674
-79.5,172.5,80.37733
-79.5,173.5,80.375
-79.5,174.5,80.23605
-79.5,175.5,80.365105
-79.5,176.5,80.39844
-79.5,177.5,80.21302
-79.5,178.5,80.579834
-79.5,179.5,80.770485
-78.5,-179.5,79.69473
-78.5,-178.5,79.56612
-78.5,-177.5,79.0842
-78.5,-176.5,78.7624
-78.5,-175.5,78.26756
-78.5,-174.5,78.05217
-78.5,-173.5,77.93853
-78.5,-172.5,78.08213
-78.5,-171.5,78.05527
-78.5,-170.5,77.681816
-78.5,-169.5,77.74793
-78.5,-168.5,77.743286
-78.5,-167.5,77.47934
-78.5,-166.5,77.347626
-78.5,-165.5,77.29907
-78.5,-164.5,77.03254
-78.5,-163.5,77.483986
-78.5,-162.5,77.74741
-78.5,-161.5,78.24277
-78.5,-160.5,79.15651
-78.5,-159.5,79.26756
-78.5,-158.5,79.47908
-78.5,-157.5,79.108475
-78.5,-156.5,78.29132
-78.5,-155.5,77.6343
-78.5,-154.5,76.600204
-78.5,-153.5,75.59323
-78.5,-152.5,75.454025
-78.5,-151.5,75.798294
-78.5,-150.5,75.89127
-78.5,-149.5,76.39592
-78.5,-148.5,76.79261
-78.5,-147.5,77.371124
-78.5,-146.5,77.91425
-78.5,-145.5,78.27918
-78.5,-144.5,78.6844
-78.5,-143.5,79.12655
-78.5,-142.5,79.14618
-78.5,-141.5,79.12293
-78.5,-140.5,79.00155
-78.5,-139.5,78.59091
-78.5,-138.5,78.618286
-78.5,-137.5,78.71023
-78.5,-136.5,78.8125
-78.5,-135.5,79.24897
-78.5,-134.5,79.41632
-78.5,-133.5,80.02221
-78.5,-132.5,80.35072
-78.5,-131.5,80.370865
-78.5,-130.5,80.673035
-78.5,-129.5,81.31509
-78.5,-128.5,81.3249
-78.5,-127.5,81.358475
-78.5,-126.5,81.75775
-78.5,-125.5,81.61467
-78.5,-124.5,81.81353
-78.5,-123.5,82.21849
-78.5,-122.5,82.51188
-78.5,-121.5,82.83368
-78.5,-120.5,83.02892
-78.5,-119.5,82.995865
-78.5,-118.5,83.13326
-78.5,-117.5,83.42665
-78.5,-116.5,83.412704
-78.5,-115.5,83.733986
-78.5,-114.5,83.693184
-78.5,-113.5,83.3218
-78.5,-112.5,83.54287
-78.5,-111.5,83.035126
-78.5,-110.5,83.00723
-78.5,-109.5,83.10072
-78.5,-108.5,82.787704
-78.5,-107.5,82.66891
-78.5,-106.5,82.84556
-78.5,-105.5,82.49741
-78.5,-104.5,82.702995
-78.5,-103.5,82.71591
-78.5,-102.5,82.350204
-78.5,-101.5,82.380684
-78.5,-100.5,82.444214
-78.5,-99.5,82.2717
-78.5,-98.5,82.41374
-78.5,-97.5,82.30424
-78.5,-96.5,82.131195
-78.5,-95.5,82.22004
-78.5,-94.5,82.00723
-78.5,-93.5,81.83109
-78.5,-92.5,81.85382
-78.5,-91.5,81.2376
-78.5,-90.5,81.048035
-78.5,-89.5,80.97779
-78.5,-88.5,80.96953
-78.5,-87.5,81.40496
-78.5,-86.5,81.52118
-78.5,-85.5,80.48967
-78.5,-84.5,78.44783
-78.5,-83.5,76.82335
-78.5,-82.5,76.42691
-78.5,-81.5,76.536415
-78.5,-80.5,76.36157
-78.5,-79.5,76.733986
-78.5,-78.5,77.9109
-78.5,-77.5,79.39271
-78.5,-76.5,80.11146
-78.5,-75.5,79.70042
-78.5,-74.5,79.96178
-78.5,-73.5,80.08936
-78.5,-72.5,80.45851
-78.5,-71.5,79.848434
-78.5,-70.5,79.66563
-78.5,-69.5,79.54184
-78.5,-68.5,79.53564
-78.5,-67.5,80.088844
-78.5,-66.5,80.5594
-78.5,-65.5,80.505684
-78.5,-64.5,81.00729
-78.5,-63.5,80.81565
-78.5,-62.5,80.788605
-78.5,-61.5,80.79131
-78.5,-60.5,81.13281
-78.5,-59.5,81.00105
-78.5,-58.5,81.34062
-78.5,-57.5,81.12981
-78.5,-56.5,80.64811
-78.5,-55.5,81.88288
-78.5,-54.5,81.34322
-78.5,-53.5,80.793594
-78.5,-52.5,81.08654
-78.5,-51.5,79.589584
-78.5,-50.5,78.048035
-78.5,-49.5,75.41425
-78.5,-48.5,74.06069
-78.5,-47.5,74.0031
-78.5,-46.5,74.40289
-78.5,-45.5,75.10098
-78.5,-44.5,76.20661
-78.5,-43.5,77.67458
-78.5,-42.5,78.625
-78.5,-41.5,79.08021
-78.5,-40.5,78.791145
-78.5,-39.5,78.59504
-78.5,-38.5,78.41451
-78.5,-37.5,77.72986
-78.5,-36.5,74.985794
-78.5,-35.5,72.55811
-78.5,-34.5,71.61906
-78.5,-33.5,72.15392
-78.5,-32.5,73.40987
-78.5,-31.5,74.077225
-78.5,-30.5,74.33626
-78.5,-29.5,73.77299
-78.5,-28.5,73.32257
-78.5,-27.5,73.160126
-78.5,-26.5,73.12629
-78.5,-25.5,73.74225
-78.5,-24.5,75.0749
-78.5,-23.5,76.09659
-78.5,-22.5,77.11803
-78.5,-21.5,77.817406
-78.5,-20.5,78.442665
-78.5,-19.5,78.9876
-78.5,-18.5,79.464874
-78.5,-17.5,79.69886
-78.5,-16.5,79.992
-78.5,-15.5,80.3533
-78.5,-14.5,80.21178
-78.5,-13.5,80.256714
-78.5,-12.5,80.25
-78.5,-11.5,79.692924
-78.5,-10.5,80.39411
-78.5,-9.5,79.73889
-78.5,-8.5,80.26266
-78.5,-7.5,80.794014
-78.5,-6.5,81.12069
