lat,lon,AIRS3STM_006_RelHumSurf_A
-88.5,55.5,85.1291
-88.5,56.5,84.941666
-88.5,57.5,84.50293
-88.5,58.5,85.2125
-88.5,59.5,86.07738
-88.5,60.5,85.75
-88.5,61.5,86.85275
-88.5,62.5,85.13229
-88.5,63.5,85.44956
-88.5,64.5,84.89792
-88.5,65.5,85.666664
-88.5,66.5,86.68538
-88.5,67.5,86.50114
-88.5,68.5,86.36475
-88.5,69.5,86.03333
-88.5,70.5,86.93211
-88.5,71.5,86.677086
-88.5,72.5,87.25219
-88.5,73.5,86.4804
-88.5,74.5,87.289474
-88.5,75.5,86.14693
-88.5,76.5,85.62054
-88.5,77.5,86.768974
-88.5,78.5,86.49773
-88.5,79.5,86.49107
-88.5,80.5,87.68432
-88.5,81.5,86.6663
-88.5,82.5,86.268974
-88.5,83.5,86.738144
-88.5,84.5,86.82194
-88.5,85.5,86.968185
-88.5,86.5,86.491745
-88.5,87.5,85.57375
-88.5,88.5,84.85833
-88.5,89.5,85.692795
-88.5,90.5,86.765366
-88.5,91.5,87.67242
-88.5,92.5,85.48168
-88.5,93.5,86.373886
-88.5,94.5,87.65833
-88.5,95.5,86.26082
-88.5,96.5,85.44627
-88.5,97.5,87.25833
-88.5,98.5,86.98068
-88.5,99.5,86.60307
-88.5,100.5,86.26354
-88.5,101.5,87.70697
-88.5,102.5,86.692986
-88.5,103.5,85.29605
-88.5,104.5,86.409485
-88.5,105.5,85.72439
-88.5,106.5,86.6916
-88.5,107.5,86.25954
-88.5,108.5,85.635605
-88.5,109.5,86.22246
-88.5,110.5,87.025
-88.5,111.5,86.62841
-88.5,112.5,87.117455
-88.5,113.5,85.41406
-88.5,114.5,85.82839
-88.5,115.5,86.86335
-88.5,116.5,86.53664
-88.5,117.5,86.364586
-88.5,118.5,86.6127
-88.5,119.5,85.725
-88.5,120.5,87.663795
-88.5,121.5,85.25227
-88.5,122.5,87.44643
-88.5,123.5,86.010414
-88.5,124.5,86.22414
-88.5,125.5,84.76
-88.5,126.5,87.081894
-88.5,127.5,85.18437
-88.5,128.5,84.878235
-88.5,129.5,86.18171
-88.5,130.5,85.972336
-88.5,131.5,86.5692
-88.5,132.5,85.33565
-88.5,133.5,86.875
-88.5,134.5,86.769394
-88.5,135.5,86.37281
-88.5,136.5,86.581894
-88.5,137.5,86.05915
-88.5,138.5,85.83914
-88.5,139.5,86.4041
-88.5,140.5,86.42026
-88.5,141.5,87.492584
-88.5,142.5,86.878235
-88.5,143.5,84.77631
-88.5,144.5,86.2288
-88.5,145.5,86.32255
-88.5,146.5,86.530685
-88.5,147.5,86.61085
-88.5,148.5,86.02315
-88.5,149.5,86.1331
-88.5,150.5,86.20729
-88.5,151.5,86.740906
-88.5,152.5,87.199356
-88.5,153.5,85.97545
-88.5,154.5,86.76458
-88.5,155.5,87.17105
-88.5,156.5,85.904015
-88.5,157.5,86.009094
-88.5,158.5,86.07727
-88.5,159.5,84.87153
-88.5,160.5,87.953896
-88.5,161.5,86.08005
-88.5,162.5,87.34426
-88.5,163.5,85.82143
-88.5,164.5,86.15899
-88.5,165.5,87.87793
-88.5,166.5,86.13158
-88.5,167.5,87.78278
-88.5,168.5,85.550644
-88.5,169.5,87.5
-88.5,170.5,88.627975
-88.5,171.5,86.81458
-88.5,172.5,87.177086
-88.5,173.5,86.68958
-88.5,174.5,88.24271
-88.5,175.5,86.49899
-88.5,176.5,87.313545
-88.5,177.5,86.59119
-88.5,178.5,87.10909
-88.5,179.5,85.431816
-87.5,-179.5,86.29464
-87.5,-178.5,85.83395
-87.5,-177.5,85.792244
-87.5,-176.5,85.5643
-87.5,-175.5,86.17259
-87.5,-174.5,85.67174
-87.5,-173.5,85.907684
-87.5,-172.5,85.64878
-87.5,-171.5,85.36384
-87.5,-170.5,85.47369
-87.5,-169.5,85.39619
-87.5,-168.5,85.320045
-87.5,-167.5,85.62027
-87.5,-166.5,85.49062
-87.5,-165.5,86.10208
-87.5,-164.5,85.81939
-87.5,-163.5,84.93697
-87.5,-162.5,85.204025
-87.5,-161.5,85.4375
-87.5,-160.5,85.34268
-87.5,-159.5,85.995316
-87.5,-158.5,85.96562
-87.5,-157.5,85.38275
-87.5,-156.5,85.44576
-87.5,-155.5,85.256714
-87.5,-154.5,85.129166
-87.5,-153.5,84.591385
-87.5,-152.5,85.32128
-87.5,-151.5,84.54029
-87.5,-150.5,84.92924
-87.5,-149.5,84.42552
-87.5,-148.5,85.1
-87.5,-147.5,84.222916
-87.5,-146.5,85.06509
-87.5,-145.5,85.1375
-87.5,-144.5,84.51366
-87.5,-143.5,85.02938
-87.5,-142.5,84.175
-87.5,-141.5,85.28771
-87.5,-140.5,84.70843
-87.5,-139.5,85.176994
-87.5,-138.5,85.79502
-87.5,-137.5,84.61165
-87.5,-136.5,84.945045
-87.5,-135.5,85.22065
-87.5,-134.5,85.05244
-87.5,-133.5,84.90625
-87.5,-132.5,85.65351
-87.5,-131.5,85.55373
-87.5,-130.5,85.13377
-87.5,-129.5,85.42133
-87.5,-128.5,85.643166
-87.5,-127.5,85.32609
-87.5,-126.5,85.30707
-87.5,-125.5,85.191925
-87.5,-124.5,85.47656
-87.5,-123.5,85.72554
-87.5,-122.5,85.05912
-87.5,-121.5,85.67654
-87.5,-120.5,85.85248
-87.5,-119.5,85.88616
-87.5,-118.5,84.959656
-87.5,-117.5,84.68056
-87.5,-116.5,85.61339
-87.5,-115.5,85.43171
-87.5,-114.5,84.90822
-87.5,-113.5,85.42898
-87.5,-112.5,86.639206
-87.5,-111.5,84.65144
-87.5,-110.5,85.56307
-87.5,-109.5,85.357956
