lat,lon,GLDAS_NOAH10_M_2_1_Tair_f_inst
40.5,-106.5,274.54523
40.5,-105.5,279.042
40.5,-104.5,283.04132
40.5,-103.5,283.95346
40.5,-102.5,284.36963
40.5,-101.5,284.65506
40.5,-100.5,284.63913
40.5,-99.5,284.51657
40.5,-98.5,284.34818
40.5,-97.5,284.31485
40.5,-96.5,284.38696
40.5,-95.5,284.32318
40.5,-94.5,283.85437
40.5,-93.5,283.85345
40.5,-92.5,283.94922
40.5,-91.5,284.1247
40.5,-90.5,284.17395
40.5,-89.5,284.16458
40.5,-88.5,284.18405
40.5,-87.5,284.11752
40.5,-86.5,283.82462
40.5,-85.5,283.72144
40.5,-84.5,283.6246
40.5,-83.5,283.60367
40.5,-82.5,283.34128
40.5,-81.5,283.30807
40.5,-80.5,283.29733
40.5,-79.5,282.65997
40.5,-78.5,282.54102
40.5,-77.5,282.76
40.5,-76.5,283.36877
40.5,-75.5,283.6291
40.5,-74.5,284.4597
40.5,-8.5,286.6199
40.5,-7.5,287.0676
40.5,-6.5,286.76462
40.5,-5.5,285.64825
40.5,-4.5,286.16168
40.5,-3.5,285.673
40.5,-2.5,284.58282
40.5,-1.5,284.13263
40.5,-0.5,287.4506
40.5,0.5,287.6474
40.5,8.5,289.15393
40.5,9.5,287.90744
40.5,15.5,286.60016
40.5,16.5,287.87436
40.5,17.5,290.79886
40.5,19.5,288.67487
40.5,20.5,285.36255
40.5,21.5,283.9207
40.5,22.5,285.88065
40.5,23.5,289.32468
40.5,26.5,288.02097
40.5,27.5,287.24716
40.5,29.5,285.463
40.5,30.5,286.9526
40.5,31.5,285.0666
40.5,32.5,283.18298
40.5,33.5,283.42422
40.5,34.5,283.70087
40.5,35.5,283.17368
40.5,36.5,283.94547
40.5,37.5,282.87973
40.5,38.5,284.19705
40.5,39.5,281.4666
40.5,40.5,281.6385
40.5,41.5,277.11362
40.5,42.5,279.28302
40.5,43.5,279.6424
40.5,44.5,280.77924
40.5,45.5,280.81024
40.5,46.5,285.51312
40.5,47.5,287.8771
40.5,48.5,284.40652
40.5,49.5,288.51007
40.5,53.5,290.94687
40.5,54.5,290.5813
40.5,55.5,289.78442
40.5,56.5,289.97562
40.5,57.5,290.37265
40.5,58.5,290.20404
40.5,59.5,289.8615
40.5,60.5,289.88327
40.5,61.5,289.75122
40.5,62.5,289.79663
40.5,63.5,289.64938
40.5,64.5,289.83334
40.5,65.5,289.6033
40.5,66.5,290.4834
40.5,67.5,288.1699
40.5,68.5,289.3798
40.5,69.5,288.34384
40.5,70.5,284.23303
40.5,71.5,286.67105
40.5,72.5,283.0615
40.5,73.5,277.694
40.5,74.5,271.86267
40.5,75.5,271.0896
40.5,76.5,276.97607
40.5,77.5,276.65942
40.5,78.5,280.78476
40.5,79.5,284.38934
40.5,80.5,287.92764
40.5,81.5,287.93848
40.5,82.5,287.83694
40.5,83.5,287.78052
40.5,84.5,287.74982
40.5,85.5,287.77176
40.5,86.5,287.47968
40.5,87.5,287.10706
40.5,88.5,286.59033
40.5,89.5,286.54514
40.5,90.5,287.29752
40.5,91.5,287.7806
40.5,92.5,285.25705
40.5,93.5,284.81345
40.5,94.5,283.32727
40.5,95.5,283.12213
40.5,96.5,281.66217
40.5,97.5,282.31268
40.5,98.5,283.57104
40.5,99.5,283.80792
40.5,100.5,284.54736
40.5,101.5,284.34604
40.5,102.5,282.94684
40.5,103.5,281.37854
40.5,104.5,282.12515
40.5,105.5,282.93753
40.5,106.5,281.98022
40.5,107.5,283.06012
40.5,108.5,282.55194
40.5,109.5,280.31348
40.5,110.5,279.45264
40.5,111.5,279.56134
40.5,112.5,278.2987
40.5,113.5,280.50555
40.5,114.5,280.1586
40.5,115.5,279.2577
40.5,116.5,283.23074
40.5,117.5,284.70132
40.5,118.5,283.39072
40.5,119.5,283.539
40.5,120.5,282.99554
40.5,122.5,281.45908
40.5,123.5,279.8554
40.5,124.5,279.80887
40.5,125.5,279.3774
40.5,126.5,277.42346
40.5,127.5,277.26245
40.5,128.5,278.52084
40.5,140.5,282.44034
40.5,141.5,281.89404
41.5,-123.5,281.63257
41.5,-122.5,280.54144
41.5,-121.5,282.6594
41.5,-120.5,280.1715
41.5,-119.5,281.73938
41.5,-118.5,282.72818
41.5,-117.5,282.20905
41.5,-116.5,281.0499
41.5,-115.5,279.45462
41.5,-114.5,280.39648
41.5,-113.5,282.4413
41.5,-112.5,283.08344
41.5,-111.5,279.78665
41.5,-110.5,277.99692
41.5,-109.5,279.2319
41.5,-108.5,279.51318
41.5,-107.5,279.34323
41.5,-106.5,278.19583
41.5,-105.5,279.80017
41.5,-104.5,282.49152
41.5,-103.5,283.24512
41.5,-102.5,283.19946
41.5,-101.5,283.51422
41.5,-100.5,283.44662
41.5,-99.5,283.25073
41.5,-98.5,283.2759
41.5,-97.5,283.1465
41.5,-96.5,283.32892
41.5,-95.5,283.14996
41.5,-94.5,282.90375
41.5,-93.5,282.85315
41.5,-92.5,282.97247
41.5,-91.5,282.95813
41.5,-90.5,282.9863
41.5,-89.5,283.00275
41.5,-88.5,283.00024
41.5,-87.5,283.17282
41.5,-86.5,282.94766
41.5,-85.5,282.73962
41.5,-84.5,282.69412
41.5,-83.5,283.03763
41.5,-82.5,282.8261
41.5,-81.5,282.9483
41.5,-80.5,282.50104
41.5,-79.5,281.57422
41.5,-78.5,281.25928
41.5,-77.5,281.2341
41.5,-76.5,282.173
41.5,-75.5,281.56973
41.5,-74.5,281.84027
41.5,-73.5,283.2871
41.5,-72.5,283.63516
41.5,-71.5,283.72717
41.5,-8.5,285.90543
41.5,-7.5,285.64236
41.5,-6.5,285.26855
41.5,-5.5,285.59616
41.5,-4.5,285.33408
41.5,-3.5,283.58438
41.5,-2.5,283.405
41.5,-1.5,285.66846
41.5,-0.5,287.69293
41.5,0.5,287.4921
41.5,1.5,287.9685
41.5,13.5,284.99124
41.5,14.5,286.8983
41.5,15.5,287.84262
41.5,19.5,288.154
41.5,20.5,281.7833
41.5,21.5,283.5958
41.5,22.5,284.71225
41.5,23.5,283.83453
41.5,24.5,284.4313
41.5,25.5,285.87265
41.5,26.5,286.5899
41.5,27.5,286.61783
41.5,32.5,284.2656
41.5,33.5,283.01172
41.5,34.5,284.30698
41.5,35.5,285.7097
41.5,41.5,280.9749
41.5,42.5,280.68118
41.5,43.5,278.0508
41.5,44.5,280.2365
41.5,45.5,285.1955
41.5,46.5,279.94144
41.5,47.5,278.19547
41.5,48.5,282.54443
41.5,53.5,290.7786
41.5,54.5,290.03622
41.5,55.5,288.67075
41.5,56.5,289.14725
41.5,57.5,289.49112
41.5,58.5,289.3159
41.5,59.5,289.03217
41.5,60.5,288.88956
41.5,61.5,289.09854
41.5,62.5,289.10254
41.5,63.5,288.95206
41.5,64.5,289.5358
41.5,65.5,288.71722
41.5,66.5,289.1663
41.5,67.5,289.17523
41.5,68.5,288.7225
41.5,69.5,284.72736
41.5,70.5,278.95508
41.5,71.5,279.41934
41.5,72.5,282.22
41.5,73.5,281.0309
41.5,74.5,275.5318
41.5,75.5,272.4416
41.5,76.5,268.0169
41.5,77.5,265.28616
41.5,78.5,271.65012
41.5,79.5,273.8725
41.5,80.5,276.26996
41.5,81.5,283.48196
41.5,82.5,285.12146
41.5,83.5,286.17883
41.5,84.5,287.49115
41.5,85.5,286.3129
41.5,86.5,285.59006
41.5,87.5,285.6521
41.5,88.5,284.16147
41.5,89.5,284.26175
41.5,90.5,284.0914
41.5,91.5,285.07974
41.5,92.5,284.1783
41.5,93.5,284.594
41.5,94.5,282.63428
41.5,95.5,279.2947
41.5,96.5,278.84848
41.5,97.5,281.3754
41.5,98.5,281.90088
41.5,99.5,283.21808
41.5,100.5,284.40533
41.5,101.5,284.45465
41.5,102.5,283.2795
41.5,103.5,282.69427
41.5,104.5,282.90805
41.5,105.5,282.84082
41.5,106.5,280.84286
41.5,107.5,280.79443
41.5,108.5,279.99777
41.5,109.5,278.56778
41.5,110.5,277.5685
41.5,111.5,276.7991
41.5,112.5,276.95947
41.5,113.5,277.50192
41.5,114.5,277.10767
41.5,115.5,276.51593
41.5,116.5,277.94473
41.5,117.5,279.45508
41.5,118.5,280.7469
41.5,119.5,281.7892
41.5,120.5,281.60806
41.5,121.5,282.48535
41.5,122.5,282.4387
41.5,123.5,280.50757
41.5,124.5,278.19986
41.5,125.5,277.56564
41.5,126.5,276.70624
41.5,127.5,273.86603
41.5,128.5,273.08643
41.5,129.5,276.1796
42.5,-123.5,281.60925
42.5,-122.5,280.35266
42.5,-121.5,280.12262
42.5,-120.5,280.70078
42.5,-119.5,281.7584
42.5,-118.5,281.268
42.5,-117.5,282.4812
42.5,-116.5,282.23163
42.5,-115.5,283.08945
42.5,-114.5,281.46863
42.5,-113.5,281.1312
42.5,-112.5,280.42752
42.5,-111.5,277.66788
42.5,-110.5,277.18173
42.5,-109.5,275.4276
42.5,-108.5,279.28204
42.5,-107.5,279.09317
42.5,-106.5,279.1379
42.5,-105.5,280.00824
42.5,-104.5,282.44098
42.5,-103.5,282.7314
42.5,-102.5,282.43365
42.5,-101.5,282.74698
42.5,-100.5,283.00995
42.5,-99.5,282.82452
42.5,-98.5,282.82413
42.5,-97.5,282.75903
42.5,-96.5,282.25626
42.5,-95.5,282.1565
42.5,-94.5,282.06696
42.5,-93.5,281.90628
42.5,-92.5,281.70514
42.5,-91.5,281.66806
42.5,-90.5,281.43597
42.5,-89.5,281.58035
42.5,-88.5,281.7533
42.5,-85.5,282.072
42.5,-84.5,281.7283
42.5,-83.5,282.12286
42.5,-82.5,282.17914
42.5,-81.5,282.12183
42.5,-80.5,282.106
42.5,-79.5,281.45285
42.5,-78.5,281.2844
42.5,-77.5,281.3854
42.5,-76.5,280.93024
42.5,-75.5,280.33237
42.5,-74.5,280.69196
42.5,-73.5,281.05798
42.5,-72.5,280.95804
42.5,-71.5,282.21185
42.5,-8.5,286.04633
42.5,-7.5,282.98944
42.5,-6.5,282.17224
42.5,-5.5,282.796
42.5,-4.5,283.13052
42.5,-3.5,282.9822
42.5,-2.5,282.37332
42.5,-1.5,285.28476
42.5,-0.5,282.68304
42.5,0.5,283.02698
42.5,1.5,283.5965
42.5,2.5,286.93674
42.5,11.5,287.96173
42.5,12.5,285.5386
42.5,13.5,286.09607
42.5,18.5,285.66003
42.5,19.5,283.7645
42.5,20.5,279.89273
42.5,21.5,283.2169
42.5,22.5,282.7962
42.5,23.5,281.54114
42.5,24.5,283.7476
42.5,25.5,285.23096
42.5,26.5,284.58905
42.5,27.5,285.03546
42.5,41.5,286.03528
42.5,42.5,283.4665
42.5,43.5,277.9935
42.5,44.5,279.86014
42.5,45.5,280.67908
42.5,46.5,277.0344
42.5,47.5,283.792
42.5,52.5,288.25708
42.5,53.5,288.86423
42.5,54.5,288.44858
42.5,55.5,287.65402
42.5,56.5,288.0574
42.5,57.5,288.28555
42.5,58.5,287.88528
42.5,59.5,288.00882
42.5,60.5,287.9612
42.5,61.5,288.1796
42.5,62.5,288.2692
42.5,63.5,288.49576
42.5,64.5,287.3495
42.5,65.5,287.7213
42.5,66.5,288.35724
42.5,67.5,288.67065
42.5,68.5,288.2234
42.5,69.5,285.9861
42.5,70.5,278.356
42.5,71.5,276.55963
42.5,72.5,276.22375
42.5,73.5,280.8701
42.5,74.5,281.0727
42.5,75.5,279.37408
42.5,76.5,272.01077
42.5,77.5,270.64456
42.5,78.5,268.6557
42.5,79.5,270.99796
42.5,80.5,269.99493
42.5,81.5,273.71555
42.5,82.5,274.97855
42.5,83.5,275.42722
42.5,84.5,274.6951
42.5,85.5,275.664
42.5,86.5,277.9245
42.5,87.5,279.26337
42.5,88.5,287.27164
42.5,89.5,286.02332
42.5,90.5,285.95016
42.5,91.5,286.21783
42.5,92.5,286.6033
42.5,93.5,285.65744
42.5,94.5,280.56546
42.5,95.5,279.69586
42.5,96.5,279.78284
42.5,97.5,281.1421
42.5,98.5,280.4966
42.5,99.5,282.51846
42.5,100.5,282.65506
42.5,101.5,282.2262
42.5,102.5,281.66498
42.5,103.5,280.8888
42.5,104.5,280.0699
42.5,105.5,281.50952
42.5,106.5,282.1566
42.5,107.5,281.52197
42.5,108.5,280.62067
42.5,109.5,280.15894
42.5,110.5,280.57214
42.5,111.5,280.05896
42.5,112.5,279.32288
42.5,113.5,278.73398
42.5,114.5,277.76163
42.5,115.5,276.51624
42.5,116.5,275.7991
42.5,117.5,275.6575
42.5,118.5,278.05118
42.5,119.5,280.53998
42.5,120.5,281.3531
42.5,121.5,281.205
42.5,122.5,281.31467
42.5,123.5,280.89963
42.5,124.5,278.47055
42.5,125.5,277.5333
42.5,126.5,277.12918
42.5,127.5,276.18777
42.5,128.5,275.34955
42.5,129.5,277.8138
42.5,130.5,279.13638
42.5,140.5,279.25537
42.5,142.5,279.05106
42.5,143.5,279.49274
43.5,-123.5,282.61685
43.5,-122.5,280.7419
43.5,-121.5,279.26923
43.5,-120.5,281.53955
43.5,-119.5,280.6429
43.5,-118.5,281.96777
43.5,-117.5,283.32596
43.5,-116.5,282.49176
43.5,-115.5,281.0911
43.5,-114.5,277.71497
43.5,-113.5,278.58243
43.5,-112.5,280.72607
43.5,-111.5,277.56192
43.5,-110.5,274.7434
43.5,-109.5,271.4256
43.5,-108.5,281.09424
43.5,-107.5,280.23303
43.5,-106.5,280.05753
43.5,-105.5,280.96967
43.5,-104.5,281.21143
43.5,-103.5,281.68442
43.5,-102.5,282.7507
43.5,-101.5,282.72397
43.5,-100.5,282.57162
43.5,-99.5,282.24863
43.5,-98.5,282.02325
43.5,-97.5,281.53925
43.5,-96.5,280.94727
43.5,-95.5,280.85257
43.5,-94.5,281.0233
43.5,-93.5,280.85678
43.5,-92.5,280.56018
43.5,-91.5,280.3735
43.5,-90.5,280.57126
43.5,-89.5,280.50403
43.5,-88.5,280.62097
43.5,-85.5,281.0941
43.5,-84.5,280.99863
43.5,-83.5,280.94708
43.5,-81.5,280.83374
43.5,-80.5,280.1915
43.5,-79.5,281.18332
43.5,-78.5,281.87393
43.5,-77.5,282.04526
43.5,-76.5,281.5964
43.5,-75.5,280.85175
43.5,-74.5,279.7911
43.5,-73.5,279.93195
43.5,-72.5,279.3181
43.5,-71.5,279.8963
43.5,-70.5,280.9891
43.5,-7.5,285.44202
43.5,-6.5,282.82816
43.5,-5.5,282.13687
43.5,-1.5,284.83264
43.5,-0.5,284.82147
43.5,0.5,285.19083
43.5,1.5,285.67773
43.5,2.5,286.4082
43.5,3.5,286.2002
43.5,4.5,288.54095
43.5,5.5,287.07822
43.5,6.5,285.08066
43.5,10.5,287.88492
43.5,11.5,285.21982
43.5,12.5,286.4349
43.5,16.5,285.23676
43.5,17.5,284.3608
43.5,18.5,281.71866
43.5,19.5,280.33054
43.5,20.5,282.9643
43.5,21.5,283.23416
43.5,22.5,284.53705
43.5,23.5,284.09067
43.5,24.5,285.10464
43.5,25.5,285.30133
43.5,26.5,285.14148
43.5,27.5,285.22186
43.5,40.5,282.74567
43.5,41.5,281.5236
43.5,42.5,277.367
43.5,43.5,278.15283
43.5,44.5,284.67352
43.5,45.5,285.29575
43.5,46.5,285.33316
43.5,47.5,287.0489
43.5,51.5,288.0831
43.5,52.5,287.37543
43.5,53.5,287.1057
43.5,54.5,287.20752
43.5,55.5,286.73187
43.5,56.5,286.70264
43.5,57.5,286.89706
43.5,58.5,286.89542
43.5,59.5,286.90195
43.5,60.5,287.09375
43.5,61.5,287.30823
43.5,62.5,287.20926
43.5,63.5,286.9176
43.5,64.5,286.88217
43.5,65.5,287.15015
43.5,66.5,287.4777
43.5,67.5,287.22873
43.5,68.5,285.5333
43.5,69.5,285.77225
43.5,70.5,285.1117
43.5,71.5,286.02423
43.5,72.5,285.64615
43.5,73.5,285.43915
43.5,74.5,284.91217
43.5,75.5,280.1619
43.5,76.5,280.53802
43.5,77.5,276.0903
43.5,78.5,280.67993
43.5,79.5,280.1076
43.5,80.5,279.1896
43.5,81.5,281.58228
43.5,82.5,275.7805
43.5,83.5,269.21964
43.5,84.5,270.32944
43.5,85.5,270.74677
43.5,86.5,273.04788
43.5,87.5,276.08704
43.5,88.5,277.96335
43.5,89.5,283.5923
43.5,90.5,284.74063
43.5,91.5,279.86813
43.5,92.5,282.32614
43.5,93.5,276.97015
43.5,94.5,278.78033
43.5,95.5,282.3278
43.5,96.5,281.70248
43.5,97.5,280.64355
43.5,98.5,279.93268
43.5,99.5,281.1987
43.5,100.5,279.64905
43.5,101.5,279.03632
43.5,102.5,278.5394
43.5,103.5,277.06418
43.5,104.5,277.55264
43.5,105.5,278.58194
43.5,106.5,279.69006
43.5,107.5,280.95364
43.5,108.5,281.33044
43.5,109.5,280.38953
43.5,110.5,280.0994
43.5,111.5,279.97797
43.5,112.5,279.61252
43.5,113.5,279.32593
43.5,114.5,277.98587
43.5,115.5,276.64847
43.5,116.5,275.60913
43.5,117.5,276.27823
43.5,118.5,277.34824
43.5,119.5,279.68057
43.5,120.5,281.36334
43.5,121.5,281.6701
43.5,122.5,280.6234
43.5,123.5,280.12366
43.5,124.5,279.02606
43.5,125.5,278.02286
43.5,126.5,277.3214
43.5,127.5,275.86108
43.5,128.5,275.90924
43.5,129.5,275.70187
43.5,130.5,276.4581
43.5,131.5,278.32147
43.5,132.5,276.2923
43.5,133.5,276.0196
43.5,134.5,276.04013
43.5,141.5,280.3965
43.5,142.5,276.53503
43.5,143.5,278.3399
43.5,144.5,279.076
44.5,-123.5,283.84467
44.5,-122.5,281.84143
44.5,-121.5,280.5843
44.5,-120.5,282.79562
44.5,-119.5,279.80756
44.5,-118.5,279.09586
44.5,-117.5,282.09024
44.5,-116.5,279.462
44.5,-115.5,276.62277
44.5,-114.5,276.20132
44.5,-113.5,276.63037
44.5,-112.5,276.9997
44.5,-111.5,275.34195
44.5,-110.5,272.90662
44.5,-109.5,274.33716
44.5,-108.5,280.38174
44.5,-107.5,279.68765
44.5,-106.5,279.7189
44.5,-105.5,280.99564
44.5,-104.5,280.97113
44.5,-103.5,280.41724
44.5,-102.5,282.43692
44.5,-101.5,282.2225
44.5,-100.5,281.93082
44.5,-99.5,281.39642
44.5,-98.5,280.9281
44.5,-97.5,280.3504
44.5,-96.5,280.13394
44.5,-95.5,280.18576
44.5,-94.5,280.32495
44.5,-93.5,280.3141
44.5,-92.5,279.7044
44.5,-91.5,279.6373
44.5,-90.5,279.3345
44.5,-89.5,279.50906
44.5,-88.5,279.84943
44.5,-85.5,280.1714
44.5,-84.5,280.019
44.5,-83.5,280.42227
44.5,-80.5,279.6426
44.5,-79.5,279.5281
44.5,-78.5,279.25726
44.5,-77.5,279.87668
44.5,-76.5,280.36664
44.5,-75.5,279.67206
44.5,-74.5,279.31396
44.5,-73.5,279.07816
44.5,-72.5,278.707
44.5,-71.5,277.65723
44.5,-70.5,278.74084
44.5,-69.5,279.69217
44.5,-68.5,280.23892
44.5,-65.5,280.73914
44.5,-64.5,280.411
44.5,-0.5,286.79666
44.5,0.5,286.2087
44.5,1.5,285.3953
44.5,2.5,282.38562
44.5,3.5,282.112
44.5,4.5,284.44235
44.5,5.5,282.88403
44.5,6.5,277.21976
44.5,7.5,279.46393
44.5,8.5,286.84296
44.5,9.5,287.89386
44.5,10.5,285.27405
44.5,11.5,285.8498
44.5,15.5,284.6899
44.5,16.5,283.63397
44.5,17.5,283.36383
44.5,18.5,282.7765
44.5,19.5,283.83414
44.5,20.5,285.02222
44.5,21.5,283.62018
44.5,22.5,283.09982
44.5,23.5,284.97662
44.5,24.5,285.0104
44.5,25.5,285.15912
44.5,26.5,285.80225
44.5,27.5,285.7713
44.5,28.5,285.9696
44.5,38.5,286.86057
44.5,39.5,284.12726
44.5,40.5,283.56845
44.5,41.5,283.08252
44.5,42.5,282.56317
44.5,43.5,284.0402
44.5,44.5,285.47482
44.5,45.5,286.40167
44.5,46.5,286.78455
44.5,51.5,287.16162
44.5,52.5,286.81558
44.5,53.5,287.02515
44.5,54.5,286.35236
44.5,55.5,286.3664
44.5,56.5,286.26517
44.5,57.5,285.9734
44.5,58.5,286.05704
44.5,59.5,286.06168
44.5,60.5,285.6291
44.5,61.5,286.07074
44.5,62.5,286.145
44.5,63.5,286.0758
44.5,64.5,286.0025
44.5,65.5,285.96844
44.5,66.5,286.09464
44.5,67.5,285.83215
44.5,68.5,285.27533
44.5,69.5,285.6884
44.5,70.5,285.61133
44.5,71.5,285.26016
44.5,72.5,285.00598
44.5,73.5,284.32846
44.5,74.5,284.0268
44.5,75.5,284.42966
44.5,76.5,284.67862
44.5,77.5,284.22388
44.5,78.5,281.41296
44.5,79.5,278.0958
44.5,80.5,278.15292
44.5,81.5,281.31488
44.5,82.5,276.81647
44.5,83.5,276.7207
44.5,84.5,278.49927
44.5,85.5,281.03275
44.5,86.5,282.09225
44.5,87.5,282.71262
44.5,88.5,281.703
44.5,89.5,282.12964
44.5,90.5,281.44257
44.5,91.5,279.72815
44.5,92.5,280.2997
44.5,93.5,280.61765
44.5,94.5,281.64627
44.5,95.5,279.59857
44.5,96.5,280.23285
44.5,97.5,278.04047
44.5,98.5,275.82733
44.5,99.5,278.17834
44.5,100.5,276.83157
44.5,101.5,277.1749
44.5,102.5,279.30927
44.5,103.5,279.10422
44.5,104.5,278.90234
44.5,105.5,278.6736
44.5,106.5,278.74658
44.5,107.5,279.08832
44.5,108.5,279.84406
44.5,109.5,280.07816
44.5,110.5,279.2456
44.5,111.5,278.57468
44.5,112.5,277.81326
44.5,113.5,276.71878
44.5,114.5,275.62335
44.5,115.5,276.29962
44.5,116.5,276.01993
44.5,117.5,275.3464
44.5,118.5,275.33707
44.5,119.5,276.32462
44.5,120.5,278.74683
44.5,121.5,280.07156
44.5,122.5,280.1305
44.5,123.5,279.51602
44.5,124.5,278.7915
44.5,125.5,278.22403
44.5,126.5,277.43555
44.5,127.5,276.3992
44.5,128.5,276.42673
44.5,129.5,275.04706
44.5,130.5,275.2504
44.5,131.5,276.25504
44.5,132.5,276.65228
44.5,133.5,275.75833
44.5,134.5,274.37363
44.5,135.5,274.54218
44.5,142.5,278.8575
45.5,-123.5,283.899
45.5,-122.5,281.5606
45.5,-121.5,281.98837
45.5,-120.5,282.41925
45.5,-119.5,283.32428
45.5,-118.5,281.3039
45.5,-117.5,278.96814
45.5,-116.5,279.0358
45.5,-115.5,276.4862
45.5,-114.5,276.68756
45.5,-113.5,275.15952
45.5,-112.5,275.48257
45.5,-111.5,276.9502
45.5,-110.5,275.6304
45.5,-109.5,276.41223
45.5,-108.5,280.5524
45.5,-107.5,280.10492
45.5,-106.5,281.3386
45.5,-105.5,281.40323
45.5,-104.5,280.881
45.5,-103.5,280.90274
45.5,-102.5,281.14972
45.5,-101.5,280.95767
45.5,-100.5,280.5956
45.5,-99.5,279.8652
45.5,-98.5,280.01132
45.5,-97.5,279.69064
45.5,-96.5,279.65836
45.5,-95.5,279.3601
45.5,-94.5,279.2681
45.5,-93.5,279.38553
45.5,-92.5,279.14197
45.5,-91.5,278.91177
45.5,-90.5,278.36014
45.5,-89.5,278.42975
45.5,-88.5,278.95596
45.5,-87.5,279.1384
45.5,-84.5,279.1542
45.5,-79.5,278.40466
45.5,-78.5,277.9037
45.5,-77.5,278.3152
45.5,-76.5,278.29553
45.5,-75.5,278.20862
45.5,-74.5,278.44394
45.5,-73.5,279.3705
45.5,-72.5,278.89212
45.5,-71.5,277.30972
45.5,-70.5,277.27158
45.5,-69.5,278.28708
45.5,-68.5,278.5031
45.5,-67.5,278.78912
45.5,-66.5,279.26843
45.5,-65.5,279.73785
45.5,-64.5,279.51138
45.5,-63.5,279.976
45.5,-62.5,279.85825
45.5,-61.5,280.12747
45.5,-0.5,286.18893
45.5,0.5,285.2196
45.5,1.5,283.99158
45.5,2.5,281.6663
45.5,3.5,282.4462
45.5,4.5,283.3139
45.5,5.5,281.95645
45.5,6.5,274.86572
45.5,7.5,279.41003
45.5,8.5,283.88156
45.5,9.5,284.1672
45.5,10.5,283.43625
45.5,11.5,284.03894
45.5,12.5,287.75818
45.5,13.5,286.37088
45.5,14.5,285.60562
45.5,15.5,282.29062
45.5,16.5,283.83157
45.5,17.5,285.70395
45.5,18.5,285.1171
45.5,19.5,285.5304
45.5,20.5,285.70026
45.5,21.5,284.61252
45.5,22.5,282.54196
45.5,23.5,284.18314
45.5,24.5,284.79865
45.5,25.5,283.04602
45.5,26.5,283.33127
45.5,27.5,284.9289
45.5,28.5,285.29135
45.5,29.5,285.86203
45.5,33.5,286.53027
45.5,34.5,285.48386
45.5,38.5,285.9096
45.5,39.5,285.66684
45.5,40.5,285.23907
45.5,41.5,284.61386
45.5,42.5,284.36328
45.5,43.5,284.8734
45.5,44.5,285.154
45.5,45.5,286.03125
45.5,46.5,286.33902
45.5,47.5,285.9116
45.5,53.5,286.7954
45.5,54.5,286.5259
45.5,55.5,286.00342
45.5,56.5,285.64877
45.5,57.5,285.27567
45.5,58.5,285.56808
45.5,59.5,285.23193
45.5,60.5,285.0668
45.5,61.5,285.20975
45.5,62.5,285.06296
45.5,63.5,284.7981
45.5,64.5,284.66052
45.5,65.5,284.71008
45.5,66.5,284.958
45.5,67.5,284.74155
45.5,68.5,284.28305
45.5,69.5,284.15616
45.5,70.5,283.97934
45.5,71.5,283.48007
45.5,72.5,283.15237
45.5,73.5,282.45438
45.5,74.5,283.2335
45.5,75.5,283.99612
45.5,76.5,284.07233
45.5,77.5,283.80594
45.5,78.5,281.75952
45.5,79.5,276.77338
45.5,80.5,274.00006
45.5,81.5,281.2746
45.5,82.5,279.5692
45.5,83.5,280.34097
45.5,84.5,281.27405
45.5,85.5,283.03998
45.5,86.5,283.22043
45.5,87.5,282.00986
45.5,88.5,280.84283
45.5,89.5,279.55716
45.5,90.5,277.54385
45.5,91.5,276.2884
45.5,92.5,275.057
45.5,93.5,271.59677
45.5,94.5,275.1933
45.5,95.5,275.30713
45.5,96.5,276.61066
45.5,97.5,272.7185
45.5,98.5,275.09363
45.5,99.5,276.31104
45.5,100.5,276.12234
45.5,101.5,276.36993
45.5,102.5,276.22052
45.5,103.5,277.3708
45.5,104.5,277.05426
45.5,105.5,276.6969
45.5,106.5,277.15652
45.5,107.5,277.13348
45.5,108.5,277.86517
45.5,109.5,278.4651
45.5,110.5,278.083
45.5,111.5,277.07303
45.5,112.5,276.14053
45.5,113.5,275.02872
45.5,114.5,274.60345
45.5,115.5,275.33826
45.5,116.5,275.4697
45.5,117.5,274.96893
45.5,118.5,274.795
45.5,119.5,274.14297
45.5,120.5,274.9564
45.5,121.5,278.13284
45.5,122.5,279.04272
45.5,123.5,278.94348
45.5,124.5,278.43732
45.5,125.5,277.69608
45.5,126.5,277.52505
45.5,127.5,277.48547
45.5,128.5,276.2616
45.5,129.5,276.4787
45.5,130.5,276.12088
45.5,131.5,276.5333
45.5,132.5,276.57172
45.5,133.5,275.98016
45.5,134.5,274.7829
45.5,135.5,273.21054
45.5,136.5,273.1563
46.5,-123.5,283.11136
46.5,-122.5,281.2315
46.5,-121.5,279.0355
46.5,-120.5,280.45004
46.5,-119.5,284.2022
46.5,-118.5,284.2816
46.5,-117.5,281.76205
46.5,-116.5,280.02374
46.5,-115.5,278.72452
46.5,-114.5,277.85403
46.5,-113.5,276.9758
46.5,-112.5,277.01505
46.5,-111.5,276.46808
46.5,-110.5,275.72623
46.5,-109.5,278.74573
46.5,-108.5,280.9569
46.5,-107.5,281.7127
46.5,-106.5,281.58456
46.5,-105.5,281.45425
46.5,-104.5,280.69708
46.5,-103.5,280.00565
46.5,-102.5,279.9813
46.5,-101.5,279.8296
46.5,-100.5,279.35712
46.5,-99.5,278.73218
46.5,-98.5,278.8777
46.5,-97.5,279.1862
46.5,-96.5,278.95065
46.5,-95.5,278.2436
46.5,-94.5,278.33554
46.5,-93.5,278.13348
46.5,-92.5,277.9815
