lat,lon,GLDAS_NOAH10_M_2_1_Tair_f_inst
7.5,126.5,297.12817
8.5,-82.5,295.20877
8.5,-81.5,299.51276
8.5,-80.5,298.1145
8.5,-78.5,298.53815
8.5,-77.5,299.54
8.5,-76.5,299.91483
8.5,-75.5,300.15366
8.5,-74.5,299.01498
8.5,-73.5,299.8958
8.5,-72.5,297.96072
8.5,-71.5,291.89816
8.5,-70.5,290.6207
8.5,-69.5,299.3372
8.5,-68.5,300.09225
8.5,-67.5,300.69815
8.5,-66.5,301.04688
8.5,-65.5,300.5912
8.5,-64.5,300.49243
8.5,-63.5,300.98682
8.5,-62.5,299.67755
8.5,-61.5,299.16806
8.5,-60.5,299.66992
8.5,-12.5,299.80368
8.5,-11.5,298.92368
8.5,-10.5,297.3226
8.5,-9.5,296.60907
8.5,-8.5,297.49097
8.5,-7.5,298.95712
8.5,-6.5,299.8562
8.5,-5.5,300.21536
8.5,-4.5,300.57816
8.5,-3.5,299.99158
8.5,-2.5,300.67133
8.5,-1.5,301.95502
8.5,-0.5,302.33322
8.5,0.5,300.39682
8.5,1.5,300.66217
8.5,2.5,300.8637
8.5,3.5,300.18347
8.5,4.5,300.09763
8.5,5.5,301.1335
8.5,6.5,301.44318
8.5,7.5,300.86792
8.5,8.5,300.50513
8.5,9.5,301.61517
8.5,10.5,301.45932
8.5,11.5,298.82587
8.5,12.5,300.16516
8.5,13.5,300.8839
8.5,14.5,300.6198
8.5,15.5,301.03665
8.5,16.5,301.5797
8.5,17.5,301.8188
8.5,18.5,301.97406
8.5,19.5,301.91254
8.5,20.5,300.92297
8.5,21.5,299.80142
8.5,22.5,298.9025
8.5,23.5,298.0794
8.5,24.5,298.05768
8.5,25.5,299.28317
8.5,26.5,300.89035
8.5,27.5,301.75314
8.5,28.5,302.53418
8.5,29.5,302.67325
8.5,30.5,302.4614
8.5,31.5,302.6103
8.5,32.5,303.06036
8.5,33.5,302.22842
8.5,34.5,298.4056
8.5,35.5,291.73822
8.5,36.5,290.5054
8.5,37.5,289.95074
8.5,38.5,291.26718
8.5,39.5,289.6116
8.5,40.5,293.69904
8.5,41.5,295.83548
8.5,42.5,297.29596
8.5,43.5,296.72504
8.5,44.5,297.58914
8.5,45.5,299.12787
8.5,46.5,299.94168
8.5,47.5,300.26813
8.5,48.5,299.94406
8.5,49.5,300.35965
8.5,77.5,302.58978
8.5,80.5,300.39624
8.5,98.5,300.16345
8.5,99.5,299.5328
8.5,123.5,298.77985
8.5,124.5,295.03387
8.5,125.5,296.1777
9.5,-83.5,298.81262
9.5,-79.5,299.95596
9.5,-75.5,300.373
9.5,-74.5,301.00714
9.5,-73.5,298.10233
9.5,-72.5,299.62885
9.5,-70.5,292.35608
9.5,-69.5,297.75378
9.5,-68.5,298.90714
9.5,-67.5,298.99213
9.5,-66.5,298.88492
9.5,-65.5,299.46017
9.5,-64.5,299.2544
9.5,-63.5,299.228
9.5,-62.5,299.87192
9.5,-61.5,300.16086
9.5,-13.5,299.47574
9.5,-12.5,299.51114
9.5,-11.5,298.44925
9.5,-10.5,298.13614
9.5,-9.5,298.16553
9.5,-8.5,298.91714
9.5,-7.5,299.58575
9.5,-6.5,300.02072
9.5,-5.5,300.7648
9.5,-4.5,301.14197
9.5,-3.5,301.05908
9.5,-2.5,301.8029
9.5,-1.5,302.28433
9.5,-0.5,302.60953
9.5,0.5,301.63077
9.5,1.5,300.3295
9.5,2.5,300.4512
9.5,3.5,300.352
9.5,4.5,301.50287
9.5,5.5,302.09494
9.5,6.5,301.55762
9.5,7.5,299.30722
9.5,8.5,297.22598
9.5,9.5,298.5403
9.5,10.5,300.50073
9.5,11.5,300.75708
9.5,12.5,301.71463
9.5,13.5,302.54132
9.5,14.5,301.9634
9.5,15.5,302.41653
9.5,16.5,302.95465
9.5,17.5,302.62646
9.5,18.5,302.99634
9.5,19.5,302.87326
9.5,20.5,302.46838
9.5,21.5,301.58313
9.5,22.5,300.84973
9.5,23.5,299.49368
9.5,24.5,300.1839
9.5,25.5,300.68274
9.5,26.5,301.65094
9.5,27.5,302.30664
9.5,28.5,302.875
9.5,29.5,303.0774
9.5,30.5,302.69467
9.5,31.5,302.9613
9.5,32.5,303.24753
9.5,33.5,301.98557
9.5,34.5,297.24222
9.5,35.5,296.2949
9.5,36.5,292.1473
9.5,37.5,291.98444
9.5,38.5,288.3867
9.5,39.5,293.7046
9.5,40.5,298.49274
9.5,41.5,296.25952
9.5,42.5,296.65973
9.5,43.5,294.84973
9.5,44.5,297.2438
9.5,45.5,297.54745
9.5,46.5,299.015
9.5,47.5,299.4031
9.5,48.5,298.9948
9.5,49.5,299.11935
9.5,50.5,299.7795
9.5,76.5,299.0953
9.5,77.5,300.00912
9.5,78.5,302.5638
9.5,98.5,299.10837
9.5,105.5,301.22678
10.5,-85.5,298.36227
10.5,-84.5,295.02026
10.5,-83.5,297.56033
10.5,-74.5,300.69272
10.5,-73.5,295.55374
10.5,-72.5,296.89554
10.5,-71.5,301.4735
10.5,-70.5,299.8156
10.5,-69.5,297.5963
10.5,-68.5,296.0454
10.5,-67.5,295.4936
10.5,-66.5,298.61572
10.5,-63.5,296.69952
10.5,-14.5,299.9182
10.5,-13.5,298.7853
10.5,-12.5,298.03052
10.5,-11.5,298.8639
10.5,-10.5,299.23138
10.5,-9.5,299.99695
10.5,-8.5,300.27667
10.5,-7.5,300.5749
10.5,-6.5,300.88055
10.5,-5.5,300.74866
10.5,-4.5,301.18207
10.5,-3.5,301.75558
10.5,-2.5,302.58197
10.5,-1.5,302.5556
10.5,-0.5,303.27176
10.5,0.5,302.38467
10.5,1.5,301.67328
10.5,2.5,301.08896
10.5,3.5,301.45337
10.5,4.5,301.55472
10.5,5.5,301.43683
10.5,6.5,300.37936
10.5,7.5,298.72147
10.5,8.5,298.0753
10.5,9.5,298.28195
10.5,10.5,300.6468
10.5,11.5,301.69998
10.5,12.5,299.9144
10.5,13.5,301.4506
10.5,14.5,302.7876
10.5,15.5,303.35922
10.5,16.5,303.4198
10.5,17.5,303.37943
10.5,18.5,302.61417
10.5,19.5,302.7167
10.5,20.5,302.86475
10.5,21.5,302.43274
10.5,22.5,301.64075
10.5,23.5,300.91345
10.5,24.5,301.30032
10.5,25.5,301.72437
10.5,26.5,302.0781
10.5,27.5,302.44244
10.5,28.5,302.73483
10.5,29.5,302.56442
10.5,30.5,302.20047
10.5,31.5,302.77332
10.5,32.5,303.08868
10.5,33.5,302.37793
10.5,34.5,300.26465
10.5,35.5,298.84933
10.5,36.5,291.77505
10.5,37.5,290.6718
10.5,38.5,290.35162
10.5,39.5,289.92145
10.5,40.5,300.56458
10.5,41.5,302.76904
10.5,42.5,300.64368
10.5,43.5,299.9554
10.5,45.5,300.40524
10.5,46.5,299.09348
10.5,47.5,297.66492
10.5,48.5,296.68555
10.5,49.5,298.5079
10.5,50.5,300.3166
10.5,76.5,298.7288
10.5,77.5,297.83664
10.5,78.5,301.77524
10.5,79.5,301.59543
10.5,98.5,299.77356
10.5,104.5,300.6037
10.5,105.5,301.20465
10.5,106.5,300.91766
10.5,123.5,298.6403
11.5,-85.5,299.84106
11.5,-84.5,298.45755
11.5,-72.5,300.5763
11.5,-69.5,299.34305
11.5,-15.5,300.44012
11.5,-14.5,300.66705
11.5,-13.5,300.31415
11.5,-12.5,298.82324
11.5,-11.5,299.26172
11.5,-10.5,300.0683
11.5,-9.5,300.49417
11.5,-8.5,301.1401
11.5,-7.5,301.4761
11.5,-6.5,301.53622
11.5,-5.5,301.42502
11.5,-4.5,301.93738
11.5,-3.5,302.4031
11.5,-2.5,302.4479
11.5,-1.5,302.3472
11.5,-0.5,303.36752
11.5,0.5,302.71155
11.5,1.5,302.3697
11.5,2.5,302.1268
11.5,3.5,302.32544
11.5,4.5,302.62372
11.5,5.5,301.41443
11.5,6.5,300.1449
11.5,7.5,299.39853
11.5,8.5,300.04385
11.5,9.5,300.61758
11.5,10.5,301.51797
11.5,11.5,302.25677
11.5,12.5,301.75046
11.5,13.5,302.6586
11.5,14.5,303.0281
11.5,15.5,303.298
11.5,16.5,303.84326
11.5,17.5,303.81744
11.5,18.5,302.39395
11.5,19.5,302.7646
11.5,20.5,302.84308
11.5,21.5,302.78876
11.5,22.5,302.26663
11.5,23.5,301.48157
11.5,24.5,301.52295
11.5,25.5,301.9921
11.5,26.5,302.2959
11.5,27.5,302.52057
11.5,28.5,302.4064
11.5,29.5,301.3337
11.5,30.5,300.81927
11.5,31.5,301.7235
11.5,32.5,303.15756
11.5,33.5,302.21793
11.5,34.5,301.36078
11.5,35.5,300.16162
11.5,36.5,294.76068
11.5,37.5,290.63834
11.5,38.5,291.06943
11.5,39.5,291.52805
11.5,40.5,302.2605
11.5,41.5,303.41046
11.5,42.5,300.96045
11.5,50.5,301.3956
11.5,76.5,298.3147
11.5,77.5,299.16693
11.5,78.5,300.60223
11.5,79.5,301.6593
11.5,99.5,299.45798
11.5,103.5,298.0511
11.5,104.5,300.11108
11.5,105.5,301.4862
11.5,106.5,300.2977
11.5,107.5,297.10062
11.5,108.5,297.5398
11.5,122.5,298.8685
12.5,-86.5,299.02863
12.5,-85.5,297.9136
12.5,-84.5,297.5887
12.5,-16.5,300.36456
12.5,-15.5,301.63467
12.5,-14.5,301.71866
12.5,-13.5,302.43054
12.5,-12.5,301.1199
12.5,-11.5,301.17712
12.5,-10.5,301.42307
12.5,-9.5,301.15186
12.5,-8.5,301.3043
12.5,-7.5,302.01764
12.5,-6.5,302.52255
12.5,-5.5,302.76016
12.5,-4.5,302.9179
12.5,-3.5,303.14178
12.5,-2.5,302.7016
12.5,-1.5,302.72818
12.5,-0.5,302.88034
12.5,0.5,302.81665
12.5,1.5,302.84622
12.5,2.5,302.68225
12.5,3.5,303.0884
12.5,4.5,302.91183
12.5,5.5,302.37726
12.5,6.5,301.92584
12.5,7.5,301.1803
12.5,8.5,301.4189
12.5,9.5,302.3721
12.5,10.5,303.3473
12.5,11.5,302.65335
12.5,12.5,302.8164
12.5,13.5,303.1204
12.5,14.5,302.80093
12.5,15.5,303.72388
12.5,16.5,303.79163
12.5,17.5,304.35788
12.5,18.5,303.76883
12.5,19.5,303.95575
12.5,20.5,303.59866
12.5,21.5,302.26663
12.5,22.5,301.04706
12.5,23.5,300.11475
12.5,24.5,299.23453
12.5,25.5,301.48062
12.5,26.5,302.0586
12.5,27.5,302.2344
12.5,28.5,301.93677
12.5,29.5,301.47836
12.5,30.5,301.8943
12.5,31.5,302.37622
12.5,32.5,303.83282
12.5,33.5,303.73605
12.5,34.5,303.46817
12.5,35.5,302.35953
12.5,36.5,298.01636
12.5,37.5,294.22644
12.5,38.5,293.5328
12.5,39.5,294.97986
12.5,40.5,303.48993
12.5,41.5,305.17047
12.5,42.5,303.5147
12.5,75.5,297.4633
12.5,76.5,296.99274
12.5,77.5,297.7058
12.5,78.5,298.61295
12.5,79.5,301.4744
12.5,98.5,299.9382
12.5,99.5,299.14044
12.5,102.5,298.65616
12.5,103.5,298.96732
12.5,104.5,300.8221
12.5,105.5,300.56067
12.5,106.5,299.7982
12.5,107.5,297.99695
12.5,108.5,295.93967
13.5,-89.5,297.32895
13.5,-88.5,299.57938
13.5,-87.5,297.05307
13.5,-86.5,295.31534
13.5,-85.5,295.9828
13.5,-84.5,297.7851
13.5,-16.5,300.23596
13.5,-15.5,302.41544
13.5,-14.5,302.7321
13.5,-13.5,303.0585
13.5,-12.5,303.0322
13.5,-11.5,302.63443
13.5,-10.5,302.39206
13.5,-9.5,302.01193
13.5,-8.5,301.50473
13.5,-7.5,302.0372
13.5,-6.5,302.72772
13.5,-5.5,303.21103
13.5,-4.5,303.15573
13.5,-3.5,303.62234
13.5,-2.5,303.33984
13.5,-1.5,303.22116
13.5,-0.5,303.5618
13.5,0.5,303.68314
13.5,1.5,303.68716
13.5,2.5,303.8643
13.5,3.5,303.74817
13.5,4.5,303.23346
13.5,5.5,303.00772
13.5,6.5,302.35352
13.5,7.5,302.26672
13.5,8.5,302.25363
13.5,9.5,302.76712
13.5,10.5,303.03177
13.5,11.5,303.66257
13.5,12.5,304.1978
13.5,13.5,301.70566
13.5,14.5,301.4969
13.5,15.5,303.1031
13.5,16.5,303.76593
13.5,17.5,304.03787
13.5,18.5,304.25095
13.5,19.5,304.70837
13.5,20.5,304.04056
13.5,21.5,301.68964
13.5,22.5,300.004
13.5,23.5,300.17294
13.5,24.5,299.27194
13.5,25.5,300.8258
13.5,26.5,301.30344
13.5,27.5,301.71112
13.5,28.5,301.50253
13.5,29.5,301.4726
13.5,30.5,302.78625
13.5,31.5,303.48276
13.5,32.5,303.831
13.5,33.5,304.32404
13.5,34.5,304.05566
13.5,35.5,302.96878
13.5,36.5,301.17276
13.5,37.5,299.13245
13.5,38.5,294.7163
13.5,39.5,295.54388
13.5,40.5,305.0763
13.5,41.5,305.82278
13.5,43.5,299.65628
13.5,44.5,296.39197
13.5,45.5,297.07758
13.5,46.5,298.26813
13.5,75.5,296.8455
13.5,76.5,297.79126
13.5,77.5,297.7328
13.5,78.5,298.87692
13.5,79.5,300.83862
13.5,98.5,297.99957
13.5,99.5,298.94678
13.5,100.5,301.84033
13.5,101.5,300.96948
13.5,102.5,300.46167
13.5,103.5,301.2034
13.5,104.5,300.74338
13.5,105.5,300.19806
13.5,106.5,299.83005
13.5,107.5,298.74478
13.5,108.5,296.2066
13.5,123.5,300.21097
14.5,-91.5,292.96783
14.5,-90.5,295.97437
14.5,-89.5,294.5514
14.5,-88.5,294.29507
14.5,-87.5,294.56235
14.5,-86.5,293.8786
14.5,-85.5,296.22464
14.5,-84.5,297.38925
14.5,-83.5,299.4989
14.5,-16.5,300.9866
14.5,-15.5,302.4459
14.5,-14.5,303.138
14.5,-13.5,303.54102
14.5,-12.5,303.72314
14.5,-11.5,303.20865
14.5,-10.5,302.71677
14.5,-9.5,302.6431
14.5,-8.5,302.4801
14.5,-7.5,302.64035
14.5,-6.5,303.19116
14.5,-5.5,303.86566
14.5,-4.5,304.5232
14.5,-3.5,303.8583
14.5,-2.5,303.85327
14.5,-1.5,304.11826
14.5,-0.5,304.22678
14.5,0.5,304.66867
14.5,1.5,304.38217
14.5,2.5,304.3893
14.5,3.5,304.27213
14.5,4.5,304.0207
14.5,5.5,303.15845
14.5,6.5,302.3973
14.5,7.5,302.61862
14.5,8.5,302.44516
14.5,9.5,302.35458
14.5,10.5,302.33496
14.5,11.5,303.0398
14.5,12.5,303.3907
14.5,13.5,302.30005
14.5,14.5,302.82507
14.5,15.5,303.0027
14.5,16.5,303.46634
14.5,17.5,303.77286
14.5,18.5,304.07068
14.5,19.5,304.17697
14.5,20.5,304.12436
14.5,21.5,301.24814
14.5,22.5,299.02042
14.5,23.5,299.93735
14.5,24.5,299.11267
14.5,25.5,299.16968
14.5,26.5,300.23868
14.5,27.5,300.59833
14.5,28.5,300.92575
14.5,29.5,301.80698
14.5,30.5,302.7176
14.5,31.5,303.62732
14.5,32.5,304.4014
14.5,33.5,304.52393
14.5,34.5,304.4367
14.5,35.5,304.072
14.5,36.5,303.26773
14.5,37.5,300.43945
14.5,38.5,295.62204
14.5,39.5,298.32797
14.5,40.5,304.76108
14.5,43.5,300.144
14.5,44.5,294.0652
14.5,45.5,296.0953
14.5,46.5,297.23413
14.5,47.5,297.4588
14.5,48.5,298.3012
14.5,74.5,297.98233
14.5,75.5,298.15247
14.5,76.5,299.1979
14.5,77.5,300.46188
14.5,78.5,300.6626
14.5,79.5,301.58008
14.5,98.5,298.24667
14.5,99.5,299.76263
14.5,100.5,301.64276
14.5,101.5,301.05493
14.5,102.5,299.6834
14.5,103.5,300.85855
14.5,104.5,300.53702
14.5,105.5,300.08084
14.5,106.5,298.0621
14.5,107.5,296.59387
14.5,108.5,296.68127
14.5,121.5,299.6293
15.5,-92.5,298.2346
15.5,-91.5,294.4859
15.5,-90.5,293.78876
15.5,-89.5,295.41437
15.5,-88.5,296.442
15.5,-87.5,296.92108
15.5,-86.5,294.7252
15.5,-85.5,296.69696
15.5,-84.5,298.39948
15.5,-16.5,299.71133
15.5,-15.5,302.34415
15.5,-14.5,303.39868
15.5,-13.5,303.97195
15.5,-12.5,304.18015
15.5,-11.5,303.277
15.5,-10.5,302.82086
15.5,-9.5,302.82153
15.5,-8.5,303.1405
15.5,-7.5,303.32162
15.5,-6.5,303.52393
15.5,-5.5,303.92258
15.5,-4.5,304.64954
15.5,-3.5,304.54053
15.5,-2.5,303.62814
15.5,-1.5,303.9991
15.5,-0.5,304.22485
15.5,0.5,304.35114
15.5,1.5,304.32846
15.5,2.5,304.27228
15.5,3.5,304.33258
15.5,4.5,304.03488
15.5,5.5,303.20773
15.5,6.5,302.47934
15.5,7.5,302.44788
15.5,8.5,302.25046
15.5,9.5,302.15234
15.5,10.5,302.19775
15.5,11.5,302.63748
15.5,12.5,303.05444
15.5,13.5,302.80585
15.5,14.5,302.59238
15.5,15.5,302.8714
15.5,16.5,303.1783
15.5,17.5,303.3705
15.5,18.5,303.56296
15.5,19.5,303.62238
15.5,20.5,303.78918
15.5,21.5,301.66476
15.5,22.5,299.576
15.5,23.5,298.9699
15.5,24.5,298.7654
15.5,25.5,299.09836
15.5,26.5,298.58633
15.5,27.5,299.64197
15.5,28.5,300.73807
15.5,29.5,301.3354
15.5,30.5,301.74332
15.5,31.5,302.84174
15.5,32.5,303.6998
15.5,33.5,304.49158
15.5,34.5,304.4875
15.5,35.5,304.6829
15.5,36.5,304.07968
15.5,37.5,302.083
15.5,38.5,296.63364
15.5,39.5,297.7038
15.5,43.5,298.8963
15.5,44.5,295.27524
15.5,45.5,299.29105
15.5,46.5,300.84637
15.5,47.5,299.58444
15.5,48.5,298.7366
15.5,49.5,298.79803
15.5,50.5,298.98785
15.5,51.5,298.28146
15.5,74.5,298.32803
15.5,75.5,299.13406
15.5,76.5,299.84933
15.5,77.5,301.5517
15.5,78.5,300.57727
15.5,79.5,301.70193
15.5,98.5,296.97318
15.5,99.5,298.2157
15.5,100.5,301.62274
15.5,101.5,300.49612
15.5,102.5,300.88998
15.5,103.5,300.89862
15.5,104.5,300.64923
15.5,105.5,299.4468
15.5,106.5,296.07434
15.5,107.5,294.2282
15.5,108.5,296.73712
15.5,120.5,298.88614
15.5,121.5,297.73022
16.5,-98.5,297.62823
16.5,-97.5,293.74158
16.5,-96.5,290.29636
16.5,-95.5,294.91553
16.5,-94.5,296.85623
16.5,-93.5,295.7443
16.5,-92.5,293.94943
16.5,-91.5,292.99182
16.5,-90.5,297.23254
16.5,-89.5,297.2746
16.5,-88.5,297.24173
16.5,-15.5,302.27835
16.5,-14.5,303.77362
16.5,-13.5,304.99316
16.5,-12.5,304.43658
16.5,-11.5,303.17673
16.5,-10.5,303.2341
16.5,-9.5,303.2685
16.5,-8.5,303.40903
16.5,-7.5,303.4055
16.5,-6.5,303.0189
16.5,-5.5,303.2401
16.5,-4.5,303.5245
16.5,-3.5,304.3026
16.5,-2.5,304.10083
16.5,-1.5,304.14133
16.5,-0.5,304.08023
16.5,0.5,304.36993
16.5,1.5,304.0082
16.5,2.5,303.68207
16.5,3.5,303.62576
16.5,4.5,303.5332
16.5,5.5,303.21326
16.5,6.5,302.8208
16.5,7.5,302.7222
16.5,8.5,302.1274
16.5,9.5,301.74496
16.5,10.5,301.8793
16.5,11.5,301.86832
16.5,12.5,302.3094
16.5,13.5,302.4346
16.5,14.5,302.86185
16.5,15.5,303.1645
16.5,16.5,303.2158
16.5,17.5,303.16498
16.5,18.5,303.11276
16.5,19.5,302.83212
16.5,20.5,302.81332
16.5,21.5,302.28336
16.5,22.5,299.58746
16.5,23.5,298.10495
16.5,24.5,298.8759
16.5,25.5,299.28378
16.5,26.5,299.3142
16.5,27.5,299.71878
16.5,28.5,300.76794
16.5,29.5,301.11078
16.5,30.5,300.91785
16.5,31.5,302.43906
16.5,32.5,303.23517
16.5,33.5,303.59418
16.5,34.5,304.24332
16.5,35.5,304.50317
16.5,36.5,303.18964
16.5,37.5,302.74356
16.5,38.5,301.3988
16.5,43.5,298.31165
16.5,44.5,296.88272
16.5,45.5,299.34055
16.5,46.5,300.75516
16.5,47.5,299.99063
16.5,48.5,300.49316
16.5,49.5,301.19757
16.5,50.5,299.8987
16.5,51.5,299.43994
16.5,52.5,295.78586
16.5,73.5,298.66388
16.5,74.5,297.98746
16.5,75.5,299.85645
16.5,76.5,300.95392
16.5,77.5,301.02383
16.5,78.5,300.13583
16.5,79.5,301.19064
16.5,80.5,301.43817
16.5,81.5,301.233
16.5,94.5,300.64676
16.5,95.5,300.79907
16.5,97.5,300.5402
16.5,98.5,298.03778
16.5,99.5,298.96164
16.5,100.5,299.96616
16.5,101.5,299.8186
16.5,102.5,300.29205
16.5,103.5,300.2806
16.5,104.5,299.51004
16.5,105.5,298.68344
16.5,106.5,295.9521
16.5,107.5,295.78452
16.5,120.5,296.20032
16.5,121.5,295.1252
17.5,-100.5,296.6446
17.5,-99.5,296.922
17.5,-98.5,292.9954
17.5,-97.5,290.9553
17.5,-96.5,293.57727
17.5,-95.5,295.31863
17.5,-94.5,296.64972
17.5,-93.5,295.5358
17.5,-92.5,295.13876
17.5,-91.5,296.7032
17.5,-90.5,298.23193
17.5,-89.5,297.65
17.5,-88.5,298.1536
17.5,-15.5,301.7794
17.5,-14.5,303.38593
17.5,-13.5,304.1503
17.5,-12.5,304.03796
17.5,-11.5,303.41473
17.5,-10.5,303.39728
17.5,-9.5,303.2937
17.5,-8.5,303.34595
17.5,-7.5,303.1866
17.5,-6.5,302.81198
17.5,-5.5,302.6855
17.5,-4.5,302.6577
17.5,-3.5,302.9624
17.5,-2.5,303.74026
17.5,-1.5,304.0191
17.5,-0.5,303.95096
17.5,0.5,303.86728
17.5,1.5,303.53073
17.5,2.5,302.82086
17.5,3.5,302.82196
17.5,4.5,303.02304
17.5,5.5,303.11578
17.5,6.5,302.8633
17.5,7.5,302.65952
17.5,8.5,300.50244
17.5,9.5,299.97656
17.5,10.5,301.2259
17.5,11.5,301.6322
17.5,12.5,301.5021
17.5,13.5,301.48462
17.5,14.5,302.17035
17.5,15.5,302.70792
17.5,16.5,302.94928
17.5,17.5,302.84598
17.5,18.5,302.53772
17.5,19.5,302.32825
17.5,20.5,302.23407
17.5,21.5,301.6142
17.5,22.5,299.85095
17.5,23.5,298.3902
17.5,24.5,299.06387
17.5,25.5,299.76828
17.5,26.5,299.9438
17.5,27.5,299.72836
17.5,28.5,300.54214
17.5,29.5,300.75107
17.5,30.5,301.15353
17.5,31.5,302.00565
17.5,32.5,302.22064
17.5,33.5,302.99203
17.5,34.5,303.98093
17.5,35.5,303.83624
17.5,36.5,302.0883
17.5,37.5,300.27042
17.5,38.5,299.26538
17.5,42.5,301.06177
17.5,43.5,297.23187
17.5,44.5,297.5744
17.5,45.5,299.9782
17.5,46.5,300.72858
17.5,47.5,301.126
17.5,48.5,301.78613
17.5,49.5,302.19662
17.5,50.5,301.6258
17.5,51.5,300.23193
17.5,52.5,300.71255
17.5,53.5,299.54865
17.5,54.5,299.78387
17.5,73.5,297.06888
17.5,74.5,299.04123
17.5,75.5,300.6941
17.5,76.5,300.87085
17.5,77.5,300.06073
17.5,78.5,299.84637
17.5,79.5,300.77728
17.5,80.5,300.72412
17.5,81.5,300.44876
17.5,82.5,298.25082
17.5,95.5,300.295
17.5,96.5,300.07254
17.5,97.5,297.61533
17.5,98.5,297.34726
17.5,99.5,299.55573
17.5,100.5,299.0311
17.5,101.5,297.91992
17.5,102.5,299.68726
17.5,103.5,299.69516
17.5,104.5,298.3883
17.5,105.5,295.68762
17.5,106.5,296.6008
17.5,120.5,295.72824
17.5,121.5,294.90634
18.5,-103.5,294.89258
18.5,-102.5,299.83252
18.5,-101.5,297.91187
18.5,-100.5,296.24405
18.5,-99.5,294.45682
18.5,-98.5,293.2116
18.5,-97.5,290.22726
18.5,-96.5,294.036
18.5,-95.5,297.71103
18.5,-92.5,299.40662
18.5,-91.5,299.29507
18.5,-90.5,298.83344
18.5,-89.5,298.31876
18.5,-88.5,298.56403
18.5,-72.5,297.49805
18.5,-71.5,295.0587
18.5,-70.5,296.56677
18.5,-69.5,298.28247
18.5,-15.5,301.9385
18.5,-14.5,303.2108
18.5,-13.5,303.4884
18.5,-12.5,303.14468
18.5,-11.5,302.41885
18.5,-10.5,302.6684
18.5,-9.5,302.6428
18.5,-8.5,302.6272
18.5,-7.5,302.6151
18.5,-6.5,302.7522
18.5,-5.5,302.84012
18.5,-4.5,302.5845
18.5,-3.5,302.91534
18.5,-2.5,303.29517
18.5,-1.5,303.47208
18.5,-0.5,302.98218
18.5,0.5,303.09354
18.5,1.5,302.98877
18.5,2.5,302.6472
18.5,3.5,302.8428
18.5,4.5,302.7063
18.5,5.5,302.4808
18.5,6.5,302.44714
18.5,7.5,302.25705
18.5,8.5,298.5638
18.5,9.5,299.81894
18.5,10.5,300.9194
18.5,11.5,301.26474
18.5,12.5,301.01627
18.5,13.5,301.12793
18.5,14.5,301.64328
18.5,15.5,301.81284
18.5,16.5,301.90076
18.5,17.5,301.69067
18.5,18.5,301.65988
18.5,19.5,301.07977
18.5,20.5,300.98486
18.5,21.5,300.31644
18.5,22.5,299.65802
18.5,23.5,298.72577
18.5,24.5,298.56458
18.5,25.5,299.31076
18.5,26.5,299.37424
18.5,27.5,298.8157
18.5,28.5,300.07
18.5,29.5,300.89142
18.5,30.5,301.5604
18.5,31.5,302.1324
18.5,32.5,301.91434
18.5,33.5,302.27628
18.5,34.5,303.48282
18.5,35.5,302.92697
18.5,36.5,299.91135
18.5,37.5,300.08682
18.5,41.5,302.26663
18.5,42.5,298.0749
18.5,43.5,295.30588
18.5,44.5,298.8522
18.5,45.5,300.0122
18.5,46.5,300.92923
18.5,47.5,301.58185
18.5,48.5,302.2575
18.5,49.5,302.77942
18.5,50.5,302.6672
18.5,51.5,302.6739
18.5,52.5,302.89996
18.5,53.5,302.23987
18.5,54.5,302.44366
18.5,55.5,301.5508
18.5,56.5,299.665
18.5,73.5,299.5862
18.5,74.5,299.17288
18.5,75.5,300.09842
18.5,76.5,300.2778
18.5,77.5,300.44366
18.5,78.5,300.75705
18.5,79.5,300.8644
18.5,80.5,300.21057
18.5,81.5,299.3239
18.5,82.5,297.29358
18.5,83.5,298.65536
18.5,94.5,297.08902
18.5,95.5,299.2381
18.5,96.5,297.0179
18.5,97.5,295.38004
18.5,98.5,296.97974
18.5,99.5,297.58264
18.5,100.5,298.46216
18.5,101.5,296.09332
18.5,102.5,296.35382
18.5,103.5,296.92035
18.5,104.5,295.1802
18.5,105.5,294.94772
18.5,109.5,297.0029
19.5,-155.5,300.60263
19.5,-104.5,295.52087
19.5,-103.5,294.23438
19.5,-102.5,293.3437
19.5,-101.5,293.0771
19.5,-100.5,290.5734
19.5,-99.5,288.0756
19.5,-98.5,286.99573
19.5,-97.5,288.82962
19.5,-96.5,293.94977
19.5,-90.5,299.2877
19.5,-89.5,298.56268
19.5,-88.5,298.5749
19.5,-72.5,298.7897
19.5,-71.5,295.75882
19.5,-70.5,297.36215
19.5,-15.5,302.20328
19.5,-14.5,302.8372
19.5,-13.5,303.1276
19.5,-12.5,302.87558
19.5,-11.5,302.40723
19.5,-10.5,301.59973
19.5,-9.5,301.7271
19.5,-8.5,302.13605
19.5,-7.5,302.3014
19.5,-6.5,302.49994
19.5,-5.5,302.69916
19.5,-4.5,302.78098
19.5,-3.5,302.83115
19.5,-2.5,303.01303
19.5,-1.5,303.182
19.5,-0.5,302.7479
19.5,0.5,302.746
19.5,1.5,302.17038
19.5,2.5,301.9557
19.5,3.5,302.40228
19.5,4.5,302.29584
19.5,5.5,302.12955
19.5,6.5,302.0858
19.5,7.5,301.75528
19.5,8.5,298.34268
19.5,9.5,299.21106
19.5,10.5,300.56525
19.5,11.5,300.9327
