Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6455010,MALARIA_PF_INDIG,COUNTRY,PAN,AMR,Americas,YEAR,2017,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
6948438,MALARIA_PF_INDIG,COUNTRY,GTM,AMR,Americas,YEAR,2023,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
7240191,MALARIA_PF_INDIG,REGION,AMR,,,YEAR,2017,,,,,,,,,157 345,157345,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
7286905,MALARIA_PF_INDIG,COUNTRY,PER,AMR,Americas,YEAR,2015,,,,,,,,,12 569,12569,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
2431908,MALARIA_PF_INDIG,COUNTRY,KOR,WPR,Western Pacific,YEAR,2023,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
9323607,MALARIA_PF_INDIG,COUNTRY,KGZ,EUR,Europe,YEAR,2016,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
838535,MALARIA_PF_INDIG,COUNTRY,CAF,AFR,Africa,YEAR,2022,,,,,,,,,2 247 250,2247250,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8072244,MALARIA_PF_INDIG,COUNTRY,VNM,WPR,Western Pacific,YEAR,2023,,,,,,,,,60,60,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
3259343,MALARIA_PF_INDIG,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2017,,,,,,,,,109 849,109849,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
8565371,MALARIA_PF_INDIG,COUNTRY,PER,AMR,Americas,YEAR,2018,,,,,,,,,9438,9438,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
3686542,MALARIA_PF_INDIG,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2022,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
5521321,MALARIA_PF_INDIG,COUNTRY,GEO,EUR,Europe,YEAR,2015,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
9330335,MALARIA_PF_INDIG,COUNTRY,PHL,WPR,Western Pacific,YEAR,2015,,,,,,,,,4769,4769,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4635343,MALARIA_PF_INDIG,COUNTRY,AZE,EUR,Europe,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
611923,MALARIA_PF_INDIG,COUNTRY,TZA,AFR,Africa,YEAR,2022,,,,,,,,,3 654 393,3654393,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
2765963,MALARIA_PF_INDIG,COUNTRY,ZAF,AFR,Africa,YEAR,2015,,,,,,,,,4946,4946,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
3199359,MALARIA_PF_INDIG,COUNTRY,BOL,AMR,Americas,YEAR,2021,,,,,,,,,165,165,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
1625820,MALARIA_PF_INDIG,COUNTRY,COM,AFR,Africa,YEAR,2021,,,,,,,,,10 537,10537,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4842064,MALARIA_PF_INDIG,COUNTRY,TKM,EUR,Europe,YEAR,2017,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
3326191,MALARIA_PF_INDIG,COUNTRY,GUF,AMR,Americas,YEAR,2022,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8518645,MALARIA_PF_INDIG,COUNTRY,ARG,AMR,Americas,YEAR,2022,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
3693334,MALARIA_PF_INDIG,COUNTRY,VEN,AMR,Americas,YEAR,2021,,,,,,,,,23 428,23428,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
3739955,MALARIA_PF_INDIG,COUNTRY,SUR,AMR,Americas,YEAR,2018,,,,,,,,,5,5,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
5581220,MALARIA_PF_INDIG,COUNTRY,VEN,AMR,Americas,YEAR,2017,,,,,,,,,69 076,69076,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
7226987,MALARIA_PF_INDIG,COUNTRY,BEN,AFR,Africa,YEAR,2015,,,,,,,,,1 721 626,1721626,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
9270338,MALARIA_PF_INDIG,COUNTRY,MDG,AFR,Africa,YEAR,2021,,,,,,,,,2 338 900,2338900,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
8651751,MALARIA_PF_INDIG,COUNTRY,GNB,AFR,Africa,YEAR,2022,,,,,,,,,185 156,185156,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
240822,MALARIA_PF_INDIG,COUNTRY,NAM,AFR,Africa,YEAR,2015,,,,,,,,,9162,9162,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
5661510,MALARIA_PF_INDIG,COUNTRY,KOR,WPR,Western Pacific,YEAR,2015,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
7393697,MALARIA_PF_INDIG,COUNTRY,TGO,AFR,Africa,YEAR,2017,,,,,,,,,1 756 331,1756331,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
2298581,MALARIA_PF_INDIG,COUNTRY,RWA,AFR,Africa,YEAR,2018,,,,,,,,,4 231 883,4231883,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
5915216,MALARIA_PF_INDIG,COUNTRY,CRI,AMR,Americas,YEAR,2023,,,,,,,,,501,501,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
6408664,MALARIA_PF_INDIG,COUNTRY,TUR,EUR,Europe,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
1518980,MALARIA_PF_INDIG,COUNTRY,HTI,AMR,Americas,YEAR,2018,,,,,,,,,8828,8828,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
439193,MALARIA_PF_INDIG,GLOBAL,GLOBAL,,,YEAR,2015,,,,,,,,,44 786 163,44786163,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4355751,MALARIA_PF_INDIG,COUNTRY,ZAF,AFR,Africa,YEAR,2020,,,,,,,,,4463,4463,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
4622153,MALARIA_PF_INDIG,COUNTRY,BDI,AFR,Africa,YEAR,2021,,,,,,,,,6 615 714,6615714,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
5135830,MALARIA_PF_INDIG,COUNTRY,ARG,AMR,Americas,YEAR,2017,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
2192086,MALARIA_PF_INDIG,COUNTRY,GNB,AFR,Africa,YEAR,2023,,,,,,,,,118 080,118080,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
9016753,MALARIA_PF_INDIG,COUNTRY,CPV,AFR,Africa,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
5981954,MALARIA_PF_INDIG,COUNTRY,PRY,AMR,Americas,YEAR,2015,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
6102107,MALARIA_PF_INDIG,COUNTRY,SLB,WPR,Western Pacific,YEAR,2023,,,,,,,,,33 392,33392,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
4868964,MALARIA_PF_INDIG,REGION,EUR,,,YEAR,2020,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
5162577,MALARIA_PF_INDIG,COUNTRY,CPV,AFR,Africa,YEAR,2022,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
2245357,MALARIA_PF_INDIG,COUNTRY,COL,AMR,Americas,YEAR,2022,,,,,,,,,27 776,27776,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
632054,MALARIA_PF_INDIG,COUNTRY,MEX,AMR,Americas,YEAR,2023,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
2445532,MALARIA_PF_INDIG,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
2638866,MALARIA_PF_INDIG,COUNTRY,ZAF,AFR,Africa,YEAR,2018,,,,,,,,,9562,9562,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
8943891,MALARIA_PF_INDIG,COUNTRY,KOR,WPR,Western Pacific,YEAR,2016,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
5788488,MALARIA_PF_INDIG,COUNTRY,AGO,AFR,Africa,YEAR,2016,,,,,,,,,3 794 253,3794253,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
4302641,MALARIA_PF_INDIG,COUNTRY,ARM,EUR,Europe,YEAR,2016,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
6235620,MALARIA_PF_INDIG,COUNTRY,KGZ,EUR,Europe,YEAR,2017,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
6728732,MALARIA_PF_INDIG,COUNTRY,VNM,WPR,Western Pacific,YEAR,2018,,,,,,,,,2966,2966,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
785457,MALARIA_PF_INDIG,COUNTRY,MWI,AFR,Africa,YEAR,2020,,,,,,,,,7 078 271,7078271,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
2538891,MALARIA_PF_INDIG,COUNTRY,KEN,AFR,Africa,YEAR,2015,,,,,,,,,1 499 027,1499027,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
8412471,MALARIA_PF_INDIG,GLOBAL,GLOBAL,,,YEAR,2021,,,,,,,,,148 948 940,148948940,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
7233902,MALARIA_PF_INDIG,COUNTRY,STP,AFR,Africa,YEAR,2022,,,,,,,,,3970,3970,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8983544,MALARIA_PF_INDIG,COUNTRY,STP,AFR,Africa,YEAR,2020,,,,,,,,,1933,1933,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
3940506,MALARIA_PF_INDIG,COUNTRY,KGZ,EUR,Europe,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
4282889,MALARIA_PF_INDIG,COUNTRY,ARG,AMR,Americas,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
925745,MALARIA_PF_INDIG,COUNTRY,MOZ,AFR,Africa,YEAR,2018,,,,,,,,,9 292 928,9292928,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
4429111,MALARIA_PF_INDIG,COUNTRY,CPV,AFR,Africa,YEAR,2015,,,,,,,,,7,7,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
8538975,MALARIA_PF_INDIG,COUNTRY,GUY,AMR,Americas,YEAR,2016,,,,,,,,,3576,3576,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
9190519,MALARIA_PF_INDIG,COUNTRY,PNG,WPR,Western Pacific,YEAR,2021,,,,,,,,,181 927,181927,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
7793147,MALARIA_PF_INDIG,COUNTRY,PNG,WPR,Western Pacific,YEAR,2022,,,,,,,,,254 496,254496,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
4902457,MALARIA_PF_INDIG,REGION,AMR,,,YEAR,2016,,,,,,,,,150 943,150943,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
8619037,MALARIA_PF_INDIG,COUNTRY,GEO,EUR,Europe,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
6802325,MALARIA_PF_INDIG,COUNTRY,SLE,AFR,Africa,YEAR,2020,,,,,,,,,725 006,725006,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
