Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4198785,MALARIA_IMPORTED,REGION,AFR,,,YEAR,2019,,,,,,,,,25 288,25288,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
3558993,MALARIA_IMPORTED,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2017,,,,,,,,,19,19,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
7139985,MALARIA_IMPORTED,COUNTRY,HND,AMR,Americas,YEAR,2022,,,,,,,,,36,36,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8324913,MALARIA_IMPORTED,COUNTRY,GMB,AFR,Africa,YEAR,2023,,,,,,,,,166,166,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
4934786,MALARIA_IMPORTED,COUNTRY,NIC,AMR,Americas,YEAR,2021,,,,,,,,,64,64,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
2124984,MALARIA_IMPORTED,COUNTRY,GUF,AMR,Americas,YEAR,2017,,,,,,,,,43,43,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5474015,MALARIA_IMPORTED,COUNTRY,SWZ,AFR,Africa,YEAR,2019,,,,,,,,,337,337,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
8929576,MALARIA_IMPORTED,COUNTRY,KGZ,EUR,Europe,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
4315109,MALARIA_IMPORTED,COUNTRY,SUR,AMR,Americas,YEAR,2015,,,,,,,,,295,295,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
67125,MALARIA_IMPORTED,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2017,,,,,,,,,38,38,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
7479973,MALARIA_IMPORTED,COUNTRY,PRY,AMR,Americas,YEAR,2020,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
2377996,MALARIA_IMPORTED,COUNTRY,DOM,AMR,Americas,YEAR,2021,,,,,,,,,7,7,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
2458137,MALARIA_IMPORTED,REGION,EUR,,,YEAR,2020,,,,,,,,,142,142,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
2878614,MALARIA_IMPORTED,COUNTRY,GUY,AMR,Americas,YEAR,2020,,,,,,,,,51,51,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
2745414,MALARIA_IMPORTED,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2018,,,,,,,,,41,41,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
1198268,MALARIA_IMPORTED,COUNTRY,KOR,WPR,Western Pacific,YEAR,2019,,,,,,,,,74,74,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
8338402,MALARIA_IMPORTED,COUNTRY,DZA,AFR,Africa,YEAR,2015,,,,,,,,,727,727,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
3946484,MALARIA_IMPORTED,COUNTRY,TKM,EUR,Europe,YEAR,2020,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
412024,MALARIA_IMPORTED,COUNTRY,STP,AFR,Africa,YEAR,2023,,,,,,,,,20,20,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
7253167,MALARIA_IMPORTED,COUNTRY,VEN,AMR,Americas,YEAR,2020,,,,,,,,,1356,1356,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
1718730,MALARIA_IMPORTED,COUNTRY,MEX,AMR,Americas,YEAR,2015,,,,,,,,,34,34,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
5374818,MALARIA_IMPORTED,COUNTRY,SLV,AMR,Americas,YEAR,2018,,,,,,,,,2,2,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
8829872,MALARIA_IMPORTED,COUNTRY,ZAF,AFR,Africa,YEAR,2019,,,,,,,,,8890,8890,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
9022848,MALARIA_IMPORTED,COUNTRY,HND,AMR,Americas,YEAR,2017,,,,,,,,,10,10,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
9229914,MALARIA_IMPORTED,REGION,EUR,,,YEAR,2019,,,,,,,,,293,293,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
9570016,MALARIA_IMPORTED,COUNTRY,DZA,AFR,Africa,YEAR,2021,,,,,,,,,1164,1164,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
6181609,MALARIA_IMPORTED,COUNTRY,ECU,AMR,Americas,YEAR,2016,,,,,,,,,233,233,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
173786,MALARIA_IMPORTED,COUNTRY,TZA,AFR,Africa,YEAR,2018,,,,,,,,,1754,1754,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
2825612,MALARIA_IMPORTED,COUNTRY,DZA,AFR,Africa,YEAR,2017,,,,,,,,,446,446,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
8211891,MALARIA_IMPORTED,COUNTRY,SLV,AMR,Americas,YEAR,2019,,,,,,,,,3,3,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
3806285,MALARIA_IMPORTED,COUNTRY,VUT,WPR,Western Pacific,YEAR,2017,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5667810,MALARIA_IMPORTED,REGION,SEAR,,,YEAR,2017,,,,,,,,,4817,4817,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
8750389,MALARIA_IMPORTED,COUNTRY,TKM,EUR,Europe,YEAR,2016,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
2978818,MALARIA_IMPORTED,COUNTRY,CHN,WPR,Western Pacific,YEAR,2019,,,,,,,,,2486,2486,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
1398830,MALARIA_IMPORTED,COUNTRY,CPV,AFR,Africa,YEAR,2022,,,,,,,,,26,26,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
7107129,MALARIA_IMPORTED,COUNTRY,HND,AMR,Americas,YEAR,2016,,,,,,,,,3,3,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
7932638,MALARIA_IMPORTED,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
9656835,MALARIA_IMPORTED,COUNTRY,SUR,AMR,Americas,YEAR,2022,,,,,,,,,60,60,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
2251699,MALARIA_IMPORTED,COUNTRY,UZB,EUR,Europe,YEAR,2016,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
4861987,MALARIA_IMPORTED,REGION,AFR,,,YEAR,2017,,,,,,,,,20 106,20106,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
3746532,MALARIA_IMPORTED,COUNTRY,ARG,AMR,Americas,YEAR,2019,,,,,,,,,22,22,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
5968374,MALARIA_IMPORTED,COUNTRY,TZA,AFR,Africa,YEAR,2019,,,,,,,,,3286,3286,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
5794884,MALARIA_IMPORTED,REGION,AFR,,,YEAR,2021,,,,,,,,,14 597,14597,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
6941850,MALARIA_IMPORTED,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2017,,,,,,,,,57,57,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
8877024,MALARIA_IMPORTED,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2016,,,,,,,,,611,611,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
9337045,MALARIA_IMPORTED,COUNTRY,BLZ,AMR,Americas,YEAR,2015,,,,,,,,,4,4,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
1585697,MALARIA_IMPORTED,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2023,,,,,,,,,4,4,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
2065526,MALARIA_IMPORTED,COUNTRY,VEN,AMR,Americas,YEAR,2023,,,,,,,,,1377,1377,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
9009923,MALARIA_IMPORTED,COUNTRY,TJK,EUR,Europe,YEAR,2016,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
9043330,MALARIA_IMPORTED,COUNTRY,NAM,AFR,Africa,YEAR,2022,,,,,,,,,1548,1548,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
605273,MALARIA_IMPORTED,COUNTRY,BRA,AMR,Americas,YEAR,2022,,,,,,,,,2254,2254,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
7665784,MALARIA_IMPORTED,COUNTRY,DZA,AFR,Africa,YEAR,2019,,,,,,,,,1014,1014,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
8345594,MALARIA_IMPORTED,REGION,WPR,,,YEAR,2019,,,,,,,,,4860,4860,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
3720093,MALARIA_IMPORTED,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2018,,,,,,,,,539,539,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
1832617,MALARIA_IMPORTED,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2015,,,,,,,,,632,632,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
2231868,MALARIA_IMPORTED,REGION,EMR,,,YEAR,2021,,,,,,,,,3291,3291,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
5841742,MALARIA_IMPORTED,COUNTRY,COL,AMR,Americas,YEAR,2017,,,,,,,,,1297,1297,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5968574,MALARIA_IMPORTED,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2022,,,,,,,,,3,3,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
2525393,MALARIA_IMPORTED,REGION,SEAR,,,YEAR,2016,,,,,,,,,6442,6442,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
6048593,MALARIA_IMPORTED,COUNTRY,BRA,AMR,Americas,YEAR,2023,,,,,,,,,2564,2564,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
1359088,MALARIA_IMPORTED,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,2517,2517,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
2112475,MALARIA_IMPORTED,COUNTRY,BWA,AFR,Africa,YEAR,2016,,,,,,,,,64,64,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
865528,MALARIA_IMPORTED,COUNTRY,ARM,EUR,Europe,YEAR,2023,,,,,,,,,2,2,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
4416022,MALARIA_IMPORTED,COUNTRY,SEN,AFR,Africa,YEAR,2018,,,,,,,,,292,292,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
7966169,MALARIA_IMPORTED,REGION,WPR,,,YEAR,2021,,,,,,,,,294,294,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
1485665,MALARIA_IMPORTED,COUNTRY,KHM,WPR,Western Pacific,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
392586,MALARIA_IMPORTED,COUNTRY,SEN,AFR,Africa,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
6195500,MALARIA_IMPORTED,REGION,AFR,,,YEAR,2015,,,,,,,,,13 867,13867,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
3893725,MALARIA_IMPORTED,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2021,,,,,,,,,25,25,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4435730,MALARIA_IMPORTED,COUNTRY,KGZ,EUR,Europe,YEAR,2015,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
1505830,MALARIA_IMPORTED,COUNTRY,ECU,AMR,Americas,YEAR,2018,,,,,,,,,153,153,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
2732864,MALARIA_IMPORTED,COUNTRY,ECU,AMR,Americas,YEAR,2019,,,,,,,,,106,106,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
7008315,MALARIA_IMPORTED,COUNTRY,CPV,AFR,Africa,YEAR,2020,,,,,,,,,10,10,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
3873712,MALARIA_IMPORTED,REGION,SEAR,,,YEAR,2015,,,,,,,,,10 646,10646,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4529048,MALARIA_IMPORTED,COUNTRY,BLZ,AMR,Americas,YEAR,2021,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4629106,MALARIA_IMPORTED,COUNTRY,NAM,AFR,Africa,YEAR,2021,,,,,,,,,759,759,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
8691729,MALARIA_IMPORTED,COUNTRY,KOR,WPR,Western Pacific,YEAR,2022,,,,,,,,,38,38,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8977218,MALARIA_IMPORTED,COUNTRY,PER,AMR,Americas,YEAR,2023,,,,,,,,,11,11,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
