Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8984203,MALARIA_TOTAL_CASES,COUNTRY,GIN,AFR,Africa,YEAR,2015,,,,,,,,,895 016,895016,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
2793428,MALARIA_TOTAL_CASES,COUNTRY,AZE,EUR,Europe,YEAR,2016,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
6749543,MALARIA_TOTAL_CASES,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2023,,,,,,,,,665,665,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
6802943,MALARIA_TOTAL_CASES,COUNTRY,PER,AMR,Americas,YEAR,2023,,,,,,,,,22 625,22625,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
3961284,MALARIA_TOTAL_CASES,COUNTRY,NIC,AMR,Americas,YEAR,2022,,,,,,,,,16 158,16158,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
7374520,MALARIA_TOTAL_CASES,REGION,AFR,,,YEAR,2016,,,,,,,,,160 847 369,160847369,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
7666765,MALARIA_TOTAL_CASES,COUNTRY,TGO,AFR,Africa,YEAR,2015,,,,,,,,,1 610 711,1610711,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4629704,MALARIA_TOTAL_CASES,COUNTRY,UZB,EUR,Europe,YEAR,2019,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
1333280,MALARIA_TOTAL_CASES,COUNTRY,UZB,EUR,Europe,YEAR,2017,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
8299929,MALARIA_TOTAL_CASES,COUNTRY,AZE,EUR,Europe,YEAR,2015,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
3373857,MALARIA_TOTAL_CASES,COUNTRY,GUY,AMR,Americas,YEAR,2019,,,,,,,,,18 826,18826,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
393407,MALARIA_TOTAL_CASES,COUNTRY,STP,AFR,Africa,YEAR,2022,,,,,,,,,3979,3979,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
3974701,MALARIA_TOTAL_CASES,COUNTRY,MWI,AFR,Africa,YEAR,2020,,,,,,,,,7 108 848,7108848,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
5822553,MALARIA_TOTAL_CASES,COUNTRY,UGA,AFR,Africa,YEAR,2016,,,,,,,,,14 008 604,14008604,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
6022723,MALARIA_TOTAL_CASES,COUNTRY,STP,AFR,Africa,YEAR,2021,,,,,,,,,2730,2730,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4343311,MALARIA_TOTAL_CASES,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,233 143,233143,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
7993677,MALARIA_TOTAL_CASES,COUNTRY,TCD,AFR,Africa,YEAR,2018,,,,,,,,,1 364 706,1364706,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
6349544,MALARIA_TOTAL_CASES,COUNTRY,TGO,AFR,Africa,YEAR,2021,,,,,,,,,1 845 368,1845368,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
