HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH4,HH6,HH7,HH7a,HH7Aux,HH7Aux1,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,helevel,PSU,stratum,IncProb_hh_mean,stratum_SE,PSU_SE
165,2,1,1,26,14,1, ,1,1,2,3,4,1,1,50,2,2, ,2, ,1.200248468155143,-0.7246996198624868,2,3, , , ,-0.5291017748838873,2,3,2,165,5,0.039849,5,165
165,3,1,1,95,98,4,4,1,1,2,90, ,1,3,50,2,2, ,2, ,1.200248468155143,0.9674537480190533,5,9, , , ,1.2171865304634193,5,9,3,165,5,0.039849,5,165
165,3,2,1,95,16,1, ,1,3,4,90, ,1,3,50,2,2, ,2, ,1.200248468155143,0.9674537480190533,5,9, , , ,1.2171865304634193,5,9,3,165,5,0.039849,5,165
165,3,3,1,95,16,1, ,1,5,6,90, ,1,3,50,2,2, ,2, ,1.200248468155143,0.9674537480190533,5,9, , , ,1.2171865304634193,5,9,3,165,5,0.039849,5,165
165,5,1,1,95,16,1, ,1,1,2,5,90,1,2,50,2,2, ,2, ,1.200248468155143,0.1366974942781414,4,7, , , ,0.35985293527155976,4,7,3,165,5,0.039849,5,165
165,5,2,1,95,16,1, ,1,3,4,90, ,1,2,50,2,2, ,2, ,1.200248468155143,0.1366974942781414,4,7, , , ,0.35985293527155976,4,7,3,165,5,0.039849,5,165
165,6,1,1,26,14,1, ,1,1,2,3,0,1,2,50,2,2, ,2, ,1.200248468155143,-0.2602201843463866,3,5, , , ,-0.04976283214281382,3,6,0,165,5,0.039849,5,165
165,6,2,1,34,98,4,4,1,4,0,0,0,1,2,50,2,2, ,2, ,1.200248468155143,-0.2602201843463866,3,5, , , ,-0.04976283214281382,3,6,0,165,5,0.039849,5,165
165,7,1,1,95,98,4,4,1,1,2,3,90,1,1,50,2,2, ,2, ,1.200248468155143,-1.2989510042388726,1,1, , , ,-1.1217244625788159,1,2,3,165,5,0.039849,5,165
165,8,1,1,26,14,1, ,1,4,5,0,0,1,5,50,2,2, ,2, ,1.200248468155143,0.5610142014626959,4,8, , , ,0.7977442739553104,4,8,3,165,5,0.039849,5,165
165,8,2,1,12,98,4,4,1,1,2,0,0,1,5,50,2,2, ,2, ,1.200248468155143,0.5610142014626959,4,8, , , ,0.7977442739553104,4,8,3,165,5,0.039849,5,165
165,8,3,1,20,98,4,4,1,6,0,0,0,1,5,50,2,2, ,2, ,1.200248468155143,0.5610142014626959,4,8, , , ,0.7977442739553104,4,8,3,165,5,0.039849,5,165
165,8,4,1,24,98,4,4,1,3,0,0,0,1,5,50,2,2, ,2, ,1.200248468155143,0.5610142014626959,4,8, , , ,0.7977442739553104,4,8,3,165,5,0.039849,5,165
165,8,5,1,21,98,4,4,1,7,0,0,0,1,5,50,2,2, ,2, ,1.200248468155143,0.5610142014626959,4,8, , , ,0.7977442739553104,4,8,3,165,5,0.039849,5,165
165,10,1,1,3,14,2, ,1,6,5,4,0,1,2,50,2,2, ,2, ,1.200248468155143,-1.6005562765286432,1,1, , , ,-1.4329786135486515,1,1,2,165,5,0.039849,5,165
165,10,2,1,9,98,4,4,1,1,2,0,0,1,2,50,2,2, ,2, ,1.200248468155143,-1.6005562765286432,1,1, , , ,-1.4329786135486515,1,1,2,165,5,0.039849,5,165
165,11,1,1,95,14,1, ,1,1,2,3,4,1,3,50,2,2, ,2, ,1.200248468155143,-0.2755669463442034,3,5, , , ,-0.06560056382270735,3,5,2,165,5,0.039849,5,165
165,11,2,2,99,14,1, ,2, , , , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.2755669463442034,3,5, , , ,-0.06560056382270735,3,5,2,165,5,0.039849,5,165
165,11,3,2,95,14,1, ,2, , , , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.2755669463442034,3,5, , , ,-0.06560056382270735,3,5,2,165,5,0.039849,5,165
165,12,1,1,1,11,1, ,1,1,2,0,0,1,1,50,2,2, ,2, ,1.200248468155143,-0.4737808589993061,2,4, , , ,-0.270155685241802,2,4,2,165,5,0.039849,5,165
165,13,1,1,98,14,1, ,1,1,2,90, ,1,2,50,2,2, ,2, ,1.200248468155143,-1.5427814578359813,1,1, , , ,-1.3733554776429115,1,1,0,165,5,0.039849,5,165
165,13,2,1,98,14,1, ,1,3,90, , ,1,2,50,2,2, ,2, ,1.200248468155143,-1.5427814578359813,1,1, , , ,-1.3733554776429115,1,1,0,165,5,0.039849,5,165
165,15,1,1,95,14,1, ,1,6,1,2,3,1,3,50,2,2, ,2, ,1.200248468155143,0.05841446950925391,3,6, , , ,0.27906550000954994,4,7,2,165,5,0.039849,5,165
165,15,2,2,95,14,1, ,1,4,5,0,0,1,3,50,2,2, ,2, ,1.200248468155143,0.05841446950925391,3,6, , , ,0.27906550000954994,4,7,2,165,5,0.039849,5,165
165,15,3,2,0,14,1, ,8, , , , ,1,3,50,2,2, ,2, ,1.200248468155143,0.05841446950925391,3,6, , , ,0.27906550000954994,4,7,2,165,5,0.039849,5,165
165,16,1,1,1,18,4,4,1,1,7,0,0,1,1,50,2,2, ,2, ,1.200248468155143,-0.497864058933123,2,4, , , ,-0.295009348744193,2,4,0,165,5,0.039849,5,165
165,17,1,1,95,18,1, ,1,1,2,90, ,1,3,50,2,2, ,2, ,1.200248468155143,-1.4882863284881263,1,1, , , ,-1.3171169540641139,1,1,1,165,5,0.039849,5,165
165,17,2,1,95,18,1, ,1,5,8,90, ,1,3,50,2,2, ,2, ,1.200248468155143,-1.4882863284881263,1,1, , , ,-1.3171169540641139,1,1,1,165,5,0.039849,5,165
165,17,3,1,95,18,1, ,1,3,4,90, ,1,3,50,2,2, ,2, ,1.200248468155143,-1.4882863284881263,1,1, , , ,-1.3171169540641139,1,1,1,165,5,0.039849,5,165
165,18,1,1,1,11,1, ,1,1,2,0,0,1,2,50,2,2, ,2, ,1.200248468155143,-0.21814722220299496,3,5, , , ,-0.006343882562430294,3,6,2,165,5,0.039849,5,165
165,18,2,1,1,11,1, ,1,3,4,0,0,1,2,50,2,2, ,2, ,1.200248468155143,-0.21814722220299496,3,5, , , ,-0.006343882562430294,3,6,2,165,5,0.039849,5,165
165,19,1,1,95,18,1, ,1,1,2,90, ,1,3,50,2,2, ,2, ,1.200248468155143,-0.1494126702443543,3,5, , , ,0.06458960759096562,3,6,1,165,5,0.039849,5,165
165,19,2,1,95,18,1, ,1,3,90, , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.1494126702443543,3,5, , , ,0.06458960759096562,3,6,1,165,5,0.039849,5,165
165,19,3,1,95,18,1, ,1,4,90, , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.1494126702443543,3,5, , , ,0.06458960759096562,3,6,1,165,5,0.039849,5,165
165,20,1,1,98,11,1, ,1,1,2,3,0,1,3,50,2,2, ,2, ,1.200248468155143,-0.8403267746888138,1,2, , , ,-0.6484280440545035,2,3,0,165,5,0.039849,5,165
165,20,2,1,1,11,1, ,2, , , , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.8403267746888138,1,2, , , ,-0.6484280440545035,2,3,0,165,5,0.039849,5,165
165,20,3,1,0,11,1, ,2, , , , ,1,3,50,2,2, ,2, ,1.200248468155143,-0.8403267746888138,1,2, , , ,-0.6484280440545035,2,3,0,165,5,0.039849,5,165
166,1,1,1,0,98,4,4,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.20659096869575827,3,5,-0.5251734260143764,2,4, , , ,0,166,7,0.068997,7,716601
166,2,1,1,95,98,4,4,1,2,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,0.1928176343501954,4,7,-0.10781856389739246,3,5, , , ,3,166,7,0.068997,7,716602
166,2,2,1,95,98,4,4,1,5,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,0.1928176343501954,4,7,-0.10781856389739246,3,5, , , ,3,166,7,0.068997,7,716602
166,2,3,1,95,98,4,4,1,3,4,90, ,1,4,70,1,3,1,3,3.1,0.8064326796570603,0.1928176343501954,4,7,-0.10781856389739246,3,5, , , ,3,166,7,0.068997,7,716602
166,2,4,1,95,98,4,4,1,1,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,0.1928176343501954,4,7,-0.10781856389739246,3,5, , , ,3,166,7,0.068997,7,716602
166,5,1,2,2,98,4,4,1,1,2,3,90,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.20834514921252018,3,5,-0.5270064255094254,2,4, , , ,9,166,7,0.068997,7,716605
166,5,2,2,2,98,4,4,2, , , , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.20834514921252018,3,5,-0.5270064255094254,2,4, , , ,9,166,7,0.068997,7,716605
166,10,1,2,98,98,4,4,1,1,2,90, ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.1490006522080644,3,5,-0.46499545685273186,2,4, , , ,1,166,7,0.068997,7,716610
166,10,2,2,98,98,4,4,1,3,4,90, ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.1490006522080644,3,5,-0.46499545685273186,2,4, , , ,1,166,7,0.068997,7,716610
166,10,3,2,98,98,4,4,1,5,90, , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.1490006522080644,3,5,-0.46499545685273186,2,4, , , ,1,166,7,0.068997,7,716610
167,1,1,1,95,14,1, ,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-1.0697665386265143,1,2,-1.4271332692022094,1,1, , , ,0,167,7,0.068997,7,716701
167,4,1,1,95,98,4,4,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.2372247982346793,3,5,-0.5571836972149209,2,4, , , ,1,167,7,0.068997,7,716704
167,7,1,1,98,98,4,1,2, , , , ,1,1,70,1,3,1,3,3.1,0.8064326796570603,1.0943331654105146,5,9,0.8342039345982389,4,8, , , ,2,167,7,0.068997,7,716707
168,7,1,1,24,11,1, ,1,1,2,0,90,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,7,2,1,24,11,1, ,1,6,90, , ,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,7,3,1,24,11,1, ,1,4,90, , ,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,7,4,1,24,11,1, ,1,3,90, , ,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,7,5,1,24,11,1, ,1,5,90, , ,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,7,6,2,24,11,1, ,2, , , , ,1,6,700,1,3,1,3,3.1,0.8064326796570603,1.401782449417619,5,10,1.1554675542503856,5,9, , , ,3,168,7,0.068997,7,716807
168,9,1,1,4,98,3, ,1,1,90, , ,1,1,700,1,3,1,3,3.1,0.8064326796570603,-0.4897819899279278,2,4,-0.821088808702119,1,2, , , ,1,168,7,0.068997,7,716809
168,10,1,1,95,98,4,4,1,0,0,90, ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.803826008223601,5,10,1.575575766168862,5,10, , , ,2,168,7,0.068997,7,716810
168,10,2,1,95,98,4,4,1,1,90, , ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.803826008223601,5,10,1.575575766168862,5,10, , , ,2,168,7,0.068997,7,716810
168,10,3,1,95,98,4,4,1,2,90, , ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.803826008223601,5,10,1.575575766168862,5,10, , , ,2,168,7,0.068997,7,716810
168,14,1,1,8,18,1, ,1,1,2,3,4,1,2,700,1,3,1,3,3.1,0.8064326796570603,-0.2111694230649705,3,5,-0.5299575998589033,2,4, , , ,2,168,7,0.068997,7,716814
168,14,2,1,8,18,1, ,1,5,90, , ,1,2,700,1,3,1,3,3.1,0.8064326796570603,-0.2111694230649705,3,5,-0.5299575998589033,2,4, , , ,2,168,7,0.068997,7,716814
168,16,1,1,8,98,4,4,1,2,5,90, ,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.8940346806815507,5,9,0.6249056224467614,4,8, , , ,3,168,7,0.068997,7,716816
168,16,2,1,8,98,4,4,2, , , , ,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.8940346806815507,5,9,0.6249056224467614,4,8, , , ,3,168,7,0.068997,7,716816
168,19,1,1,5,98,4,96,1,2,1,90, ,1,1,700,1,3,1,3,3.1,0.8064326796570603,-0.17927770270551996,3,5,-0.49663291818758615,2,4, , , ,1,168,7,0.068997,7,716819
168,20,1,1,10,98,3, ,1,1,2,3,90,1,1,700,1,3,1,3,3.1,0.8064326796570603,-0.5301873841217424,2,4,-0.8633097012766379,1,2, , , ,0,168,7,0.068997,7,716820
168,21,1,1,95,11,1, ,1,1,90, , ,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.0176431383265665,3,6,-0.2908640142878093,3,5, , , ,1,168,7,0.068997,7,716821
168,21,2,2,95,11,1, ,2, , , , ,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.0176431383265665,3,6,-0.2908640142878093,3,5, , , ,1,168,7,0.068997,7,716821
168,24,1,1,98,18,1, ,1,4,6,3,90,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.12582572750498783,3,6,-0.17782055642112035,3,5, , , ,9,168,7,0.068997,7,716824
168,24,2,1,2,18,1, ,1,1,2,90, ,1,2,700,1,3,1,3,3.1,0.8064326796570603,0.12582572750498783,3,6,-0.17782055642112035,3,5, , , ,9,168,7,0.068997,7,716824
168,25,1,1,1,18,1, ,1,3,90, , ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.4758713794954164,5,10,1.2328854540181988,5,9, , , ,2,168,7,0.068997,7,716825
168,25,2,1,1,18,1, ,1,2,90, , ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.4758713794954164,5,10,1.2328854540181988,5,9, , , ,2,168,7,0.068997,7,716825
168,25,3,1,1,18,1, ,1,1,90, , ,1,3,700,1,3,1,3,3.1,0.8064326796570603,1.4758713794954164,5,10,1.2328854540181988,5,9, , , ,2,168,7,0.068997,7,716825
169,1,1,1,3,18,4,4,2, , , , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.14963250731021197,4,7,-0.15294408849507632,3,5, , , ,3,169,7,0.068997,7,716901
169,1,2,1,3,18,4,4,2, , , , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.14963250731021197,4,7,-0.15294408849507632,3,5, , , ,3,169,7,0.068997,7,716901
169,3,1,2,1,18,4,1,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.44498656070418,2,4,-0.774280627695068,2,3, , , ,9,169,7,0.068997,7,716903
169,4,1,2,0,98,4,4,1,1,2,3,4,1,2,70,1,3,1,3,3.1,0.8064326796570603,1.2558216045415076,5,9,1.0029483851008438,5,9, , , ,2,169,7,0.068997,7,716904
169,4,2,2,0,98,4,4,2, , , , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,1.2558216045415076,5,9,1.0029483851008438,5,9, , , ,2,169,7,0.068997,7,716904
169,5,1,2,4,18,4,5,1,4,90, , ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.45233407040875534,2,4,-0.7819582762891906,1,2, , , ,2,169,7,0.068997,7,716905
169,6,1,1,95,98,4,96,1,1,90, , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,1.9010986117325475,5,10,1.6772190300235605,5,10, , , ,3,169,7,0.068997,7,716906
169,6,2,1,95,98,4,96,1,2,90, , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,1.9010986117325475,5,10,1.6772190300235605,5,10, , , ,3,169,7,0.068997,7,716906
169,6,3,2,95,98,4,96,2, , , , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,1.9010986117325475,5,10,1.6772190300235605,5,10, , , ,3,169,7,0.068997,7,716906
169,7,1,1,24,18,1, ,1,1,2,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,-0.8654102494333629,1,2,-1.2135948269941097,1,1, , , ,1,169,7,0.068997,7,716907
169,7,2,1,24,18,1, ,1,3,8,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,-0.8654102494333629,1,2,-1.2135948269941097,1,1, , , ,1,169,7,0.068997,7,716907
169,7,3,1,24,18,1, ,1,5,6,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,-0.8654102494333629,1,2,-1.2135948269941097,1,1, , , ,1,169,7,0.068997,7,716907
169,7,4,1,24,18,1, ,1,7,90, , ,1,5,70,1,3,1,3,3.1,0.8064326796570603,-0.8654102494333629,1,2,-1.2135948269941097,1,1, , , ,1,169,7,0.068997,7,716907
169,7,5,1,24,18,1, ,2, , , , ,1,5,70,1,3,1,3,3.1,0.8064326796570603,-0.8654102494333629,1,2,-1.2135948269941097,1,1, , , ,1,169,7,0.068997,7,716907
169,8,1,1,12,98,1, ,1,1,3,4,5,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.17698489963245922,3,5,-0.49423709470476407,2,4, , , ,0,169,7,0.068997,7,716908
169,8,2,1,12,98,1, ,1,6,0,0,90,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.17698489963245922,3,5,-0.49423709470476407,2,4, , , ,0,169,7,0.068997,7,716908
169,9,1,2,95,18,3, ,1,2,90, , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.48964005688657525,2,4,-0.8209404983140808,1,2, , , ,0,169,7,0.068997,7,716909
169,9,2,2,95,18,3, ,1,1,90, , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.48964005688657525,2,4,-0.8209404983140808,1,2, , , ,0,169,7,0.068997,7,716909
170,1,1,2,1,18,4,4,1,1,2,90, ,1,4,70,1,3,1,3,3.1,0.8064326796570603,1.6902806339395122,5,10,1.4569285621102532,5,10, , , ,3,170,7,0.068997,7,717001
170,1,2,2,1,18,4,4,1,4,5,90, ,1,4,70,1,3,1,3,3.1,0.8064326796570603,1.6902806339395122,5,10,1.4569285621102532,5,10, , , ,3,170,7,0.068997,7,717001
170,1,3,1,1,18,4,4,1,6,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,1.6902806339395122,5,10,1.4569285621102532,5,10, , , ,3,170,7,0.068997,7,717001
170,1,4,1,1,18,4,4,1,3,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,1.6902806339395122,5,10,1.4569285621102532,5,10, , , ,3,170,7,0.068997,7,717001
170,2,1,1,2,18,1, ,1,3,90, , ,1,1,70,1,3,1,3,3.1,0.8064326796570603,1.0162502119435366,5,9,0.7526125516651375,4,8, , , ,3,170,7,0.068997,7,717002
170,3,1,1,95,18,4,4,1,1,90, , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,2.107622357327847,5,10,1.8930223169569982,5,10, , , ,3,170,7,0.068997,7,717003
170,3,2,1,95,18,4,4,2, , , , ,1,2,70,1,3,1,3,3.1,0.8064326796570603,2.107622357327847,5,10,1.8930223169569982,5,10, , , ,3,170,7,0.068997,7,717003
170,4,1,1,98,36,4,4,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,0.04209542658359805,3,6,-0.2653130338729383,3,5, , , ,3,170,7,0.068997,7,717004
170,6,1,1,95,11,4,98,1,4,90, , ,1,5,70,1,3,1,3,3.1,0.8064326796570603,0.18714826368959817,4,7,-0.11374267117074381,3,5, , , ,1,170,7,0.068997,7,717006
170,6,2,1,36,11,4,98,2, , , , ,1,5,70,1,3,1,3,3.1,0.8064326796570603,0.18714826368959817,4,7,-0.11374267117074381,3,5, , , ,1,170,7,0.068997,7,717006
170,6,3,1,36,14,4,98,1,6,7,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,0.18714826368959817,4,7,-0.11374267117074381,3,5, , , ,1,170,7,0.068997,7,717006
170,6,4,1,36,14,4,98,1,3,8,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,0.18714826368959817,4,7,-0.11374267117074381,3,5, , , ,1,170,7,0.068997,7,717006
170,6,5,2,36,98,4,4,1,1,9,90, ,1,5,70,1,3,1,3,3.1,0.8064326796570603,0.18714826368959817,4,7,-0.11374267117074381,3,5, , , ,1,170,7,0.068997,7,717006
170,7,1,1,95,98,4,4,1,1,2,90, ,1,1,70,1,3,1,3,3.1,0.8064326796570603,0.2598397446307663,4,7,-0.037785010835144905,3,6, , , ,2,170,7,0.068997,7,717007
171,3,1,1,95,98,4,96,1,1,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,2.0680081189071573,5,10,1.8516281284296314,5,10, , , ,2,171,7,0.068997,7,717103
171,3,2,1,95,98,4,96,1,2,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,2.0680081189071573,5,10,1.8516281284296314,5,10, , , ,2,171,7,0.068997,7,717103
171,3,3,2,95,98,4,96,2, , , , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,2.0680081189071573,5,10,1.8516281284296314,5,10, , , ,2,171,7,0.068997,7,717103
171,3,4,2,95,98,4,96,2, , , , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,2.0680081189071573,5,10,1.8516281284296314,5,10, , , ,2,171,7,0.068997,7,717103
171,5,1,2,1,98,4,4,1,2,6,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.0427137473518131,3,6,-0.35393286034672217,2,4, , , ,2,171,7,0.068997,7,717105
171,5,2,2,1,98,4,4,1,3,4,5,90,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.0427137473518131,3,6,-0.35393286034672217,2,4, , , ,2,171,7,0.068997,7,717105
171,7,1,2,1,18,3, ,1,2,90, , ,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
171,7,2,2,1,18,1, ,1,3,90, , ,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
171,7,3,2,2,18,2, ,1,4,90, , ,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
171,7,4,2,2,36,4,4,1,6,7,5,90,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
171,7,5,2,1,18,3, ,1,12,13,90, ,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
171,7,6,2,1,18,4,4,1,10,90, , ,1,6,70,1,3,1,3,3.1,0.8064326796570603,0.31318036262394533,4,7,0.017952312041740203,3,6, , , ,3,171,7,0.068997,7,717107
172,2,1,1,95,18,3, ,1,2,3,4,5,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.9639817122406107,1,2,-1.3165953105962496,1,1, , , ,9,172,7,0.068997,7,717202
172,3,1,2,2,98,4,96,2, , , , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.3510352561854771,2,4,-0.676107895700603,2,3, , , ,0,172,7,0.068997,7,717203
172,3,2,2,0,98,4,4,1,1,90, , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.3510352561854771,2,4,-0.676107895700603,2,3, , , ,0,172,7,0.068997,7,717203
172,3,3,2,0,98,4,4,2, , , , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.3510352561854771,2,4,-0.676107895700603,2,3, , , ,0,172,7,0.068997,7,717203
172,4,1,1,3,98,4,4,1,2,90, , ,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.39144634351271185,2,4,-0.7183347372128651,2,3, , , ,0,172,7,0.068997,7,717204
172,7,1,1,3,98,4,4,1,1,2,3,90,1,1,70,1,3,1,3,3.1,0.8064326796570603,0.15163453801906984,4,7,-0.1508521023834171,3,5, , , ,2,172,7,0.068997,7,717207
172,9,1,1,7,98,4,4,1,1,2,9,90,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.5999140321843252,4,8,0.31756952161371493,4,7, , , ,1,172,7,0.068997,7,717209
172,9,2,1,2,98,4,4,1,6,7,8,90,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.5999140321843252,4,8,0.31756952161371493,4,7, , , ,1,172,7,0.068997,7,717209
172,10,1,2,2,98,4,4,1,1,2,3,90,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.3310639559847564,3,5,-0.655239243453246,2,3, , , ,1,172,7,0.068997,7,717210
172,11,1,2,0,98,4,4,1,1,3,2,90,1,1,70,1,3,1,3,3.1,0.8064326796570603,-0.39046936852499586,2,4,-0.7173138647074148,2,3, , , ,0,172,7,0.068997,7,717211
172,12,1,2,4,98,4,4,1,1,2,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.3885610328022813,2,4,-0.715319783492457,2,3, , , ,1,172,7,0.068997,7,717212
172,12,2,2,4,98,4,4,1,3,4,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,-0.3885610328022813,2,4,-0.715319783492457,2,3, , , ,1,172,7,0.068997,7,717212
172,15,1,1,12,98,4,4,1,1,3,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.28692858602143206,4,7,-0.009479011471857814,3,6, , , ,3,172,7,0.068997,7,717215
172,15,2,1,8,18,8,5,1,2,4,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.28692858602143206,4,7,-0.009479011471857814,3,6, , , ,3,172,7,0.068997,7,717215
172,22,1,1,3,98,4,4,1,1,2,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.9453825483309062,5,9,0.6785606565631204,4,8, , , ,0,172,7,0.068997,7,717222
172,22,2,1,3,98,4,4,1,7,6,90, ,1,2,70,1,3,1,3,3.1,0.8064326796570603,0.9453825483309062,5,9,0.6785606565631204,4,8, , , ,0,172,7,0.068997,7,717222
172,24,1,2,1,98,3, ,1,1,90, , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.23571353961147296,3,5,-0.5556045345992403,2,4, , , ,1,172,7,0.068997,7,717224
172,24,2,2,1,98,3, ,1,3,4,90, ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.23571353961147296,3,5,-0.5556045345992403,2,4, , , ,1,172,7,0.068997,7,717224
172,24,3,2,1,11,3, ,2, , , , ,1,3,70,1,3,1,3,3.1,0.8064326796570603,-0.23571353961147296,3,5,-0.5556045345992403,2,4, , , ,1,172,7,0.068997,7,717224
173,1,1,1,95,18,1, ,1,1,2,90, ,1,4,70,1,3,1,3,3.1,0.8064326796570603,-0.19511392940545863,3,5,-0.5131806994832379,2,4, , , ,2,173,7,0.068997,7,717301
173,1,2,1,95,18,1, ,1,4,7,90, ,1,4,70,1,3,1,3,3.1,0.8064326796570603,-0.19511392940545863,3,5,-0.5131806994832379,2,4, , , ,2,173,7,0.068997,7,717301
173,1,3,1,95,18,1, ,1,5,90, , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,-0.19511392940545863,3,5,-0.5131806994832379,2,4, , , ,2,173,7,0.068997,7,717301
173,1,4,1,95,18,1, ,2, , , , ,1,4,70,1,3,1,3,3.1,0.8064326796570603,-0.19511392940545863,3,5,-0.5131806994832379,2,4, , , ,2,173,7,0.068997,7,717301
