HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH4,HH6,HH7,HH7a,HH7Aux,HH7Aux1,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,helevel,PSU,stratum,IncProb_hh_mean,stratum_SE,PSU_SE
18,25,3,1,95,12,1, ,1,8,10,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.443333130799946,2,4,-0.77255290574707,2,3, , , ,2,18,1,0.132135,1,101825
18,25,4,1,95,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.443333130799946,2,4,-0.77255290574707,2,3, , , ,2,18,1,0.132135,1,101825
18,28,1,1,95,12,1, ,1,3,90, , ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.03946794894220795,3,6,-0.35054122146521205,2,4, , , ,0,18,1,0.132135,1,101828
18,28,2,1,95,12,1, ,1,4,6,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.03946794894220795,3,6,-0.35054122146521205,2,4, , , ,0,18,1,0.132135,1,101828
18,28,3,1,95,12,1, ,1,5,90, , ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.03946794894220795,3,6,-0.35054122146521205,2,4, , , ,0,18,1,0.132135,1,101828
18,28,4,1,95,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.03946794894220795,3,6,-0.35054122146521205,2,4, , , ,0,18,1,0.132135,1,101828
18,29,1,1,95,11,1, ,1,6,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.43430458473798766,2,4,-0.7631186883364552,2,3, , , ,0,18,1,0.132135,1,101829
18,29,2,1,95,11,1, ,1,3,4,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.43430458473798766,2,4,-0.7631186883364552,2,3, , , ,0,18,1,0.132135,1,101829
18,29,3,1,95,11,1, ,1,1,2,7,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.43430458473798766,2,4,-0.7631186883364552,2,3, , , ,0,18,1,0.132135,1,101829
18,32,1,1,1,11,2, ,1,3,7,90, ,1,1,60,1,1, ,1, ,0.3864852751497004,-0.746836373604381,2,3,-1.0896931803598549,1,1, , , ,0,18,1,0.132135,1,101832
18,33,1,1,95,11,4,1,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.9566080947932551,1,2,-1.3088903811841748,1,1, , , ,1,18,1,0.132135,1,101833
18,33,2,1,95,11,4,2,1,3,4,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.9566080947932551,1,2,-1.3088903811841748,1,1, , , ,1,18,1,0.132135,1,101833
18,33,3,1,95,12,3, ,1,7,8,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.9566080947932551,1,2,-1.3088903811841748,1,1, , , ,1,18,1,0.132135,1,101833
18,34,1,1,95,12,1, ,1,4,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.6939540110519744,1,1,-2.0793667827084374,1,1, , , ,0,18,1,0.132135,1,101834
18,34,2,1,95,12,1, ,1,6,7,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.6939540110519744,1,1,-2.0793667827084374,1,1, , , ,0,18,1,0.132135,1,101834
18,34,3,1,95,12,1, ,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.6939540110519744,1,1,-2.0793667827084374,1,1, , , ,0,18,1,0.132135,1,101834
18,35,1,1,9,12,3, ,1,4,5,6,90,1,2,60,1,1, ,1, ,0.3864852751497004,-0.2412940109633585,3,5,-0.561435748133081,2,3, , , ,0,18,1,0.132135,1,101835
18,35,2,1,7,12,3, ,1,0,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.2412940109633585,3,5,-0.561435748133081,2,3, , , ,0,18,1,0.132135,1,101835
18,37,1,1,95,11,3, ,1,1,2,90, ,1,1,60,1,1, ,1, ,0.3864852751497004,-1.317916380372759,1,1,-1.686432999344576,1,1, , , ,0,18,1,0.132135,1,101837
18,38,1,1,95,12,1, ,1,1,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.5149624722386124,2,4,-0.847400702443691,1,2, , , ,0,18,1,0.132135,1,101838
18,38,2,1,95,12,1, ,1,6,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.5149624722386124,2,4,-0.847400702443691,1,2, , , ,0,18,1,0.132135,1,101838
18,38,3,1,95,12,1, ,1,4,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.5149624722386124,2,4,-0.847400702443691,1,2, , , ,0,18,1,0.132135,1,101838
18,40,1,1,95,11,1, ,1,2,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.8130404657858692,1,1,-2.203804039483667,1,1, , , ,1,18,1,0.132135,1,101840
18,40,2,1,95,98,4,4,1,1,3,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.8130404657858692,1,1,-2.203804039483667,1,1, , , ,1,18,1,0.132135,1,101840
18,45,1,1,8,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,1.865827227523468,5,10,1.6403628291781274,5,10, , , ,1,18,1,0.132135,1,101845
18,45,2,1,8,98,4,4,1,3,5,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,1.865827227523468,5,10,1.6403628291781274,5,10, , , ,1,18,1,0.132135,1,101845
18,45,3,1,95,98,4,4,1,4,90, , ,1,4,60,1,1, ,1, ,0.3864852751497004,1.865827227523468,5,10,1.6403628291781274,5,10, , , ,1,18,1,0.132135,1,101845
18,45,4,1,95,12,1, ,2, , , , ,1,4,60,1,1, ,1, ,0.3864852751497004,1.865827227523468,5,10,1.6403628291781274,5,10, , , ,1,18,1,0.132135,1,101845
18,47,1,1,95,12,1, ,1,3,5,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.3090262208196441,1,1,-1.6771433864364098,1,1, , , ,0,18,1,0.132135,1,101847
18,47,2,1,95,98,4,4,1,1,2,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.3090262208196441,1,1,-1.6771433864364098,1,1, , , ,0,18,1,0.132135,1,101847
18,48,1,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.4264921103513553,1,1,-1.7998872626450944,1,1, , , ,1,18,1,0.132135,1,101848
18,48,2,1,95,98,4,4,1,3,8,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.4264921103513553,1,1,-1.7998872626450944,1,1, , , ,1,18,1,0.132135,1,101848
18,48,3,1,6,11,3, ,1,4,9,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.4264921103513553,1,1,-1.7998872626450944,1,1, , , ,1,18,1,0.132135,1,101848
18,49,1,1,95,12,1, ,1,1,2,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.017328252152151613,3,6,-0.3274067420607645,3,5, , , ,0,18,1,0.132135,1,101849
18,49,2,1,95,12,1, ,1,3,5,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.017328252152151613,3,6,-0.3274067420607645,3,5, , , ,0,18,1,0.132135,1,101849
18,50,1,1,95,98,4,4,1,1,2,8,90,1,4,60,1,1, ,1, ,0.3864852751497004,-0.26021601573140235,3,5,-0.5812079579220505,2,3, , , ,2,18,1,0.132135,1,101850
18,50,2,1,95,98,4,4,1,3,7,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.26021601573140235,3,5,-0.5812079579220505,2,3, , , ,2,18,1,0.132135,1,101850
18,50,3,1,95,11,3, ,1,4,5,6,90,1,4,60,1,1, ,1, ,0.3864852751497004,-0.26021601573140235,3,5,-0.5812079579220505,2,3, , , ,2,18,1,0.132135,1,101850
18,50,4,1,95,12,1, ,2, , , , ,1,4,60,1,1, ,1, ,0.3864852751497004,-0.26021601573140235,3,5,-0.5812079579220505,2,3, , , ,2,18,1,0.132135,1,101850
19,1,1,1,95,11,2, ,1,3,4,90, ,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,1,2,1,12,11,2, ,9, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,1,3,1,95,98,4,4,1,1,2,6,5,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,1,4,1,95,98,4,4,2, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,1,5,1,95,98,4,4,2, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,1,6,1,95,98,4,4,2, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,1.2448755463634957,5,9,0.9915104977674981,5,9, , , ,2,19,1,0.132135,1,101901
19,2,1,1,95,12,4,1,1,1,2,4,5,1,3,130,1,1, ,1, ,0.3864852751497004,0.7382081104461943,4,8,0.4620774403826482,4,7, , , ,3,19,1,0.132135,1,101902
19,2,2,1,36,12,4,1,1,0,90, , ,1,3,130,1,1, ,1, ,0.3864852751497004,0.7382081104461943,4,8,0.4620774403826482,4,7, , , ,3,19,1,0.132135,1,101902
19,2,3,1,12,11,4,1,2, , , , ,1,3,130,1,1, ,1, ,0.3864852751497004,0.7382081104461943,4,8,0.4620774403826482,4,7, , , ,3,19,1,0.132135,1,101902
19,3,1,1,95,11,1, ,1,3,4,90, ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,3,2,1,95,11,1, ,1,5,90, , ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,3,3,1,95,11,1, ,1,2,90, , ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,3,4,1,95,98,4,4,1,1,8,90, ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,3,5,1,95,98,4,4,2, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,3,6,1,95,11,1, ,2, , , , ,1,6,130,1,1, ,1, ,0.3864852751497004,2.0044749745539443,5,10,1.7852403077888654,5,10, , , ,3,19,1,0.132135,1,101903
19,4,1,1,95,98,4,4,2, , , , ,1,3,130,1,1, ,1, ,0.3864852751497004,2.0225870656043043,5,10,1.8041662127526692,5,10, , , ,3,19,1,0.132135,1,101904
19,4,2,1,95,98,4,4,2, , , , ,1,3,130,1,1, ,1, ,0.3864852751497004,2.0225870656043043,5,10,1.8041662127526692,5,10, , , ,3,19,1,0.132135,1,101904
19,4,3,1,95,98,4,4,2, , , , ,1,3,130,1,1, ,1, ,0.3864852751497004,2.0225870656043043,5,10,1.8041662127526692,5,10, , , ,3,19,1,0.132135,1,101904
19,5,1,1,95,98,4,4,1,2,1,90, ,1,3,130,1,1, ,1, ,0.3864852751497004,-0.7104968562664249,2,3,-1.051720852942973,1,2, , , ,0,19,1,0.132135,1,101905
19,5,2,1,95,12,1, ,1,3,90, , ,1,3,130,1,1, ,1, ,0.3864852751497004,-0.7104968562664249,2,3,-1.051720852942973,1,2, , , ,0,19,1,0.132135,1,101905
19,5,3,1,95,11,4,5,1,4,5,90, ,1,3,130,1,1, ,1, ,0.3864852751497004,-0.7104968562664249,2,3,-1.051720852942973,1,2, , , ,0,19,1,0.132135,1,101905
20,1,1,1,95,11,1, ,1,1,2,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,0.9044914691976589,5,9,0.6358322562148996,4,8, , , ,3,20,1,0.132135,1,102001
20,1,2,1,95,11,1, ,1,3,4,5,90,1,2,60,1,1, ,1, ,0.3864852751497004,0.9044914691976589,5,9,0.6358322562148996,4,8, , , ,3,20,1,0.132135,1,102001
20,4,1,1,95,11,1, ,1,1,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.31491967802213633,3,5,-0.6383695695111142,2,3, , , ,0,20,1,0.132135,1,102004
20,4,2,1,95,11,1, ,1,2,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.31491967802213633,3,5,-0.6383695695111142,2,3, , , ,0,20,1,0.132135,1,102004
20,5,1,1,95,11,1, ,1,1,0,90, ,1,1,60,1,1, ,1, ,0.3864852751497004,-0.9570340695641375,1,2,-1.3093354958872911,1,1, , , ,0,20,1,0.132135,1,102005
20,6,1,1,95,12,1, ,1,1,7,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.18434690523322175,4,7,-0.11666990048775155,3,5, , , ,0,20,1,0.132135,1,102006
20,6,2,1,5,11,4,5,1,2,8,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.18434690523322175,4,7,-0.11666990048775155,3,5, , , ,0,20,1,0.132135,1,102006
20,6,3,1,95,11,1, ,1,6,9,10,90,1,3,60,1,1, ,1, ,0.3864852751497004,0.18434690523322175,4,7,-0.11666990048775155,3,5, , , ,0,20,1,0.132135,1,102006
20,7,1,1,95,11,1, ,1,6,4,5,90,1,4,60,1,1, ,1, ,0.3864852751497004,0.38643247816140014,4,7,0.09449579745182879,3,6, , , ,3,20,1,0.132135,1,102007
20,7,2,1,95,11,1, ,1,3,90, , ,1,4,60,1,1, ,1, ,0.3864852751497004,0.38643247816140014,4,7,0.09449579745182879,3,6, , , ,3,20,1,0.132135,1,102007
20,7,3,1,95,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.38643247816140014,4,7,0.09449579745182879,3,6, , , ,3,20,1,0.132135,1,102007
20,7,4,1,95,11,3, ,2, , , , ,1,4,60,1,1, ,1, ,0.3864852751497004,0.38643247816140014,4,7,0.09449579745182879,3,6, , , ,3,20,1,0.132135,1,102007
20,8,1,1,95,12,1, ,1,5,4,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,1.041317937946655,5,9,0.7788066227237777,4,8, , , ,3,20,1,0.132135,1,102008
20,8,2,1,95,12,1, ,1,3,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,1.041317937946655,5,9,0.7788066227237777,4,8, , , ,3,20,1,0.132135,1,102008
20,8,3,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,1.041317937946655,5,9,0.7788066227237777,4,8, , , ,3,20,1,0.132135,1,102008
20,9,1,1,95,11,1, ,1,2,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.4353408631383638,2,4,-0.764201528880213,2,3, , , ,1,20,1,0.132135,1,102009
20,9,2,1,95,11,1, ,1,4,5,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.4353408631383638,2,4,-0.764201528880213,2,3, , , ,1,20,1,0.132135,1,102009
20,10,1,1,95,11,1, ,1,3,4,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.2622039201595106,3,5,-0.5832851830297917,2,3, , , ,0,20,1,0.132135,1,102010
20,10,2,1,95,11,1, ,1,5,6,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.2622039201595106,3,5,-0.5832851830297917,2,3, , , ,0,20,1,0.132135,1,102010
20,11,1,1,95,98,4,4,1,4,6,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.0033688841363611055,3,6,-0.3057796404008766,3,5, , , ,2,20,1,0.132135,1,102011
20,11,2,1,95,98,4,4,1,3,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.0033688841363611055,3,6,-0.3057796404008766,3,5, , , ,2,20,1,0.132135,1,102011
20,11,3,1,95,98,4,4,1,1,2,7,90,1,3,60,1,1, ,1, ,0.3864852751497004,0.0033688841363611055,3,6,-0.3057796404008766,3,5, , , ,2,20,1,0.132135,1,102011
20,12,1,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,1.2875243759315214,5,9,1.0360756279326242,5,9, , , ,3,20,1,0.132135,1,102012
20,12,2,1,95,12,1, ,1,3,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,1.2875243759315214,5,9,1.0360756279326242,5,9, , , ,3,20,1,0.132135,1,102012
20,12,3,1,95,12,1, ,1,4,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,1.2875243759315214,5,9,1.0360756279326242,5,9, , , ,3,20,1,0.132135,1,102012
20,14,1,1,95,98,4,4,1,1,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,1.8195580593086897,5,10,1.5920146910226642,5,10, , , ,3,20,1,0.132135,1,102014
20,14,2,1,95,98,4,4,1,2,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,1.8195580593086897,5,10,1.5920146910226642,5,10, , , ,3,20,1,0.132135,1,102014
20,14,3,1,95,98,4,4,1,3,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,1.8195580593086897,5,10,1.5920146910226642,5,10, , , ,3,20,1,0.132135,1,102014
21,2,1,1,95,11,1, ,1,1,2,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,0.287644193811894,4,7,-0.008731249935324968,3,6, , , ,2,21,1,0.132135,1,102102
21,2,2,1,95,11,3, ,1,3,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,0.287644193811894,4,7,-0.008731249935324968,3,6, , , ,2,21,1,0.132135,1,102102
21,3,1,1,95,11,3, ,1,3,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.17080663634355914,3,5,-0.48778122919912137,2,4, , , ,2,21,1,0.132135,1,102103
21,3,2,1,95,11,1, ,1,1,2,4,90,1,2,60,1,1, ,1, ,0.3864852751497004,-0.17080663634355914,3,5,-0.48778122919912137,2,4, , , ,2,21,1,0.132135,1,102103
21,4,1,1,8,98,4,4,1,1,2,4,90,1,2,60,1,1, ,1, ,0.3864852751497004,-0.8625028252094367,1,2,-1.2105567661540615,1,1, , , ,1,21,1,0.132135,1,102104
21,4,2,1,4,11,3, ,1,3,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.8625028252094367,1,2,-1.2105567661540615,1,1, , , ,1,21,1,0.132135,1,102104
21,5,1,1,95,12,1, ,1,1,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6274484316983595,2,3,-0.9649408899669379,1,2, , , ,0,21,1,0.132135,1,102105
21,5,2,1,95,12,1, ,1,2,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6274484316983595,2,3,-0.9649408899669379,1,2, , , ,0,21,1,0.132135,1,102105
21,5,3,1,95,98,4,4,1,3,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6274484316983595,2,3,-0.9649408899669379,1,2, , , ,0,21,1,0.132135,1,102105
21,7,1,1,95,98,4,4,1,2,90, , ,1,1,60,1,1, ,1, ,0.3864852751497004,0.28124692195593326,4,7,-0.015415964518356052,3,6, , , ,1,21,1,0.132135,1,102107
21,8,1,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.29082509017514374,3,5,-0.6131923617295129,2,3, , , ,0,21,1,0.132135,1,102108
21,8,2,1,95,98,4,4,1,4,5,8,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.29082509017514374,3,5,-0.6131923617295129,2,3, , , ,0,21,1,0.132135,1,102108
21,8,3,1,95,98,4,4,1,3,6,7,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.29082509017514374,3,5,-0.6131923617295129,2,3, , , ,0,21,1,0.132135,1,102108
21,10,1,1,95,12,1, ,1,1,3,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.5247311199006157,2,4,-0.8576082757582191,1,2, , , ,1,21,1,0.132135,1,102110
21,10,2,1,95,11,1, ,1,2,4,5,6,1,2,60,1,1, ,1, ,0.3864852751497004,-0.5247311199006157,2,4,-0.8576082757582191,1,2, , , ,1,21,1,0.132135,1,102110
21,11,1,1,95,11,3, ,1,3,4,5,90,1,3,60,1,1, ,1, ,0.3864852751497004,-1.8226418824098418,1,1,-2.213836867721883,1,1, , , ,0,21,1,0.132135,1,102111
21,11,2,1,95,11,3, ,1,6,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-1.8226418824098418,1,1,-2.213836867721883,1,1, , , ,0,21,1,0.132135,1,102111
21,11,3,1,9,11,3, ,1,1,2,7,90,1,3,60,1,1, ,1, ,0.3864852751497004,-1.8226418824098418,1,1,-2.213836867721883,1,1, , , ,0,21,1,0.132135,1,102111
21,12,1,1,95,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.036938143309684035,3,6,-0.27070204460848063,3,5, , , ,0,21,1,0.132135,1,102112
21,12,2,1,95,11,1, ,1,6,90, , ,1,4,60,1,1, ,1, ,0.3864852751497004,0.036938143309684035,3,6,-0.27070204460848063,3,5, , , ,0,21,1,0.132135,1,102112
21,12,3,1,95,11,1, ,1,7,8,5,90,1,4,60,1,1, ,1, ,0.3864852751497004,0.036938143309684035,3,6,-0.27070204460848063,3,5, , , ,0,21,1,0.132135,1,102112
21,12,4,1,95,11,1, ,1,3,4,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.036938143309684035,3,6,-0.27070204460848063,3,5, , , ,0,21,1,0.132135,1,102112
21,15,1,1,95,11,1, ,1,3,5,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-0.18291945470427934,3,5,-0.5004383016763629,2,4, , , ,1,21,1,0.132135,1,102115
21,15,2,1,95,98,4,4,1,1,2,6,90,1,2,60,1,1, ,1, ,0.3864852751497004,-0.18291945470427934,3,5,-0.5004383016763629,2,4, , , ,1,21,1,0.132135,1,102115
21,16,1,1,95,98,4,4,1,1,90, , ,1,1,60,1,1, ,1, ,0.3864852751497004,-0.3442923796509178,2,4,-0.6690620477021085,2,3, , , ,1,21,1,0.132135,1,102116
21,17,1,1,95,12,1, ,1,7,9,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6711814764986177,2,3,-1.010638951409214,1,2, , , ,0,21,1,0.132135,1,102117
21,17,2,1,95,12,1, ,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6711814764986177,2,3,-1.010638951409214,1,2, , , ,0,21,1,0.132135,1,102117
21,17,3,1,95,12,1, ,1,6,8,10,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.6711814764986177,2,3,-1.010638951409214,1,2, , , ,0,21,1,0.132135,1,102117
21,19,1,1,0,98,4,4,1,4,5,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.3320172855853249,4,7,0.03763561712155161,3,6, , , ,1,21,1,0.132135,1,102119
21,19,2,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.3320172855853249,4,7,0.03763561712155161,3,6, , , ,1,21,1,0.132135,1,102119
21,19,3,1,95,98,4,4,1,3,7,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,0.3320172855853249,4,7,0.03763561712155161,3,6, , , ,1,21,1,0.132135,1,102119
21,22,1,1,95,12,3, ,1,6,5,4,3,1,2,60,1,1, ,1, ,0.3864852751497004,-0.9159305864973812,1,2,-1.2663851478551529,1,1, , , ,0,21,1,0.132135,1,102122
21,22,2,1,95,98,4,4,1,2,1,7,90,1,2,60,1,1, ,1, ,0.3864852751497004,-0.9159305864973812,1,2,-1.2663851478551529,1,1, , , ,0,21,1,0.132135,1,102122
21,23,1,1,95,11,1, ,1,3,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.42187388762194306,2,4,-0.7501294541504108,2,3, , , ,0,21,1,0.132135,1,102123
21,23,2,1,95,11,1, ,1,4,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.42187388762194306,2,4,-0.7501294541504108,2,3, , , ,0,21,1,0.132135,1,102123
21,23,3,1,95,11,1, ,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.42187388762194306,2,4,-0.7501294541504108,2,3, , , ,0,21,1,0.132135,1,102123
21,24,1,1,95,11,3, ,1,3,90, , ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.1412560137824195,1,2,-1.5018349151331447,1,1, , , ,1,21,1,0.132135,1,102124
21,24,2,1,95,12,1, ,1,1,2,90, ,1,2,60,1,1, ,1, ,0.3864852751497004,-1.1412560137824195,1,2,-1.5018349151331447,1,1, , , ,1,21,1,0.132135,1,102124
21,25,1,1,95,11,1, ,1,4,90, , ,1,1,60,1,1, ,1, ,0.3864852751497004,0.34395526606883126,4,7,0.05010999589219571,3,6, , , ,3,21,1,0.132135,1,102125
21,26,1,1,95,98,4,4,1,1,2,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.3182698846811283,3,5,-0.6418703079217641,2,3, , , ,3,21,1,0.132135,1,102126
21,26,2,1,95,12,1, ,1,3,5,6,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.3182698846811283,3,5,-0.6418703079217641,2,3, , , ,3,21,1,0.132135,1,102126
21,26,3,1,95,12,1, ,1,4,90, , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.3182698846811283,3,5,-0.6418703079217641,2,3, , , ,3,21,1,0.132135,1,102126
21,28,1,1,95,98,4,4,1,1,2,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.35291957712126265,4,7,0.059477092080734234,3,6, , , ,1,21,1,0.132135,1,102128
21,28,2,1,95,12,1, ,1,3,9,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.35291957712126265,4,7,0.059477092080734234,3,6, , , ,1,21,1,0.132135,1,102128
21,28,3,1,95,12,1, ,1,4,5,6,90,1,4,60,1,1, ,1, ,0.3864852751497004,0.35291957712126265,4,7,0.059477092080734234,3,6, , , ,1,21,1,0.132135,1,102128
21,28,4,1,95,12,1, ,1,7,8,90, ,1,4,60,1,1, ,1, ,0.3864852751497004,0.35291957712126265,4,7,0.059477092080734234,3,6, , , ,1,21,1,0.132135,1,102128
21,30,1,1,95,98,4,4,1,1,2,5,90,1,3,60,1,1, ,1, ,0.3864852751497004,-0.172661787650092,3,5,-0.4897197363114859,2,4, , , ,2,21,1,0.132135,1,102130
21,30,2,1,95,98,4,4,1,3,4,90, ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.172661787650092,3,5,-0.4897197363114859,2,4, , , ,2,21,1,0.132135,1,102130
21,30,3,1,3,98,4,4,2, , , , ,1,3,60,1,1, ,1, ,0.3864852751497004,-0.172661787650092,3,5,-0.4897197363114859,2,4, , , ,2,21,1,0.132135,1,102130
22,1,1,1,6,13,8,96,1,1,90, , ,1,1,140,1,1, ,1, ,0.3864852751497004,-1.2834747989388324,1,1,-1.6504438860384876,1,1, , , ,1,22,1,0.132135,1,102201
22,2,1,1,12,11,3, ,1,4,6,90, ,1,3,140,1,1, ,1, ,0.3864852751497004,-0.27177518832987885,3,5,-0.5932865081816916,2,3, , , ,0,22,1,0.132135,1,102202
22,2,2,1,12,36,4,96,1,1,2,7,90,1,3,140,1,1, ,1, ,0.3864852751497004,-0.27177518832987885,3,5,-0.5932865081816916,2,3, , , ,0,22,1,0.132135,1,102202
22,2,3,1,12,36,4,96,1,3,5,90, ,1,3,140,1,1, ,1, ,0.3864852751497004,-0.27177518832987885,3,5,-0.5932865081816916,2,3, , , ,0,22,1,0.132135,1,102202
