HH1,HH2,TNLN,TN3,TN4,TN5,TN5A,TN5B,TN7,TN8,TN9,TN10,TN11_1,TN11_2,TN11_3,TN11_4,TN2,HH6,HH7,helevel,religion,hhweight,wscore,windex5
40,11,4,1,95,21,31,9999, ,1,98,1,3,90, , ,5,1,1,2,2,0.8444646399589893,1.4744989945792837,5
40,11,5,1,95,21,31,9999, ,1,98,1,4,90, , ,5,1,1,2,2,0.8444646399589893,1.4744989945792837,5
40,12,1,1,95,11,12,9995, , , ,1,1,90, , ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,2,1,95,11,12,9995, , , ,1,4,3,90, ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,3,2,12,11,11,9995, , , ,1,6,5,90, ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,4,2,12,11,11,9995, , , ,1,8,7,90, ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,5,2,4,11,24,9995, , , ,2, , , , ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,6,2,4,11,24,9995, , , ,2, , , , ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,7,2,4,11,24,9995, , , ,2, , , , ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,12,8,2,4,11,24,9995, , , ,2, , , , ,8,1,1,2,1,0.8444646399589893,-0.22307016863580914,4
40,13,1,1,5,12,12,9995, , , ,1,1,2,9,90,5,1,1,2,2,0.8444646399589893,-0.37785318309481747,3
40,13,2,1,7,12,12,9995, , , ,1,3,4,5,90,5,1,1,2,2,0.8444646399589893,-0.37785318309481747,3
40,13,3,1,6,11,12,9995, , , ,2, , , , ,5,1,1,2,2,0.8444646399589893,-0.37785318309481747,3
40,13,4,1,8,11,24,9995, , , ,2, , , , ,5,1,1,2,2,0.8444646399589893,-0.37785318309481747,3
40,13,5,1,8,11,24,9995, , , ,2, , , , ,5,1,1,2,2,0.8444646399589893,-0.37785318309481747,3
40,14,1,2,6,12,12,9995, , , ,1,1,90, , ,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,14,2,2,6,12,12,9995, , , ,1,8,7,5,90,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,14,3,2,6,12,12,9995, , , ,1,3,4,6,90,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,14,4,2,6,12,12,9995, , , ,2, , , , ,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,14,5,2,6,12,12,9995, , , ,2, , , , ,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,14,6,2,6,12,12,9995, , , ,2, , , , ,6,1,1,3,1,0.8444646399589893,-0.35967957315714244,3
40,15,1,1,6,16,12,9995, , , ,1,1,2,4,5,5,1,1,2,1,0.8444646399589893,0.12039539112102304,4
40,15,2,1,6,16,12,9995, , , ,1,3,90, , ,5,1,1,2,1,0.8444646399589893,0.12039539112102304,4
40,15,3,1,6,16,12,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,0.12039539112102304,4
40,15,4,1,4,11,24,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,0.12039539112102304,4
40,15,5,1,4,11,24,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,0.12039539112102304,4
40,16,1,1,95,21,26,9995, ,1,3,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.6389126681367271,1
40,16,2,2,95,21,26,9995, ,1,3,1,2,3,5,90,5,1,1,2,1,0.8444646399589893,-0.6389126681367271,1
40,16,3,1,6,11,13,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.6389126681367271,1
40,16,4,9,6,11,13,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.6389126681367271,1
40,16,5,9,6,11,13,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.6389126681367271,1
40,17,1,2,2,98,13,9995,1,2, ,1,1,2,7,90,3,1,1,2,2,0.8444646399589893,-0.7526351650120731,1
40,17,2,2,2,98,13,9995,1,2, ,1,5,6,90, ,3,1,1,2,2,0.8444646399589893,-0.7526351650120731,1
40,17,3,2,2,98,13,9995,1,2, ,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.7526351650120731,1
40,18,1,1,4,11,13,9995, , , ,1,4,90, , ,3,1,1,2,2,0.8444646399589893,-0.6094644588536414,1
40,18,2,1,18,98,15,9995,1,1,7,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.6094644588536414,1
40,18,3,1,4,11,13,9995, , , ,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.6094644588536414,1
40,19,1,1,95,12,12,9995, , , ,1,1,2,90, ,2,1,1,3,1,0.8444646399589893,0.0017150162774764203,4
40,19,2,2,95,12,12,9995, , , ,2, , , , ,2,1,1,3,1,0.8444646399589893,0.0017150162774764203,4
40,20,1,1,3,11,15,9995, , , ,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.3147354582342825,3
40,20,2,1,12,11,32,350, , , ,1,1,2,90, ,3,1,1,2,2,0.8444646399589893,-0.3147354582342825,3
40,20,3,1,6,12,13,9995, , , ,1,3,4,5,90,3,1,1,2,2,0.8444646399589893,-0.3147354582342825,3
40,21,1,1,98,11,15,9995, , , ,1,1,2,3,90,1,1,1,2,2,0.8444646399589893,-0.20850825358103445,4
40,22,1,1,4,11,15,9995, , , ,1,1,90, , ,1,1,1,2,2,0.8444646399589893,-0.5097011612211568,2
40,23,1,1,3,11,15,9995, , , ,1,1,2,6,90,5,1,1,2,1,0.8444646399589893,-0.3160225663959731,3
40,23,2,1,3,11,15,9995, , , ,1,3,4,5,90,5,1,1,2,1,0.8444646399589893,-0.3160225663959731,3
40,23,3,1,23,12,12,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.3160225663959731,3
40,23,4,1,3,11,15,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.3160225663959731,3
40,23,5,1,23,12,12,9995, , , ,2, , , , ,5,1,1,2,1,0.8444646399589893,-0.3160225663959731,3
40,24,1,1,24,11,12,9995, , , ,1,1,2,3,4,3,1,1,2,2,0.8444646399589893,-0.5229592287749423,2
40,24,2,1,5,11,12,9995, , , ,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.5229592287749423,2
40,24,3,1,5,11,12,9995, , , ,2, , , , ,3,1,1,2,2,0.8444646399589893,-0.5229592287749423,2
40,25,1,1,98,11,15,9995, , , ,1,1,2,90, ,2,1,1,2,2,0.8444646399589893,-0.10191435822800977,4
40,25,2,1,98,11,15,9995, , , ,2, , , , ,2,1,1,2,2,0.8444646399589893,-0.10191435822800977,4
41,2,1,1,2,11,11,9995, , , ,1,1,2,90, ,2,1,1,2,2,1.0357735629702933,0.4635731708217335,5
41,2,2,1,2,11,11,9995, , , ,1,3,4,5,90,2,1,1,2,2,1.0357735629702933,0.4635731708217335,5
41,3,1,1,6,11,11,9995, , , ,1,1,2,3,90,1,1,1,3,1,1.0357735629702933,1.368347577607049,5
41,5,1,1,6,12,31,9995, , , ,1,1,90, , ,1,1,1,2,2,1.0357735629702933,-0.25622210562339653,3
41,7,1,1,4,12,13,9995, , , ,2, , , , ,1,1,1,2,2,1.0357735629702933,0.030922226219128792,4
41,8,1,1,4,98,15,9995,9,9, ,1,1,5,2,90,3,1,1,2,1,1.0357735629702933,0.5035102684056768,5
41,8,2,1,4,98,15,9995,9,9, ,1,8,6,90, ,3,1,1,2,1,1.0357735629702933,0.5035102684056768,5
41,8,3,1,4,98,15,9995,9,9, ,1,4,3,7,90,3,1,1,2,1,1.0357735629702933,0.5035102684056768,5
41,9,1,1,3,12,11,9995, , , ,1,1,2,90, ,2,1,1,3,2,1.0357735629702933,1.4022678277469032,5
41,9,2,1,3,12,11,9995, , , ,1,3,90, , ,2,1,1,3,2,1.0357735629702933,1.4022678277469032,5
41,10,1,1,4,11,11,9995, , , ,1,1,2,90, ,2,1,1,3,2,1.0357735629702933,1.2472692705184492,5
41,10,2,1,4,11,11,9995, , , ,1,4,3,90, ,2,1,1,3,2,1.0357735629702933,1.2472692705184492,5
41,11,1,1,9,12,11,9995, , , ,1,1,2,5,90,3,1,1,3,2,1.0357735629702933,-0.12796461311147608,4
41,11,2,1,9,12,11,9995, , , ,1,3,4,90, ,3,1,1,3,2,1.0357735629702933,-0.12796461311147608,4
41,11,3,1,9,12,11,9995, , , ,2, , , , ,3,1,1,3,2,1.0357735629702933,-0.12796461311147608,4
41,12,1,1,3,12,11,9995, , , ,1,1,90, , ,4,1,1,3,2,1.0357735629702933,0.2598103029495848,4
41,12,2,1,99,11,11,9995, , , ,1,4,90, , ,4,1,1,3,2,1.0357735629702933,0.2598103029495848,4
41,12,3,1,99,12,11,9995, , , ,1,2,90, , ,4,1,1,3,2,1.0357735629702933,0.2598103029495848,4
41,12,4,2,3,12,12,9995, , , ,1,5,3,90, ,4,1,1,3,2,1.0357735629702933,0.2598103029495848,4
41,13,1,1,12,12,15,9995, , , ,2, , , , ,1,1,1,1,1,1.0357735629702933,0.4250333548794913,5
41,15,1,1,5,12,12,9995, , , ,1,1,2,3,90,1,1,1,2,4,1.0357735629702933,0.36312464806912575,5
41,16,1,1,6,12,32,300, , , ,1,1,2,3,90,1,1,1,3,2,1.0357735629702933,2.0450590615897326,5
41,17,1,1,3,11,11,9995, , , ,1,1,2,3,4,1,1,1,3,2,1.0357735629702933,0.5819798610781757,5
41,18,1,1,95,18,12,9995, , , ,1,1,3,90, ,1,1,1,1,2,1.0357735629702933,-0.6120744432207097,1
41,19,1,1,2,11,15,9995, , , ,1,1,90, , ,5,1,1,1,2,1.0357735629702933,-0.1226891156131055,4
41,19,2,1,2,12,11,9995, , , ,2, , , , ,5,1,1,1,2,1.0357735629702933,-0.1226891156131055,4
41,19,3,1,2,11,15,9995, , , ,2, , , , ,5,1,1,1,2,1.0357735629702933,-0.1226891156131055,4
41,19,4,1,2,11,12,9995, , , ,2, , , , ,5,1,1,1,2,1.0357735629702933,-0.1226891156131055,4
41,19,5,1,2,11,12,9995, , , ,2, , , , ,5,1,1,1,2,1.0357735629702933,-0.1226891156131055,4
41,20,1,1,4,11,13,9995, , , ,1,1,2,3,4,2,1,1,3,2,1.0357735629702933,-0.38723654731732476,3
41,20,2,1,4,11,13,9995, , , ,2, , , , ,2,1,1,3,2,1.0357735629702933,-0.38723654731732476,3
41,23,1,1,4,11,11,9995, , , ,1,1,2,90, ,1,1,1,3,1,1.0357735629702933,-0.5858039542982906,1
41,24,1,1,7,11,15,9995, , , ,1,1,5,90, ,3,1,1,2,1,1.0357735629702933,-0.07900620987488884,4
41,24,2,1,7,11,15,9995, , , ,1,2,3,4,90,3,1,1,2,1,1.0357735629702933,-0.07900620987488884,4
41,24,3,1,7,11,15,9995, , , ,2, , , , ,3,1,1,2,1,1.0357735629702933,-0.07900620987488884,4
41,25,1,1,9,12,11,9998, , , ,1,1,2,90, ,2,1,1,3,1,1.0357735629702933,-0.4670871161220201,2
41,25,2,2,9,12,11,9998, , , ,2, , , , ,2,1,1,3,1,1.0357735629702933,-0.4670871161220201,2
42,1,1,1,12,12,12,9995, , , ,1,1,2,3,4,1,1,1,2,2,0.8674966255689571,0.2906921275536667,4
42,2,1,1,15,12,12,9995, , , ,1,1,5,4,90,3,1,1,3,1,0.8674966255689571,1.6664342873589342,5
42,2,2,1,3,11,15,9995, , , ,1,3,2,90, ,3,1,1,3,1,0.8674966255689571,1.6664342873589342,5
42,2,3,1,3,11,15,9995, , , ,2, , , , ,3,1,1,3,1,0.8674966255689571,1.6664342873589342,5
42,3,1,1,1,11,15,9995, , , ,1,1,2,90, ,3,1,1,2,2,0.8674966255689571,-0.33678442736454317,3
42,3,2,1,1,11,15,9995, , , ,1,4,6,7,90,3,1,1,2,2,0.8674966255689571,-0.33678442736454317,3
42,3,3,1,1,11,15,9995, , , ,1,3,5,90, ,3,1,1,2,2,0.8674966255689571,-0.33678442736454317,3
42,4,1,1,98,12,15,9995, , , ,1,1,90, , ,3,1,1,2,1,0.8674966255689571,-0.3040874397873146,3
42,4,2,2,98,12,15,9995, , , ,1,4,5,90, ,3,1,1,2,1,0.8674966255689571,-0.3040874397873146,3
42,4,3,2,98,12,15,9995, , , ,1,3,90, , ,3,1,1,2,1,0.8674966255689571,-0.3040874397873146,3
42,6,1,1,6,11,15,9995, , , ,1,1,90, , ,1,1,1,2,2,0.8674966255689571,-0.18508819352782838,4
42,7,1,1,6,11,15,9995, , , ,1,1,90, , ,1,1,1,2,2,0.8674966255689571,-0.35201218361433706,3
42,8,1,1,5,11,15,9995, , , ,1,2,1,90, ,3,1,1,2,2,0.8674966255689571,0.5772938304757181,5
42,8,2,1,5,11,15,9995, , , ,1,3,4,90, ,3,1,1,2,2,0.8674966255689571,0.5772938304757181,5
42,8,3,1,5,11,15,9995, , , ,1,5,6,7,90,3,1,1,2,2,0.8674966255689571,0.5772938304757181,5
42,9,1,1,6,11,15,9995, , , ,1,1,90, , ,1,1,1,2,1,0.8674966255689571,-0.5495575480489958,1
42,11,1,1,9,12,15,9999, , , ,1,1,90, , ,5,1,1,1,2,0.8674966255689571,0.5776345875170447,5
42,11,2,1,9,12,15,9999, , , ,1,7,8,90, ,5,1,1,1,2,0.8674966255689571,0.5776345875170447,5
42,11,3,1,3,12,32,50, , , ,1,3,90, , ,5,1,1,1,2,0.8674966255689571,0.5776345875170447,5
42,11,4,1,3,12,32,50, , , ,1,5,6,90, ,5,1,1,1,2,0.8674966255689571,0.5776345875170447,5
42,11,5,2,3,12,32,50, , , ,1,2,90, , ,5,1,1,1,2,0.8674966255689571,0.5776345875170447,5
42,12,1,1,9,11,12,9995, , , ,1,1,90, , ,3,1,1,2,2,0.8674966255689571,0.3676708317238417,5
42,12,2,1,24,11,15,9995, , , ,1,2,4,90, ,3,1,1,2,2,0.8674966255689571,0.3676708317238417,5
42,12,3,1,24,12,15,9995, , , ,1,3,5,6,90,3,1,1,2,2,0.8674966255689571,0.3676708317238417,5
42,13,1,2,98,12,12,9995, , , ,1,1,2,3,90,1,1,1,2,2,0.8674966255689571,0.3418786252056231,5
42,14,1,2,6,11,15,9995, , , ,1,1,2,90, ,5,1,1,3,2,0.8674966255689571,1.142045689855147,5
42,14,2,2,6,11,15,9995, , , ,1,3,9,90, ,5,1,1,3,2,0.8674966255689571,1.142045689855147,5
42,14,3,2,6,11,15,9995, , , ,1,6,90, , ,5,1,1,3,2,0.8674966255689571,1.142045689855147,5
42,14,4,2,6,11,15,9995, , , ,1,7,90, , ,5,1,1,3,2,0.8674966255689571,1.142045689855147,5
42,14,5,9,99,11,15,9995, , , ,1,10,11,90, ,5,1,1,3,2,0.8674966255689571,1.142045689855147,5
42,15,1,1,6,12,15,9995, , , ,1,1,7,90, ,3,1,1,2,2,0.8674966255689571,0.257149160398237,4
42,15,2,1,6,12,15,9995, , , ,1,2,8,90, ,3,1,1,2,2,0.8674966255689571,0.257149160398237,4
42,15,3,1,6,12,15,9995, , , ,1,6,5,90, ,3,1,1,2,2,0.8674966255689571,0.257149160398237,4
42,16,1,1,95,18,32,9998, , , ,1,1,90, , ,3,1,1,2,2,0.8674966255689571,0.14900716398832087,4
42,16,2,1,4,12,12,9995, , , ,2, , , , ,3,1,1,2,2,0.8674966255689571,0.14900716398832087,4
42,16,3,1,5,11,16,9995, , , ,2, , , , ,3,1,1,2,2,0.8674966255689571,0.14900716398832087,4
42,17,1,2,10,18,32,150, , , ,1,1,90, , ,1,1,1,2,2,0.8674966255689571,0.7159188892006842,5
42,18,1,2,6,12,15,9995, , , ,1,1,90, , ,1,1,1,3,2,0.8674966255689571,2.9362502643979878,5
42,19,1,2,3,18,15,9995, , , ,1,1,90, , ,1,1,1,3,2,0.8674966255689571,3.351107976837618,5
42,20,1,2,95,18,12,9995, , , ,1,1,90, , ,1,1,1,3,1,0.8674966255689571,3.2805317239992835,5
42,21,1,1,95,21,32,9998, ,2, ,2, , , , ,3,1,1,3,2,0.8674966255689571,3.974981288030045,5
42,21,2,1,24,21,15,9995, ,2, ,1,1,90, , ,3,1,1,3,2,0.8674966255689571,3.974981288030045,5
42,21,3,2,6,11,15,9995, , , ,2, , , , ,3,1,1,3,2,0.8674966255689571,3.974981288030045,5
42,22,1,1,12,11,12,9995, , , ,1,1,2,3,90,1,1,1,2,2,0.8674966255689571,-0.45707666033241623,2
42,23,1,2,8,12,31,100, , , ,1,1,90, , ,1,1,1,2,2,0.8674966255689571,-0.24580819532052964,3
42,24,1,2,6,11,13,9995, , , ,1,1,90, , ,2,1,1,1,2,0.8674966255689571,0.5091179555288595,5
42,24,2,2,6,11,13,9995, , , ,2, , , , ,2,1,1,1,2,0.8674966255689571,0.5091179555288595,5
42,25,1,2,6,11,15,9995, , , ,1,0,1,90, ,1,1,1,1,2,0.8674966255689571,0.6372632862958265,5
43,2,1,1,12,12,12,9995, , , ,1,1,6,90, ,3,2,1,3,1,0.8729130630412909,1.5146071019142386,5
43,2,2,1,4,11,13,9995, , , ,1,3,4,90, ,3,2,1,3,1,0.8729130630412909,1.5146071019142386,5
43,2,3,1,4,16,13,9995, , , ,1,2,5,90, ,3,2,1,3,1,0.8729130630412909,1.5146071019142386,5
43,3,1,1,4,11,32,400, , , ,1,1,2,5,6,1,2,1,3,2,0.8729130630412909,1.5200076964125244,5
43,5,1,1,6,11,11,9995, , , ,1,1,90, , ,1,2,1,2,1,0.8729130630412909,0.5777144578904405,5
43,6,1,1,7,11,32,300, , , ,1,1,90, , ,5,2,1,1,2,0.8729130630412909,2.814423433651207,5
43,6,2,1,5,11,31,9995, , , ,2, , , , ,5,2,1,1,2,0.8729130630412909,2.814423433651207,5
43,6,3,1,4,11,13,9995, , , ,2, , , , ,5,2,1,1,2,0.8729130630412909,2.814423433651207,5
43,6,4,1,4,11,16,9995, , , ,2, , , , ,5,2,1,1,2,0.8729130630412909,2.814423433651207,5
43,6,5,1,4,11,16,9995, , , ,1,2,3,90, ,5,2,1,1,2,0.8729130630412909,2.814423433651207,5
43,7,1,1,12,12,13,50, , , ,1,1,4,90, ,1,2,1,2,2,0.8729130630412909,1.57114930081358,5
43,10,1,2,7,12,12,9995, , , ,1,1,90, , ,1,2,1,3,2,0.8729130630412909,0.517557350230471,5
43,11,1,1,6,11,13,9995, , , ,1,1,5,90, ,2,2,1,1,2,0.8729130630412909,0.6269661565548691,5
43,11,2,1,6,11,13,9995, , , ,1,2,3,4,90,2,2,1,1,2,0.8729130630412909,0.6269661565548691,5
43,12,1,1,98,12,31,9995, , , ,1,1,2,90, ,1,2,1,3,2,0.8729130630412909,1.9968668513693817,5
43,13,1,2,95,98,32,9998,8,1,0,2, , , , ,2,2,1,2,2,0.8729130630412909,1.4052027016850415,5
43,13,2,2,95,98,32,9998,8,1,0,2, , , , ,2,2,1,2,2,0.8729130630412909,1.4052027016850415,5
43,14,1,2,2,11,13,9995, , , ,1,1,90, , ,1,2,1,3,2,0.8729130630412909,0.22853283302357794,4
43,16,1,2,8,12,13,9995, , , ,1,1,90, , ,1,2,1,3,2,0.8729130630412909,0.5571551804033879,5
43,18,1,2,5,12,31,9995, , , ,1,1,2,90, ,2,2,1,2,2,0.8729130630412909,1.376795342510675,5
43,18,2,2,5,12,31,9995, , , ,1,4,7,90, ,2,2,1,2,2,0.8729130630412909,1.376795342510675,5
43,19,1,1,2,11,15,9995, , , ,1,1,90, , ,1,2,1,2,1,0.8729130630412909,0.554825775588921,5
43,21,1,1,8,11,23,100, , , ,1,1,90, , ,1,2,1,3,2,0.8729130630412909,2.011111655575496,5
43,22,1,1,4,11,32,650, , , ,1,1,90, , ,1,2,1,1,2,0.8729130630412909,0.4116347739668389,5
43,23,1,1,5,12,31,9995, , , ,1,1,90, , ,1,2,1,2,2,0.8729130630412909,0.6658832263604433,5
43,24,1,1,5,12,13,9995, , , ,1,1,2,90, ,2,2,1,2,2,0.8729130630412909,1.4454839314254067,5
43,24,2,1,5,12,13,9995, , , ,1,3,90, , ,2,2,1,2,2,0.8729130630412909,1.4454839314254067,5
43,25,1,1,5,12,13,9995, , , ,1,1,2,90, ,1,2,1,2,2,0.8729130630412909,-0.24165936292914308,4
44,1,1,1,2,11,12,9995, , , ,1,1,4,90, ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,1,2,1,22,11,12,9995, , , ,1,2,3,90, ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,1,3,1,1,11,15,9995, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,1,4,1,1,11,15,9998, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,1,5,2,98,11,12,9998, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,1,6,2,98,11,12,9998, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.5229592287749423,2
44,3,1,1,2,11,15,9995, , , ,1,1,2,90, ,3,1,1,2,1,1.0276065172511402,-0.49357941765280916,2
44,3,2,1,2,11,15,9995, , , ,1,8,90, , ,3,1,1,2,1,1.0276065172511402,-0.49357941765280916,2
44,3,3,2,2,11,15,9995, , , ,1,6,7,4,5,3,1,1,2,1,1.0276065172511402,-0.49357941765280916,2
44,4,1,2,2,98,31,9995,1,2, ,1,1,90, , ,1,1,1,2,1,1.0276065172511402,-0.4868747231344143,2
44,5,1,2,2,98,15,9995,1,2, ,1,3,4,5,90,2,1,1,2,2,1.0276065172511402,-0.5628963263588856,1
44,5,2,2,2,98,15,9995,1,2, ,1,1,2,90, ,2,1,1,2,2,1.0276065172511402,-0.5628963263588856,1
44,6,1,1,5,11,15,9995, , , ,2, , , , ,3,1,1,2,2,1.0276065172511402,-0.34552896103026776,3
44,6,2,1,7,12,15,9995, , , ,1,1,5,6,90,3,1,1,2,2,1.0276065172511402,-0.34552896103026776,3
44,6,3,1,7,12,15,9995, , , ,1,3,4,90, ,3,1,1,2,2,1.0276065172511402,-0.34552896103026776,3
44,7,1,1,4,12,15,9995, , , ,1,1,2,90, ,1,1,1,2,2,1.0276065172511402,-0.5211885399381819,2
44,8,1,1,4,12,15,9995, , , ,1,1,90, , ,2,1,1,1,1,1.0276065172511402,-0.593367883429601,1
44,8,2,1,4,12,15,9995, , , ,1,2,90, , ,2,1,1,1,1,1.0276065172511402,-0.593367883429601,1
44,9,1,1,98,11,12,150, , , ,1,1,90, , ,2,1,1,2,1,1.0276065172511402,-0.3749629603245809,3
44,9,2,1,24,11,32,9999, , , ,2, , , , ,2,1,1,2,1,1.0276065172511402,-0.3749629603245809,3
44,10,1,1,4,12,15,9995, , , ,1,1,90, , ,2,1,1,2,1,1.0276065172511402,-0.46077874277820613,2
44,10,2,1,4,12,15,9995, , , ,1,2,3,90, ,2,1,1,2,1,1.0276065172511402,-0.46077874277820613,2
44,11,1,1,95,21,13,9995, ,1,95,2, , , , ,2,1,1,2,2,1.0276065172511402,-0.33724207107527243,3
44,11,2,1,95,21,96,9995, ,1,95,2, , , , ,2,1,1,2,2,1.0276065172511402,-0.33724207107527243,3
44,12,1,1,95,12,13,9995, , , ,1,1,2,7,90,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,12,2,1,98,12,96,9995, , , ,1,3,8,90, ,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,12,3,1,98,12,13,9995, , , ,1,5,6,90, ,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,12,4,1,6,11,15,9995, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,12,5,1,6,11,15,9995, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,12,6,1,6,12,15,9995, , , ,2, , , , ,6,1,1,2,2,1.0276065172511402,-0.4035781539102009,3
44,13,1,1,5,11,15,9995, , , ,1,1,2,90, ,2,1,1,2,1,1.0276065172511402,-0.09478575670568844,4
44,13,2,1,5,11,15,9995, , , ,1,3,4,90, ,2,1,1,2,1,1.0276065172511402,-0.09478575670568844,4
44,14,1,1,6,11,15,9995, , , ,1,1,90, , ,1,1,1,2,1,1.0276065172511402,-0.34787312982031593,3
44,15,1,1,7,11,15,9995, , , ,1,2,7,8,90,3,1,1,3,1,1.0276065172511402,-0.24701087986685416,3
44,15,2,1,11,16,13,9995, , , ,2, , , , ,3,1,1,3,1,1.0276065172511402,-0.24701087986685416,3
44,15,3,1,7,11,15,9995, , , ,2, , , , ,3,1,1,3,1,1.0276065172511402,-0.24701087986685416,3
44,16,1,1,98,11,98,9998, , , ,1,1,2,90, ,1,1,1,2,1,1.0276065172511402,0.9497589756438934,5
44,17,1,1,36,98,15,9995,1,1,4,1,2,3,90, ,3,1,1,2,2,1.0276065172511402,0.26174245053629935,4
44,17,2,1,3,11,15,9995, , , ,1,4,5,6,90,3,1,1,2,2,1.0276065172511402,0.26174245053629935,4
44,17,3,1,36,98,15,9995,1,1,4,1,1,90, , ,3,1,1,2,2,1.0276065172511402,0.26174245053629935,4
44,18,1,1,3,11,15,9995, , , ,1,1,90, , ,2,1,1,2,2,1.0276065172511402,0.8949723148876096,5
44,18,2,1,3,11,15,9995, , , ,1,4,90, , ,2,1,1,2,2,1.0276065172511402,0.8949723148876096,5
44,19,1,1,98,13,12,9995, , , ,1,1,2,6,90,2,1,1,2,2,1.0276065172511402,0.21306715941521207,4
44,19,2,1,98,13,12,9995, , , ,1,3,4,5,90,2,1,1,2,2,1.0276065172511402,0.21306715941521207,4
44,20,1,1,2,11,15,9995, , , ,1,1,90, , ,1,1,1,1,2,1.0276065172511402,-0.5097011612211568,2
44,21,1,1,2,11,12,9995, , , ,1,1,2,90, ,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,21,2,1,2,11,12,9995, , , ,1,5,4,90, ,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,21,3,1,2,11,12,9995, , , ,1,6,7,8,9,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,21,4,2,2,11,12,9995, , , ,2, , , , ,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,21,5,2,2,11,12,9995, , , ,2, , , , ,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,21,6,2,2,11,12,9995, , , ,2, , , , ,6,1,1,1,1,1.0276065172511402,0.03604183110280903,4
44,22,1,1,2,11,15,9995, , , ,1,1,90, , ,3,1,1,2,2,1.0276065172511402,-0.23849192934281582,4
44,22,2,1,2,11,15,9995, , , ,1,2,5,90, ,3,1,1,2,2,1.0276065172511402,-0.23849192934281582,4
44,22,3,1,2,11,15,9995, , , ,2, , , , ,3,1,1,2,2,1.0276065172511402,-0.23849192934281582,4
44,23,1,1,7,11,96,9995, , , ,1,1,0,90, ,3,1,1,2,2,1.0276065172511402,-0.3768442783875227,3
44,23,2,1,95,11,16,9995, , , ,1,2,3,90, ,3,1,1,2,2,1.0276065172511402,-0.3768442783875227,3
44,23,3,1,95,11,32,9995, , , ,2, , , , ,3,1,1,2,2,1.0276065172511402,-0.3768442783875227,3
44,24,1,2,98,98,31,9995,1,1,0,1,1,6,90, ,3,1,1,3,1,1.0276065172511402,-0.31461786957234716,3
44,24,2,2,98,98,31,9995,1,1,0,1,5,3,90, ,3,1,1,3,1,1.0276065172511402,-0.31461786957234716,3
44,24,3,2,98,98,31,9995,1,1,0,1,4,2,90, ,3,1,1,3,1,1.0276065172511402,-0.31461786957234716,3
44,25,1,1,24,98,32,50,2,2, ,2, , , , ,3,1,1,1,2,1.0276065172511402,1.2542279085007806,5
44,25,2,1,12,11,12,9995, , , ,1,3,4,90, ,3,1,1,1,2,1.0276065172511402,1.2542279085007806,5
