HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,HH6,HH7,helevel,religion,hhweight,wscore,windex5
22,24,1,1,11,12, , , ,1,2,3,4,5,1,2,3,2,1,0.4637716672330903,-0.5368214468334992,2
22,25,1,1,11,12, , , ,1,1,2,90, ,2,2,3,1,3,0.4637716672330903,-0.3682715452772609,3
22,25,2,1,11,12, , , ,1,3,4,5,6,2,2,3,1,3,0.4637716672330903,-0.3682715452772609,3
23,1,1,2,11,3, , , ,1,1,2,6,90,2,2,3,2,3,0.4784511803715222,-0.7123232748448871,1
23,1,2,2,11,3, , , ,1,3,4,5,90,2,2,3,2,3,0.4784511803715222,-0.7123232748448871,1
23,2,1,1,12,95, , , ,1,1,2,3,4,3,2,3,2,1,0.4784511803715222,-0.5638972767050591,2
23,2,2,1,11,95, , , ,1,5,6,90, ,3,2,3,2,1,0.4784511803715222,-0.5638972767050591,2
23,2,3,1,11,95, , , ,1,7,90, , ,3,2,3,2,1,0.4784511803715222,-0.5638972767050591,2
23,3,1,1,13,95, , , ,1,1,2,3,4,1,2,3,2,1,0.4784511803715222,-0.1477898121042614,4
23,4,1,1,11,95, , , ,1,1,2,90, ,1,2,3,3,3,0.4784511803715222,-0.008932511924801746,4
23,5,1,1,11,95, , , ,1,3,4,5,90,2,2,3,2,1,0.4784511803715222,-0.602219424572072,1
23,5,2,1,12,9, , , ,1,1,2,6,90,2,2,3,2,1,0.4784511803715222,-0.602219424572072,1
23,6,1,2,11,95, , , ,1,1,2,7,8,3,2,3,2,3,0.4784511803715222,-0.06303436773705551,4
23,6,2,2,11,95, , , ,1,3,5,90, ,3,2,3,2,3,0.4784511803715222,-0.06303436773705551,4
23,6,3,2,11,95, , , ,1,4,6,90, ,3,2,3,2,3,0.4784511803715222,-0.06303436773705551,4
23,7,1,1,11,24, , , ,1,1,2,5,90,1,2,3,1,1,0.4784511803715222,-0.6717468829856968,1
23,9,1,1,11,95, , , ,1,1,2,10,90,1,2,3,2,1,0.4784511803715222,-0.24018480672746692,3
23,10,1,1,11,28, , , ,1,1,0,90, ,1,2,3,2,3,0.4784511803715222,-0.38632774131111813,3
23,11,1,1,11,95, , , ,1,1,2,6,7,1,2,3,1,3,0.4784511803715222,-0.7213402508135961,1
23,12,1,1,11,95, , , ,1,2,1,8,90,3,2,3,2,1,0.4784511803715222,-0.673249712313815,1
23,12,2,1,11,95, , , ,1,3,90, , ,3,2,3,2,1,0.4784511803715222,-0.673249712313815,1
23,12,3,1,11,95, , , ,1,4,90, , ,3,2,3,2,1,0.4784511803715222,-0.673249712313815,1
23,13,1,1,11,95, , , ,1,3,4,90, ,2,2,3,2,2,0.4784511803715222,-0.5932024486033631,1
23,13,2,1,12,95, , , ,1,1,2,5,90,2,2,3,2,2,0.4784511803715222,-0.5932024486033631,1
23,15,1,1,11,27, , , ,1,2,5,90, ,3,2,3,2,3,0.4784511803715222,-0.7033062988761781,1
23,15,2,1,11,27, , , ,1,3,4,90, ,3,2,3,2,3,0.4784511803715222,-0.7033062988761781,1
23,15,3,1,11,27, , , ,1,1,90, , ,3,2,3,2,3,0.4784511803715222,-0.7033062988761781,1
23,16,1,1,13,95, , , ,1,1,3,4,5,2,2,3,2,3,0.4784511803715222,-0.7033062988761781,1
23,16,2,1,12,95, , , ,1,2,6,90, ,2,2,3,2,3,0.4784511803715222,-0.7033062988761781,1
23,17,1,1,11,95, , , ,1,1,2,4,90,2,2,3,1,3,0.4784511803715222,-0.5706600086815907,2
23,17,2,1,11,95, , , ,1,3,5,90, ,2,2,3,1,3,0.4784511803715222,-0.5706600086815907,2
23,18,1,1,12,95, , , ,1,1,2,90, ,1,2,3,3,2,0.4784511803715222,8.446404390722883e-05,4
23,19,1,1,11,14, , , ,1,3,4,90, ,2,2,3,2,3,0.4784511803715222,-0.6852723469387603,1
23,19,2,1,13,29, , , ,1,1,2,7,8,2,2,3,2,3,0.4784511803715222,-0.6852723469387603,1
23,20,1,1,11,95, , , ,1,10,90, , ,3,2,3,2,3,0.4784511803715222,-0.682266688282524,1
23,20,2,1,13,95, , , ,1,1,2,11,90,3,2,3,2,3,0.4784511803715222,-0.682266688282524,1
23,20,3,1,13,95, , , ,1,5,90, , ,3,2,3,2,3,0.4784511803715222,-0.682266688282524,1
23,21,1,1,11,95, , , ,1,1,2,6,7,2,2,3,2,1,0.4784511803715222,-0.7123232748448871,1
23,21,2,1,11,95, , , ,1,3,5,90, ,2,2,3,2,1,0.4784511803715222,-0.7123232748448871,1
23,22,1,2,11,95, , , ,1,1,2,7,90,3,2,3,2,1,0.4784511803715222,-0.4081371946038943,3
23,22,2,2,11,95, , , ,1,3,5,6,90,3,2,3,2,1,0.4784511803715222,-0.4081371946038943,3
23,22,3,2,11,95, , , ,1,4,90, , ,3,2,3,2,1,0.4784511803715222,-0.4081371946038943,3
23,25,1,2,11,95, , , ,1,1,7,5,90,2,2,3,2,1,0.4784511803715222,-0.5804099712792958,1
23,25,2,2,11,95, , , ,1,2,3,4,90,2,2,3,2,1,0.4784511803715222,-0.5804099712792958,1
24,1,1,1,11,95, , , ,1,1,2,90, ,3,2,3,2,1,0.48901505423610225,0.7795341460541046,5
24,1,2,1,13,95, , , ,1,3,7,90, ,3,2,3,2,1,0.48901505423610225,0.7795341460541046,5
24,1,3,1,13,95, , , ,1,4,5,90, ,3,2,3,2,1,0.48901505423610225,0.7795341460541046,5
24,2,1,1,13,95, , , ,1,1,90, , ,2,2,3,3,1,0.48901505423610225,0.6574289485374746,5
24,2,2,1,13,24, , , ,1,2,90, , ,2,2,3,3,1,0.48901505423610225,0.6574289485374746,5
24,3,1,1,11,12, , , ,1,1,6,7,90,1,2,3,2,1,0.48901505423610225,-0.48445120091375454,2
24,4,1,1,11,95, , , ,1,2,90, , ,2,2,3,2,1,0.48901505423610225,0.396525682055012,4
24,4,2,1,12,24, , , ,1,3,4,90, ,2,2,3,2,1,0.48901505423610225,0.396525682055012,4
24,5,1,1,98,2,2,2, ,1,1,2,4,90,2,2,3,3,1,0.48901505423610225,2.87618777589947,5
24,5,2,1,12,95, , , ,1,3,90, , ,2,2,3,3,1,0.48901505423610225,2.87618777589947,5
24,6,1,1,11,95, , , ,1,1,2,6,90,2,2,3,2,1,0.48901505423610225,0.015608956228741257,4
24,6,2,1,12,95, , , ,1,3,4,5,90,2,2,3,2,1,0.48901505423610225,0.015608956228741257,4
24,7,1,1,12,12, , , ,1,1,90, , ,1,2,3,2,1,0.48901505423610225,-0.2060294534256845,3
24,8,1,1,11,95, , , ,1,1,2,90, ,2,2,3,2,3,0.48901505423610225,-0.15440872174410858,4
24,8,2,1,11,95, , , ,1,3,4,90, ,2,2,3,2,3,0.48901505423610225,-0.15440872174410858,4
24,9,1,1,11,95, , , ,1,1,2,8,90,2,2,3,2,1,0.48901505423610225,-0.04286600567462499,4
24,9,2,1,11,95, , , ,1,6,7,90, ,2,2,3,2,1,0.48901505423610225,-0.04286600567462499,4
24,10,1,1,11,14, , , ,1,1,2,3,4,1,2,3,2,1,0.48901505423610225,-0.6238498315559368,1
24,11,1,1,11,95, , , ,1,1,2,5,90,3,2,3,3,1,0.48901505423610225,1.6270806856625528,5
24,11,2,1,11,95, , , ,1,3,4,90, ,3,2,3,3,1,0.48901505423610225,1.6270806856625528,5
24,11,3,1,11,95, , , ,2, , , , ,3,2,3,3,1,0.48901505423610225,1.6270806856625528,5
24,12,1,1,11,12, , , ,1,1,2,5,6,2,2,3,3,1,0.48901505423610225,2.0890556201608823,5
24,12,2,1,11,12, , , ,1,4,90, , ,2,2,3,3,1,0.48901505423610225,2.0890556201608823,5
24,13,1,1,11,95, , , ,1,1,2,90, ,1,2,3,2,3,0.48901505423610225,0.16170259184825672,4
24,14,1,1,12,95, , , ,1,1,2,5,6,2,2,3,2,2,0.48901505423610225,-0.6148328555872278,1
24,14,2,1,11,95, , , ,1,3,4,90, ,2,2,3,2,2,0.48901505423610225,-0.6148328555872278,1
24,15,1,1,12,95, , , ,1,3,4,5,90,1,2,3,2,1,0.48901505423610225,-0.5496866599525885,2
24,16,1,1,11,24, , , ,1,1,90, , ,2,2,3,2,3,0.48901505423610225,-0.4964450159747,2
24,16,2,1,11,24, , , ,2, , , , ,2,2,3,2,3,0.48901505423610225,-0.4964450159747,2
24,17,1,1,12,24, , , ,1,1,2,8,90,1,2,3,2,1,0.48901505423610225,-0.0263815904647328,4
24,18,1,1,11,26, , , ,1,1,2,4,90,2,2,3,1,1,0.48901505423610225,-0.4382636383291366,2
24,18,2,1,13,24, , , ,1,3,90, , ,2,2,3,1,1,0.48901505423610225,-0.4382636383291366,2
24,19,1,1,13,8, , , ,1,1,90, , ,1,2,3,3,1,0.48901505423610225,0.41481432379830085,4
24,20,1,1,11,18, , , ,1,1,6,7,90,2,2,3,1,1,0.48901505423610225,0.1518153053830647,4
24,20,2,1,11,20, , , ,1,5,90, , ,2,2,3,1,1,0.48901505423610225,0.1518153053830647,4
24,21,1,1,11,24, , , ,1,1,2,5,90,2,2,3,2,1,0.48901505423610225,-0.2915264326152346,3
24,21,2,1,11,2, , , ,1,3,4,90, ,2,2,3,2,1,0.48901505423610225,-0.2915264326152346,3
24,22,1,1,11,30, , , ,1,1,2,8,9,2,2,3,2,1,0.48901505423610225,-0.002741519505493703,4
24,22,2,1,13,95, , , ,1,3,4,5,6,2,2,3,2,1,0.48901505423610225,-0.002741519505493703,4
24,23,1,1,11,26, , , ,1,1,4,90, ,2,2,3,2,1,0.48901505423610225,-0.2825094566465256,3
24,23,2,1,11,26, , , ,2, , , , ,2,2,3,2,1,0.48901505423610225,-0.2825094566465256,3
24,24,1,1,11,12, , , ,1,1,2,90, ,3,2,3,1,1,0.48901505423610225,-0.5234959438808268,2
24,24,2,1,11,12, , , ,1,3,4,90, ,3,2,3,1,1,0.48901505423610225,-0.5234959438808268,2
24,24,3,1,11,26, , , ,2, , , , ,3,2,3,1,1,0.48901505423610225,-0.5234959438808268,2
25,1,1,1,11,95, , , ,1,1,2,6,90,2,2,3,2,1,0.8875098148192565,-0.6782104308847546,1
25,1,2,1,11,95, , , ,1,3,4,5,90,2,2,3,2,1,0.8875098148192565,-0.6782104308847546,1
25,2,1,1,11,95, , , ,1,3,12,11,90,2,2,3,2,1,0.8875098148192565,-0.37735350604973017,3
25,2,2,1,11,95, , , ,1,5,9,4,90,2,2,3,2,1,0.8875098148192565,-0.37735350604973017,3
25,3,1,1,11,14, , , ,1,1,2,6,90,2,2,3,2,3,0.8875098148192565,-0.6774475826952118,1
25,3,2,1,11,95, , , ,1,3,4,5,90,2,2,3,2,3,0.8875098148192565,-0.6774475826952118,1
25,4,1,1,11,2, , , ,1,1,2,4,90,2,2,3,2,1,0.8875098148192565,-0.04480394170173165,4
25,4,2,1,11,95, , , ,1,3,5,90, ,2,2,3,2,1,0.8875098148192565,-0.04480394170173165,4
25,5,1,1,11,95, , , ,1,2,7,9,90,2,2,3,3,1,0.8875098148192565,0.43909922815494534,5
25,5,2,1,11,95, , , ,1,6,5,10,11,2,2,3,3,1,0.8875098148192565,0.43909922815494534,5
25,6,1,1,11,12, , , ,1,1,2,6,8,2,2,3,2,3,0.8875098148192565,-0.3013031343885204,3
25,6,2,1,11,95, , , ,1,4,10,5,7,2,2,3,2,3,0.8875098148192565,-0.3013031343885204,3
25,7,1,1,11,24, , , ,1,1,2,3,90,1,2,3,2,3,0.8875098148192565,-0.6511595029786277,1
25,8,1,1,11,95, , , ,1,1,2,3,90,1,2,3,2,3,0.8875098148192565,-0.5500726286745216,2
25,9,1,1,11,95, , , ,1,1,2,5,90,1,2,3,2,1,0.8875098148192565,-0.5117608723364456,2
25,11,1,1,11,95, , , ,1,1,2,90, ,2,2,3,2,1,0.8875098148192565,-0.17953922133503,3
25,11,2,1,11,95, , , ,1,3,4,5,6,2,2,3,2,1,0.8875098148192565,-0.17953922133503,3
25,12,1,1,11,95, , , ,2, , , , ,1,2,3,2,3,0.8875098148192565,-0.5500726286745216,2
25,14,1,1,11,95, , , ,1,1,2,7,8,1,2,3,2,3,0.8875098148192565,-0.44483542163348033,2
25,15,1,1,11,24, , , ,1,1,2,6,7,2,2,3,2,3,0.8875098148192565,-0.3168814513934839,3
25,15,2,1,11,95, , , ,1,3,4,5,90,2,2,3,2,3,0.8875098148192565,-0.3168814513934839,3
25,16,1,1,13,95, , , ,2, , , , ,1,2,3,2,3,0.8875098148192565,-0.6509657442658239,1
25,17,1,1,11,95, , , ,1,1,2,6,90,2,2,3,2,3,0.8875098148192565,-0.575931344855488,1
25,17,2,1,11,95, , , ,1,3,4,5,90,2,2,3,2,3,0.8875098148192565,-0.575931344855488,1
25,18,1,1,11,24, , , ,1,1,2,7,8,2,2,3,2,3,0.8875098148192565,-0.44674227690001117,2
25,18,2,1,11,95, , , ,1,3,4,5,6,2,2,3,2,3,0.8875098148192565,-0.44674227690001117,2
25,19,1,1,11,95, , , ,1,3,4,5,7,2,2,3,3,1,0.8875098148192565,0.13582828069250824,4
25,19,2,1,11,95, , , ,1,1,2,6,90,2,2,3,3,1,0.8875098148192565,0.13582828069250824,4
25,20,1,1,11,95, , , ,1,1,2,3,90,1,2,3,2,3,0.8875098148192565,-0.5870994343365131,1
25,21,1,1,11,95, , , ,1,1,2,7,90,2,2,3,3,3,0.8875098148192565,-0.7010926829663205,1
25,21,2,1,11,95, , , ,1,3,6,90, ,2,2,3,3,3,0.8875098148192565,-0.7010926829663205,1
25,22,1,1,11,95, , , ,1,1,2,3,4,2,2,3,2,3,0.8875098148192565,-0.6950521710970121,1
25,22,2,1,11,24, , , ,2, , , , ,2,2,3,2,3,0.8875098148192565,-0.6950521710970121,1
25,24,1,1,11,24, , , ,1,1,2,6,7,3,2,3,2,3,0.8875098148192565,-0.6905436831126577,1
25,24,2,1,11,95, , , ,1,3,5,8,90,3,2,3,2,3,0.8875098148192565,-0.6905436831126577,1
25,24,3,2,12,12, , , ,1,4,9,90, ,3,2,3,2,3,0.8875098148192565,-0.6905436831126577,1
25,25,1,1,11,12, , , ,1,1,4,90, ,3,2,3,2,3,0.8875098148192565,-0.5590896046432305,2
25,25,2,1,11,12, , , ,1,2,3,90, ,3,2,3,2,3,0.8875098148192565,-0.5590896046432305,2
25,25,3,1,11,95, , , ,2, , , , ,3,2,3,2,3,0.8875098148192565,-0.5590896046432305,2
26,1,1,1,13,12, , , ,1,1,2,5,6,1,2,3,2,1,0.8839095391553671,-0.6506181725159051,1
26,2,1,1,11,32, , , ,1,2,90, , ,1,2,3,1,3,0.8839095391553671,-0.6726299601148475,1
26,3,1,1,11,32, , , ,1,1,2,6,7,1,2,3,2,1,0.8839095391553671,-0.6872274068534636,1
26,4,1,1,11,32, , , ,2, , , , ,1,2,3,1,3,0.8839095391553671,-0.6606365200467381,1
26,5,1,1,11,31, , , ,1,2,90, , ,1,2,3,1,3,0.8839095391553671,-0.4875781305061455,2
26,6,1,1,11,32, , , ,1,1,90, , ,2,2,3,2,3,0.8839095391553671,-0.6376340390255644,1
26,6,2,1,13,95, , , ,1,2,3,90, ,2,2,3,2,3,0.8839095391553671,-0.6376340390255644,1
26,7,1,1,13,6, , , ,1,1,2,90, ,1,2,3,2,3,0.8839095391553671,-0.4665604812116692,2
26,8,1,1,12,95, , , ,1,1,2,3,90,1,2,3,3,1,0.8839095391553671,-0.5484797066616376,2
26,9,1,1,11,31, , , ,1,4,5,6,3,1,2,3,1,3,0.8839095391553671,-0.466680710151277,2
26,10,1,1,13,12, , , ,1,1,2,3,90,1,2,3,1,3,0.8839095391553671,-0.6471110560936747,1
26,11,1,1,11,95, , , ,1,1,90, , ,2,2,3,1,3,0.8839095391553671,-0.6426025681093203,1
26,11,2,1,11,95, , , ,1,3,4,90, ,2,2,3,1,3,0.8839095391553671,-0.6426025681093203,1
26,12,1,1,13,24, , , ,1,1,2,90, ,1,2,3,2,3,0.8839095391553671,-0.6301490869418094,1
26,13,1,1,11,32, , , ,1,1,2,3,4,1,2,3,2,3,0.8839095391553671,-0.5673437324223967,2
26,14,1,1,13,3, , , ,1,2,4,5,6,1,2,3,1,3,0.8839095391553671,-0.6920757069976117,1
26,15,1,1,13,95, , , ,1,1,2,90, ,1,2,3,3,1,0.8839095391553671,1.2049499940362909,5
26,16,1,1,13,95, , , ,1,1,2,5,6,2,2,3,2,3,0.8839095391553671,-0.5658631031415352,2
26,16,2,1,11,95, , , ,1,3,4,90, ,2,2,3,2,3,0.8839095391553671,-0.5658631031415352,2
26,17,1,1,11,95, , , ,1,1,2,90, ,2,2,3,3,1,0.8839095391553671,-0.541515693805214,2
26,17,2,1,11,95, , , ,1,3,4,90, ,2,2,3,3,1,0.8839095391553671,-0.541515693805214,2
26,18,1,1,11,95, , , ,1,1,90, , ,1,2,3,2,1,0.8839095391553671,-0.41969134899388433,3
26,19,1,1,11,32, , , ,1,1,2,3,90,2,2,3,2,1,0.8839095391553671,-0.550532669773923,2
26,19,2,1,13,12, , , ,2, , , , ,2,2,3,2,1,0.8839095391553671,-0.550532669773923,2
26,20,1,1,11,32, , , ,1,1,2,5,90,1,2,3,2,3,0.8839095391553671,0.13446642697172662,4
26,21,1,1,11,95, , , ,1,1,2,8,9,2,2,3,2,1,0.8839095391553671,-0.5640581337269864,2
26,21,2,1,11,95, , , ,1,3,5,6,7,2,2,3,2,1,0.8839095391553671,-0.5640581337269864,2
26,23,1,1,11,32, , , ,2, , , , ,1,2,3,1,3,0.8839095391553671,-0.6606365200467381,1
26,24,1,1,11,32, , , ,1,1,2,3,4,1,2,3,1,3,0.8839095391553671,-0.6584429367594538,1
26,25,1,1,11,31, , , ,1,1,2,5,6,2,2,3,2,3,0.8839095391553671,-0.533230868581163,2
26,25,2,1,11,31, , , ,1,3,4,90, ,2,2,3,2,3,0.8839095391553671,-0.533230868581163,2
27,1,1,1,11,95, , , ,1,1,2,3,4,1,2,3,2,3,0.6425606954531653,-0.7123232748448871,1
27,2,1,1,11,26, , , ,1,5,6,7,2,2,2,3,2,3,0.6425606954531653,-0.6807638589544058,1
27,2,2,1,12,28, , , ,1,3,4,90, ,2,2,3,2,3,0.6425606954531653,-0.6807638589544058,1
27,4,1,1,11,95, , , ,1,1,2,8,7,2,2,3,2,3,0.6425606954531653,-0.6321843141800579,1
27,4,2,1,11,95, , , ,2, , , , ,2,2,3,2,3,0.6425606954531653,-0.6321843141800579,1
27,5,1,1,11,32, , , ,1,1,2,6,90,2,2,3,1,1,0.6425606954531653,-0.6913128588080688,1
27,5,2,1,11,32, , , ,1,4,5,3,90,2,2,3,1,1,0.6425606954531653,-0.6913128588080688,1
27,6,1,1,11,95, , , ,1,1,2,90, ,1,2,3,1,3,0.6425606954531653,-0.664261930901942,1
27,8,1,1,13,95, , , ,1,1,2,4,5,2,2,3,3,1,0.6425606954531653,-0.37957462324125946,3
27,8,2,1,13,95, , , ,2, , , , ,2,2,3,3,1,0.6425606954531653,-0.37957462324125946,3
27,9,1,1,11,95, , , ,1,1,2,3,4,1,2,3,2,1,0.6425606954531653,-0.5819718567247966,1
27,10,1,1,13,95, , , ,1,1,2,90, ,1,2,3,2,1,0.6425606954531653,-0.6560078031227758,1
27,12,1,1,11,34, , , ,1,1,90, , ,2,2,3,2,1,0.6425606954531653,-0.2053418758986794,3
27,12,2,1,11,34, , , ,1,2,3,90, ,2,2,3,2,1,0.6425606954531653,-0.2053418758986794,3
27,13,1,1,11,95, , , ,1,2,4,5,90,1,2,3,2,3,0.6425606954531653,-0.595347234609811,1
27,14,1,1,11,24, , , ,2, , , , ,2,2,3,2,1,0.6425606954531653,-0.25634160586954935,3
27,14,2,2,31,95,2,1,95,1,1,2,90, ,2,2,3,2,1,0.6425606954531653,-0.25634160586954935,3
27,15,1,1,11,95, , , ,1,1,2,3,90,1,2,3,2,3,0.6425606954531653,-0.6384032147209755,1
27,16,1,1,11,95, , , ,1,6,7,4,90,1,2,3,2,3,0.6425606954531653,-0.6687704188862964,1
27,17,1,1,13,26, , , ,1,1,3,90, ,1,2,3,1,3,0.6425606954531653,-0.664261930901942,1
27,18,1,1,11,32, , , ,1,1,2,6,90,2,2,3,2,3,0.6425606954531653,-0.7033062988761781,1
27,18,2,1,11,32, , , ,1,3,4,5,90,2,2,3,2,3,0.6425606954531653,-0.7033062988761781,1
27,19,1,1,11,95, , , ,1,1,2,5,90,1,2,3,3,1,0.6425606954531653,-0.32679452161184863,3
27,20,1,1,11,32, , , ,1,1,2,3,4,1,2,3,2,3,0.6425606954531653,-0.6732789068706508,1
27,21,1,1,11,95, , , ,1,1,2,4,5,1,2,3,1,3,0.6425606954531653,-0.7033062988761781,1
27,22,1,1,11,95, , , ,1,1,2,5,6,1,2,3,2,3,0.6425606954531653,-0.7033062988761781,1
27,23,1,1,13,95, , , ,1,1,2,3,4,1,2,3,2,3,0.6425606954531653,-0.5849184592636503,1
27,24,1,1,11,32, , , ,1,1,2,6,90,1,2,3,1,3,0.6425606954531653,-0.7033062988761781,1
27,25,1,1,11,32, , , ,1,1,2,90, ,2,2,3,1,3,0.6425606954531653,-0.5052973244373878,2
27,25,2,1,11,32, , , ,1,3,5,90, ,2,2,3,1,3,0.6425606954531653,-0.5052973244373878,2
28,1,1,2,11,8, , , ,2, , , , ,1,2,3,3,1,0.8205357781322856,1.2630038055186599,5
28,2,1,1,12,24, , , ,1,5,90, , ,2,2,3,2,1,0.8205357781322856,-0.5631750565978358,2
28,2,2,1,12,24, , , ,1,1,2,90, ,2,2,3,2,1,0.8205357781322856,-0.5631750565978358,2
28,3,1,1,11,30, , , ,1,4,6,90, ,3,2,3,2,3,0.8205357781322856,-0.6897808349231148,1
28,3,2,1,11,30, , , ,1,1,2,8,9,3,2,3,2,3,0.8205357781322856,-0.6897808349231148,1
28,3,3,1,11,30, , , ,1,3,7,90, ,3,2,3,2,3,0.8205357781322856,-0.6897808349231148,1
28,4,1,1,11,95, , , ,1,1,2,6,7,1,2,3,2,2,0.8205357781322856,-0.7003298347767777,1
28,5,1,1,12,95, , , ,2, , , , ,2,2,3,1,2,0.8205357781322856,-0.6672383950013424,1
28,5,2,1,11,95, , , ,1,1,2,90, ,2,2,3,1,2,0.8205357781322856,-0.6672383950013424,1
28,6,1,1,11,95, , , ,1,3,4,90, ,3,2,3,2,1,0.8205357781322856,-0.31738202641123503,3
28,6,2,1,11,95, , , ,1,0,0,90, ,3,2,3,2,1,0.8205357781322856,-0.31738202641123503,3
28,6,3,1,98,95,1,2, ,1,1,2,5,90,3,2,3,2,1,0.8205357781322856,-0.31738202641123503,3
28,7,1,1,12,27, , , ,1,4,5,6,90,2,2,3,2,3,0.8205357781322856,-0.62025337650949,1
28,7,2,1,11,27, , , ,1,1,2,7,8,2,2,3,2,3,0.8205357781322856,-0.62025337650949,1
28,8,1,1,11,19, , , ,1,1,2,90, ,2,2,3,2,3,0.8205357781322856,-0.42377642595565357,2
28,8,2,1,13,24, , , ,1,3,4,5,6,2,2,3,2,3,0.8205357781322856,-0.42377642595565357,2
28,9,1,1,13,29, , , ,1,1,2,6,90,2,2,3,1,3,0.8205357781322856,-0.03256487509032433,4
28,9,2,1,11,19, , , ,2, , , , ,2,2,3,1,3,0.8205357781322856,-0.03256487509032433,4
28,10,1,1,12,27, , , ,1,1,90, , ,1,2,3,3,3,0.8205357781322856,-0.5616430327128819,2
28,11,1,1,11,95, , , ,1,5,4,6,90,1,2,3,1,3,0.8205357781322856,-0.6687704188862964,1
28,12,1,1,11,95, , , ,2, , , , ,1,2,3,2,1,0.8205357781322856,-0.6016780941093495,1
28,13,1,1,12,29, , , ,1,1,5,6,90,1,2,3,1,2,0.8205357781322856,-0.6687704188862964,1
28,14,1,1,11,30, , , ,1,1,2,10,9,2,2,3,1,3,0.8205357781322856,-0.6336520905966694,1
28,14,2,1,11,30, , , ,1,6,5,7,8,2,2,3,1,3,0.8205357781322856,-0.6336520905966694,1
28,15,1,1,12,30, , , ,1,1,2,3,90,1,2,3,1,3,0.8205357781322856,-0.5878622825260561,1
28,16,1,1,12,95, , , ,1,1,90, , ,2,2,3,1,3,0.8205357781322856,-0.639646136632493,1
28,16,2,1,11,95, , , ,2, , , , ,2,2,3,1,3,0.8205357781322856,-0.639646136632493,1
28,17,1,1,13,24, , , ,1,1,2,7,90,1,2,3,2,3,0.8205357781322856,-0.6687704188862964,1
28,18,1,1,11,95, , , ,1,1,2,90, ,1,2,3,2,1,0.8205357781322856,-0.554891067258123,2
28,20,1,1,13,95, , , ,1,1,5,6,90,1,2,3,1,3,0.8205357781322856,-0.664261930901942,1
28,22,1,1,11,29, , , ,1,1,90, , ,1,2,3,2,3,0.8205357781322856,-0.6462279789645241,1
28,23,1,1,12,95, , , ,1,3,8,9,90,3,2,3,1,3,0.8205357781322856,-0.5639379047873787,2
28,23,2,1,11,30, , , ,1,5,7,90, ,3,2,3,1,3,0.8205357781322856,-0.5639379047873787,2
28,23,3,1,11,30, , , ,1,1,2,6,90,3,2,3,1,3,0.8205357781322856,-0.5639379047873787,2
28,24,1,1,13,24, , , ,1,3,5,6,90,1,2,3,1,3,0.8205357781322856,-0.6913128588080688,1
28,25,1,2,11,95, , , ,1,1,2,7,8,3,2,3,2,1,0.8205357781322856,-0.5904710382428769,1
28,25,2,2,11,6, , , ,1,5,3,6,90,3,2,3,2,1,0.8205357781322856,-0.5904710382428769,1
28,25,3,2,11,95, , , ,1,4,90, , ,3,2,3,2,1,0.8205357781322856,-0.5904710382428769,1
29,2,1,1,12,12, , , ,1,3,5,90, ,2,2,3,2,1,0.597813214887688,-0.6822958828393598,1
29,2,2,1,11,95, , , ,1,1,2,90, ,2,2,3,2,1,0.597813214887688,-0.6822958828393598,1
29,3,1,1,13,4, , , ,1,1,2,3,4,1,2,3,2,3,0.597813214887688,-0.672694033473164,1
29,4,1,1,11,19, , , ,1,4,90, , ,3,2,3,2,1,0.597813214887688,-0.4533162600639349,2
29,4,2,1,11,19, , , ,1,3,90, , ,3,2,3,2,1,0.597813214887688,-0.4533162600639349,2
29,4,3,1,98,95,1,2, ,1,1,2,90, ,3,2,3,2,1,0.597813214887688,-0.4533162600639349,2
29,5,1,1,11,24, , , ,1,1,2,90, ,1,2,3,1,3,0.597813214887688,-0.6852723469387603,1
29,6,1,1,12,12, , , ,1,1,2,3,4,1,2,3,2,3,0.597813214887688,-0.6852723469387603,1
29,8,1,1,13,2, , , ,1,1,2,3,90,1,2,3,2,3,0.597813214887688,-0.7033062988761781,1
29,10,1,1,13,95, , , ,1,1,2,90, ,1,2,3,1,3,0.597813214887688,-0.6852723469387603,1
29,11,1,1,13,7, , , ,1,1,2,3,4,2,2,3,1,3,0.597813214887688,-0.7033062988761781,1
29,11,2,1,11,12, , , ,2, , , , ,2,2,3,1,3,0.597813214887688,-0.7033062988761781,1
29,12,1,1,11,19, , , ,1,1,2,3,4,1,2,3,2,3,0.597813214887688,-0.6732789068706508,1
29,13,1,1,12,95, , , ,1,1,2,3,90,1,2,3,2,1,0.597813214887688,0.26070540969985306,4
29,14,1,1,11,19, , , ,1,1,2,5,6,1,2,3,2,3,0.597813214887688,-0.7033062988761781,1
29,15,1,1,11,24, , , ,1,1,2,3,90,1,2,3,3,1,0.597813214887688,-0.4987389867295126,2
29,16,1,1,13,10, , , ,1,1,2,3,4,1,2,3,2,3,0.597813214887688,-0.6732789068706508,1
29,18,1,2,12,24, , , ,1,1,2,90, ,1,2,3,3,1,0.597813214887688,0.36107244936002203,4
29,20,1,1,11,13, , , ,1,1,2,3,4,1,2,3,1,3,0.597813214887688,-0.6418833081538697,1
29,21,1,2,13,95, , , ,1,2,1,6,90,1,2,3,1,3,0.597813214887688,-0.6913128588080688,1
