HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,HH6,HH7,helevel,ethnicity,religion,region,hhweight,wscore,windex5,wscoreu,windex5u,wscorer,windex5r
271,7,3,1,11,30, , , ,1,4,90, , ,3,2,202,3,1,6,2,0.4730377235922762,-0.6730398263705522,2, , ,-0.6558063106415905,2
271,9,1,1,14,12, , , ,1,1,3,90, ,3,2,202,2,1,6,2,0.4730377235922762,-0.12299666819639936,4, , ,0.1876006245779927,4
271,9,2,1,14,12, , , ,1,2,90, , ,3,2,202,2,1,6,2,0.4730377235922762,-0.12299666819639936,4, , ,0.1876006245779927,4
271,9,3,1,14,12, , , ,1,4,90, , ,3,2,202,2,1,6,2,0.4730377235922762,-0.12299666819639936,4, , ,0.1876006245779927,4
271,10,1,1,14,12, , , ,1,3,4,90, ,1,2,202,1,1,6,2,0.4730377235922762,-0.30542826112470245,3, , ,-0.09213028088337619,3
271,18,1,1,12,24, , , ,1,1,2,5,90,1,2,202,2,1,6,2,0.4730377235922762,-0.5554923072837626,2, , ,-0.47556519439037237,2
271,20,1,1,11,95, , , ,1,2,9,90, ,1,2,202,2,1,6,2,0.4730377235922762,-0.1814417574756271,3, , ,0.09798403196141586,4
271,21,1,1,12,3, , , ,1,2,6,8,9,1,2,202,2,1,6,2,0.4730377235922762,-0.5405569692094373,2, , ,-0.4526641410374884,3
271,22,1,1,12,3, , , ,1,1,2,7,90,1,2,202,2,1,6,2,0.4730377235922762,-0.6371153237528188,2, , ,-0.6007215882850999,2
272,1,1,1,11,95, , , ,1,1,2,7,90,2,2,202,3,1,6,2,0.463028996316473,-0.5752744751615625,2, , ,-0.5058981188779668,2
272,1,2,1,11,95, , , ,1,3,4,5,6,2,2,202,3,1,6,2,0.463028996316473,-0.5752744751615625,2, , ,-0.5058981188779668,2
272,2,1,1,12,7, , , ,1,1,2,90, ,3,2,202,3,2,2,2,0.463028996316473,0.17443098184468345,4, , ,0.6436603701503362,4
272,2,2,1,12,7, , , ,1,3,4,90, ,3,2,202,3,2,2,2,0.463028996316473,0.17443098184468345,4, , ,0.6436603701503362,4
272,2,3,1,12,0, , , ,2, , , , ,3,2,202,3,2,2,2,0.463028996316473,0.17443098184468345,4, , ,0.6436603701503362,4
272,3,1,1,11,95, , , ,1,3,4,5,6,1,2,202,2,96,5,2,0.463028996316473,-0.8290699417316114,1, , ,-0.8950545940589496,1
272,4,1,1,11,95, , , ,1,1,2,90, ,2,2,202,2,1,6,2,0.463028996316473,-0.8563485400389004,1, , ,-0.9368821464128546,1
272,4,2,1,11,95, , , ,1,4,5,6,90,2,2,202,2,1,6,2,0.463028996316473,-0.8563485400389004,1, , ,-0.9368821464128546,1
272,5,1,1,12,95, , , ,1,1,2,3,90,2,2,202,3,1,6,2,0.463028996316473,-0.6368179731853667,2, , ,-0.6002656467338714,2
272,5,2,1,12,95, , , ,2, , , , ,2,2,202,3,1,6,2,0.463028996316473,-0.6368179731853667,2, , ,-0.6002656467338714,2
272,6,1,1,11,95, , , ,1,1,3,4,5,2,2,202,2,5,6,2,0.463028996316473,-0.6601173498806145,2, , ,-0.6359916722266633,2
272,6,2,1,11,0, , , ,1,2,7,90, ,2,2,202,2,5,6,2,0.463028996316473,-0.6601173498806145,2, , ,-0.6359916722266633,2
272,7,1,1,11,4, , , ,2, , , , ,3,2,202,3,1,2,2,0.463028996316473,0.9565713100299161,5, , ,1.842952766216257,5
272,7,2,1,11,95, , , ,2, , , , ,3,2,202,3,1,2,2,0.463028996316473,0.9565713100299161,5, , ,1.842952766216257,5
272,7,3,1,11,95, , , ,2, , , , ,3,2,202,3,1,2,2,0.463028996316473,0.9565713100299161,5, , ,1.842952766216257,5
272,8,1,1,11,26, , , ,1,1,4,90, ,2,2,202,2,1,6,2,0.463028996316473,-0.6873363236769298,2, , ,-0.6777277995254305,2
272,8,2,1,11,26, , , ,1,3,5,90, ,2,2,202,2,1,6,2,0.463028996316473,-0.6873363236769298,2, , ,-0.6777277995254305,2
272,9,1,1,11,95, , , ,1,1,2,6,90,3,2,202,2,1,6,2,0.463028996316473,-0.6977059978170007,2, , ,-0.6936281065390375,2
272,9,2,1,11,95, , , ,1,3,5,90, ,3,2,202,2,1,6,2,0.463028996316473,-0.6977059978170007,2, , ,-0.6936281065390375,2
272,9,3,1,11,95, , , ,1,4,90, , ,3,2,202,2,1,6,2,0.463028996316473,-0.6977059978170007,2, , ,-0.6936281065390375,2
272,10,1,1,12,24, , , ,1,1,2,4,90,2,2,202,2,96,3,2,0.463028996316473,-0.677901466059635,2, , ,-0.663260890467512,2
272,10,2,1,12,10, , , ,1,3,90, , ,2,2,202,2,96,3,2,0.463028996316473,-0.677901466059635,2, , ,-0.663260890467512,2
272,11,1,1,11,95, , , ,1,1,2,8,90,4,2,202,3,1,3,2,0.463028996316473,-0.628922479724846,2, , ,-0.5881591168323113,2
272,11,2,1,11,95, , , ,1,4,6,90, ,4,2,202,3,1,3,2,0.463028996316473,-0.628922479724846,2, , ,-0.5881591168323113,2
272,11,3,1,11,95, , , ,1,5,7,90, ,4,2,202,3,1,3,2,0.463028996316473,-0.628922479724846,2, , ,-0.5881591168323113,2
272,11,4,1,12,11, , , ,1,3,9,90, ,4,2,202,3,1,3,2,0.463028996316473,-0.628922479724846,2, , ,-0.5881591168323113,2
272,12,1,1,12,15, , , ,1,3,4,90, ,1,2,202,2,1,6,2,0.463028996316473,-0.33767559443405976,3, , ,-0.14157662732231907,3
272,13,1,1,31,95,2,1,95,1,1,2,5,90,2,2,202,2,1,5,2,0.463028996316473,-0.7344991668007187,1, , ,-0.7500447957177231,1
272,13,2,1,12,12, , , ,1,3,4,6,90,2,2,202,2,1,5,2,0.463028996316473,-0.7344991668007187,1, , ,-0.7500447957177231,1
272,15,1,1,12,7, , , ,1,1,2,90, ,3,2,202,3,96,3,2,0.463028996316473,0.31201085641626314,4, , ,0.854618035264265,5
272,15,2,1,31,12,2,1,12,1,3,90, , ,3,2,202,3,96,3,2,0.463028996316473,0.31201085641626314,4, , ,0.854618035264265,5
272,15,3,1,12,7, , , ,2, , , , ,3,2,202,3,96,3,2,0.463028996316473,0.31201085641626314,4, , ,0.854618035264265,5
272,16,1,1,12,12, , , ,1,1,2,90, ,1,2,202,2,1,2,2,0.463028996316473,0.12085859694139087,4, , ,0.5615153233622365,4
272,17,1,1,11,7, , , ,1,1,2,90, ,2,2,202,2,1,3,2,0.463028996316473,-0.7717269986815493,1, , ,-0.8071279738736089,1
272,17,2,1,11,7, , , ,1,3,4,5,90,2,2,202,2,1,3,2,0.463028996316473,-0.7717269986815493,1, , ,-0.8071279738736089,1
272,18,1,1,14,95, , , ,1,1,2,90, ,3,2,202,2,4,3,2,0.463028996316473,-0.4191397389716165,3, , ,-0.26648941544385035,3
272,18,2,1,12,8, , , ,1,3,4,5,90,3,2,202,2,4,3,2,0.463028996316473,-0.4191397389716165,3, , ,-0.26648941544385035,3
272,18,3,1,12,8, , , ,1,6,7,90, ,3,2,202,2,4,3,2,0.463028996316473,-0.4191397389716165,3, , ,-0.26648941544385035,3
272,19,1,1,12,15, , , ,1,1,3,90, ,1,2,202,1,96,3,2,0.463028996316473,-0.6414493944362193,2, , ,-0.607367221846375,2
272,20,1,1,11,95, , , ,1,1,2,6,90,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,20,2,1,11,95, , , ,1,3,5,90, ,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,20,3,1,11,95, , , ,1,4,90, , ,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,20,4,1,11,95, , , ,2, , , , ,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,20,5,1,11,95, , , ,2, , , , ,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,20,6,1,11,95, , , ,2, , , , ,6,2,202,2,4,3,2,0.463028996316473,-0.2589029212493305,3, , ,-0.02079079827878943,4
272,22,1,1,12,18, , , ,1,1,5,90, ,3,2,202,1,96,3,2,0.463028996316473,-0.6057608260984233,2, , ,-0.5526442685710886,2
272,22,2,1,12,18, , , ,1,2,3,90, ,3,2,202,1,96,3,2,0.463028996316473,-0.6057608260984233,2, , ,-0.5526442685710886,2
272,22,3,1,12,18, , , ,1,4,90, , ,3,2,202,1,96,3,2,0.463028996316473,-0.6057608260984233,2, , ,-0.5526442685710886,2
272,23,1,1,12,95, , , ,1,2,3,7,90,2,2,202,1,1,6,2,0.463028996316473,-0.38545199754340187,3, , ,-0.21483442377600664,3
272,23,2,1,12,2, , , ,1,4,5,6,11,2,2,202,1,1,6,2,0.463028996316473,-0.38545199754340187,3, , ,-0.21483442377600664,3
272,24,1,1,12,9, , , ,1,2,6,90, ,3,2,202,2,1,6,2,0.463028996316473,0.3784039087228005,4, , ,0.956421611826526,5
272,24,2,1,13,13, , , ,1,4,5,90, ,3,2,202,2,1,6,2,0.463028996316473,0.3784039087228005,4, , ,0.956421611826526,5
272,24,3,1,14,15, , , ,1,3,90, , ,3,2,202,2,1,6,2,0.463028996316473,0.3784039087228005,4, , ,0.956421611826526,5
272,25,1,1,11,95, , , ,1,1,90, , ,2,2,202,2,1,6,2,0.463028996316473,0.4637842743620306,4, , ,1.0873393251760497,5
272,25,2,1,14,14, , , ,1,2,3,90, ,2,2,202,2,1,6,2,0.463028996316473,0.4637842743620306,4, , ,1.0873393251760497,5
273,1,1,1,13,95, , , ,1,1,2,90, ,4,2,202,3,1,6,2,0.6130846895671817,0.4598212207544613,4, , ,1.0812625894734074,5
273,1,2,1,13,95, , , ,1,3,90, , ,4,2,202,3,1,6,2,0.6130846895671817,0.4598212207544613,4, , ,1.0812625894734074,5
273,1,3,1,13,95, , , ,1,4,90, , ,4,2,202,3,1,6,2,0.6130846895671817,0.4598212207544613,4, , ,1.0812625894734074,5
273,1,4,1,13,95, , , ,1,5,90, , ,4,2,202,3,1,6,2,0.6130846895671817,0.4598212207544613,4, , ,1.0812625894734074,5
273,2,1,1,11,12, , , ,1,1,2,3,90,1,2,202,2,1,5,2,0.6130846895671817,-0.9130746939491751,1, , ,-1.0238630149233783,1
273,3,1,1,12,95, , , ,1,2,7,90, ,1,2,202,2,1,6,2,0.6130846895671817,-0.3160661932939348,3, , ,-0.10844192049672696,3
273,4,1,1,11,95, , , ,1,2,5,6,7,1,2,202,2,1,5,2,0.6130846895671817,-0.7352501300790913,1, , ,-0.7511962828831615,1
273,6,1,1,12,6, , , ,1,1,2,90, ,1,2,202,2,96,5,2,0.6130846895671817,0.15138946381661597,4, , ,0.6083297314285174,4
273,7,1,1,11,95, , , ,1,1,2,90, ,2,2,202,1,4,6,2,0.6130846895671817,-0.8542431775687273,1, , ,-0.9336538955345247,1
273,7,2,1,11,95, , , ,1,3,90, , ,2,2,202,1,4,6,2,0.6130846895671817,-0.8542431775687273,1, , ,-0.9336538955345247,1
273,8,1,1,14,95, , , ,1,1,2,90, ,1,2,202,2,1,7,2,0.6130846895671817,-0.5054637495896053,2, , ,-0.3988540638340936,3
273,9,1,1,12,98, , , ,1,2,7,90, ,2,2,202,1,1,6,2,0.6130846895671817,-0.2894032798585328,3, , ,-0.06755842659194963,4
273,9,2,1,12,98, , , ,1,4,5,6,90,2,2,202,1,1,6,2,0.6130846895671817,-0.2894032798585328,3, , ,-0.06755842659194963,4
273,10,1,1,12,95, , , ,1,1,2,90, ,2,2,202,2,1,6,2,0.6130846895671817,0.6354225746225469,5, , ,1.3505203694954608,5
273,10,2,1,12,95, , , ,1,3,4,90, ,2,2,202,2,1,6,2,0.6130846895671817,0.6354225746225469,5, , ,1.3505203694954608,5
273,12,1,1,12,98, , , ,1,1,2,8,90,1,2,202,2,1,6,2,0.6130846895671817,-0.6180741002847415,2, , ,-0.571524788562418,2
273,13,1,1,31,95,2,1,3,1,1,2,90, ,1,2,202,2,1,6,2,0.6130846895671817,-0.24159434857661702,3, , ,0.005749246832173812,4
273,14,1,1,31,95,2,1,95,1,1,2,6,90,2,2,202,2,1,6,2,0.6130846895671817,-0.4681976538489093,3, , ,-0.34171221390982176,3
273,14,2,1,14,24, , , ,1,3,4,5,90,2,2,202,2,1,6,2,0.6130846895671817,-0.4681976538489093,3, , ,-0.34171221390982176,3
273,15,1,1,12,9, , , ,1,2,8,90, ,3,2,202,2,1,6,2,0.6130846895671817,0.4486447859270799,4, , ,1.0641252385140147,5
273,15,2,1,12,11, , , ,1,6,7,3,90,3,2,202,2,1,6,2,0.6130846895671817,0.4486447859270799,4, , ,1.0641252385140147,5
273,15,3,1,12,10, , , ,1,4,5,90, ,3,2,202,2,1,6,2,0.6130846895671817,0.4486447859270799,4, , ,1.0641252385140147,5
273,16,1,1,12,24, , , ,1,1,2,90, ,2,2,202,1,1,6,2,0.6130846895671817,-0.302677364453621,3, , ,-0.08791220218176277,4
273,16,2,1,12,12, , , ,1,3,6,7,90,2,2,202,1,1,6,2,0.6130846895671817,-0.302677364453621,3, , ,-0.08791220218176277,4
273,17,1,1,12,95, , , ,1,1,90, , ,3,2,202,2,1,3,2,0.6130846895671817,1.5987936842362602,5, , ,2.8277024105111144,5
273,17,2,1,31,95,1,1,95,1,3,90, , ,3,2,202,2,1,3,2,0.6130846895671817,1.5987936842362602,5, , ,2.8277024105111144,5
273,17,3,1,12,95, , , ,1,2,90, , ,3,2,202,2,1,3,2,0.6130846895671817,1.5987936842362602,5, , ,2.8277024105111144,5
273,18,1,1,12,14, , , ,1,1,2,7,8,2,2,202,2,1,5,2,0.6130846895671817,-0.6714765996148317,2, , ,-0.6534093418446838,2
273,18,2,1,12,14, , , ,1,3,4,5,6,2,2,202,2,1,5,2,0.6130846895671817,-0.6714765996148317,2, , ,-0.6534093418446838,2
273,19,1,1,12,95, , , ,1,1,2,7,90,1,2,202,2,1,6,2,0.6130846895671817,-0.5759112657825406,2, , ,-0.5068745397606452,2
273,20,1,1,12,8, , , ,1,1,2,90, ,2,2,202,2,1,3,2,0.6130846895671817,0.5188818856351614,4, , ,1.1718230729896677,5
273,20,2,1,12,3, , , ,2, , , , ,2,2,202,2,1,3,2,0.6130846895671817,0.5188818856351614,4, , ,1.1718230729896677,5
273,21,1,1,12,12, , , ,2, , , , ,3,2,202,1,1,6,2,0.6130846895671817,-0.6654229007669005,2, , ,-0.6441269218814498,2
273,21,2,1,12,12, , , ,1,3,90, , ,3,2,202,1,1,6,2,0.6130846895671817,-0.6654229007669005,2, , ,-0.6441269218814498,2
273,21,3,1,12,12, , , ,1,2,4,5,6,3,2,202,1,1,6,2,0.6130846895671817,-0.6654229007669005,2, , ,-0.6441269218814498,2
273,23,1,1,12,95, , , ,1,1,90, , ,2,2,202,1,1,6,2,0.6130846895671817,-0.5208592075685833,2, , ,-0.4224606405860955,3
273,23,2,1,12,95, , , ,1,2,3,90, ,2,2,202,1,1,6,2,0.6130846895671817,-0.5208592075685833,2, , ,-0.4224606405860955,3
273,25,1,1,12,20, , , ,1,1,2,3,90,1,2,202,3,1,6,2,0.6130846895671817,-0.455108090843772,3, , ,-0.3216413739157879,3
274,1,1,1,11,16, , , ,1,6,7,1,2,3,2,202,2,1,5,2,0.8731403930539203,-0.20741760621797922,3, , ,0.058154046528567024,4
274,1,2,1,11,16, , , ,1,4,5,3,90,3,2,202,2,1,5,2,0.8731403930539203,-0.20741760621797922,3, , ,0.058154046528567024,4
274,1,3,1,11,16, , , ,2, , , , ,3,2,202,2,1,5,2,0.8731403930539203,-0.20741760621797922,3, , ,0.058154046528567024,4
274,4,1,1,11,95, , , ,1,1,7,90, ,1,2,202,2,1,6,2,0.8731403930539203,-0.3802849626864374,3, , ,-0.20691156723625606,3
274,5,1,1,12,12, , , ,1,1,2,90, ,1,2,202,2,1,3,2,0.8731403930539203,-0.38527070503390104,3, , ,-0.2145564394805126,3
274,6,1,1,11,98, , , ,1,1,2,7,90,3,2,202,2,1,5,2,0.8731403930539203,-0.6072120961407311,2, , ,-0.5548695688959246,2
274,6,2,1,12,7, , , ,1,3,8,90, ,3,2,202,2,1,5,2,0.8731403930539203,-0.6072120961407311,2, , ,-0.5548695688959246,2
274,6,3,1,11,95, , , ,1,4,5,90, ,3,2,202,2,1,5,2,0.8731403930539203,-0.6072120961407311,2, , ,-0.5548695688959246,2
274,7,1,1,11,14, , , ,1,1,2,90, ,1,2,202,1,1,5,2,0.8731403930539203,-0.47137175234564155,3, , ,-0.34657920779099355,3
274,10,1,1,11,2, , , ,1,1,2,3,90,1,2,202,2,1,3,2,0.8731403930539203,-0.4173320360403091,3, , ,-0.263717579877088,3
274,11,1,1,12,95, , , ,1,1,2,7,90,3,2,202,2,2,5,2,0.8731403930539203,0.916914567524462,5, , ,1.7821452256437271,5
274,11,2,1,12,95, , , ,1,3,6,90, ,3,2,202,2,2,5,2,0.8731403930539203,0.916914567524462,5, , ,1.7821452256437271,5
274,11,3,1,12,95, , , ,1,4,5,90, ,3,2,202,2,2,5,2,0.8731403930539203,0.916914567524462,5, , ,1.7821452256437271,5
274,12,1,1,12,12, , , ,1,1,2,4,90,3,2,202,3,2,2,2,0.8731403930539203,1.482355218598726,5, , ,2.64916185785519,5
274,12,2,1,12,12, , , ,1,3,5,90, ,3,2,202,3,2,2,2,0.8731403930539203,1.482355218598726,5, , ,2.64916185785519,5
274,12,3,1,11,7, , , ,2, , , , ,3,2,202,3,2,2,2,0.8731403930539203,1.482355218598726,5, , ,2.64916185785519,5
274,14,1,1,31,95,2,1,95,1,1,2,90, ,1,2,202,3,1,5,2,0.8731403930539203,-0.5456023118858104,2, , ,-0.4604004012573912,3
274,15,1,1,12,24, , , ,1,3,4,90, ,3,2,202,3,3,5,2,0.8731403930539203,-0.30060823231603434,3, , ,-0.08473950496920368,4
274,15,2,1,14,95, , , ,1,1,2,5,90,3,2,202,3,3,5,2,0.8731403930539203,-0.30060823231603434,3, , ,-0.08473950496920368,4
274,15,3,1,36,95,2,1,95,1,6,90, , ,3,2,202,3,3,5,2,0.8731403930539203,-0.30060823231603434,3, , ,-0.08473950496920368,4
274,16,1,1,11,14, , , ,1,1,90, , ,2,2,202,4,1,3,2,0.8731403930539203,-0.08503242255553542,4, , ,0.2458129804414332,4
274,16,2,1,11,14, , , ,1,2,90, , ,2,2,202,4,1,3,2,0.8731403930539203,-0.08503242255553542,4, , ,0.2458129804414332,4
274,18,1,1,11,10, , , ,1,1,2,3,90,3,2,202,3,1,5,2,0.8731403930539203,0.21393676869632658,4, , ,0.7042364433490013,5
274,18,2,1,11,12, , , ,2, , , , ,3,2,202,3,1,5,2,0.8731403930539203,0.21393676869632658,4, , ,0.7042364433490013,5
274,18,3,1,11,12, , , ,2, , , , ,3,2,202,3,1,5,2,0.8731403930539203,0.21393676869632658,4, , ,0.7042364433490013,5
274,19,1,1,12,95, , , ,1,2,4,90, ,3,2,202,2,1,6,2,0.8731403930539203,0.566895261024443,4, , ,1.2454442301385764,5
274,19,2,1,12,95, , , ,1,6,5,90, ,3,2,202,2,1,6,2,0.8731403930539203,0.566895261024443,4, , ,1.2454442301385764,5
274,19,3,1,12,6, , , ,1,3,90, , ,3,2,202,2,1,6,2,0.8731403930539203,0.566895261024443,4, , ,1.2454442301385764,5
274,20,1,1,11,95, , , ,1,1,2,90, ,3,2,202,1,1,5,2,0.8731403930539203,0.5059848511947669,4, , ,1.1520474460608612,5
274,20,2,1,11,95, , , ,1,3,90, , ,3,2,202,1,1,5,2,0.8731403930539203,0.5059848511947669,4, , ,1.1520474460608612,5
274,20,3,1,11,95, , , ,1,4,5,6,90,3,2,202,1,1,5,2,0.8731403930539203,0.5059848511947669,4, , ,1.1520474460608612,5
274,21,1,1,12,95, , , ,1,1,2,9,90,3,2,202,2,1,5,2,0.8731403930539203,-0.3516673990237347,3, , ,-0.16303091659362148,3
274,21,2,1,11,95, , , ,1,4,7,8,90,3,2,202,2,1,5,2,0.8731403930539203,-0.3516673990237347,3, , ,-0.16303091659362148,3
274,21,3,1,11,95, , , ,1,3,6,5,90,3,2,202,2,1,5,2,0.8731403930539203,-0.3516673990237347,3, , ,-0.16303091659362148,3
274,22,1,1,11,14, , , ,1,1,90, , ,3,2,202,1,1,3,2,0.8731403930539203,-0.6786382663864048,2, , ,-0.6643906609159483,2
274,22,2,1,11,14, , , ,1,2,90, , ,3,2,202,1,1,3,2,0.8731403930539203,-0.6786382663864048,2, , ,-0.6643906609159483,2
274,22,3,1,11,14, , , ,2, , , , ,3,2,202,1,1,3,2,0.8731403930539203,-0.6786382663864048,2, , ,-0.6643906609159483,2
274,23,1,1,11,24, , , ,1,1,2,6,90,3,2,202,2,1,5,2,0.8731403930539203,-0.11339799622451174,4, , ,0.20231871785791064,4
274,23,2,1,11,24, , , ,1,3,5,90, ,3,2,202,2,1,5,2,0.8731403930539203,-0.11339799622451174,4, , ,0.20231871785791064,4
274,23,3,1,11,24, , , ,1,4,90, , ,3,2,202,2,1,5,2,0.8731403930539203,-0.11339799622451174,4, , ,0.20231871785791064,4
274,24,1,1,11,9, , , ,1,1,2,3,90,1,2,202,3,1,5,2,0.8731403930539203,-0.7062208821003565,1, , ,-0.7066843773978793,2
274,25,1,1,11,14, , , ,1,1,2,3,90,2,2,202,2,1,5,2,0.8731403930539203,-0.6620958412744514,2, , ,-0.6390253857417507,2
274,25,2,1,11,14, , , ,1,4,90, , ,2,2,202,2,1,5,2,0.8731403930539203,-0.6620958412744514,2, , ,-0.6390253857417507,2
275,1,1,1,12,5, , , ,1,1,90, , ,2,2,202,2,1,6,2,0.5739859289570458,0.2553326334472662,4, , ,0.7677106615108064,5
275,1,2,1,12,7, , , ,1,2,7,90, ,2,2,202,2,1,6,2,0.5739859289570458,0.2553326334472662,4, , ,0.7677106615108064,5
275,2,1,1,12,11, , , ,1,1,2,8,90,3,2,202,2,1,3,2,0.5739859289570458,-0.42605039620791024,3, , ,-0.2770858498388586,3
275,2,2,1,12,7, , , ,1,3,7,4,90,3,2,202,2,1,3,2,0.5739859289570458,-0.42605039620791024,3, , ,-0.2770858498388586,3
275,2,3,1,11,12, , , ,1,6,5,90, ,3,2,202,2,1,3,2,0.5739859289570458,-0.42605039620791024,3, , ,-0.2770858498388586,3
275,3,1,1,12,95, , , ,1,4,5,90, ,3,2,202,2,1,6,2,0.5739859289570458,0.3403740228323685,4, , ,0.8981086066942189,5
275,3,2,1,14,95, , , ,1,1,2,7,90,3,2,202,2,1,6,2,0.5739859289570458,0.3403740228323685,4, , ,0.8981086066942189,5
275,3,3,1,12,95, , , ,1,3,6,90, ,3,2,202,2,1,6,2,0.5739859289570458,0.3403740228323685,4, , ,0.8981086066942189,5
275,4,1,1,11,95, , , ,1,1,2,90, ,4,2,202,1,1,6,2,0.5739859289570458,-0.7591666442498641,1, , ,-0.7878685941702707,1
275,4,2,1,11,95, , , ,1,3,90, , ,4,2,202,1,1,6,2,0.5739859289570458,-0.7591666442498641,1, , ,-0.7878685941702707,1
275,4,3,1,11,95, , , ,1,4,90, , ,4,2,202,1,1,6,2,0.5739859289570458,-0.7591666442498641,1, , ,-0.7878685941702707,1
275,4,4,1,11,95, , , ,1,5,90, , ,4,2,202,1,1,6,2,0.5739859289570458,-0.7591666442498641,1, , ,-0.7878685941702707,1
275,5,1,1,12,8, , , ,1,1,2,5,90,3,2,202,3,1,3,2,0.5739859289570458,-0.8651681860154911,1, , ,-0.9504057226491813,1
275,5,2,1,14,95, , , ,1,3,4,90, ,3,2,202,3,1,3,2,0.5739859289570458,-0.8651681860154911,1, , ,-0.9504057226491813,1
275,5,3,1,11,95, , , ,2, , , , ,3,2,202,3,1,3,2,0.5739859289570458,-0.8651681860154911,1, , ,-0.9504057226491813,1
275,6,1,1,12,95, , , ,1,1,90, , ,5,2,202,3,1,6,2,0.5739859289570458,0.7766282360669167,5, , ,1.5670376234320018,5
275,6,2,1,12,95, , , ,1,2,90, , ,5,2,202,3,1,6,2,0.5739859289570458,0.7766282360669167,5, , ,1.5670376234320018,5
275,6,3,1,11,95, , , ,1,3,4,90, ,5,2,202,3,1,6,2,0.5739859289570458,0.7766282360669167,5, , ,1.5670376234320018,5
275,6,4,1,11,27, , , ,1,5,90, , ,5,2,202,3,1,6,2,0.5739859289570458,0.7766282360669167,5, , ,1.5670376234320018,5
275,6,5,1,11,24, , , ,1,6,90, , ,5,2,202,3,1,6,2,0.5739859289570458,0.7766282360669167,5, , ,1.5670376234320018,5
275,7,1,1,11,98, , , ,1,2,8,90, ,5,2,202,4,1,1,2,0.5739859289570458,1.5898170454753464,5, , ,2.813938109885965,5
275,7,2,1,11,98, , , ,1,1,90, , ,5,2,202,4,1,1,2,0.5739859289570458,1.5898170454753464,5, , ,2.813938109885965,5
275,7,3,1,11,98, , , ,1,4,7,90, ,5,2,202,4,1,1,2,0.5739859289570458,1.5898170454753464,5, , ,2.813938109885965,5
275,7,4,1,11,95, , , ,1,3,5,90, ,5,2,202,4,1,1,2,0.5739859289570458,1.5898170454753464,5, , ,2.813938109885965,5
275,7,5,1,11,95, , , ,1,6,90, , ,5,2,202,4,1,1,2,0.5739859289570458,1.5898170454753464,5, , ,2.813938109885965,5
275,8,1,1,11,95, , , ,1,1,2,9,90,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,8,2,1,31,95,1,1,95,1,4,6,90, ,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,8,3,1,11,95, , , ,1,8,7,90, ,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,8,4,1,11,95, , , ,1,3,90, , ,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,8,5,1,12,12, , , ,1,5,90, , ,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,8,6,1,31,95,1,1,95,2, , , , ,6,2,202,2,1,3,2,0.5739859289570458,-0.20516120152058265,3, , ,0.06161389752782952,4
275,9,1,2,11,13, , , ,1,1,2,5,90,2,2,202,2,5,6,2,0.5739859289570458,-0.20576122885465045,3, , ,0.06069384751474694,4
275,9,2,2,11,13, , , ,1,3,4,90, ,2,2,202,2,5,6,2,0.5739859289570458,-0.20576122885465045,3, , ,0.06069384751474694,4
275,10,1,1,11,24, , , ,1,1,2,4,90,2,2,202,1,1,5,2,0.5739859289570458,-0.8075795000960825,1, , ,-0.8621022934131191,1
275,10,2,1,11,24, , , ,2, , , , ,2,2,202,1,1,5,2,0.5739859289570458,-0.8075795000960825,1, , ,-0.8621022934131191,1
275,11,1,1,11,95, , , ,1,3,90, , ,2,2,202,3,1,2,2,0.5739859289570458,1.3155910789006748,5, , ,2.3934545922032613,5
275,11,2,1,13,95, , , ,1,4,90, , ,2,2,202,3,1,2,2,0.5739859289570458,1.3155910789006748,5, , ,2.3934545922032613,5
275,12,1,1,11,20, , , ,1,1,2,90, ,3,2,202,3,1,3,2,0.5739859289570458,-0.06525944365484354,4, , ,0.2761318150400701,4
275,12,2,1,11,20, , , ,1,3,90, , ,3,2,202,3,1,3,2,0.5739859289570458,-0.06525944365484354,4, , ,0.2761318150400701,4
275,12,3,1,11,20, , , ,1,4,90, , ,3,2,202,3,1,3,2,0.5739859289570458,-0.06525944365484354,4, , ,0.2761318150400701,4
275,13,1,1,11,15, , , ,1,1,90, , ,2,2,202,2,1,3,2,0.5739859289570458,-0.460858914231563,3, , ,-0.330459380751081,3
