HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,HH6,HH7,helevel,wscore,windex5,PSU,stratum,hhweight
286,12,1,1,11,4, , , ,2, , , , ,4,2,4,2,-1.1234591150632716,1,286,8,0.899704
286,12,2,1,11,4, , , ,2, , , , ,4,2,4,2,-1.1234591150632716,1,286,8,0.899704
286,12,3,1,11,4, , , ,2, , , , ,4,2,4,2,-1.1234591150632716,1,286,8,0.899704
286,12,4,1,11,4, , , ,2, , , , ,4,2,4,2,-1.1234591150632716,1,286,8,0.899704
287,1,1,1,11,6, , , ,2, , , , ,3,2,4,2,-0.15029022189035238,3,287,8,0.899704
287,1,2,1,11,6, , , ,2, , , , ,3,2,4,2,-0.15029022189035238,3,287,8,0.899704
287,1,3,1,11,6, , , ,2, , , , ,3,2,4,2,-0.15029022189035238,3,287,8,0.899704
287,2,1,1,11,2, , , ,2, , , , ,3,2,4,5,-0.5671952303834737,3,287,8,0.899704
287,2,2,1,11,2, , , ,2, , , , ,3,2,4,5,-0.5671952303834737,3,287,8,0.899704
287,2,3,1,11,2, , , ,2, , , , ,3,2,4,5,-0.5671952303834737,3,287,8,0.899704
287,3,1,1,11,4, , , ,2, , , , ,3,2,4,5,1.6577565279280961,5,287,8,0.899704
287,3,2,1,11,4, , , ,2, , , , ,3,2,4,5,1.6577565279280961,5,287,8,0.899704
287,3,3,1,11,4, , , ,2, , , , ,3,2,4,5,1.6577565279280961,5,287,8,0.899704
287,4,1,1,11,6, , , ,1,1,90, , ,3,2,4,3,0.2120608671096387,4,287,8,0.899704
287,4,2,1,11,6, , , ,2, , , , ,3,2,4,3,0.2120608671096387,4,287,8,0.899704
287,4,3,1,11,6, , , ,2, , , , ,3,2,4,3,0.2120608671096387,4,287,8,0.899704
287,5,1,1,11,1, , , ,2, , , , ,2,2,4,4,0.13814351908171418,4,287,8,0.899704
287,5,2,1,11,1, , , ,1,1,90, , ,2,2,4,4,0.13814351908171418,4,287,8,0.899704
287,7,1,1,11,1, , , ,2, , , , ,3,2,4,1,-0.746128075720761,2,287,8,0.899704
287,7,2,1,11,1, , , ,2, , , , ,3,2,4,1,-0.746128075720761,2,287,8,0.899704
287,7,3,1,11,1, , , ,2, , , , ,3,2,4,1,-0.746128075720761,2,287,8,0.899704
287,8,1,1,11,2, , , ,2, , , , ,1,2,4,3,-1.1438442349627804,1,287,8,0.899704
287,9,1,1,11,3, , , ,2, , , , ,1,2,4,1,-0.6195962860613488,3,287,8,0.899704
287,10,1,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6256731160482152,3,287,8,0.899704
287,10,2,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6256731160482152,3,287,8,0.899704
287,10,3,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6256731160482152,3,287,8,0.899704
287,10,4,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6256731160482152,3,287,8,0.899704
287,10,5,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6256731160482152,3,287,8,0.899704
287,11,1,1,11,3, , , ,2, , , , ,3,2,4,2,-1.2378506390805548,1,287,8,0.899704
287,11,2,1,11,3, , , ,2, , , , ,3,2,4,2,-1.2378506390805548,1,287,8,0.899704
287,11,3,1,11,3, , , ,2, , , , ,3,2,4,2,-1.2378506390805548,1,287,8,0.899704
287,12,1,1,11,1, , , ,2, , , , ,2,2,4,2,-0.816038343282055,2,287,8,0.899704
287,12,2,1,11,1, , , ,2, , , , ,2,2,4,2,-0.816038343282055,2,287,8,0.899704
287,13,1,1,11,3, , , ,2, , , , ,2,2,4,2,0.20301529646250052,4,287,8,0.899704
287,13,2,1,11,3, , , ,2, , , , ,2,2,4,2,0.20301529646250052,4,287,8,0.899704
287,14,1,1,11,1, , , ,2, , , , ,3,2,4,4,-1.7858505768659148,1,287,8,0.899704
287,14,2,1,11,1, , , ,2, , , , ,3,2,4,4,-1.7858505768659148,1,287,8,0.899704
287,14,3,1,11,1, , , ,2, , , , ,3,2,4,4,-1.7858505768659148,1,287,8,0.899704
287,15,1,1,11,1, , , ,2, , , , ,2,2,4,1,-1.6100544051972059,1,287,8,0.899704
287,15,2,1,11,1, , , ,2, , , , ,2,2,4,1,-1.6100544051972059,1,287,8,0.899704
288,1,1,1,11,2, , , ,1,1,90, , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,2,1,11,2, , , ,1,5,90, , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,3,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,4,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,5,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,6,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,7,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,8,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,1,9,1,11,2, , , ,2, , , , ,9,2,4,1,-0.853997649478209,2,288,8,0.899704
288,2,1,1,11,3, , , ,2, , , , ,2,2,4,1,-0.7662748352381821,2,288,8,0.899704
288,2,2,1,11,3, , , ,2, , , , ,2,2,4,1,-0.7662748352381821,2,288,8,0.899704
288,4,1,1,11,2, , , ,2, , , , ,3,2,4,1,-1.8340265024553024,1,288,8,0.899704
288,4,2,1,11,2, , , ,2, , , , ,3,2,4,1,-1.8340265024553024,1,288,8,0.899704
288,4,3,1,11,2, , , ,2, , , , ,3,2,4,1,-1.8340265024553024,1,288,8,0.899704
288,6,1,1,11,3, , , ,2, , , , ,3,2,4,1,-0.654334027828918,3,288,8,0.899704
288,6,2,1,11,3, , , ,2, , , , ,3,2,4,1,-0.654334027828918,3,288,8,0.899704
288,6,3,1,11,3, , , ,2, , , , ,3,2,4,1,-0.654334027828918,3,288,8,0.899704
288,7,1,1,11,3, , , ,1,1,90, , ,1,2,4,1,-0.5788677716734832,3,288,8,0.899704
288,8,1,1,11,5, , , ,1,1,90, , ,1,2,4,3,-0.20725766754322053,3,288,8,0.899704
288,9,1,1,11,4, , , ,2, , , , ,2,2,4,1,-1.8613589526113654,1,288,8,0.899704
288,9,2,1,11,4, , , ,2, , , , ,2,2,4,1,-1.8613589526113654,1,288,8,0.899704
288,10,1,1,11,3, , , ,1,3,10,90, ,3,2,4,1,-1.6670981982532487,1,288,8,0.899704
288,10,2,1,11,3, , , ,2, , , , ,3,2,4,1,-1.6670981982532487,1,288,8,0.899704
288,10,3,1,11,3, , , ,2, , , , ,3,2,4,1,-1.6670981982532487,1,288,8,0.899704
288,11,1,1,11,3, , , ,8, , , , ,3,2,4,1,-1.6366538434218807,1,288,8,0.899704
288,11,2,1,11,3, , , ,8, , , , ,3,2,4,1,-1.6366538434218807,1,288,8,0.899704
288,11,3,1,11,3, , , ,8, , , , ,3,2,4,1,-1.6366538434218807,1,288,8,0.899704
288,12,1,1,11,4, , , ,2, , , , ,3,2,4,2,-0.9484465470378561,2,288,8,0.899704
288,12,2,1,11,4, , , ,2, , , , ,3,2,4,2,-0.9484465470378561,2,288,8,0.899704
288,12,3,1,11,4, , , ,2, , , , ,3,2,4,2,-0.9484465470378561,2,288,8,0.899704
288,13,1,1,11,4, , , ,2, , , , ,3,2,4,1,-0.9024459436344799,2,288,8,0.899704
288,13,2,1,11,4, , , ,2, , , , ,3,2,4,1,-0.9024459436344799,2,288,8,0.899704
288,13,3,1,11,4, , , ,2, , , , ,3,2,4,1,-0.9024459436344799,2,288,8,0.899704
288,14,1,1,11,4, , , ,2, , , , ,2,2,4,1,-0.736575133428188,2,288,8,0.899704
288,14,2,1,11,4, , , ,2, , , , ,2,2,4,1,-0.736575133428188,2,288,8,0.899704
288,15,1,1,11,4, , , ,2, , , , ,3,2,4,2,-0.7791878543080345,2,288,8,0.899704
288,15,2,1,11,4, , , ,2, , , , ,3,2,4,2,-0.7791878543080345,2,288,8,0.899704
288,15,3,1,11,4, , , ,2, , , , ,3,2,4,2,-0.7791878543080345,2,288,8,0.899704
289,1,1,1,11,6, , , ,2, , , , ,2,2,4,2,-1.3791796526512918,1,289,8,0.899704
289,1,2,1,11,6, , , ,2, , , , ,2,2,4,2,-1.3791796526512918,1,289,8,0.899704
289,2,1,1,11,6, , , ,1,1,90, , ,3,2,4,3,-0.8957892088201982,2,289,8,0.899704
289,2,2,1,11,6, , , ,1,2,4,90, ,3,2,4,3,-0.8957892088201982,2,289,8,0.899704
289,2,3,1,11,6, , , ,1,3,90, , ,3,2,4,3,-0.8957892088201982,2,289,8,0.899704
289,3,1,1,11,6, , , ,2, , , , ,4,2,4,2,0.041145583731289945,4,289,8,0.899704
289,3,2,1,11,6, , , ,2, , , , ,4,2,4,2,0.041145583731289945,4,289,8,0.899704
289,3,3,1,11,6, , , ,2, , , , ,4,2,4,2,0.041145583731289945,4,289,8,0.899704
289,3,4,1,11,6, , , ,2, , , , ,4,2,4,2,0.041145583731289945,4,289,8,0.899704
289,4,1,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,2,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,3,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,4,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,5,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,6,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,4,7,1,11,9, , , ,2, , , , ,7,2,4,2,-0.8505548740993653,2,289,8,0.899704
289,5,1,1,11,8, , , ,2, , , , ,4,2,4,3,-0.2456847226440874,3,289,8,0.899704
289,5,2,1,11,8, , , ,2, , , , ,4,2,4,3,-0.2456847226440874,3,289,8,0.899704
289,5,3,1,11,8, , , ,2, , , , ,4,2,4,3,-0.2456847226440874,3,289,8,0.899704
289,5,4,1,11,8, , , ,2, , , , ,4,2,4,3,-0.2456847226440874,3,289,8,0.899704
289,6,1,1,11,17, , , ,1,1,90, , ,3,2,4,1,-1.2284281503412537,1,289,8,0.899704
289,6,2,1,11,17, , , ,1,3,4,5,7,3,2,4,1,-1.2284281503412537,1,289,8,0.899704
289,6,3,1,11,17, , , ,1,2,8,6,90,3,2,4,1,-1.2284281503412537,1,289,8,0.899704
289,7,1,1,11,10, , , ,2, , , , ,1,2,4,5,0.8566932309985713,5,289,8,0.899704
289,8,1,1,11,9, , , ,2, , , , ,2,2,4,4,-0.6844816762711433,2,289,8,0.899704
289,8,2,1,11,9, , , ,2, , , , ,2,2,4,4,-0.6844816762711433,2,289,8,0.899704
289,9,1,1,11,9, , , ,2, , , , ,3,2,4,1,0.09672938161209825,4,289,8,0.899704
289,9,2,1,11,9, , , ,2, , , , ,3,2,4,1,0.09672938161209825,4,289,8,0.899704
289,9,3,1,11,9, , , ,2, , , , ,3,2,4,1,0.09672938161209825,4,289,8,0.899704
289,11,1,1,11,98, , , ,2, , , , ,4,2,4,9,-1.0409914445001456,1,289,8,0.899704
289,11,2,1,11,6, , , ,2, , , , ,4,2,4,9,-1.0409914445001456,1,289,8,0.899704
289,11,3,1,11,6, , , ,2, , , , ,4,2,4,9,-1.0409914445001456,1,289,8,0.899704
289,11,4,1,11,6, , , ,2, , , , ,4,2,4,9,-1.0409914445001456,1,289,8,0.899704
289,12,1,2,98,98,1,2, ,2, , , , ,1,2,4,2,-0.9528590913233809,2,289,8,0.899704
289,13,1,1,11,7, , , ,2, , , , ,1,2,4,1,-0.24253342432555455,3,289,8,0.899704
289,14,1,1,11,98, , , ,2, , , , ,2,2,4,1,-0.9998069595936218,2,289,8,0.899704
289,14,2,1,11,98, , , ,2, , , , ,2,2,4,1,-0.9998069595936218,2,289,8,0.899704
291,2,1,1,11,6, , , ,2, , , , ,1,2,4,5,1.2281837364388097,5,291,8,0.899704
291,6,1,1,11,24, , , ,2, , , , ,1,2,4,2,-0.9281399004708003,2,291,8,0.899704
291,9,1,1,11,95, , , ,2, , , , ,1,2,4,2,0.2594410272564925,4,291,8,0.899704
291,15,1,2,98,95,1,2, ,2, , , , ,1,2,4,2,-0.45847461621931646,3,291,8,0.899704
292,5,1,1,11,95, , , ,2, , , , ,1,2,4,2,-1.1503925661959296,1,292,8,0.899704
292,8,1,1,11,24, , , ,2, , , , ,1,2,4,1,0.1988002057126171,4,292,8,0.899704
292,9,1,1,11,95, , , ,1,1,6,90, ,2,2,4,2,-0.8653189041150072,2,292,8,0.899704
292,9,2,1,11,95, , , ,2, , , , ,2,2,4,2,-0.8653189041150072,2,292,8,0.899704
292,10,1,1,11,95, , , ,2, , , , ,1,2,4,2,-1.5210446823930903,1,292,8,0.899704
292,12,1,1,11,9, , , ,2, , , , ,1,2,4,4,-0.3505911963238443,3,292,8,0.899704
292,13,1,1,11,9, , , ,2, , , , ,1,2,4,4,0.04809788270499598,4,292,8,0.899704
292,14,1,1,11,9, , , ,2, , , , ,1,2,4,4,0.567136292204081,4,292,8,0.899704
293,4,1,1,11,95, , , ,2, , , , ,1,2,4,1,-1.1878295074734768,1,293,8,0.899704
293,9,1,1,11,1, , , ,2, , , , ,1,2,4,1,-0.8580183667121888,2,293,8,0.899704
293,12,1,1,99,4,9,9, ,2, , , , ,2,2,4,2,-0.6159311582944352,3,293,8,0.899704
293,12,2,1,99,4,9,9, ,2, , , , ,2,2,4,2,-0.6159311582944352,3,293,8,0.899704
293,15,1,1,99,95,9,9, ,2, , , , ,2,2,4,2,-1.105692968697483,1,293,8,0.899704
293,15,2,1,99,95,9,9, ,2, , , , ,2,2,4,2,-1.105692968697483,1,293,8,0.899704
294,1,1,1,16,95, , , ,2, , , , ,1,2,4,1,0.2669033978813935,4,294,8,0.899704
294,11,1,1,11,12, , , ,2, , , , ,1,2,4,2,-0.9232388603559757,2,294,8,0.899704
294,12,1,1,11,98, , , ,2, , , , ,1,2,4,1,-1.292315550001943,1,294,8,0.899704
294,13,1,1,31,95,8,2, ,2, , , , ,2,2,4,5,0.9818181535960877,5,294,8,0.899704
294,13,2,1,31,24,8,2, ,2, , , , ,2,2,4,5,0.9818181535960877,5,294,8,0.899704
295,3,1,1,11,13, , , ,2, , , , ,3,2,4,1,-1.5351042724898216,1,295,8,0.899704
295,3,2,1,11,13, , , ,1,7,14,90, ,3,2,4,1,-1.5351042724898216,1,295,8,0.899704
295,3,3,1,11,13, , , ,1,2,90, , ,3,2,4,1,-1.5351042724898216,1,295,8,0.899704
295,4,1,1,99,95,9,9, ,1,1,90, , ,3,2,4,2,-0.13736780112143893,3,295,8,0.899704
295,4,2,1,99,95,9,9, ,2, , , , ,3,2,4,2,-0.13736780112143893,3,295,8,0.899704
295,4,3,1,99,95,9,9, ,2, , , , ,3,2,4,2,-0.13736780112143893,3,295,8,0.899704
296,1,1,1,11,3, , , ,2, , , , ,1,2,4,4,0.9095279159358983,5,296,8,0.899704
296,3,1,1,99,2,9,9, ,1,1,2,5,90,2,2,4,2,-0.8475325480894398,2,296,8,0.899704
296,3,2,1,99,2,9,9, ,1,3,4,90, ,2,2,4,2,-0.8475325480894398,2,296,8,0.899704
296,4,1,1,11,2, , , ,1,1,2,4,90,2,2,4,1,-1.127217399417236,1,296,8,0.899704
296,4,2,1,11,2, , , ,1,3,90, , ,2,2,4,1,-1.127217399417236,1,296,8,0.899704
296,5,1,1,11,2, , , ,2, , , , ,3,2,4,2,0.31592249350753643,4,296,8,0.899704
296,5,2,1,11,2, , , ,2, , , , ,3,2,4,2,0.31592249350753643,4,296,8,0.899704
296,5,3,1,11,2, , , ,2, , , , ,3,2,4,2,0.31592249350753643,4,296,8,0.899704
296,6,1,1,11,5, , , ,2, , , , ,3,2,4,5,0.9551189516934122,5,296,8,0.899704
296,6,2,1,11,5, , , ,2, , , , ,3,2,4,5,0.9551189516934122,5,296,8,0.899704
296,6,3,1,11,5, , , ,2, , , , ,3,2,4,5,0.9551189516934122,5,296,8,0.899704
296,7,1,1,11,4, , , ,2, , , , ,1,2,4,2,-1.7040439055915535,1,296,8,0.899704
296,9,1,1,11,4, , , ,1,1,6,90, ,3,2,4,1,-1.3644789777604294,1,296,8,0.899704
296,9,2,1,11,4, , , ,1,2,7,90, ,3,2,4,1,-1.3644789777604294,1,296,8,0.899704
296,9,3,1,11,4, , , ,1,3,4,5,90,3,2,4,1,-1.3644789777604294,1,296,8,0.899704
296,10,1,1,11,4, , , ,2, , , , ,1,2,4,2,-1.6560431625557237,1,296,8,0.899704
296,11,1,1,11,24, , , ,2, , , , ,2,2,4,4,0.2640311748379029,4,296,8,0.899704
296,11,2,1,11,3, , , ,1,1,90, , ,2,2,4,4,0.2640311748379029,4,296,8,0.899704
296,12,1,2,98,3,1,2, ,2, , , , ,1,2,4,2,0.22730137496047298,4,296,8,0.899704
296,13,1,1,11,6, , , ,1,3,7,90, ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,13,2,1,11,6, , , ,2, , , , ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,13,3,1,11,6, , , ,2, , , , ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,13,4,1,11,6, , , ,2, , , , ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,13,5,1,11,6, , , ,2, , , , ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,13,6,1,11,6, , , ,2, , , , ,6,2,4,2,-0.6586036679156378,3,296,8,0.899704
296,15,1,1,11,6, , , ,2, , , , ,3,2,4,2,-0.507929567196666,3,296,8,0.899704
296,15,2,1,11,6, , , ,2, , , , ,3,2,4,2,-0.507929567196666,3,296,8,0.899704
296,15,3,1,11,6, , , ,2, , , , ,3,2,4,2,-0.507929567196666,3,296,8,0.899704
297,2,1,1,11,95, , , ,1,1,2,90, ,1,2,4,5,1.6946998866649543,5,297,8,0.899704
297,3,1,1,11,12, , , ,1,1,90, , ,1,2,4,2,0.342538828206832,4,297,8,0.899704
297,6,1,1,11,5, , , ,2, , , , ,1,2,4,4,1.903207327004416,5,297,8,0.899704
297,7,1,1,11,12, , , ,2, , , , ,2,2,4,3,-0.5265767914466003,3,297,8,0.899704
297,7,2,1,11,12, , , ,2, , , , ,2,2,4,3,-0.5265767914466003,3,297,8,0.899704
297,8,1,1,11,95, , , ,2, , , , ,2,2,4,2,-0.41838470611997225,3,297,8,0.899704
297,8,2,1,11,95, , , ,2, , , , ,2,2,4,2,-0.41838470611997225,3,297,8,0.899704
297,10,1,1,11,24, , , ,2, , , , ,2,2,4,2,0.07546672100444712,4,297,8,0.899704
297,10,2,1,11,23, , , ,2, , , , ,2,2,4,2,0.07546672100444712,4,297,8,0.899704
297,11,1,1,11,95, , , ,2, , , , ,1,2,4,2,0.059296362696096006,4,297,8,0.899704
297,13,1,1,11,6, , , ,2, , , , ,1,2,4,2,0.747920200725926,5,297,8,0.899704
298,3,1,1,11,3, , , ,2, , , , ,3,2,4,3,-0.4668815566004057,3,298,8,0.899704
298,3,2,1,11,3, , , ,2, , , , ,3,2,4,3,-0.4668815566004057,3,298,8,0.899704
298,3,3,1,11,3, , , ,2, , , , ,3,2,4,3,-0.4668815566004057,3,298,8,0.899704
298,6,1,1,18,12, , , ,1,1,2,3,90,1,2,4,3,-1.2724043497639452,1,298,8,0.899704
298,8,1,1,11,3, , , ,1,1,90, , ,3,2,4,3,0.9122565868162238,5,298,8,0.899704
298,8,2,1,11,3, , , ,1,2,4,90, ,3,2,4,3,0.9122565868162238,5,298,8,0.899704
298,8,3,1,11,3, , , ,1,3,90, , ,3,2,4,3,0.9122565868162238,5,298,8,0.899704
298,11,1,1,11,2, , , ,2, , , , ,2,2,4,1,-1.201453237330376,1,298,8,0.899704
298,11,2,1,11,2, , , ,2, , , , ,2,2,4,1,-1.201453237330376,1,298,8,0.899704
298,12,1,1,11,12, , , ,1,1,90, , ,1,2,4,1,0.8653977952092905,5,298,8,0.899704
298,13,1,1,11,3, , , ,2, , , , ,1,2,4,5,0.6806767030319556,5,298,8,0.899704
299,13,1,1,11,95, , , ,2, , , , ,1,2,4,4,-1.0336577739272161,1,299,8,0.899704
301,5,1,1,11,12, , , ,2, , , , ,1,2,4,1,-0.73209254743136,2,301,8,0.899704
301,6,1,1,18,95, , , ,1,1,5,90, ,2,2,4,1,-0.9333053029745181,2,301,8,0.899704
301,6,2,1,18,95, , , ,1,2,4,90, ,2,2,4,1,-0.9333053029745181,2,301,8,0.899704
301,9,1,1,11,9, , , ,2, , , , ,2,2,4,4,1.2526524029029449,5,301,8,0.899704
301,9,2,1,11,9, , , ,2, , , , ,2,2,4,4,1.2526524029029449,5,301,8,0.899704
301,13,1,1,11,24, , , ,2, , , , ,1,2,4,1,-0.02029495283476643,4,301,8,0.899704
302,1,1,1,11,3, , , ,2, , , , ,3,2,4,2,-0.9736503808531073,2,302,8,0.899704
302,1,2,1,11,3, , , ,2, , , , ,3,2,4,2,-0.9736503808531073,2,302,8,0.899704
302,1,3,1,11,3, , , ,2, , , , ,3,2,4,2,-0.9736503808531073,2,302,8,0.899704
302,2,1,1,11,1, , , ,2, , , , ,1,2,4,2,-0.7988076571200391,2,302,8,0.899704
302,3,1,1,11,3, , , ,2, , , , ,3,2,4,3,0.2551142724496825,4,302,8,0.899704
302,3,2,1,11,3, , , ,2, , , , ,3,2,4,3,0.2551142724496825,4,302,8,0.899704
302,3,3,1,11,3, , , ,2, , , , ,3,2,4,3,0.2551142724496825,4,302,8,0.899704
302,4,1,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,2,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,3,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,4,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,5,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,6,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,4,7,1,11,1, , , ,2, , , , ,7,2,4,2,-0.7583516296725866,2,302,8,0.899704
302,5,1,1,11,3, , , ,2, , , , ,5,2,4,2,0.17981974715074858,4,302,8,0.899704
302,5,2,1,11,3, , , ,2, , , , ,5,2,4,2,0.17981974715074858,4,302,8,0.899704
302,5,3,1,11,3, , , ,2, , , , ,5,2,4,2,0.17981974715074858,4,302,8,0.899704
302,5,4,1,11,3, , , ,2, , , , ,5,2,4,2,0.17981974715074858,4,302,8,0.899704
302,5,5,1,11,3, , , ,2, , , , ,5,2,4,2,0.17981974715074858,4,302,8,0.899704
302,6,1,1,11,3, , , ,2, , , , ,3,2,4,2,0.3338464904382936,4,302,8,0.899704
302,6,2,1,11,3, , , ,2, , , , ,3,2,4,2,0.3338464904382936,4,302,8,0.899704
302,6,3,1,11,3, , , ,2, , , , ,3,2,4,2,0.3338464904382936,4,302,8,0.899704
302,7,1,1,11,4, , , ,2, , , , ,2,2,4,2,-0.8844848799359885,2,302,8,0.899704
302,7,2,1,11,4, , , ,2, , , , ,2,2,4,2,-0.8844848799359885,2,302,8,0.899704
302,8,1,1,11,4, , , ,2, , , , ,3,2,4,3,-0.8398252252323822,2,302,8,0.899704
302,8,2,1,11,4, , , ,2, , , , ,3,2,4,3,-0.8398252252323822,2,302,8,0.899704
302,8,3,1,11,4, , , ,2, , , , ,3,2,4,3,-0.8398252252323822,2,302,8,0.899704
302,12,1,1,11,2, , , ,2, , , , ,1,2,4,2,-0.07161805523806347,4,302,8,0.899704
302,13,1,1,11,2, , , ,2, , , , ,5,2,4,3,-0.6461115905144368,3,302,8,0.899704
302,13,2,1,11,2, , , ,2, , , , ,5,2,4,3,-0.6461115905144368,3,302,8,0.899704
302,13,3,1,11,2, , , ,2, , , , ,5,2,4,3,-0.6461115905144368,3,302,8,0.899704
302,13,4,1,11,2, , , ,1,1,3,90, ,5,2,4,3,-0.6461115905144368,3,302,8,0.899704
302,13,5,1,11,2, , , ,2, , , , ,5,2,4,3,-0.6461115905144368,3,302,8,0.899704
302,14,1,1,11,3, , , ,2, , , , ,2,2,4,2,-1.1592546891340902,1,302,8,0.899704
302,14,2,1,11,3, , , ,2, , , , ,2,2,4,2,-1.1592546891340902,1,302,8,0.899704
302,15,1,1,11,2, , , ,2, , , , ,2,2,4,1,-1.2561933306517532,1,302,8,0.899704
302,15,2,1,11,2, , , ,2, , , , ,2,2,4,1,-1.2561933306517532,1,302,8,0.899704
304,1,1,1,11,3, , , ,2, , , , ,4,2,4,1,0.07606030426371577,4,304,8,0.899704
304,1,2,1,11,3, , , ,2, , , , ,4,2,4,1,0.07606030426371577,4,304,8,0.899704
304,1,3,1,11,3, , , ,2, , , , ,4,2,4,1,0.07606030426371577,4,304,8,0.899704
304,1,4,1,11,3, , , ,2, , , , ,4,2,4,1,0.07606030426371577,4,304,8,0.899704
304,2,1,2,11,2, , , ,2, , , , ,1,2,4,4,1.3515075224253499,5,304,8,0.899704
304,3,1,1,11,1, , , ,2, , , , ,5,2,4,1,-0.604234374654049,3,304,8,0.899704
304,3,2,1,11,1, , , ,2, , , , ,5,2,4,1,-0.604234374654049,3,304,8,0.899704
304,3,3,1,11,1, , , ,2, , , , ,5,2,4,1,-0.604234374654049,3,304,8,0.899704
304,3,4,1,11,1, , , ,1,1,90, , ,5,2,4,1,-0.604234374654049,3,304,8,0.899704
304,3,5,1,11,1, , , ,2, , , , ,5,2,4,1,-0.604234374654049,3,304,8,0.899704
304,5,1,1,11,2, , , ,2, , , , ,2,2,4,1,0.06329205965583079,4,304,8,0.899704
304,5,2,1,11,2, , , ,2, , , , ,2,2,4,1,0.06329205965583079,4,304,8,0.899704
304,8,1,1,11,3, , , ,2, , , , ,3,2,4,3,-1.145435572298245,1,304,8,0.899704
304,8,2,1,11,3, , , ,2, , , , ,3,2,4,3,-1.145435572298245,1,304,8,0.899704
304,8,3,1,11,3, , , ,2, , , , ,3,2,4,3,-1.145435572298245,1,304,8,0.899704
304,9,1,1,11,1, , , ,1,1,2,3,4,2,2,4,1,-0.5788833837780923,3,304,8,0.899704
304,9,2,1,11,1, , , ,2, , , , ,2,2,4,1,-0.5788833837780923,3,304,8,0.899704
304,15,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7412272393656977,2,304,8,0.899704
304,15,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7412272393656977,2,304,8,0.899704
304,15,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7412272393656977,2,304,8,0.899704
305,10,1,1,11,95, , , ,2, , , , ,1,2,4,1,0.05048998850096234,4,305,8,0.899704
306,1,1,1,11,24, , , ,2, , , , ,2,2,4,1,0.6143213888734159,4,306,8,0.899704
306,1,2,1,11,21, , , ,2, , , , ,2,2,4,1,0.6143213888734159,4,306,8,0.899704
306,2,1,1,11,95, , , ,2, , , , ,1,2,4,1,0.9318866999586757,5,306,8,0.899704
306,3,1,1,11,12, , , ,1,1,90, , ,1,2,4,3,0.5266024482069094,4,306,8,0.899704
306,4,1,1,11,24, , , ,1,1,90, , ,1,2,4,2,0.1870085569232701,4,306,8,0.899704
306,5,1,1,11,13, , , ,1,1,90, , ,1,2,4,2,0.1337997948065376,4,306,8,0.899704
306,6,1,1,11,2, , , ,1,1,90, , ,1,2,4,4,0.34960457013332236,4,306,8,0.899704
