HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,HH6,HH7,helevel,wscore,windex5,PSU,stratum,hhweight
306,7,1,1,11,9, , , ,1,1,90, , ,1,2,4,4,0.4026206472875745,4,306,8,0.899704
306,8,1,1,11,13, , , ,2, , , , ,1,2,4,3,1.0485977901880081,5,306,8,0.899704
306,9,1,1,11,9, , , ,1,2,1,6,90,3,2,4,4,1.5120479687973392,5,306,8,0.899704
306,9,2,1,11,9, , , ,2, , , , ,3,2,4,4,1.5120479687973392,5,306,8,0.899704
306,9,3,1,98,13,1,2, ,1,4,3,5,90,3,2,4,4,1.5120479687973392,5,306,8,0.899704
306,10,1,1,11,95, , , ,2, , , , ,1,2,4,5,1.0763258616934739,5,306,8,0.899704
306,11,1,1,11,11, , , ,1,6,7,90, ,2,2,4,4,1.039986813505088,5,306,8,0.899704
306,11,2,1,11,11, , , ,2, , , , ,2,2,4,4,1.039986813505088,5,306,8,0.899704
306,14,1,1,11,11, , , ,1,2,4,90, ,2,2,4,4,1.0512953971852963,5,306,8,0.899704
306,14,2,1,11,11, , , ,2, , , , ,2,2,4,4,1.0512953971852963,5,306,8,0.899704
306,15,1,1,11,11, , , ,2, , , , ,3,2,4,4,1.2020266855151596,5,306,8,0.899704
306,15,2,1,11,11, , , ,2, , , , ,3,2,4,4,1.2020266855151596,5,306,8,0.899704
306,15,3,1,11,11, , , ,2, , , , ,3,2,4,4,1.2020266855151596,5,306,8,0.899704
307,5,1,1,11,3, , , ,1,1,90, , ,1,2,4,2,-0.5600600573294656,3,307,8,0.899704
307,8,1,1,11,6, , , ,1,1,90, , ,1,2,4,2,-0.46785255810668874,3,307,8,0.899704
308,2,1,1,11,3, , , ,1,2,90, , ,2,2,4,1,-1.5285352274945898,1,308,8,0.899704
308,2,2,1,11,3, , , ,2, , , , ,2,2,4,1,-1.5285352274945898,1,308,8,0.899704
308,4,1,1,11,3, , , ,2, , , , ,3,2,4,2,-0.03922037158965937,4,308,8,0.899704
308,4,2,1,11,3, , , ,2, , , , ,3,2,4,2,-0.03922037158965937,4,308,8,0.899704
308,4,3,1,99,3,9,9, ,2, , , , ,3,2,4,2,-0.03922037158965937,4,308,8,0.899704
308,5,1,1,11,3, , , ,2, , , , ,1,2,4,1,-1.3526449465914814,1,308,8,0.899704
308,7,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8982367850258398,2,308,8,0.899704
308,7,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8982367850258398,2,308,8,0.899704
308,7,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8982367850258398,2,308,8,0.899704
308,8,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.5907521658343883,3,308,8,0.899704
308,8,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.5907521658343883,3,308,8,0.899704
308,8,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.5907521658343883,3,308,8,0.899704
308,9,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.215012604893921,1,308,8,0.899704
308,9,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.215012604893921,1,308,8,0.899704
308,9,3,1,11,1, , , ,1,2,90, , ,3,2,4,1,-1.215012604893921,1,308,8,0.899704
308,10,1,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9569425054325296,2,308,8,0.899704
308,10,2,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9569425054325296,2,308,8,0.899704
308,10,3,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9569425054325296,2,308,8,0.899704
308,11,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.7274923453582702,1,308,8,0.899704
308,11,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.7274923453582702,1,308,8,0.899704
308,11,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.7274923453582702,1,308,8,0.899704
308,12,1,1,11,2, , , ,2, , , , ,5,2,4,2,-0.9243195193803658,2,308,8,0.899704
308,12,2,1,11,2, , , ,2, , , , ,5,2,4,2,-0.9243195193803658,2,308,8,0.899704
308,12,3,1,11,2, , , ,2, , , , ,5,2,4,2,-0.9243195193803658,2,308,8,0.899704
308,12,4,1,11,2, , , ,2, , , , ,5,2,4,2,-0.9243195193803658,2,308,8,0.899704
308,12,5,1,11,2, , , ,2, , , , ,5,2,4,2,-0.9243195193803658,2,308,8,0.899704
308,13,1,1,11,4, , , ,2, , , , ,3,2,4,2,-0.8702948991826228,2,308,8,0.899704
308,13,2,1,11,4, , , ,2, , , , ,3,2,4,2,-0.8702948991826228,2,308,8,0.899704
308,13,3,1,11,4, , , ,2, , , , ,3,2,4,2,-0.8702948991826228,2,308,8,0.899704
308,14,1,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,2,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,3,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,4,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,5,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,6,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,14,7,1,11,2, , , ,2, , , , ,7,2,4,2,-0.998461770372957,2,308,8,0.899704
308,15,1,1,11,3, , , ,2, , , , ,3,2,4,3,-0.6627014371849863,3,308,8,0.899704
308,15,2,1,11,3, , , ,2, , , , ,3,2,4,3,-0.6627014371849863,3,308,8,0.899704
308,15,3,1,11,3, , , ,2, , , , ,3,2,4,3,-0.6627014371849863,3,308,8,0.899704
309,9,1,1,11,95, , , ,2, , , , ,2,2,4,2,-0.7977420671638115,2,309,8,0.899704
309,9,2,1,11,95, , , ,2, , , , ,2,2,4,2,-0.7977420671638115,2,309,8,0.899704
309,15,1,1,11,4, , , ,2, , , , ,1,2,4,1,-1.8519959832508412,1,309,8,0.899704
310,4,1,1,11,19, , , ,2, , , , ,1,1,4,4,1.3604004650417334,5,310,4,0.806193
311,13,1,2,11,95, , , ,2, , , , ,1,1,4,2,0.5355054392905554,4,311,4,0.806193
312,11,1,1,31,95,1,2, ,2, , , , ,1,1,4,4,1.2194333438388496,5,312,4,0.806193
312,15,1,1,98,95,8,2, ,1,1,90, , ,1,1,4,5,1.0481172884092786,5,312,4,0.806193
313,7,1,1,16,95, , , ,2, , , , ,1,1,4,1,-0.6860551513387001,2,313,4,0.806193
313,9,1,1,16,95, , , ,2, , , , ,1,1,4,4,-0.4287005457567392,3,313,4,0.806193
314,8,1,1,11,2, , , ,1,2,90, , ,1,1,4,4,0.3686846154759251,4,314,4,0.806193
314,12,1,1,11,9, , , ,2, , , , ,1,1,4,1,0.2544966842206745,4,314,4,0.806193
316,14,1,1,11,12, , , ,1,3,90, , ,3,1,4,5,2.0805280768990344,5,316,4,0.806193
316,14,2,1,11,12, , , ,1,1,2,90, ,3,1,4,5,2.0805280768990344,5,316,4,0.806193
316,14,3,1,11,12, , , ,2, , , , ,3,1,4,5,2.0805280768990344,5,316,4,0.806193
316,15,1,1,11,95, , , ,2, , , , ,1,1,4,4,1.5614342071875391,5,316,4,0.806193
317,4,1,1,31,16,1,2, ,1,1,90, , ,1,1,4,2,0.877762934595882,5,317,4,0.806193
318,2,1,1,11,12, , , ,2, , , , ,2,1,4,4,-0.286080035130398,3,318,4,0.806193
318,2,2,1,11,95, , , ,2, , , , ,2,1,4,4,-0.286080035130398,3,318,4,0.806193
318,4,1,1,16,95, , , ,2, , , , ,2,1,4,1,-0.10832665937798058,4,318,4,0.806193
318,4,2,1,16,95, , , ,2, , , , ,2,1,4,1,-0.10832665937798058,4,318,4,0.806193
318,5,1,1,11,12, , , ,2, , , , ,3,1,4,2,-0.2889478604952834,3,318,4,0.806193
318,5,2,1,11,12, , , ,2, , , , ,3,1,4,2,-0.2889478604952834,3,318,4,0.806193
318,5,3,1,11,12, , , ,2, , , , ,3,1,4,2,-0.2889478604952834,3,318,4,0.806193
318,7,1,1,11,95, , , ,2, , , , ,1,1,4,2,-0.5418432564495891,3,318,4,0.806193
319,11,1,1,11,24, , , ,2, , , , ,1,1,4,3,-0.9260124498774853,2,319,4,0.806193
319,15,1,1,11,28, , , ,2, , , , ,1,1,4,1,0.22091207629372964,4,319,4,0.806193
320,7,1,1,11,18, , , ,2, , , , ,1,1,4,4,1.1600632795177561,5,320,4,0.806193
320,14,1,1,11,8, , , ,2, , , , ,2,1,4,3,1.2926060610535863,5,320,4,0.806193
320,14,2,1,11,12, , , ,2, , , , ,2,1,4,3,1.2926060610535863,5,320,4,0.806193
321,5,1,1,11,95, , , ,1,1,90, , ,1,1,4,3,0.6403998684319433,5,321,4,0.806193
321,6,1,1,11,95, , , ,1,1,90, , ,1,1,4,1,0.43934144534474695,4,321,4,0.806193
321,7,1,1,99,24,8,2, ,2, , , , ,1,1,4,2,0.3434509752450689,4,321,4,0.806193
321,8,1,1,11,24, , , ,1,1,90, , ,2,1,4,2,-0.010453518763853243,4,321,4,0.806193
321,8,2,1,98,12,8,2, ,1,2,90, , ,2,1,4,2,-0.010453518763853243,4,321,4,0.806193
321,15,1,1,11,2, , , ,1,1,90, , ,1,1,4,4,1.3999363071742577,5,321,4,0.806193
322,1,1,1,11,11, , , ,2, , , , ,1,1,4,1,1.2830890908169292,5,322,4,0.806193
322,2,1,1,11,95, , , ,1,1,90, , ,1,1,4,2,0.9386613714371529,5,322,4,0.806193
322,5,1,1,31,95,1,2, ,1,1,90, , ,1,1,4,2,0.5266024482069094,4,322,4,0.806193
322,6,1,1,11,95, , , ,1,1,90, , ,1,1,4,3,0.9527685943410099,5,322,4,0.806193
323,5,1,1,11,95, , , ,2, , , , ,1,1,4,4,0.9687982200345995,5,323,4,0.806193
323,13,1,1,11,95, , , ,2, , , , ,1,1,4,3,1.4461772579457468,5,323,4,0.806193
323,15,1,1,11,25, , , ,2, , , , ,2,1,4,2,1.0791742049450375,5,323,4,0.806193
323,15,2,1,98,95,1,2, ,2, , , , ,2,1,4,2,1.0791742049450375,5,323,4,0.806193
324,2,1,1,11,15, , , ,1,1,90, , ,1,1,4,3,0.3359901485407526,4,324,4,0.806193
324,13,1,1,11,1, , , ,2, , , , ,1,1,4,2,0.4187328744494612,4,324,4,0.806193
324,14,1,1,11,1, , , ,1,1,90, , ,1,1,4,1,0.4187328744494612,4,324,4,0.806193
324,15,1,1,11,24, , , ,1,1,2,90, ,1,1,4,1,0.3156788190926977,4,324,4,0.806193
325,1,1,2,11,19, , , ,2, , , , ,1,1,4,3,0.22781315050528209,4,325,4,0.806193
325,4,1,1,11,95, , , ,2, , , , ,1,1,4,2,0.5568480023635518,4,325,4,0.806193
325,7,1,1,11,4, , , ,2, , , , ,1,1,4,2,0.49271844216411514,4,325,4,0.806193
325,14,1,1,11,95, , , ,2, , , , ,1,1,4,2,0.4113730510921306,4,325,4,0.806193
325,15,1,1,11,13, , , ,1,1,90, , ,1,1,4,2,0.4339944732485457,4,325,4,0.806193
326,8,1,1,11,1, , , ,2, , , , ,1,1,4,3,-0.26397897343861915,3,326,4,0.806193
326,11,1,1,11,12, , , ,2, , , , ,1,1,4,2,-0.053113821539201175,4,326,4,0.806193
326,14,1,1,11,12, , , ,2, , , , ,2,1,4,2,1.709524012827929,5,326,4,0.806193
326,14,2,1,11,12, , , ,2, , , , ,2,1,4,2,1.709524012827929,5,326,4,0.806193
328,3,1,1,11,2, , , ,2, , , , ,2,1,4,2,0.40329514616879947,4,328,4,0.806193
328,3,2,1,11,2, , , ,2, , , , ,2,1,4,2,0.40329514616879947,4,328,4,0.806193
329,5,1,1,11,95, , , ,2, , , , ,1,1,4,4,1.2317302028723058,5,329,4,0.806193
329,15,1,1,11,95, , , ,2, , , , ,1,1,4,3,1.2100978332953887,5,329,4,0.806193
330,10,1,1,11,95, , , ,2, , , , ,2,1,4,4,1.2305196609070814,5,330,4,0.806193
330,10,2,1,11,98, , , ,2, , , , ,2,1,4,4,1.2305196609070814,5,330,4,0.806193
331,1,1,1,11,12, , , ,1,1,90, , ,1,1,4,2,0.989766680336375,5,331,4,0.806193
331,12,1,2,98,95,8,2, ,2, , , , ,1,1,4,3,0.9175210610277225,5,331,4,0.806193
332,3,1,1,11,12, , , ,1,1,90, , ,1,1,4,2,1.1268839125174992,5,332,4,0.806193
332,8,1,1,11,95, , , ,2, , , , ,1,1,4,5,1.1371799768940656,5,332,4,0.806193
332,11,1,1,11,95, , , ,2, , , , ,1,1,4,4,1.2289254485706207,5,332,4,0.806193
333,5,1,1,11,95, , , ,2, , , , ,1,1,4,4,-0.42622659559857445,3,333,4,0.806193
333,14,1,1,11,95, , , ,2, , , , ,1,1,4,4,0.7858937286437738,5,333,4,0.806193
333,15,1,1,11,5, , , ,2, , , , ,1,1,4,1,-1.0101880497250653,2,333,4,0.806193
334,2,1,2,11,95, , , ,1,1,2,3,90,1,1,4,3,1.0054999469385868,5,334,4,0.806193
334,6,1,1,11,95, , , ,1,0,0,0,0,2,1,4,4,1.238106562646748,5,334,4,0.806193
334,6,2,1,11,95, , , ,1,0,0,0,0,2,1,4,4,1.238106562646748,5,334,4,0.806193
334,8,1,1,11,95, , , ,1,1,2,90, ,1,1,4,3,0.8413519758426046,5,334,4,0.806193
334,9,1,1,11,5, , , ,1,0,90, , ,1,1,4,1,0.6210410319915585,4,334,4,0.806193
334,11,1,1,11,95, , , ,1,0,90, , ,1,1,4,1,0.9031282424247268,5,334,4,0.806193
334,14,1,1,16,95, , , ,2, , , , ,1,1,4,3,0.9719910702569164,5,334,4,0.806193
334,15,1,1,11,22, , , ,1,0,90, , ,1,1,4,2,0.7283695818884799,5,334,4,0.806193
335,1,1,1,11,4, , , ,1,4,90, , ,3,2,4,1,-1.928578252417376,1,335,8,0.899704
335,1,2,1,11,4, , , ,2, , , , ,3,2,4,1,-1.928578252417376,1,335,8,0.899704
335,1,3,1,11,4, , , ,2, , , , ,3,2,4,1,-1.928578252417376,1,335,8,0.899704
335,2,1,1,11,12, , , ,1,1,2,90, ,2,2,4,2,-1.5904539245353548,1,335,8,0.899704
335,2,2,1,11,12, , , ,2, , , , ,2,2,4,2,-1.5904539245353548,1,335,8,0.899704
335,3,1,1,11,4, , , ,2, , , , ,1,2,4,2,-1.2964435497322588,1,335,8,0.899704
335,4,1,1,11,3, , , ,1,2,90, , ,3,2,4,1,-1.6287107123996605,1,335,8,0.899704
335,4,2,1,11,3, , , ,2, , , , ,3,2,4,1,-1.6287107123996605,1,335,8,0.899704
335,4,3,1,11,3, , , ,2, , , , ,3,2,4,1,-1.6287107123996605,1,335,8,0.899704
335,5,1,1,11,5, , , ,1,1,90, , ,2,2,4,1,-0.7645644919505956,2,335,8,0.899704
335,5,2,1,11,5, , , ,1,2,3,90, ,2,2,4,1,-0.7645644919505956,2,335,8,0.899704
335,6,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.15040751591875975,3,335,8,0.899704
335,6,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.15040751591875975,3,335,8,0.899704
335,6,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.15040751591875975,3,335,8,0.899704
335,7,1,1,11,12, , , ,2, , , , ,2,2,4,2,0.4020960699768022,4,335,8,0.899704
335,7,2,1,11,12, , , ,2, , , , ,2,2,4,2,0.4020960699768022,4,335,8,0.899704
335,9,1,1,11,1, , , ,2, , , , ,1,2,4,1,-0.9086376081866943,2,335,8,0.899704
335,11,1,1,11,4, , , ,2, , , , ,2,2,4,2,-0.4142123988705397,3,335,8,0.899704
335,11,2,1,11,4, , , ,1,2,3,4,90,2,2,4,2,-0.4142123988705397,3,335,8,0.899704
335,12,1,1,11,4, , , ,1,2,90, , ,5,2,4,2,-0.17334541804623851,3,335,8,0.899704
335,12,2,1,11,4, , , ,1,3,90, , ,5,2,4,2,-0.17334541804623851,3,335,8,0.899704
335,12,3,1,11,4, , , ,2, , , , ,5,2,4,2,-0.17334541804623851,3,335,8,0.899704
335,12,4,1,11,4, , , ,2, , , , ,5,2,4,2,-0.17334541804623851,3,335,8,0.899704
335,12,5,1,11,4, , , ,2, , , , ,5,2,4,2,-0.17334541804623851,3,335,8,0.899704
335,13,1,1,11,3, , , ,1,2,90, , ,2,2,4,1,-1.5770510627607508,1,335,8,0.899704
335,13,2,1,11,3, , , ,2, , , , ,2,2,4,1,-1.5770510627607508,1,335,8,0.899704
336,1,1,1,11,9, , , ,2, , , , ,2,2,4,2,-0.2926127165425812,3,336,8,0.899704
336,1,2,1,11,9, , , ,2, , , , ,2,2,4,2,-0.2926127165425812,3,336,8,0.899704
336,2,1,1,11,9, , , ,1,1,4,90, ,3,2,4,1,-1.2353776379440575,1,336,8,0.899704
336,2,2,1,11,9, , , ,1,2,90, , ,3,2,4,1,-1.2353776379440575,1,336,8,0.899704
336,2,3,1,11,9, , , ,1,3,90, , ,3,2,4,1,-1.2353776379440575,1,336,8,0.899704
336,3,1,1,11,5, , , ,2, , , , ,3,2,4,1,-1.7758068332130057,1,336,8,0.899704
336,3,2,1,11,5, , , ,2, , , , ,3,2,4,1,-1.7758068332130057,1,336,8,0.899704
336,3,3,1,11,5, , , ,1,3,90, , ,3,2,4,1,-1.7758068332130057,1,336,8,0.899704
336,4,1,1,11,3, , , ,2, , , , ,3,2,4,1,-1.3568254837546767,1,336,8,0.899704
336,4,2,2,11,3, , , ,2, , , , ,3,2,4,1,-1.3568254837546767,1,336,8,0.899704
336,4,3,2,11,3, , , ,2, , , , ,3,2,4,1,-1.3568254837546767,1,336,8,0.899704
336,5,1,1,11,98, , , ,2, , , , ,4,2,4,1,0.34788788344424537,4,336,8,0.899704
336,5,2,1,11,98, , , ,2, , , , ,4,2,4,1,0.34788788344424537,4,336,8,0.899704
336,5,3,1,11,98, , , ,2, , , , ,4,2,4,1,0.34788788344424537,4,336,8,0.899704
336,5,4,1,11,98, , , ,2, , , , ,4,2,4,1,0.34788788344424537,4,336,8,0.899704
336,6,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7152813040928883,2,336,8,0.899704
336,6,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7152813040928883,2,336,8,0.899704
336,6,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7152813040928883,2,336,8,0.899704
336,7,1,1,11,1, , , ,2, , , , ,3,2,4,2,0.48832720295620374,4,336,8,0.899704
336,7,2,1,11,1, , , ,2, , , , ,3,2,4,2,0.48832720295620374,4,336,8,0.899704
336,7,3,1,11,1, , , ,2, , , , ,3,2,4,2,0.48832720295620374,4,336,8,0.899704
336,8,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7244030870166962,2,336,8,0.899704
336,8,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7244030870166962,2,336,8,0.899704
336,8,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7244030870166962,2,336,8,0.899704
336,9,1,1,11,4, , , ,1,1,4,90, ,3,2,4,1,-0.853997649478209,2,336,8,0.899704
336,9,2,1,11,4, , , ,1,2,90, , ,3,2,4,1,-0.853997649478209,2,336,8,0.899704
336,9,3,1,11,4, , , ,1,3,5,6,90,3,2,4,1,-0.853997649478209,2,336,8,0.899704
336,10,1,1,11,4, , , ,2, , , , ,3,2,4,2,-1.8952847036519902,1,336,8,0.899704
336,10,2,1,11,4, , , ,2, , , , ,3,2,4,2,-1.8952847036519902,1,336,8,0.899704
336,10,3,1,11,4, , , ,2, , , , ,3,2,4,2,-1.8952847036519902,1,336,8,0.899704
336,11,1,1,99,2,9,9, ,1,2,8,90, ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,11,2,1,99,2,9,9, ,2, , , , ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,11,3,1,99,2,9,9, ,2, , , , ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,11,4,1,11,2, , , ,2, , , , ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,11,5,1,11,2, , , ,2, , , , ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,11,6,1,11,2, , , ,2, , , , ,6,2,4,4,-0.7692186878203228,2,336,8,0.899704
336,12,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.966716969121248,1,336,8,0.899704
336,12,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.966716969121248,1,336,8,0.899704
336,12,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.966716969121248,1,336,8,0.899704
336,13,1,1,11,1, , , ,2, , , , ,2,2,4,5,0.5902002244115436,4,336,8,0.899704
336,13,2,1,11,1, , , ,2, , , , ,2,2,4,5,0.5902002244115436,4,336,8,0.899704
336,14,1,1,11,5, , , ,2, , , , ,3,2,4,2,-0.7192714814034347,2,336,8,0.899704
336,14,2,1,11,5, , , ,2, , , , ,3,2,4,2,-0.7192714814034347,2,336,8,0.899704
336,14,3,1,11,5, , , ,2, , , , ,3,2,4,2,-0.7192714814034347,2,336,8,0.899704
336,15,1,1,11,4, , , ,2, , , , ,3,2,4,1,-1.2001328667804942,1,336,8,0.899704
336,15,2,1,11,4, , , ,2, , , , ,3,2,4,1,-1.2001328667804942,1,336,8,0.899704
336,15,3,1,11,4, , , ,2, , , , ,3,2,4,1,-1.2001328667804942,1,336,8,0.899704
337,1,1,1,11,12, , , ,2, , , , ,1,2,4,4,0.1269954735268607,4,337,8,0.899704
337,3,1,1,11,95, , , ,2, , , , ,1,2,4,2,-1.0189361540003568,2,337,8,0.899704
338,2,1,1,11,95, , , ,2, , , , ,1,2,4,2,-0.11411406113994647,4,338,8,0.899704
338,4,1,1,11,10, , , ,2, , , , ,1,2,4,2,-1.0281712749733676,1,338,8,0.899704
338,8,1,9,99,99,9,9, ,9, , , , ,1,2,4,9,-0.21581331507476456,3,338,8,0.899704
338,9,1,1,11,16, , , ,2, , , , ,1,2,4,4,0.5905143927259207,4,338,8,0.899704
338,12,1,1,11,13, , , ,2, , , , ,1,2,4,4,-0.7879196350627502,2,338,8,0.899704
338,14,1,1,11,98, , , ,2, , , , ,1,2,4,2,-1.0154246458932694,2,338,8,0.899704
339,2,1,1,11,8, , , ,2, , , , ,3,2,4,3,0.23684067936352754,4,339,8,0.899704
339,2,2,1,11,8, , , ,2, , , , ,3,2,4,3,0.23684067936352754,4,339,8,0.899704
339,2,3,1,11,8, , , ,2, , , , ,3,2,4,3,0.23684067936352754,4,339,8,0.899704
339,3,1,1,11,7, , , ,2, , , , ,1,2,4,1,-1.1343188195860807,1,339,8,0.899704
339,4,1,1,11,1, , , ,2, , , , ,1,2,4,3,-0.12574056106103196,4,339,8,0.899704
339,5,1,1,11,7, , , ,1,1,90, , ,1,2,4,4,0.360825287585331,4,339,8,0.899704
339,6,1,1,11,4, , , ,2, , , , ,1,2,4,4,0.7476630154248268,5,339,8,0.899704
339,7,1,1,11,5, , , ,2, , , , ,1,2,4,1,-0.28553727628976966,3,339,8,0.899704
340,1,1,1,11,2, , , ,2, , , , ,1,2,4,2,-1.2217552585141016,1,340,8,0.899704
340,4,1,1,11,95, , , ,2, , , , ,1,2,4,2,-1.775103354426933,1,340,8,0.899704
340,6,1,1,11,12, , , ,1,8,9,90, ,1,2,4,1,-1.560859210318411,1,340,8,0.899704
340,10,1,1,11,95, , , ,2, , , , ,2,2,4,3,-0.4456450293257101,3,340,8,0.899704
340,10,2,1,11,95, , , ,2, , , , ,2,2,4,3,-0.4456450293257101,3,340,8,0.899704
340,15,1,1,11,95, , , ,2, , , , ,1,2,4,1,-1.2313286888207196,1,340,8,0.899704
341,4,1,1,11,12, , , ,2, , , , ,2,2,4,4,0.3973837160434998,4,341,8,0.899704
341,4,2,2,11,95, , , ,2, , , , ,2,2,4,4,0.3973837160434998,4,341,8,0.899704
341,6,1,1,11,95, , , ,2, , , , ,1,2,4,2,-0.035307133860313464,4,341,8,0.899704
341,8,1,1,11,13, , , ,1,3,90, , ,1,2,4,1,-1.6339408525378665,1,341,8,0.899704
341,10,1,2,11,95, , , ,1,7,90, , ,1,2,4,3,-1.4913343753654078,1,341,8,0.899704
341,11,1,1,11,95, , , ,2, , , , ,1,2,4,1,-0.9107421789129246,2,341,8,0.899704
342,4,1,1,16,95, , , ,2, , , , ,1,2,4,2,0.9609432068213533,5,342,8,0.899704
342,8,1,1,11,95, , , ,2, , , , ,2,2,4,1,0.3496961832317875,4,342,8,0.899704
342,8,2,2,11,95, , , ,2, , , , ,2,2,4,1,0.3496961832317875,4,342,8,0.899704
343,7,1,1,11,95, , , ,2, , , , ,3,2,4,2,-0.4544095094921449,3,343,8,0.899704
343,7,2,1,98,95,1,2, ,2, , , , ,3,2,4,2,-0.4544095094921449,3,343,8,0.899704
343,7,3,1,11,34, , , ,2, , , , ,3,2,4,2,-0.4544095094921449,3,343,8,0.899704
343,8,1,1,98,6,8,2, ,1,3,90, , ,2,2,4,5,0.9428937803749797,5,343,8,0.899704
343,8,2,1,98,3,8,2, ,1,4,90, , ,2,2,4,5,0.9428937803749797,5,343,8,0.899704
343,11,1,2,13,8, , , ,2, , , , ,1,2,4,4,1.4652037928472117,5,343,8,0.899704
343,14,1,2,11,95, , , ,2, , , , ,1,2,4,5,1.155069912604415,5,343,8,0.899704
344,5,1,1,16,28, , , ,2, , , , ,1,2,4,1,-0.9622148699222103,2,344,8,0.899704
344,6,1,1,11,95, , , ,2, , , , ,1,2,4,1,-0.816782741354247,2,344,8,0.899704
344,9,1,1,18,95, , , ,2, , , , ,1,2,4,2,-0.06489423737458702,4,344,8,0.899704
344,13,1,1,11,10, , , ,2, , , , ,2,2,4,1,0.11431215648135529,4,344,8,0.899704
344,13,2,1,31,95,1,1,18,2, , , , ,2,2,4,1,0.11431215648135529,4,344,8,0.899704
345,5,1,1,16,95, , , ,2, , , , ,2,2,4,1,-1.865252969198454,1,345,8,0.899704
345,5,2,2,16,9, , , ,2, , , , ,2,2,4,1,-1.865252969198454,1,345,8,0.899704
345,6,1,1,11,14, , , ,1,3,7,90, ,1,2,4,2,-1.513533253929727,1,345,8,0.899704
345,14,1,1,11,7, , , ,2, , , , ,1,2,4,2,-1.4825389044573924,1,345,8,0.899704
346,2,1,1,11,0, , , ,2, , , , ,2,2,4,1,-1.2958064956326,1,346,8,0.899704
346,2,2,1,11,0, , , ,2, , , , ,2,2,4,1,-1.2958064956326,1,346,8,0.899704
346,5,1,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9995672273795656,2,346,8,0.899704
346,5,2,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9995672273795656,2,346,8,0.899704
346,5,3,1,11,1, , , ,2, , , , ,3,2,4,1,-0.9995672273795656,2,346,8,0.899704
346,6,1,1,11,11, , , ,2, , , , ,1,2,4,2,-0.9430325142738208,2,346,8,0.899704
346,7,1,1,11,1, , , ,2, , , , ,1,2,4,3,-0.14775390896719967,3,346,8,0.899704
346,8,1,1,16,1, , , ,2, , , , ,1,2,4,2,-1.499049190967785,1,346,8,0.899704
346,10,1,1,11,0, , , ,2, , , , ,1,2,4,2,-0.5580543065801638,3,346,8,0.899704
346,11,1,1,11,9, , , ,2, , , , ,1,2,4,1,-1.6111913301977727,1,346,8,0.899704
346,12,1,1,11,0, , , ,1,3,90, , ,1,2,4,1,-1.7661699615448654,1,346,8,0.899704
346,15,1,1,11,1, , , ,1,2,90, , ,1,2,4,2,-0.6523326158643158,3,346,8,0.899704
347,1,1,1,11,1, , , ,2, , , , ,3,2,4,3,-1.2269154437415124,1,347,8,0.899704
347,1,2,1,11,1, , , ,2, , , , ,3,2,4,3,-1.2269154437415124,1,347,8,0.899704
