HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH4,HH6,HH7,ethnicity,helevel,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,PSU,stratum
105,13,4,1,95,12,1, ,1,4,90, , ,1,4,50,2,1,2,1,0.2750663993146622,0.17596815652850997,4,8, , , ,0.5709774950689063,5,9,105,1032
105,14,1,1,95,98,2, ,1,2,3,90, ,1,2,50,2,1,2,1,0.2750663993146622,-0.6807397058488622,2,3, , , ,-0.6459370821716793,2,3,105,1032
105,14,2,1,24,13,2, ,1,1,4,90, ,1,2,50,2,1,2,1,0.2750663993146622,-0.6807397058488622,2,3, , , ,-0.6459370821716793,2,3,105,1032
105,15,1,1,98,12,2, ,1,2,3,90, ,1,1,50,2,1,2,2,0.2750663993146622,-0.8436647595169408,1,1, , , ,-0.8773647152229272,1,1,105,1032
105,16,1,1,95,16,1, ,1,2,6,9,10,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,16,2,1,98,12,2, ,1,1,90, , ,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,16,3,1,95,15,1, ,1,5,11,90, ,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,16,4,1,98,12,2, ,1,4,7,90, ,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,16,5,1,98,12,2, ,1,3,8,90, ,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,16,6,1,95,16,1, ,2, , , , ,1,6,50,2,1,2,1,0.2750663993146622,-0.4008427808192845,3,5, , , ,-0.24835622275466546,3,6,105,1032
105,17,1,1,98,11,1, ,1,1,2,3,90,1,3,50,2,1,5,2,0.2750663993146622,-0.19865109839430953,3,6, , , ,0.03884787159899217,4,7,105,1032
105,17,2,1,98,12,1, ,1,4,5,6,0,1,3,50,2,1,5,2,0.2750663993146622,-0.19865109839430953,3,6, , , ,0.03884787159899217,4,7,105,1032
105,17,3,1,98,12,1, ,2, , , , ,1,3,50,2,1,5,2,0.2750663993146622,-0.19865109839430953,3,6, , , ,0.03884787159899217,4,7,105,1032
105,18,1,1,8,12,1, ,1,7,8,90, ,1,3,50,2,1,2,1,0.2750663993146622,0.3129006859957315,4,8, , , ,0.7654839289712095,5,9,105,1032
105,18,2,1,8,12,1, ,1,3,4,5,6,1,3,50,2,1,2,1,0.2750663993146622,0.3129006859957315,4,8, , , ,0.7654839289712095,5,9,105,1032
105,18,3,1,8,12,1, ,1,9,10,90, ,1,3,50,2,1,2,1,0.2750663993146622,0.3129006859957315,4,8, , , ,0.7654839289712095,5,9,105,1032
105,19,1,1,98,12,1, ,1,1,2,3,4,1,1,50,2,1,5,1,0.2750663993146622,-0.11840729216000602,4,7, , , ,0.15283055090908237,4,8,105,1032
105,20,1,1,24,15,2, ,1,1,90, , ,1,3,50,2,1,2,3,0.2750663993146622,-0.3149035675176207,3,6, , , ,-0.1262834765875294,4,7,105,1032
105,20,2,1,3,12,1, ,1,2,4,90, ,1,3,50,2,1,2,3,0.2750663993146622,-0.3149035675176207,3,6, , , ,-0.1262834765875294,4,7,105,1032
105,20,3,1,3,12,1, ,1,3,90, , ,1,3,50,2,1,2,3,0.2750663993146622,-0.3149035675176207,3,6, , , ,-0.1262834765875294,4,7,105,1032
105,21,1,1,24,12,1, ,1,1,90, , ,1,2,50,2,1,5,0,0.2750663993146622,-0.05262563496346426,4,7, , , ,0.24627040488144283,4,8,105,1032
105,21,2,1,24,12,1, ,1,2,90, , ,1,2,50,2,1,5,0,0.2750663993146622,-0.05262563496346426,4,7, , , ,0.24627040488144283,4,8,105,1032
105,22,1,1,24,12,1, ,1,1,2,3,90,1,2,50,2,1,5,2,0.2750663993146622,-0.3768896844937696,3,5, , , ,-0.21433193820137725,3,6,105,1032
105,22,2,1,24,12,1, ,1,5,90, , ,1,2,50,2,1,5,2,0.2750663993146622,-0.3768896844937696,3,5, , , ,-0.21433193820137725,3,6,105,1032
105,23,1,1,5,12,2, ,1,5,10,90, ,1,1,50,2,1,3,1,0.2750663993146622,-0.4859723289616913,3,5, , , ,-0.36927887636603873,3,5,105,1032
105,24,1,1,24,12,1, ,1,1,90, , ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
105,24,2,1,24,12,1, ,1,2,90, , ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
105,24,3,1,24,12,1, ,1,7,8,90, ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
105,24,4,1,24,12,1, ,1,3,90, , ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
105,24,5,1,24,12,1, ,1,4,90, , ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
105,24,6,1,24,12,1, ,1,5,90, , ,1,6,50,2,1,5,4,0.2750663993146622,0.3480830368254815,4,8, , , ,0.8154588591271044,5,9,105,1032
106,1,1,1,12,12,1, ,1,1,4,90, ,1,3,50,2,1,2,1,0.37418942609472067,0.7266574315930093,5,9, , , ,1.3532065789673429,5,10,106,1032
106,1,2,1,12,12,1, ,1,3,5,90, ,1,3,50,2,1,2,1,0.37418942609472067,0.7266574315930093,5,9, , , ,1.3532065789673429,5,10,106,1032
106,1,3,1,12,12,1, ,1,2,90, , ,1,3,50,2,1,2,1,0.37418942609472067,0.7266574315930093,5,9, , , ,1.3532065789673429,5,10,106,1032
106,2,1,1,12,12,1, ,1,2,90, , ,1,3,50,2,1,2,0,0.37418942609472067,-0.6160440802105952,2,3, , , ,-0.5540398866627773,2,4,106,1032
106,2,2,1,12,12,1, ,2, , , , ,1,3,50,2,1,2,0,0.37418942609472067,-0.6160440802105952,2,3, , , ,-0.5540398866627773,2,4,106,1032
106,2,3,1,12,12,1, ,2, , , , ,1,3,50,2,1,2,0,0.37418942609472067,-0.6160440802105952,2,3, , , ,-0.5540398866627773,2,4,106,1032
106,3,1,1,12,12,1, ,1,1,2,6,90,1,4,50,2,1,2,1,0.37418942609472067,-0.48748929212619685,2,4, , , ,-0.3714336535883478,3,5,106,1032
106,3,2,1,12,12,1, ,1,3,5,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.48748929212619685,2,4, , , ,-0.3714336535883478,3,5,106,1032
106,3,3,1,12,12,1, ,1,4,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.48748929212619685,2,4, , , ,-0.3714336535883478,3,5,106,1032
106,3,4,1,12,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,-0.48748929212619685,2,4, , , ,-0.3714336535883478,3,5,106,1032
106,4,1,1,12,12,1, ,2, , , , ,1,1,50,2,1,2,1,0.37418942609472067,-0.3651927886497319,3,5, , , ,-0.19771702933200555,3,6,106,1032
106,5,1,1,12,12,1, ,1,3,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,2,1,12,12,1, ,1,2,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,3,1,12,12,1, ,1,1,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,4,1,12,12,1, ,1,4,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,5,1,12,12,1, ,1,6,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,6,1,12,12,1, ,1,5,90, , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,7,1,12,12,1, ,2, , , , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,8,1,12,12,1, ,2, , , , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,5,9,1,12,12,1, ,2, , , , ,1,9,50,2,1,2,1,0.37418942609472067,-0.37068984879530975,3,5, , , ,-0.20552535340242867,3,6,106,1032
106,6,1,1,12,12,1, ,1,9,3,90, ,1,2,50,2,1,2,1,0.37418942609472067,1.1689877128120392,5,9, , , ,1.9815166375171012,5,10,106,1032
106,6,2,1,12,12,1, ,2, , , , ,1,2,50,2,1,2,1,0.37418942609472067,1.1689877128120392,5,9, , , ,1.9815166375171012,5,10,106,1032
106,7,1,1,5,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,0.6152666667132317,5,9, , , ,1.1949810606722042,5,10,106,1032
106,7,2,1,5,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,0.6152666667132317,5,9, , , ,1.1949810606722042,5,10,106,1032
106,7,3,1,5,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,0.6152666667132317,5,9, , , ,1.1949810606722042,5,10,106,1032
106,8,1,1,5,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,2.1195115337657695,5,10, , , ,3.3316925195536498,5,10,106,1032
106,8,2,1,5,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,2.1195115337657695,5,10, , , ,3.3316925195536498,5,10,106,1032
106,8,3,1,5,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,2.1195115337657695,5,10, , , ,3.3316925195536498,5,10,106,1032
106,8,4,1,5,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,2.1195115337657695,5,10, , , ,3.3316925195536498,5,10,106,1032
106,9,1,1,5,12,1, ,1,6,7,90, ,1,4,50,2,1,2,3,0.37418942609472067,1.2718614503719887,5,9, , , ,2.1276441056420294,5,10,106,1032
106,9,2,1,5,12,1, ,1,2,90, , ,1,4,50,2,1,2,3,0.37418942609472067,1.2718614503719887,5,9, , , ,2.1276441056420294,5,10,106,1032
106,9,3,1,5,12,1, ,1,4,3,90, ,1,4,50,2,1,2,3,0.37418942609472067,1.2718614503719887,5,9, , , ,2.1276441056420294,5,10,106,1032
106,9,4,1,5,12,1, ,8, , , , ,1,4,50,2,1,2,3,0.37418942609472067,1.2718614503719887,5,9, , , ,2.1276441056420294,5,10,106,1032
106,10,1,1,26,12,1, ,1,1,6,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.3346644572926634,3,6, , , ,-0.1543529222907151,3,6,106,1032
106,10,2,1,26,12,1, ,1,5,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.3346644572926634,3,6, , , ,-0.1543529222907151,3,6,106,1032
106,10,3,1,26,12,1, ,1,3,4,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.3346644572926634,3,6, , , ,-0.1543529222907151,3,6,106,1032
106,10,4,1,26,12,1, ,1,2,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.3346644572926634,3,6, , , ,-0.1543529222907151,3,6,106,1032
106,11,1,1,26,12,1, ,1,1,90, , ,1,1,50,2,1,2,1,0.37418942609472067,-0.6269829386260655,2,3, , , ,-0.5695780378211157,2,4,106,1032
106,12,1,1,25,12,1, ,1,1,2,90, ,1,2,50,2,1,1,1,0.37418942609472067,-0.6407834218119437,2,3, , , ,-0.5891809968919655,2,3,106,1032
106,12,2,1,26,12,1, ,1,3,7,90, ,1,2,50,2,1,1,1,0.37418942609472067,-0.6407834218119437,2,3, , , ,-0.5891809968919655,2,3,106,1032
106,13,1,1,26,12,1, ,1,3,5,6,90,1,2,50,2,1,2,1,0.37418942609472067,-0.6794727453107672,2,3, , , ,-0.6441374223164307,2,3,106,1032
106,13,2,1,26,13,1, ,1,10,90, , ,1,2,50,2,1,2,1,0.37418942609472067,-0.6794727453107672,2,3, , , ,-0.6441374223164307,2,3,106,1032
106,14,1,1,26,12,1, ,1,3,4,5,90,1,1,50,2,1,2,1,0.37418942609472067,-0.13327879493762607,4,7, , , ,0.13170625719087206,4,8,106,1032
106,15,1,1,26,12,1, ,1,5,8,9,90,1,4,50,2,1,2,1,0.37418942609472067,-0.08536323057449366,4,7, , , ,0.19976813838850335,4,8,106,1032
106,15,2,1,26,12,1, ,1,4,10,6,90,1,4,50,2,1,2,1,0.37418942609472067,-0.08536323057449366,4,7, , , ,0.19976813838850335,4,8,106,1032
106,15,3,1,26,12,1, ,1,1,2,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.08536323057449366,4,7, , , ,0.19976813838850335,4,8,106,1032
106,15,4,1,26,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,-0.08536323057449366,4,7, , , ,0.19976813838850335,4,8,106,1032
106,16,1,1,95,17,4,4,1,1,5,4,90,1,3,50,2,1,2,1,0.37418942609472067,1.0969182736013514,5,9, , , ,1.8791452750019197,5,10,106,1032
106,16,2,1,95,17,4,4,1,3,7,90, ,1,3,50,2,1,2,1,0.37418942609472067,1.0969182736013514,5,9, , , ,1.8791452750019197,5,10,106,1032
106,16,3,1,9,12,1, ,1,2,6,90, ,1,3,50,2,1,2,1,0.37418942609472067,1.0969182736013514,5,9, , , ,1.8791452750019197,5,10,106,1032
106,17,1,2,15,12,1, ,1,1,2,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.11749815576342902,4,7, , , ,0.15412193783603834,4,8,106,1032
106,17,2,2,15,12,1, ,1,3,4,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.11749815576342902,4,7, , , ,0.15412193783603834,4,8,106,1032
106,17,3,2,15,12,1, ,1,5,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.11749815576342902,4,7, , , ,0.15412193783603834,4,8,106,1032
106,17,4,2,15,12,1, ,1,6,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.11749815576342902,4,7, , , ,0.15412193783603834,4,8,106,1032
106,18,1,2,15,12,1, ,1,1,2,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.222864559600851,3,6, , , ,0.004453750566973012,4,7,106,1032
106,18,2,2,15,12,1, ,1,3,4,90, ,1,4,50,2,1,2,1,0.37418942609472067,-0.222864559600851,3,6, , , ,0.004453750566973012,4,7,106,1032
106,18,3,2,15,12,1, ,1,5,90, , ,1,4,50,2,1,2,1,0.37418942609472067,-0.222864559600851,3,6, , , ,0.004453750566973012,4,7,106,1032
106,18,4,2,15,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.37418942609472067,-0.222864559600851,3,6, , , ,0.004453750566973012,4,7,106,1032
106,19,1,2,15,12,1, ,1,1,2,3,90,1,2,50,2,1,2,1,0.37418942609472067,-0.6540202367587303,2,3, , , ,-0.6079832908504692,2,3,106,1032
106,19,2,2,15,12,1, ,2, , , , ,1,2,50,2,1,2,1,0.37418942609472067,-0.6540202367587303,2,3, , , ,-0.6079832908504692,2,3,106,1032
106,20,1,1,9,12,1, ,1,9,10,13,15,1,3,50,2,1,2,1,0.37418942609472067,0.6464184226422662,5,9, , , ,1.239230713980492,5,10,106,1032
106,20,2,1,9,13,1, ,1,12,14,90, ,1,3,50,2,1,2,1,0.37418942609472067,0.6464184226422662,5,9, , , ,1.239230713980492,5,10,106,1032
106,20,3,1,9,13,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,0.6464184226422662,5,9, , , ,1.239230713980492,5,10,106,1032
106,21,1,1,24,12,1, ,1,1,90, , ,1,1,50,2,1,2,1,0.37418942609472067,-0.6698233276129067,2,3, , , ,-0.6304308630865153,2,3,106,1032
106,22,1,1,5,12,1, ,1,1,2,90, ,1,3,50,2,1,2,1,0.37418942609472067,0.2729966064147482,4,8, , , ,0.708801997748222,5,9,106,1032
106,22,2,1,5,12,1, ,1,3,90, , ,1,3,50,2,1,2,1,0.37418942609472067,0.2729966064147482,4,8, , , ,0.708801997748222,5,9,106,1032
106,22,3,1,3,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,0.2729966064147482,4,8, , , ,0.708801997748222,5,9,106,1032
106,23,1,1,26,12,1, ,1,1,2,90, ,1,4,50,2,1,2,2,0.37418942609472067,-0.10690328064692362,4,7, , , ,0.1691714763538017,4,8,106,1032
106,23,2,1,26,12,1, ,1,3,4,90, ,1,4,50,2,1,2,2,0.37418942609472067,-0.10690328064692362,4,7, , , ,0.1691714763538017,4,8,106,1032
106,23,3,1,26,12,1, ,1,5,6,90, ,1,4,50,2,1,2,2,0.37418942609472067,-0.10690328064692362,4,7, , , ,0.1691714763538017,4,8,106,1032
106,23,4,1,26,12,1, ,1,0,90, , ,1,4,50,2,1,2,2,0.37418942609472067,-0.10690328064692362,4,7, , , ,0.1691714763538017,4,8,106,1032
106,24,1,1,36,12,1, ,1,1,3,4,90,1,3,50,2,1,2,1,0.37418942609472067,-0.5943555174046448,2,4, , , ,-0.5232322690406886,2,4,106,1032
106,24,2,1,36,12,1, ,1,5,90, , ,1,3,50,2,1,2,1,0.37418942609472067,-0.5943555174046448,2,4, , , ,-0.5232322690406886,2,4,106,1032
106,24,3,1,5,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.37418942609472067,-0.5943555174046448,2,4, , , ,-0.5232322690406886,2,4,106,1032
107,2,1,1,12,12,1, ,1,5,7,90, ,1,2,50,2,1,2,1,0.1496757704378883,-0.39851237910404236,3,5, , , ,-0.24504599304551472,3,6,107,1032
107,2,2,1,12,12,1, ,1,9,4,90, ,1,2,50,2,1,2,1,0.1496757704378883,-0.39851237910404236,3,5, , , ,-0.24504599304551472,3,6,107,1032
107,6,1,1,95,12,1, ,1,2,3,90, ,1,2,50,2,1,2,3,0.1496757704378883,-0.5076383314576017,2,4, , , ,-0.40005444809318425,3,5,107,1032
107,6,2,1,18,12,1, ,1,1,90, , ,1,2,50,2,1,2,3,0.1496757704378883,-0.5076383314576017,2,4, , , ,-0.40005444809318425,3,5,107,1032
107,7,1,1,3,12,2, ,2, , , , ,1,4,50,2,1,2,1,0.1496757704378883,0.3604853258251436,4,8, , , ,0.8330757469107153,5,9,107,1032
107,7,2,1,18,12,1, ,1,2,6,7,90,1,4,50,2,1,2,1,0.1496757704378883,0.3604853258251436,4,8, , , ,0.8330757469107153,5,9,107,1032
107,7,3,1,18,12,1, ,1,3,5,90, ,1,4,50,2,1,2,1,0.1496757704378883,0.3604853258251436,4,8, , , ,0.8330757469107153,5,9,107,1032
107,7,4,1,18,12,1, ,1,1,90, , ,1,4,50,2,1,2,1,0.1496757704378883,0.3604853258251436,4,8, , , ,0.8330757469107153,5,9,107,1032
107,8,1,1,18,12,1, ,1,1,2,90, ,1,1,50,2,1,2,2,0.1496757704378883,-0.4201006223703617,3,5, , , ,-0.2757111113215366,3,6,107,1032
107,9,1,1,12,12,1, ,2, , , , ,1,3,50,2,1,96,1,0.1496757704378883,-0.5243117164722323,2,4, , , ,-0.42373823362533003,3,5,107,1032
107,9,2,1,12,12,1, ,2, , , , ,1,3,50,2,1,96,1,0.1496757704378883,-0.5243117164722323,2,4, , , ,-0.42373823362533003,3,5,107,1032
107,9,3,2,95,12,1, ,1,1,90, , ,1,3,50,2,1,96,1,0.1496757704378883,-0.5243117164722323,2,4, , , ,-0.42373823362533003,3,5,107,1032
107,10,1,1,18,12,1, ,1,1,2,90, ,1,2,50,2,1,2,1,0.1496757704378883,0.48508043233131415,4,8, , , ,1.0100574322887985,5,9,107,1032
107,10,2,1,18,12,1, ,1,3,4,90, ,1,2,50,2,1,2,1,0.1496757704378883,0.48508043233131415,4,8, , , ,1.0100574322887985,5,9,107,1032
107,11,1,1,12,12,1, ,1,2,90, , ,1,1,50,2,1,2,1,0.1496757704378883,-0.18595761933829785,4,7, , , ,0.05687838162173601,4,7,107,1032
107,13,1,1,12,12,2, ,1,1,2,3,90,1,1,50,2,1,2,1,0.1496757704378883,-0.459253183415099,3,5, , , ,-0.3313255446237202,3,5,107,1032
107,15,1,1,12,15,1, ,1,3,90, , ,1,4,50,2,1,2,1,0.1496757704378883,-0.3420506797417153,3,6, , , ,-0.16484471554220928,3,6,107,1032
107,15,2,1,10,13,2, ,1,1,2,4,90,1,4,50,2,1,2,1,0.1496757704378883,-0.3420506797417153,3,6, , , ,-0.16484471554220928,3,6,107,1032
107,15,3,1,10,12,1, ,2, , , , ,1,4,50,2,1,2,1,0.1496757704378883,-0.3420506797417153,3,6, , , ,-0.16484471554220928,3,6,107,1032
107,15,4,1,12,15,1, ,2, , , , ,1,4,50,2,1,2,1,0.1496757704378883,-0.3420506797417153,3,6, , , ,-0.16484471554220928,3,6,107,1032
107,16,1,1,18,12,1, ,1,1,2,90, ,1,3,50,2,1,2,4,0.1496757704378883,1.2943524883777555,5,9, , , ,2.159591602809312,5,10,107,1032
107,16,2,1,18,12,1, ,1,3,90, , ,1,3,50,2,1,2,4,0.1496757704378883,1.2943524883777555,5,9, , , ,2.159591602809312,5,10,107,1032
107,16,3,1,18,12,1, ,1,4,5,90, ,1,3,50,2,1,2,4,0.1496757704378883,1.2943524883777555,5,9, , , ,2.159591602809312,5,10,107,1032
107,17,1,1,24,15,1, ,1,4,5,3,90,1,4,50,2,1,2,4,0.1496757704378883,0.7763956519998714,5,9, , , ,1.42385746022709,5,10,107,1032
107,17,2,1,9,12,1, ,1,2,6,90, ,1,4,50,2,1,2,4,0.1496757704378883,0.7763956519998714,5,9, , , ,1.42385746022709,5,10,107,1032
107,17,3,1,24,15,1, ,1,1,90, , ,1,4,50,2,1,2,4,0.1496757704378883,0.7763956519998714,5,9, , , ,1.42385746022709,5,10,107,1032
107,17,4,1,24,15,1, ,2, , , , ,1,4,50,2,1,2,4,0.1496757704378883,0.7763956519998714,5,9, , , ,1.42385746022709,5,10,107,1032
107,18,1,1,98,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.1496757704378883,-0.24245815126240955,3,6, , , ,-0.02337805577046809,4,7,107,1032
107,18,2,1,98,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.1496757704378883,-0.24245815126240955,3,6, , , ,-0.02337805577046809,4,7,107,1032
107,18,3,1,98,12,1, ,2, , , , ,1,3,50,2,1,2,1,0.1496757704378883,-0.24245815126240955,3,6, , , ,-0.02337805577046809,4,7,107,1032
107,19,1,1,12,12,1, ,1,1,2,3,0,1,1,50,2,1,2,2,0.1496757704378883,-0.4992288525752313,2,4, , , ,-0.3881091655898173,3,5,107,1032
107,20,1,1,12,12,1, ,1,1,90, , ,1,3,50,2,1,2,1,0.1496757704378883,0.20010971018960325,4,8, , , ,0.605269474701141,5,9,107,1032
107,20,2,1,12,12,1, ,1,3,4,90, ,1,3,50,2,1,2,1,0.1496757704378883,0.20010971018960325,4,8, , , ,0.605269474701141,5,9,107,1032
107,20,3,1,12,12,1, ,1,5,2,90, ,1,3,50,2,1,2,1,0.1496757704378883,0.20010971018960325,4,8, , , ,0.605269474701141,5,9,107,1032
107,22,1,1,12,12,1, ,1,1,90, , ,1,3,50,2,1,2,1,0.1496757704378883,0.5532299751486905,5,9, , , ,1.10686076015439,5,10,107,1032
107,22,2,1,12,12,1, ,1,2,3,90, ,1,3,50,2,1,2,1,0.1496757704378883,0.5532299751486905,5,9, , , ,1.10686076015439,5,10,107,1032
107,22,3,1,12,12,1, ,1,4,90, , ,1,3,50,2,1,2,1,0.1496757704378883,0.5532299751486905,5,9, , , ,1.10686076015439,5,10,107,1032
107,24,1,1,36,12,1, ,1,1,2,90, ,1,2,50,2,1,2,3,0.1496757704378883,0.35169891312334867,4,8, , , ,0.8205950470502111,5,9,107,1032
107,24,2,1,36,12,1, ,1,4,3,90, ,1,2,50,2,1,2,3,0.1496757704378883,0.35169891312334867,4,8, , , ,0.8205950470502111,5,9,107,1032
108,1,1,2,12,12,1, ,2, , , , ,1,2,50,2,1,5,1,0.13268071283836708,0.3875755086679177,4,8, , , ,0.8715561202669285,5,9,108,1032
108,1,2,2,12,12,1, ,1,3,4,90, ,1,2,50,2,1,5,1,0.13268071283836708,0.3875755086679177,4,8, , , ,0.8715561202669285,5,9,108,1032
108,2,1,1,26,12,1, ,1,1,2,90, ,1,3,50,2,1,5,4,0.13268071283836708,-0.058404505210291835,4,7, , , ,0.23806178237174458,4,8,108,1032
108,2,2,1,26,12,1, ,1,3,90, , ,1,3,50,2,1,5,4,0.13268071283836708,-0.058404505210291835,4,7, , , ,0.23806178237174458,4,8,108,1032
108,2,3,1,26,12,1, ,2, , , , ,1,3,50,2,1,5,4,0.13268071283836708,-0.058404505210291835,4,7, , , ,0.23806178237174458,4,8,108,1032
108,4,1,1,9,12,1, ,2, , , , ,1,3,50,2,1,5,1,0.13268071283836708,0.203372196744002,4,8, , , ,0.6099036885568211,5,9,108,1032
108,4,2,1,9,12,1, ,2, , , , ,1,3,50,2,1,5,1,0.13268071283836708,0.203372196744002,4,8, , , ,0.6099036885568211,5,9,108,1032
108,4,3,1,9,12,1, ,2, , , , ,1,3,50,2,1,5,1,0.13268071283836708,0.203372196744002,4,8, , , ,0.6099036885568211,5,9,108,1032
108,5,1,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,5,2,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,5,3,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,5,4,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,5,5,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,5,6,1,19,12,1, ,2, , , , ,1,6,50,2,1,5,3,0.13268071283836708,1.3190488235878872,5,9, , , ,2.1946716244146125,5,10,108,1032
108,6,1,1,24,12,1, ,1,1,2,90, ,1,3,50,2,1,5,3,0.13268071283836708,0.444969220723183,4,8, , , ,0.9530812794363396,5,9,108,1032
108,6,2,1,24,12,1, ,1,3,4,90, ,1,3,50,2,1,5,3,0.13268071283836708,0.444969220723183,4,8, , , ,0.9530812794363396,5,9,108,1032
108,6,3,1,24,12,1, ,1,6,90, , ,1,3,50,2,1,5,3,0.13268071283836708,0.444969220723183,4,8, , , ,0.9530812794363396,5,9,108,1032
108,7,1,1,12,12,1, ,1,1,2,90, ,1,3,50,2,1,5,3,0.13268071283836708,-0.28656187815292433,3,6, , , ,-0.08602539510358567,4,7,108,1032
108,7,2,1,12,12,1, ,1,7,6,5,90,1,3,50,2,1,5,3,0.13268071283836708,-0.28656187815292433,3,6, , , ,-0.08602539510358567,4,7,108,1032
108,7,3,1,12,12,1, ,1,4,90, , ,1,3,50,2,1,5,3,0.13268071283836708,-0.28656187815292433,3,6, , , ,-0.08602539510358567,4,7,108,1032
108,8,1,1,12,12,1, ,1,1,2,90, ,1,3,50,2,1,5,1,0.13268071283836708,0.3680785684501675,4,8, , , ,0.8438616029121697,5,9,108,1032
