HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,helevel,HH6,area,HH7,hhweight,wscore,windex5
56,12,2,9,14,12, , , ,1,8,6,3,90,2,1,1,11,13,0.9639263743281306,0.8350046720497141,4
56,13,1,1,13,16, , , ,1,1,2,9,10,3,1,1,11,13,0.9639263743281306,1.2544176658075772,5
56,13,2,1,13,16, , , ,1,3,7,8,90,3,1,1,11,13,0.9639263743281306,1.2544176658075772,5
56,13,3,1,13,16, , , ,1,4,6,90, ,3,1,1,11,13,0.9639263743281306,1.2544176658075772,5
56,16,1,1,11,95, , , ,2, , , , ,2,1,1,11,13,0.9639263743281306,1.4219299988337604,5
56,16,2,1,11,95, , , ,2, , , , ,2,1,1,11,13,0.9639263743281306,1.4219299988337604,5
56,18,1,1,11,6, , , ,1,1,2,3,90,2,2,1,11,13,0.9639263743281306,1.2363765136515579,5
56,18,2,1,14,6, , , ,1,4,5,90, ,2,2,1,11,13,0.9639263743281306,1.2363765136515579,5
57,2,1,1,13,95, , , ,2, , , , ,2,9,1,11,13,0.9639263743281306,1.1491558935411879,5
57,2,2,9,99,99,9,9, ,9, , , , ,2,9,1,11,13,0.9639263743281306,1.1491558935411879,5
57,4,1,1,18,12, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.6429339770019147,4
57,4,2,1,18,12, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.6429339770019147,4
57,4,3,1,18,12, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.6429339770019147,4
57,5,1,1,18,99, , , ,1,2,5,6,90,1,1,1,11,13,0.9639263743281306,-0.8582378331606231,2
57,6,1,1,13,16, , , ,1,1,90, , ,1,1,1,11,13,0.9639263743281306,-0.5174313673320428,2
57,7,1,2,98,95,9,9, ,1,1,3,90, ,1,2,1,11,13,0.9639263743281306,1.1997388828871887,5
57,8,1,2,98,95,9,9, ,1,3,4,5,90,1,2,1,11,13,0.9639263743281306,-0.8325776252748267,2
57,9,1,1,98,95,2,9, ,1,1,2,90, ,2,1,1,11,13,0.9639263743281306,0.1157964099384071,3
57,9,2,2,98,98,9,2, ,2, , , , ,2,1,1,11,13,0.9639263743281306,0.1157964099384071,3
57,10,1,2,11,10, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.777376600871245,4
57,10,2,2,13,3, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.777376600871245,4
57,10,3,2,11,6, , , ,2, , , , ,3,3,1,11,13,0.9639263743281306,0.777376600871245,4
57,12,1,1,13,3, , , ,1,6,5,4,90,1,1,1,11,13,0.9639263743281306,0.381665985436458,3
57,14,1,1,12,95, , , ,1,2,3,90, ,3,1,1,11,13,0.9639263743281306,0.7750983393534356,4
57,14,2,1,11,95, , , ,2, , , , ,3,1,1,11,13,0.9639263743281306,0.7750983393534356,4
57,14,3,1,11,95, , , ,2, , , , ,3,1,1,11,13,0.9639263743281306,0.7750983393534356,4
57,16,1,1,11,9, , , ,1,6,2,90, ,1,3,1,11,13,0.9639263743281306,0.5638197014374913,4
57,17,1,1,11,15, , , ,1,2,1,90, ,1,2,1,11,13,0.9639263743281306,0.056499424051692636,3
58,2,1,1,11,2, , , ,1,4,6,90, ,1,1,1,11,13,0.9639263743281306,0.4391830177174531,3
58,5,1,2,98,6,9,9, ,2, , , , ,1,1,1,11,13,0.9639263743281306,0.6488793938913845,4
58,6,1,2,14,95, , , ,1,1,2,90, ,1,1,1,11,13,0.9639263743281306,0.6898345507131243,4
58,7,1,1,13,95, , , ,1,2,3,5,90,2,9,1,11,13,0.9639263743281306,0.7853892215433451,4
58,7,2,1,13,95, , , ,1,4,9,6,90,2,9,1,11,13,0.9639263743281306,0.7853892215433451,4
59,2,1,1,11,95, , , ,1,1,3,2,4,1,3,1,11,13,0.9639263743281306,0.8324295816741353,4
59,8,1,1,13,8, , , ,1,1,4,90, ,2,1,1,11,13,0.9639263743281306,1.2720193567818314,5
59,8,2,1,11,7, , , ,1,2,3,90, ,2,1,1,11,13,0.9639263743281306,1.2720193567818314,5
59,13,1,2,18,2, , , ,1,4,90, , ,1,2,1,11,13,0.9639263743281306,0.1793954621339767,3
59,15,1,1,14,5, , , ,1,2,90, , ,1,1,1,11,13,0.9639263743281306,0.5190089068146164,4
60,4,1,1,11,12, , , ,1,1,6,5,7,1,1,1,11,13,0.9639263743281306,-0.7073235771838211,2
60,5,1,1,13,8, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-1.0364640685881283,1
60,10,1,1,13,12, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-0.98433926524671,2
60,11,1,1,11,95, , , ,1,1,0,0,90,1,1,1,11,13,0.9639263743281306,-0.5610886678735676,2
60,12,1,1,11,95, , , ,2, , , , ,2,1,1,11,13,0.9639263743281306,-0.35449918008763126,3
60,12,2,1,11,95, , , ,1,2,9,90, ,2,1,1,11,13,0.9639263743281306,-0.35449918008763126,3
60,13,1,1,11,95, , , ,1,1,2,3,90,1,1,1,11,13,0.9639263743281306,-0.6256392988207626,2
60,14,1,1,18,95, , , ,1,1,90, , ,1,1,1,11,13,0.9639263743281306,-0.9016971593818676,2
60,15,1,2,18,2, , , ,1,2,3,90, ,1,1,1,11,13,0.9639263743281306,-0.45115927952248547,2
60,17,1,1,14,5, , , ,1,1,2,3,4,1,1,1,11,13,0.9639263743281306,-0.8029608227653345,2
61,1,1,2,98,95,9,9, ,2, , , , ,1,1,1,11,13,0.9639263743281306,-0.8730218388206421,2
61,4,1,1,13,9, , , ,1,5,6,7,90,1,1,1,11,13,0.9639263743281306,-0.35176867528336975,3
61,5,1,2,99,6,1,1,3,2, , , , ,1,1,1,11,13,0.9639263743281306,-1.0066801133067396,2
61,6,1,1,11,95, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-1.0060267766009081,2
61,7,1,2,11,95, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-1.2184611366345415,1
61,11,1,1,13,3, , , ,1,1,2,3,4,2,1,1,11,13,0.9639263743281306,-0.617565135147723,2
61,11,2,1,11,12, , , ,2, , , , ,2,1,1,11,13,0.9639263743281306,-0.617565135147723,2
62,1,1,1,13,95, , , ,1,1,4,90, ,1,1,1,11,13,0.9639263743281306,-0.2188374735337376,3
62,2,1,1,11,95, , , ,1,2,8,90, ,2,1,1,11,13,0.9639263743281306,-0.7929243786126998,2
62,2,2,1,11,95, , , ,1,5,9,90, ,2,1,1,11,13,0.9639263743281306,-0.7929243786126998,2
62,3,1,1,11,95, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-0.5102288833993537,2
62,4,1,1,13,24, , , ,1,1,7,8,9,2,2,1,11,13,0.9639263743281306,-0.12033595340741743,3
62,4,2,1,13,6, , , ,1,3,4,5,6,2,2,1,11,13,0.9639263743281306,-0.12033595340741743,3
62,5,1,1,18,4, , , ,1,6,3,90, ,2,1,1,11,13,0.9639263743281306,-0.38786863980847086,3
62,5,2,1,16,4, , , ,1,5,2,90, ,2,1,1,11,13,0.9639263743281306,-0.38786863980847086,3
62,6,1,1,16,18, , , ,1,3,5,4,90,2,1,1,11,13,0.9639263743281306,-0.11272475605829917,3
62,6,2,1,16,4, , , ,1,2,6,90, ,2,1,1,11,13,0.9639263743281306,-0.11272475605829917,3
62,7,1,1,12,12, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,-0.0640502557225489,3
62,8,1,1,13,12, , , ,1,2,7,90, ,1,1,1,11,13,0.9639263743281306,0.05242433968889667,3
62,10,1,1,11,95, , , ,1,1,4,90, ,1,1,1,11,13,0.9639263743281306,-0.4826994610814442,2
62,11,1,1,11,95, , , ,1,2,3,4,90,2,1,1,11,13,0.9639263743281306,-0.5288135625109625,2
62,11,2,1,11,95, , , ,2, , , , ,2,1,1,11,13,0.9639263743281306,-0.5288135625109625,2
62,12,1,1,11,95, , , ,1,1,2,90, ,1,2,1,11,13,0.9639263743281306,0.08984672241157757,3
62,13,1,1,11,9, , , ,2, , , , ,1,1,1,11,13,0.9639263743281306,0.08513468369329283,3
62,14,1,1,98,3,2,2, ,2, , , , ,2,1,1,11,13,0.9639263743281306,-0.7859414422376128,2
62,14,2,2,98,3,2,2, ,2, , , , ,2,1,1,11,13,0.9639263743281306,-0.7859414422376128,2
62,15,1,1,11,3, , , ,1,3,4,90, ,1,1,1,11,13,0.9639263743281306,-0.7373785713132079,2
62,16,1,1,13,9, , , ,1,1,2,90, ,1,1,1,11,13,0.9639263743281306,-0.5747706839859688,2
62,17,1,1,13,14, , , ,1,1,2,5,90,1,2,1,11,13,0.9639263743281306,-0.608515459582082,2
62,18,1,1,13,16, , , ,1,2,1,7,90,2,3,1,11,13,0.9639263743281306,0.40916227808977407,3
62,18,2,1,13,16, , , ,1,3,5,6,90,2,3,1,11,13,0.9639263743281306,0.40916227808977407,3
63,2,1,1,13,0, , , ,1,2,5,6,90,1,1,2,21,13,1.0317722843507988,-1.0592897085017807,1
63,4,1,1,13,95, , , ,1,1,6,5,90,3,1,2,21,13,1.0317722843507988,-0.8439373324048265,2
63,4,2,1,13,9, , , ,1,2,7,90, ,3,1,2,21,13,1.0317722843507988,-0.8439373324048265,2
63,4,3,1,13,1, , , ,2, , , , ,3,1,2,21,13,1.0317722843507988,-0.8439373324048265,2
63,5,1,1,13,8, , , ,2, , , , ,2,9,2,21,13,1.0317722843507988,-0.7352398696123046,2
63,5,2,1,13,95, , , ,2, , , , ,2,9,2,21,13,1.0317722843507988,-0.7352398696123046,2
63,11,1,1,31,7,2,2, ,1,5,6,90, ,3,3,2,21,13,1.0317722843507988,-1.1564370583480998,1
63,11,2,1,31,2,2,2, ,1,4,3,90, ,3,3,2,21,13,1.0317722843507988,-1.1564370583480998,1
63,11,3,1,31,1,2,2, ,1,7,8,90, ,3,3,2,21,13,1.0317722843507988,-1.1564370583480998,1
63,16,1,1,11,6, , , ,1,1,3,5,90,1,1,2,21,13,1.0317722843507988,-1.2773673496859899,1
63,18,1,1,11,12, , , ,1,2,7,90, ,1,1,2,21,13,1.0317722843507988,-1.2973388849059408,1
64,1,1,1,11,24, , , ,1,2,3,4,5,1,2,2,21,13,1.0317722843507988,-1.045693959090944,1
64,2,1,1,11,24, , , ,1,3,7,6,90,1,1,2,21,13,1.0317722843507988,-0.4337388865529462,3
64,4,1,1,11,95, , , ,1,1,2,3,4,3,1,2,21,13,1.0317722843507988,-0.706522047796446,2
64,4,2,1,12,95, , , ,2, , , , ,3,1,2,21,13,1.0317722843507988,-0.706522047796446,2
64,4,3,1,11,95, , , ,2, , , , ,3,1,2,21,13,1.0317722843507988,-0.706522047796446,2
64,8,1,1,13,16, , , ,1,1,4,90, ,1,1,2,21,13,1.0317722843507988,-0.7388068008812341,2
64,9,1,1,11,5, , , ,1,2,4,5,7,1,2,2,21,13,1.0317722843507988,-0.826043971758433,2
64,10,1,1,12,4, , , ,1,2,4,90, ,1,9,2,21,13,1.0317722843507988,-0.5966741509097613,2
64,17,1,1,13,95, , , ,1,2,4,8,90,2,1,2,21,13,1.0317722843507988,-0.4780096459600844,2
64,17,2,1,13,95, , , ,1,6,7,90, ,2,1,2,21,13,1.0317722843507988,-0.4780096459600844,2
64,18,1,2,18,95, , , ,1,1,2,3,4,1,1,2,21,13,1.0317722843507988,-1.1091057503958972,1
65,2,1,1,11,7, , , ,1,1,3,90, ,1,1,2,21,13,1.0317722843507988,-1.124895795210004,1
65,4,1,1,31,4,2,2, ,1,2,5,90, ,1,1,2,21,13,1.0317722843507988,-0.9414488278707008,2
65,9,1,1,11,6, , , ,1,2,3,4,5,1,1,2,21,13,1.0317722843507988,-1.186554400055933,1
65,11,1,1,11,12, , , ,1,2,8,7,90,1,1,2,21,13,1.0317722843507988,-1.1066436150551877,1
65,15,1,1,13,1, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.9774677787406685,2
66,1,1,2,14,15, , , ,1,4,5,90, ,1,2,2,21,13,1.0317722843507988,-1.1842089173611576,1
66,4,1,2,15,95, , , ,2, , , , ,1,3,2,21,13,1.0317722843507988,-1.0727839753886923,1
66,5,1,2,98,95,1,1,95,1,2,90, , ,2,1,2,21,13,1.0317722843507988,-1.198123708420673,1
66,5,2,2,98,95,1,1,95,2, , , , ,2,1,2,21,13,1.0317722843507988,-1.198123708420673,1
66,6,1,2,18,18, , , ,1,2,7,8,90,3,1,2,21,13,1.0317722843507988,-1.0536389253724059,1
66,6,2,2,18,18, , , ,1,9,3,90, ,3,1,2,21,13,1.0317722843507988,-1.0536389253724059,1
66,6,3,2,18,18, , , ,1,4,5,6,90,3,1,2,21,13,1.0317722843507988,-1.0536389253724059,1
66,8,1,2,98,95,1,1,4,1,8,90, , ,2,1,2,21,13,1.0317722843507988,0.019851082297955857,3
66,8,2,2,98,95,1,1,4,2, , , , ,2,1,2,21,13,1.0317722843507988,0.019851082297955857,3
66,9,1,2,98,95,1,2, ,2, , , , ,2,1,2,21,13,1.0317722843507988,-1.1816821868343883,1
66,9,2,2,98,95,1,2, ,2, , , , ,2,1,2,21,13,1.0317722843507988,-1.1816821868343883,1
66,10,1,2,14,6, , , ,1,1,2,3,4,1,1,2,21,13,1.0317722843507988,-0.9742959883302972,2
66,11,1,2,18,8, , , ,2, , , , ,2,1,2,21,13,1.0317722843507988,-1.0285883291768507,2
66,11,2,2,18,8, , , ,2, , , , ,2,1,2,21,13,1.0317722843507988,-1.0285883291768507,2
66,14,1,1,14,95, , , ,1,4,90, , ,1,3,2,21,13,1.0317722843507988,-1.0797928983994147,1
66,15,1,2,98,12,2,2, ,1,1,2,90, ,2,2,2,21,13,1.0317722843507988,-1.1227078956490892,1
66,15,2,2,98,20,2,2, ,2, , , , ,2,2,2,21,13,1.0317722843507988,-1.1227078956490892,1
66,17,1,2,15,12, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.039322512390821955,3
67,1,1,1,11,7, , , ,1,3,4,90, ,2,3,2,21,13,1.0317722843507988,-0.7976652199857193,2
67,1,2,1,11,3, , , ,1,2,7,8,90,2,3,2,21,13,1.0317722843507988,-0.7976652199857193,2
67,2,1,1,11,1, , , ,1,1,90, , ,2,2,2,21,13,1.0317722843507988,-0.6252743005118727,2
67,2,2,1,11,1, , , ,1,3,5,90, ,2,2,2,21,13,1.0317722843507988,-0.6252743005118727,2
67,3,1,1,11,3, , , ,9, , , , ,2,2,2,21,13,1.0317722843507988,0.34697646493955303,3
67,3,2,1,11,3, , , ,9, , , , ,2,2,2,21,13,1.0317722843507988,0.34697646493955303,3
67,4,1,1,13,2, , , ,1,11,4,3,90,1,2,2,21,13,1.0317722843507988,-0.7945333184765065,2
67,5,1,1,11,6, , , ,1,1,2,90, ,2,3,2,21,13,1.0317722843507988,-0.06202421408313598,3
67,5,2,1,11,95, , , ,1,3,90, , ,2,3,2,21,13,1.0317722843507988,-0.06202421408313598,3
67,6,1,1,11,2, , , ,1,1,2,90, ,2,2,2,21,13,1.0317722843507988,-0.4875419474266464,2
67,6,2,1,11,2, , , ,1,3,4,90, ,2,2,2,21,13,1.0317722843507988,-0.4875419474266464,2
67,8,1,1,11,10, , , ,1,2,3,4,5,2,2,2,21,13,1.0317722843507988,-0.9253753429332584,2
67,8,2,1,11,10, , , ,1,1,90, , ,2,2,2,21,13,1.0317722843507988,-0.9253753429332584,2
67,9,1,1,11,1, , , ,1,2,10,9,90,3,1,2,21,13,1.0317722843507988,-0.8368323498800975,2
67,9,2,1,11,1, , , ,1,6,5,7,90,3,1,2,21,13,1.0317722843507988,-0.8368323498800975,2
67,9,3,1,11,1, , , ,1,3,4,8,90,3,1,2,21,13,1.0317722843507988,-0.8368323498800975,2
67,10,1,1,13,12, , , ,1,1,2,8,90,3,1,2,21,13,1.0317722843507988,-1.0271466595922871,2
67,10,2,1,13,12, , , ,1,5,7,90, ,3,1,2,21,13,1.0317722843507988,-1.0271466595922871,2
67,10,3,1,13,12, , , ,1,6,90, , ,3,1,2,21,13,1.0317722843507988,-1.0271466595922871,2
67,11,1,1,13,2, , , ,1,1,10,90, ,3,1,2,21,13,1.0317722843507988,-0.9991168829769822,2
67,11,2,1,13,2, , , ,1,3,6,4,9,3,1,2,21,13,1.0317722843507988,-0.9991168829769822,2
67,11,3,1,13,2, , , ,1,5,7,8,90,3,1,2,21,13,1.0317722843507988,-0.9991168829769822,2
67,12,1,1,13,10, , , ,1,2,5,8,90,3,1,2,21,13,1.0317722843507988,-0.17334840203327564,3
67,12,2,1,13,10, , , ,1,3,4,90, ,3,1,2,21,13,1.0317722843507988,-0.17334840203327564,3
67,12,3,1,13,10, , , ,1,6,7,90, ,3,1,2,21,13,1.0317722843507988,-0.17334840203327564,3
67,13,1,1,13,2, , , ,1,8,9,10,11,3,2,2,21,13,1.0317722843507988,0.07303685795075315,3
67,13,2,1,13,2, , , ,1,2,4,5,6,3,2,2,21,13,1.0317722843507988,0.07303685795075315,3
67,13,3,1,13,12, , , ,1,1,90, , ,3,2,2,21,13,1.0317722843507988,0.07303685795075315,3
67,14,1,1,13,2, , , ,1,2,3,4,5,1,1,2,21,13,1.0317722843507988,0.88524174999506,4
67,15,1,1,98,95,2,9, ,1,1,6,7,90,2,1,2,21,13,1.0317722843507988,0.10063659878123618,3
67,15,2,1,98,95,2,9, ,1,2,4,5,90,2,1,2,21,13,1.0317722843507988,0.10063659878123618,3
67,16,1,1,13,2, , , ,2, , , , ,4,1,2,21,13,1.0317722843507988,-0.3039925932432114,3
67,16,2,2,13,3, , , ,1,2,6,7,90,4,1,2,21,13,1.0317722843507988,-0.3039925932432114,3
67,16,3,2,13,4, , , ,2, , , , ,4,1,2,21,13,1.0317722843507988,-0.3039925932432114,3
67,16,4,2,13,4, , , ,2, , , , ,4,1,2,21,13,1.0317722843507988,-0.3039925932432114,3
67,17,1,2,98,95,2,2, ,1,1,2,3,4,1,9,2,21,13,1.0317722843507988,-0.49703081794346987,2
67,18,1,1,98,95,2,2, ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.08402220672439718,3
68,2,1,2,98,99,1,2, ,1,1,90, , ,1,2,2,21,13,1.0317722843507988,-1.0088517332557383,2
68,3,1,1,31,95,2,2, ,1,1,3,4,90,1,1,2,21,13,1.0317722843507988,-0.8260588033426244,2
68,5,1,2,98,95,2,1,95,1,5,90, , ,1,1,2,21,13,1.0317722843507988,-1.2919814432955623,1
68,6,1,2,14,6, , , ,1,1,2,3,4,1,1,2,21,13,1.0317722843507988,-0.9888349491469786,2
68,7,1,2,98,10,8,2, ,1,2,3,4,90,1,2,2,21,13,1.0317722843507988,-0.9544660558275515,2
68,9,1,2,11,1, , , ,2, , , , ,1,3,2,21,13,1.0317722843507988,-0.9804258297298899,2
68,11,1,2,11,8, , , ,1,2,5,6,90,1,9,2,21,13,1.0317722843507988,-1.1338160658734073,1
68,13,1,1,31,6,2,2, ,1,1,2,90, ,1,1,2,21,13,1.0317722843507988,-1.1464317937062003,1
68,14,1,1,14,5, , , ,1,4,90, , ,1,1,2,21,13,1.0317722843507988,-1.1015244354741494,1
68,17,1,2,98,95,1,2, ,1,1,90, , ,1,1,2,21,13,1.0317722843507988,-1.0307948230663548,2
68,18,1,2,15,3, , , ,1,1,6,5,4,1,1,2,21,13,1.0317722843507988,-0.8394579803916365,2
69,1,1,1,11,95, , , ,1,4,90, , ,1,2,2,21,13,1.0317722843507988,-0.7969551862820219,2
69,2,1,1,11,95, , , ,1,2,3,4,5,1,3,2,21,13,1.0317722843507988,-0.5094727786479677,2
69,3,1,1,11,12, , , ,1,2,3,4,90,1,2,2,21,13,1.0317722843507988,-1.1665292050647744,1
69,4,1,1,11,36, , , ,1,1,90, , ,1,2,2,21,13,1.0317722843507988,-0.02856525341003436,3
69,5,1,1,13,7, , , ,1,2,4,5,7,2,3,2,21,13,1.0317722843507988,-0.49187221608775206,2
69,5,2,1,13,7, , , ,1,1,3,6,90,2,3,2,21,13,1.0317722843507988,-0.49187221608775206,2
69,6,1,1,13,0, , , ,1,1,2,90, ,1,1,2,21,13,1.0317722843507988,0.12571225374888217,3
69,7,1,2,18,95, , , ,1,1,2,90, ,4,9,2,21,13,1.0317722843507988,-0.5253204066730868,2
69,7,2,2,18,95, , , ,1,3,5,90, ,4,9,2,21,13,1.0317722843507988,-0.5253204066730868,2
69,7,3,2,18,95, , , ,1,4,90, , ,4,9,2,21,13,1.0317722843507988,-0.5253204066730868,2
69,7,4,2,18,95, , , ,2, , , , ,4,9,2,21,13,1.0317722843507988,-0.5253204066730868,2
69,10,1,9,13,12, , , ,1,1,2,3,4,1,9,2,21,13,1.0317722843507988,-0.43385165370786943,3
69,11,1,1,11,6, , , ,1,2,90, , ,3,3,2,21,13,1.0317722843507988,0.11391207782747655,3
69,11,2,1,11,6, , , ,1,3,90, , ,3,3,2,21,13,1.0317722843507988,0.11391207782747655,3
69,11,3,1,11,6, , , ,1,4,90, , ,3,3,2,21,13,1.0317722843507988,0.11391207782747655,3
69,12,1,1,11,13, , , ,1,3,6,5,90,3,3,2,21,13,1.0317722843507988,-0.1889086085562443,3
69,12,2,1,11,13, , , ,1,4,7,90, ,3,3,2,21,13,1.0317722843507988,-0.1889086085562443,3
69,12,3,1,11,13, , , ,1,2,8,9,90,3,3,2,21,13,1.0317722843507988,-0.1889086085562443,3
69,14,1,1,14,10, , , ,1,10,9,2,90,2,1,2,21,13,1.0317722843507988,-0.43901145983545764,2
69,14,2,1,14,10, , , ,1,6,5,3,90,2,1,2,21,13,1.0317722843507988,-0.43901145983545764,2
69,15,1,1,13,95, , , ,1,2,5,90, ,2,1,2,21,13,1.0317722843507988,-0.689221965163052,2
69,15,2,1,13,95, , , ,1,6,7,90, ,2,1,2,21,13,1.0317722843507988,-0.689221965163052,2
69,16,1,2,11,5, , , ,1,1,2,90, ,1,1,2,21,13,1.0317722843507988,-0.23351868291520875,3
69,18,1,1,13,95, , , ,1,0,90, , ,2,1,2,21,13,1.0317722843507988,-0.08207401568523859,3
69,18,2,1,11,15, , , ,1,1,2,3,90,2,1,2,21,13,1.0317722843507988,-0.08207401568523859,3
70,1,1,1,11,12, , , ,1,3,90, , ,3,2,2,21,13,1.0317722843507988,-0.6930071716533445,2
70,1,2,1,11,12, , , ,1,4,90, , ,3,2,2,21,13,1.0317722843507988,-0.6930071716533445,2
70,1,3,1,11,12, , , ,1,8,90, , ,3,2,2,21,13,1.0317722843507988,-0.6930071716533445,2
70,2,1,1,11,16, , , ,1,2,8,9,10,4,1,2,21,13,1.0317722843507988,-1.1669950488177454,1
70,2,2,1,11,16, , , ,1,7,0,90, ,4,1,2,21,13,1.0317722843507988,-1.1669950488177454,1
70,2,3,1,11,16, , , ,2, , , , ,4,1,2,21,13,1.0317722843507988,-1.1669950488177454,1
70,2,4,1,11,16, , , ,2, , , , ,4,1,2,21,13,1.0317722843507988,-1.1669950488177454,1
70,3,1,1,13,16, , , ,1,8,11,90, ,3,1,2,21,13,1.0317722843507988,-1.2405597891360876,1
70,3,2,1,13,16, , , ,1,2,14,12,90,3,1,2,21,13,1.0317722843507988,-1.2405597891360876,1
70,3,3,1,13,16, , , ,1,1,90, , ,3,1,2,21,13,1.0317722843507988,-1.2405597891360876,1
70,4,1,1,11,24, , , ,2, , , , ,3,9,2,21,13,1.0317722843507988,-0.9578590873502655,2
70,4,2,1,11,4, , , ,2, , , , ,3,9,2,21,13,1.0317722843507988,-0.9578590873502655,2
70,4,3,1,11,24, , , ,2, , , , ,3,9,2,21,13,1.0317722843507988,-0.9578590873502655,2
70,5,1,1,11,12, , , ,1,3,5,90, ,1,1,2,21,13,1.0317722843507988,-0.7176478242632385,2
70,6,1,1,11,12, , , ,1,1,90, , ,1,1,2,21,13,1.0317722843507988,-0.8893069186355009,2
70,7,1,2,18,95, , , ,1,2,3,4,5,1,1,2,21,13,1.0317722843507988,-1.052353693461128,1
70,9,1,1,11,12, , , ,1,2,7,6,5,1,1,2,21,13,1.0317722843507988,-1.1610883065105826,1
70,11,1,1,13,15, , , ,1,2,5,6,90,1,1,2,21,13,1.0317722843507988,-1.1198286430987994,1
70,13,1,1,13,95, , , ,1,2,5,1,4,1,1,2,21,13,1.0317722843507988,-1.1793925141352326,1
70,16,1,1,28,95, ,9, ,1,2,3,4,6,1,1,2,21,13,1.0317722843507988,-0.47855102743951733,2
70,17,1,1,11,12, , , ,1,1,4,90, ,1,1,2,21,13,1.0317722843507988,-0.6349425187640391,2
70,18,1,1,18,95, , , ,1,3,2,4,5,1,2,2,21,13,1.0317722843507988,-0.43847635276187225,2
72,3,1,2,28,95, ,2, ,1,1,90, , ,1,3,2,21,13,1.0317722843507988,-0.8862052500647312,2
72,4,1,1,11,4, , , ,1,4,90, , ,1,1,2,21,13,1.0317722843507988,-0.8577607294158786,2
72,8,1,2,98,24,1,2, ,2, , , , ,1,1,2,21,13,1.0317722843507988,-1.0750905035696456,1
72,11,1,2,98,95,1,1,95,1,4,90, , ,1,1,2,21,13,1.0317722843507988,-1.2968567857641635,1
72,12,1,2,98,4,1,2, ,1,2,3,90, ,2,1,2,21,13,1.0317722843507988,-1.1515371548508537,1
72,12,2,2,98,4,1,2, ,1,1,4,5,6,2,1,2,21,13,1.0317722843507988,-1.1515371548508537,1
73,1,1,1,16,95, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.6232776650165494,2
73,2,1,1,11,95, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-1.017515346130929,2
73,3,1,1,11,98, , , ,1,2,8,90, ,1,1,2,21,13,1.0317722843507988,-1.1727437106513012,1
73,4,1,2,11,13, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.678787402419276,2
73,5,1,2,11,95, , , ,2, , , , ,1,2,2,21,13,1.0317722843507988,-1.2916979955557535,1
73,8,1,1,11,95, , , ,1,2,3,4,5,1,9,2,21,13,1.0317722843507988,-0.6951875560009501,2
73,9,1,1,18,95, , , ,1,1,90, , ,1,1,2,21,13,1.0317722843507988,-1.2187646127969622,1
73,10,1,1,11,8, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-1.2736772356709123,1
73,11,1,1,13,1, , , ,1,4,3,2,1,1,1,2,21,13,1.0317722843507988,-0.8593633513196894,2
73,12,1,1,13,2, , , ,2, , , , ,2,1,2,21,13,1.0317722843507988,-0.6041635488947555,2
73,12,2,1,13,2, , , ,2, , , , ,2,1,2,21,13,1.0317722843507988,-0.6041635488947555,2
73,16,1,1,11,14, , , ,1,1,90, , ,1,1,2,21,13,1.0317722843507988,-1.1858463115627398,1
73,17,1,9,11,8, , , ,1,3,2,90, ,1,1,2,21,13,1.0317722843507988,-1.2224547268120398,1
73,18,1,1,13,2, , , ,1,5,4,2,90,1,1,2,21,13,1.0317722843507988,-0.727842828668882,2
74,2,1,2,18,95, , , ,2, , , , ,1,2,2,21,13,1.0317722843507988,-0.21736651528293383,3
74,3,1,1,11,95, , , ,1,2,4,7,6,2,9,2,21,13,1.0317722843507988,-0.664811903435249,2
74,3,2,1,11,95, , , ,2, , , , ,2,9,2,21,13,1.0317722843507988,-0.664811903435249,2
74,4,1,1,11,95, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.9272229527380583,2
74,5,1,1,11,95, , , ,2, , , , ,1,1,2,21,13,1.0317722843507988,-0.19371518037685892,3
74,6,1,9,28,3, ,2, ,1,3,8,90, ,1,1,2,21,13,1.0317722843507988,0.13748221220522971,3
74,7,1,1,11,95, , , ,1,2,90, , ,1,1,2,21,13,1.0317722843507988,-1.2924522202938804,1
74,8,1,2,18,95, , , ,1,1,90, , ,1,1,2,21,13,1.0317722843507988,-1.1523211126574142,1
74,9,1,2,18,95, , , ,1,2,3,4,5,1,1,2,21,13,1.0317722843507988,-1.3000643005276409,1
