HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,helevel,HH6,area,HH7,hhweight,wscore,windex5
114,3,2,2,14,6, , , ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.8264552942756225,5
114,3,3,2,14,6, , , ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.8264552942756225,5
114,4,1,1,11,3, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.2211998736411385,5
114,4,2,1,11,3, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.2211998736411385,5
114,4,3,1,11,3, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.2211998736411385,5
114,5,1,1,11,24, , , ,1,1,2,90, ,2,2,1,11,11,0.9639263743281306,1.2486561850781137,5
114,5,2,1,14,24, , , ,1,3,90, , ,2,2,1,11,11,0.9639263743281306,1.2486561850781137,5
114,6,1,2,11,8, , , ,2, , , , ,1,3,1,11,11,0.9639263743281306,1.4859573868971514,5
114,7,1,1,11,6, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,1.556373382566376,5
114,7,2,1,11,10, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,1.556373382566376,5
115,3,1,2,11,99, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.7850814022633706,4
115,3,2,2,11,99, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.7850814022633706,4
115,3,3,2,11,99, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.7850814022633706,4
115,12,1,2,18,7, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.3252129616147661,3
115,12,2,2,18,7, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.3252129616147661,3
115,16,1,2,14,24, , , ,2, , , , ,1,1,1,11,11,0.9639263743281306,-0.3373792048850508,3
115,17,1,1,11,6, , , ,1,1,90, , ,1,1,1,11,11,0.9639263743281306,1.2600243776621107,5
116,3,1,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.5923051339517487,5
116,3,2,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.5923051339517487,5
116,3,3,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.5923051339517487,5
116,7,1,1,11,15, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.9171973515700211,5
116,7,2,1,11,12, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.9171973515700211,5
116,7,3,1,11,18, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.9171973515700211,5
116,13,1,1,11,4, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.3107956665668403,5
116,13,2,1,11,4, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.3107956665668403,5
116,18,1,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.7675100240584187,5
116,18,2,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.7675100240584187,5
116,18,3,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.7675100240584187,5
117,6,1,1,13,95, , , ,1,1,3,90, ,1,1,1,11,11,0.9639263743281306,0.4785716063877373,3
117,7,1,1,13,8, , , ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.9743652271436114,4
117,7,2,1,11,9, , , ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.9743652271436114,4
117,7,3,1,13,8, , , ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.9743652271436114,4
117,9,1,1,11,8, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.0962928793601623,4
117,9,2,1,11,6, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.0962928793601623,4
117,9,3,1,11,7, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.0962928793601623,4
117,10,1,2,26,5, ,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.3041837227866515,5
117,10,2,2,26,2, ,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.3041837227866515,5
117,10,3,2,26,95, ,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.3041837227866515,5
117,17,1,1,14,2, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.9549914082263488,4
117,17,2,1,13,2, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.9549914082263488,4
117,17,3,1,14,2, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,0.9549914082263488,4
118,11,1,2,11,95, , , ,2, , , , ,1,2,1,11,11,0.9639263743281306,0.08989199405254517,3
118,13,1,1,11,23, , , ,1,1,2,90, ,1,3,1,11,11,0.9639263743281306,1.4520692528621852,5
118,14,1,1,11,23, , , ,2, , , , ,1,1,1,11,11,0.9639263743281306,0.36566929175801577,3
118,15,1,1,11,23, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.4179046994902037,3
118,15,2,1,11,23, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.4179046994902037,3
118,16,1,1,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.15403792614892015,3
118,16,2,1,11,3, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.15403792614892015,3
118,16,3,1,11,5, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.15403792614892015,3
119,1,1,1,12,7, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-0.904982964712225,2
119,6,1,1,98,12,9,9, ,1,2,3,90, ,1,1,2,21,11,1.0317722843507988,-1.1070670683832093,1
119,15,1,1,11,24, , , ,1,3,90, , ,4,1,2,21,11,1.0317722843507988,-0.9616406970578087,2
119,15,2,1,11,24, , , ,1,4,90, , ,4,1,2,21,11,1.0317722843507988,-0.9616406970578087,2
119,15,3,1,13,24, , , ,1,5,90, , ,4,1,2,21,11,1.0317722843507988,-0.9616406970578087,2
119,15,4,9,99,99,9,9, ,9, , , , ,4,1,2,21,11,1.0317722843507988,-0.9616406970578087,2
119,16,1,1,11,5, , , ,1,2,6,90, ,1,1,2,21,11,1.0317722843507988,-1.0326686508621623,2
120,5,1,2,15,5, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.0175636607962428,2
120,6,1,2,98,9,9,9, ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.2309839494881865,1
120,8,1,2,98,12,9,9, ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.1777097063318493,1
120,10,1,2,98,95,1,1,95,1,7,90, , ,1,1,2,21,11,1.0317722843507988,-1.3456082477469362,1
120,15,1,2,98,95,1,1,95,1,7,90, , ,2,1,2,21,11,1.0317722843507988,-1.268694488098421,1
120,15,2,2,98,95,1,1,95,2, , , , ,2,1,2,21,11,1.0317722843507988,-1.268694488098421,1
121,1,1,2,14,2, , , ,1,1,5,90, ,1,1,2,21,11,1.0317722843507988,-0.8201563828717519,2
121,7,1,2,11,6, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.180755712066315,1
121,9,1,2,11,3, , , ,1,4,90, , ,2,1,2,21,11,1.0317722843507988,-0.8465753711698663,2
121,9,2,2,11,3, , , ,1,5,90, , ,2,1,2,21,11,1.0317722843507988,-0.8465753711698663,2
121,12,1,2,14,95, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.3728340624783728,1
121,16,1,1,13,9, , , ,1,3,4,90, ,1,1,2,21,11,1.0317722843507988,-0.9585765099111022,2
122,1,1,2,15,7, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.7908779549753732,2
122,1,2,2,15,7, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.7908779549753732,2
122,1,3,2,15,7, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.7908779549753732,2
122,3,1,2,98,6,1,2, ,1,2,5,6,7,2,1,2,21,11,1.0317722843507988,-0.5450571648599992,2
122,3,2,2,98,6,1,2, ,1,3,4,90, ,2,1,2,21,11,1.0317722843507988,-0.5450571648599992,2
122,4,1,2,28,2, ,1,95,1,8,90, , ,2,1,2,21,11,1.0317722843507988,-1.249775084996959,1
122,4,2,2,28,2, ,1,95,1,7,90, , ,2,1,2,21,11,1.0317722843507988,-1.249775084996959,1
122,5,1,2,14,95, , , ,2, , , , ,2,1,2,21,11,1.0317722843507988,-0.4812099621948402,2
122,5,2,2,14,12, , , ,2, , , , ,2,1,2,21,11,1.0317722843507988,-0.4812099621948402,2
122,6,1,2,98,12,9,9, ,2, , , , ,1,2,2,21,11,1.0317722843507988,-0.7648166616591828,2
122,7,1,2,98,6,2,2, ,2, , , , ,2,3,2,21,11,1.0317722843507988,0.29412402584464375,3
122,7,2,2,98,6,2,2, ,2, , , , ,2,3,2,21,11,1.0317722843507988,0.29412402584464375,3
122,8,1,2,14,12, , , ,1,7,90, , ,4,3,2,21,11,1.0317722843507988,0.09200393164122375,3
122,8,2,2,14,12, , , ,1,8,90, , ,4,3,2,21,11,1.0317722843507988,0.09200393164122375,3
122,8,3,2,14,12, , , ,1,9,90, , ,4,3,2,21,11,1.0317722843507988,0.09200393164122375,3
122,8,4,2,14,12, , , ,2, , , , ,4,3,2,21,11,1.0317722843507988,0.09200393164122375,3
122,10,1,2,28,2, ,1,95,1,7,90, , ,1,1,2,21,11,1.0317722843507988,-1.159400784844678,1
122,11,1,2,98,5,1,2, ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.6107863669942452,2
122,11,2,2,98,5,1,2, ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.6107863669942452,2
122,11,3,2,98,95,1,2, ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.6107863669942452,2
122,13,1,2,14,3, , , ,1,1,2,3,4,1,1,2,21,11,1.0317722843507988,-0.8192720392122883,2
122,16,1,2,28,95, ,1,95,1,7,90, , ,2,1,2,21,11,1.0317722843507988,-0.987718670748295,2
122,16,2,2,28,95, ,1,95,1,6,90, , ,2,1,2,21,11,1.0317722843507988,-0.987718670748295,2
122,17,1,1,11,3, , , ,2, , , , ,1,3,2,21,11,1.0317722843507988,-0.031200850132161333,3
122,18,1,2,14,95, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.5083906519515159,2
122,18,2,2,14,95, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.5083906519515159,2
122,18,3,2,14,95, , , ,2, , , , ,3,1,2,21,11,1.0317722843507988,-0.5083906519515159,2
123,1,1,2,12,95, , , ,2, , , , ,1,2,1,11,11,0.9639263743281306,1.143752049192792,4
123,2,1,1,14,95, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,1.05147216113662,4
123,2,2,9,14,95, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,1.05147216113662,4
123,12,1,1,11,95, , , ,2, , , , ,1,3,1,11,11,0.9639263743281306,1.0400642391403105,4
124,2,1,1,11,95, , , ,2, , , , ,1,3,1,11,11,0.9639263743281306,1.79822785261582,5
124,4,1,1,11,24, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.718261684192828,4
124,4,2,1,11,24, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.718261684192828,4
124,5,1,1,11,12, , , ,1,1,2,90, ,1,3,1,11,11,0.9639263743281306,1.2590234842123373,5
124,6,1,1,11,4, , , ,1,1,2,7,90,3,2,1,11,11,0.9639263743281306,0.696906775297403,4
124,6,2,1,11,2, , , ,1,3,6,4,5,3,2,1,11,11,0.9639263743281306,0.696906775297403,4
124,6,3,1,11,1, , , ,1,8,90, , ,3,2,1,11,11,0.9639263743281306,0.696906775297403,4
124,7,1,1,11,36, , , ,1,1,90, , ,2,1,1,11,11,0.9639263743281306,0.9993712521609023,4
124,7,2,1,11,36, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,0.9993712521609023,4
124,8,1,1,11,36, , , ,1,6,90, , ,3,3,1,11,11,0.9639263743281306,1.7526710853763172,5
124,8,2,1,11,36, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.7526710853763172,5
124,8,3,1,11,36, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.7526710853763172,5
124,9,1,1,11,12, , , ,1,2,3,4,90,1,2,1,11,11,0.9639263743281306,0.8833596834189043,4
124,16,1,9,11,95, , , ,1,2,3,4,90,3,3,1,11,11,0.9639263743281306,1.5567301636165887,5
124,16,2,9,11,95, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.5567301636165887,5
124,16,3,9,11,24, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.5567301636165887,5
124,17,1,2,18,12, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.3527634179639245,5
124,17,2,2,18,12, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.3527634179639245,5
125,3,1,1,12,6, , , ,1,2,3,4,90,1,2,1,11,11,0.9639263743281306,1.2519825064167662,5
125,4,1,1,14,14, , , ,1,1,7,8,11,3,1,1,11,11,0.9639263743281306,1.3156767886000804,5
125,4,2,1,14,14, , , ,1,2,90, , ,3,1,1,11,11,0.9639263743281306,1.3156767886000804,5
125,4,3,1,14,14, , , ,1,6,10,90, ,3,1,1,11,11,0.9639263743281306,1.3156767886000804,5
125,6,1,1,11,12, , , ,1,3,4,90, ,3,1,1,11,11,0.9639263743281306,0.7086220470460229,4
125,6,2,1,11,12, , , ,1,2,11,90, ,3,1,1,11,11,0.9639263743281306,0.7086220470460229,4
125,6,3,1,11,12, , , ,1,9,8,7,10,3,1,1,11,11,0.9639263743281306,0.7086220470460229,4
125,7,1,1,11,5, , , ,2, , , , ,1,2,1,11,11,0.9639263743281306,0.886458142714379,4
125,8,1,1,11,2, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.255510438806806,5
125,8,2,1,11,2, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.255510438806806,5
125,9,1,1,11,6, , , ,1,4,90, , ,1,1,1,11,11,0.9639263743281306,-0.5634882914489604,2
125,13,1,1,12,10, , , ,1,1,2,90, ,1,1,1,11,11,0.9639263743281306,-0.273956618535829,3
125,16,1,1,11,24, , , ,1,1,8,90, ,4,3,1,11,11,0.9639263743281306,1.4169097941643296,5
125,16,2,1,98,95,1,2, ,1,6,7,90, ,4,3,1,11,11,0.9639263743281306,1.4169097941643296,5
125,16,3,1,98,95,1,2, ,1,3,4,5,11,4,3,1,11,11,0.9639263743281306,1.4169097941643296,5
125,16,4,1,98,2,2,2, ,1,0,0,90, ,4,3,1,11,11,0.9639263743281306,1.4169097941643296,5
125,17,1,1,14,24, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.2300744434987247,5
125,17,2,1,14,24, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.2300744434987247,5
126,4,1,2,99,8,8,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.32639677410989637,3
126,4,2,2,99,98,8,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.32639677410989637,3
126,4,3,2,99,98,8,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,0.32639677410989637,3
126,5,1,1,13,12, , , ,1,3,90, , ,2,1,1,11,11,0.9639263743281306,1.5109752777246703,5
126,5,2,1,13,12, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.5109752777246703,5
126,7,1,2,18,2, , , ,1,6,8,90, ,2,3,1,11,11,0.9639263743281306,1.4464791338073457,5
126,7,2,2,18,6, , , ,1,7,90, , ,2,3,1,11,11,0.9639263743281306,1.4464791338073457,5
126,8,1,1,15,98, , , ,1,1,90, , ,2,3,1,11,11,0.9639263743281306,1.250605441085456,5
126,8,2,2,15,98, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.250605441085456,5
126,9,1,1,11,1, , , ,1,5,90, , ,2,3,1,11,11,0.9639263743281306,1.6999881546222846,5
126,9,2,1,11,1, , , ,1,2,3,4,90,2,3,1,11,11,0.9639263743281306,1.6999881546222846,5
126,14,1,1,11,3, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.352889083578513,5
126,14,2,2,98,3,1,2, ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.352889083578513,5
126,15,1,1,12,95, , , ,1,1,2,5,90,1,1,1,11,11,0.9639263743281306,0.6873056440116456,4
126,18,1,1,11,12, , , ,2, , , , ,1,2,1,11,11,0.9639263743281306,1.2656843200118122,5
127,7,1,1,18,12, , , ,2, , , , ,2,3,2,21,11,1.0317722843507988,0.3277600329712485,3
127,7,2,1,11,5, , , ,2, , , , ,2,3,2,21,11,1.0317722843507988,0.3277600329712485,3
127,9,1,2,15,5, , , ,1,2,6,90, ,1,1,2,21,11,1.0317722843507988,-0.9450218155789126,2
127,13,1,9,13,3, , , ,2, , , , ,2,1,2,21,11,1.0317722843507988,-1.0891002839638977,1
127,13,2,9,13,3, , , ,2, , , , ,2,1,2,21,11,1.0317722843507988,-1.0891002839638977,1
128,3,1,2,98,2,8,2, ,2, , , , ,1,2,2,21,11,1.0317722843507988,-1.1744685279241833,1
128,4,1,9,99,95,2,2, ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.1452503517244008,1
131,1,1,1,13,7, , , ,2, , , , ,1,3,2,21,11,1.0317722843507988,1.2156007490217515,5
131,3,1,1,13,12, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-1.0562317610166192,1
131,4,1,1,11,10, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-0.6835270851961788,2
131,6,1,1,11,12, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,-0.24470336102752357,3
132,2,1,2,11,95, , , ,1,1,90, , ,3,3,2,21,11,1.0317722843507988,1.4304266539529882,5
132,2,2,2,11,95, , , ,1,2,90, , ,3,3,2,21,11,1.0317722843507988,1.4304266539529882,5
132,2,3,2,11,95, , , ,1,3,90, , ,3,3,2,21,11,1.0317722843507988,1.4304266539529882,5
132,3,1,1,11,12, , , ,1,2,90, , ,2,1,2,21,11,1.0317722843507988,0.8413727855940178,4
132,3,2,1,11,12, , , ,1,3,4,90, ,2,1,2,21,11,1.0317722843507988,0.8413727855940178,4
132,4,1,2,14,95, , , ,1,2,90, , ,3,3,2,21,11,1.0317722843507988,1.145916465572345,4
132,4,2,2,14,95, , , ,1,10,11,12,90,3,3,2,21,11,1.0317722843507988,1.145916465572345,4
132,4,3,2,14,24, , , ,2, , , , ,3,3,2,21,11,1.0317722843507988,1.145916465572345,4
132,5,1,1,14,95, , , ,1,1,90, , ,3,1,2,21,11,1.0317722843507988,1.3083755155731012,5
132,5,2,1,14,95, , , ,1,2,90, , ,3,1,2,21,11,1.0317722843507988,1.3083755155731012,5
132,5,3,1,14,95, , , ,1,4,90, , ,3,1,2,21,11,1.0317722843507988,1.3083755155731012,5
132,6,1,2,14,95, , , ,2, , , , ,1,1,2,21,11,1.0317722843507988,0.9036649749524066,4
132,7,1,1,11,95, , , ,1,2,3,90, ,2,3,2,21,11,1.0317722843507988,1.5245328176501693,5
132,7,2,1,11,95, , , ,2, , , , ,2,3,2,21,11,1.0317722843507988,1.5245328176501693,5
132,8,1,1,11,95, , , ,1,2,1,90, ,2,1,2,21,11,1.0317722843507988,1.1878092540875853,5
132,8,2,1,11,95, , , ,2, , , , ,2,1,2,21,11,1.0317722843507988,1.1878092540875853,5
132,9,1,1,28,95, ,9, ,1,1,90, , ,2,3,2,21,11,1.0317722843507988,1.7765709777038747,5
132,9,2,1,28,95, ,9, ,1,8,90, , ,2,3,2,21,11,1.0317722843507988,1.7765709777038747,5
132,12,1,2,28,99, ,2, ,1,1,2,90, ,1,2,2,21,11,1.0317722843507988,1.1985866087935773,5
132,16,1,2,11,95, , , ,1,1,2,90, ,3,3,2,21,11,1.0317722843507988,1.0764360126810362,4
132,16,2,2,11,95, , , ,1,3,4,90, ,3,3,2,21,11,1.0317722843507988,1.0764360126810362,4
132,16,3,2,11,95, , , ,1,5,90, , ,3,3,2,21,11,1.0317722843507988,1.0764360126810362,4
133,2,1,1,18,12, , , ,2, , , , ,3,2,2,21,11,1.0317722843507988,1.0356163386141801,4
133,2,2,1,18,12, , , ,2, , , , ,3,2,2,21,11,1.0317722843507988,1.0356163386141801,4
133,2,3,1,18,12, , , ,2, , , , ,3,2,2,21,11,1.0317722843507988,1.0356163386141801,4
133,3,1,1,11,3, , , ,1,5,90, , ,1,1,2,21,11,1.0317722843507988,-1.1565209477126552,1
133,7,1,1,18,95, , , ,2, , , , ,2,2,2,21,11,1.0317722843507988,0.9561735774918286,4
133,7,2,1,18,95, , , ,2, , , , ,2,2,2,21,11,1.0317722843507988,0.9561735774918286,4
137,1,1,1,11,3, , , ,1,1,4,90, ,3,2,1,11,11,0.9639263743281306,1.409095698258298,5
137,1,2,1,11,3, , , ,1,3,90, , ,3,2,1,11,11,0.9639263743281306,1.409095698258298,5
137,1,3,1,11,3, , , ,1,2,90, , ,3,2,1,11,11,0.9639263743281306,1.409095698258298,5
137,4,1,2,15,10, , , ,1,1,90, , ,2,2,1,11,11,0.9639263743281306,1.4018319961075678,5
137,4,2,2,15,10, , , ,1,8,90, , ,2,2,1,11,11,0.9639263743281306,1.4018319961075678,5
137,5,1,2,14,12, , , ,1,1,90, , ,4,1,1,11,11,0.9639263743281306,1.5437222078691297,5
137,5,2,2,14,12, , , ,2, , , , ,4,1,1,11,11,0.9639263743281306,1.5437222078691297,5
137,5,3,2,14,12, , , ,2, , , , ,4,1,1,11,11,0.9639263743281306,1.5437222078691297,5
137,5,4,2,14,12, , , ,2, , , , ,4,1,1,11,11,0.9639263743281306,1.5437222078691297,5
137,9,1,1,11,95, , , ,1,2,5,90, ,3,3,1,11,11,0.9639263743281306,1.1515595218590142,5
137,9,2,1,11,95, , , ,1,3,6,90, ,3,3,1,11,11,0.9639263743281306,1.1515595218590142,5
137,9,3,1,14,95, , , ,1,4,7,90, ,3,3,1,11,11,0.9639263743281306,1.1515595218590142,5
137,14,1,2,14,95, , , ,1,2,90, , ,4,3,1,11,11,0.9639263743281306,1.4738875739209092,5
137,14,2,2,14,95, , , ,1,3,90, , ,4,3,1,11,11,0.9639263743281306,1.4738875739209092,5
137,14,3,2,16,95, , , ,1,6,90, , ,4,3,1,11,11,0.9639263743281306,1.4738875739209092,5
137,14,4,2,14,95, , , ,1,5,90, , ,4,3,1,11,11,0.9639263743281306,1.4738875739209092,5
137,16,1,2,13,95, , , ,1,3,90, , ,2,3,1,11,11,0.9639263743281306,1.7283013222809038,5
137,16,2,1,13,3, , , ,2, , , , ,2,3,1,11,11,0.9639263743281306,1.7283013222809038,5
137,23,1,2,11,95, , , ,1,1,3,90, ,2,1,1,11,11,0.9639263743281306,1.2736853437475477,5
137,23,2,2,11,95, , , ,1,2,90, , ,2,1,1,11,11,0.9639263743281306,1.2736853437475477,5
138,8,1,1,13,7, , , ,1,11,90, , ,1,1,1,11,11,0.9639263743281306,1.2998764967059029,5
138,17,1,9,14,95, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.8219558474474886,5
138,17,2,9,14,95, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.8219558474474886,5
139,12,1,2,16,98, , , ,9, , , , ,1,1,1,11,11,0.9639263743281306,1.3923545897382175,5
139,17,1,1,13,95, , , ,1,2,9,8,90,3,1,1,11,11,0.9639263743281306,1.6125120119706642,5
139,17,2,1,13,95, , , ,1,7,90, , ,3,1,1,11,11,0.9639263743281306,1.6125120119706642,5
139,17,3,1,13,95, , , ,1,3,90, , ,3,1,1,11,11,0.9639263743281306,1.6125120119706642,5
139,20,1,1,14,4, , , ,1,4,90, , ,1,1,1,11,11,0.9639263743281306,1.006024042457151,4
140,3,1,2,98,95,2,2, ,1,9,2,90, ,1,3,1,11,11,0.9639263743281306,0.9710220658456405,4
140,11,1,9,18,98, , , ,1,9,90, , ,2,1,1,11,11,0.9639263743281306,1.81121212513458,5
140,11,2,9,18,98, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.81121212513458,5
140,16,1,1,12,6, , , ,1,4,90, , ,3,2,1,11,11,0.9639263743281306,1.369336857360124,5
140,16,2,1,12,6, , , ,1,10,90, , ,3,2,1,11,11,0.9639263743281306,1.369336857360124,5
140,16,3,1,12,6, , , ,2, , , , ,3,2,1,11,11,0.9639263743281306,1.369336857360124,5
140,19,1,1,15,6, , , ,1,3,90, , ,2,1,1,11,11,0.9639263743281306,1.518724855834559,5
140,19,2,1,15,6, , , ,1,4,90, , ,2,1,1,11,11,0.9639263743281306,1.518724855834559,5
140,24,1,1,31,1,1,2, ,1,3,90, , ,1,1,1,11,11,0.9639263743281306,0.630237221030429,4
141,5,1,1,11,95, , , ,2, , , , ,1,1,1,11,11,0.9639263743281306,0.801009707809629,4
141,27,1,1,11,12, , , ,1,5,90, , ,2,3,1,11,11,0.9639263743281306,1.5949877265786507,5
141,27,2,1,11,2, , , ,1,3,90, , ,2,3,1,11,11,0.9639263743281306,1.5949877265786507,5
142,11,1,2,98,95,2,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.295371445693704,5
142,11,2,2,98,95,2,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.295371445693704,5
142,11,3,2,98,95,2,2, ,2, , , , ,3,1,1,11,11,0.9639263743281306,1.295371445693704,5
142,13,1,2,98,95,8,8, ,2, , , , ,1,2,1,11,11,0.9639263743281306,2.05222212274819,5
142,16,1,2,11,98, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.7819182005680831,5
142,16,2,2,12,98, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.7819182005680831,5
142,22,1,1,15,95, , , ,2, , , , ,1,3,1,11,11,0.9639263743281306,1.6798429776484147,5
142,26,1,2,11,95, , , ,2, , , , ,1,3,1,11,11,0.9639263743281306,1.4660129797330919,5
143,5,1,2,13,12, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.665301967142415,5
143,5,2,2,13,12, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.665301967142415,5
143,5,3,2,13,12, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,1.665301967142415,5
143,11,1,1,11,12, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,0.9189633080772754,4
143,11,2,1,11,12, , , ,2, , , , ,2,2,1,11,11,0.9639263743281306,0.9189633080772754,4
143,26,1,2,13,99, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.6418177914821247,4
143,26,2,2,13,99, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.6418177914821247,4
143,26,3,2,11,99, , , ,2, , , , ,3,3,1,11,11,0.9639263743281306,0.6418177914821247,4
143,28,1,9,11,4, , , ,1,3,2,1,4,1,1,1,11,11,0.9639263743281306,-0.4995139959845215,2
144,4,1,1,11,95, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.9526689871737095,5
144,4,2,1,11,95, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.9526689871737095,5
144,9,1,1,11,6, , , ,1,2,90, , ,2,3,1,11,11,0.9639263743281306,1.8218974159491597,5
144,9,2,1,11,6, , , ,1,1,90, , ,2,3,1,11,11,0.9639263743281306,1.8218974159491597,5
145,2,1,1,11,11, , , ,1,6,90, , ,3,3,1,11,11,0.9639263743281306,1.8044120943168798,5
145,2,2,1,11,11, , , ,1,8,90, , ,3,3,1,11,11,0.9639263743281306,1.8044120943168798,5
145,2,3,1,11,11, , , ,1,7,90, , ,3,3,1,11,11,0.9639263743281306,1.8044120943168798,5
145,3,1,1,11,6, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.0308465520806331,4
145,3,2,1,11,6, , , ,2, , , , ,2,1,1,11,11,0.9639263743281306,1.0308465520806331,4
