HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH3,HH4,HH6,HH7,helevel,religion,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,psu,stratum
1,6,1,1,24,36,4,4,2, , , , ,1,1,23,20,1,0,3,2,0.4203290814584549,1.9399578936222674,5,10,1.3013057741587022,5,10, , , ,1,0
1,7,1,1,24,11,4,96,2, , , , ,1,2,22,20,1,0,3,1,0.4203290814584549,1.914689226872671,5,10,1.2628450941745373,5,10, , , ,1,0
1,7,2,1,24,14,4,96,2, , , , ,1,2,22,20,1,0,3,1,0.4203290814584549,1.914689226872671,5,10,1.2628450941745373,5,10, , , ,1,0
1,8,1,1,95,13,4,4,1,1,3,90, ,1,2,23,20,1,0,3,2,0.4203290814584549,2.4346413973949046,5,10,2.0542487022753493,5,10, , , ,1,0
1,8,2,1,95,13,4,4,1,4,90, , ,1,2,23,20,1,0,3,2,0.4203290814584549,2.4346413973949046,5,10,2.0542487022753493,5,10, , , ,1,0
1,10,1,1,7,36,4,4,2, , , , ,1,1,23,20,1,0,3,2,0.4203290814584549,2.1339378004942913,5,10,1.5965567739639135,5,10, , , ,1,0
1,14,1,1,24,26,4,4,2, , , , ,1,1,24,20,1,0,3,2,0.4203290814584549,2.0597995045369464,5,10,1.4837130967076813,5,10, , , ,1,0
1,19,1,1,1,98,4,4,1,6,90, , ,1,3,21,20,1,0,3,2,0.4203290814584549,2.175600986700939,5,10,1.6599710604276086,5,10, , , ,1,0
1,19,2,1,1,98,4,4,2, , , , ,1,3,21,20,1,0,3,2,0.4203290814584549,2.175600986700939,5,10,1.6599710604276086,5,10, , , ,1,0
1,19,3,1,3,19,4,4,1,5,90, , ,1,3,21,20,1,0,3,2,0.4203290814584549,2.175600986700939,5,10,1.6599710604276086,5,10, , , ,1,0
1,20,1,1,36,14,1, ,2, , , , ,1,5,24,20,1,0,3,2,0.4203290814584549,1.5978568688635875,5,10,0.7806040621972413,4,8, , , ,1,0
1,20,2,1,36,13,1, ,1,2,1,90, ,1,5,24,20,1,0,3,2,0.4203290814584549,1.5978568688635875,5,10,0.7806040621972413,4,8, , , ,1,0
1,20,3,1,36,14,1, ,2, , , , ,1,5,24,20,1,0,3,2,0.4203290814584549,1.5978568688635875,5,10,0.7806040621972413,4,8, , , ,1,0
1,20,4,1,36,14,1, ,2, , , , ,1,5,24,20,1,0,3,2,0.4203290814584549,1.5978568688635875,5,10,0.7806040621972413,4,8, , , ,1,0
1,20,5,1,36,13,1, ,2, , , , ,1,5,24,20,1,0,3,2,0.4203290814584549,1.5978568688635875,5,10,0.7806040621972413,4,8, , , ,1,0
1,23,1,1,95,11,4,96,1,1,90, , ,1,1,21,20,1,0,3,3,0.4203290814584549,2.1570950556464963,5,10,1.6318037376659003,5,10, , , ,1,0
1,25,1,1,95,98,4,4,2, , , , ,1,1,21,20,1,0,3,8,0.4203290814584549,1.8564131094371206,5,10,1.1741447632224058,5,9, , , ,1,0
2,4,1,1,95,11,4,96,1,1,3,90, ,1,1,12,10,1,0,1,8,1.0341173170753521,-0.02795641201278465,4,7,-1.6939975829722749,1,1, , , ,2,0
2,5,1,1,4,15,4,96,1,4,5,90, ,1,3,14,10,1,0,0,8,1.0341173170753521,-0.2675366111707449,4,7,-2.0586554203512097,1,1, , , ,2,0
2,5,2,1,4,15,4,96,1,1,90, , ,1,3,14,10,1,0,0,8,1.0341173170753521,-0.2675366111707449,4,7,-2.0586554203512097,1,1, , , ,2,0
2,5,3,1,4,15,4,96,1,2,3,90, ,1,3,14,10,1,0,0,8,1.0341173170753521,-0.2675366111707449,4,7,-2.0586554203512097,1,1, , , ,2,0
2,6,1,1,6,19,4,96,1,1,2,90, ,1,2,12,10,1,0,1,2,1.0341173170753521,0.07173613110188337,4,7,-1.5422585523563417,1,1, , , ,2,0
2,6,2,1,10,14,4,96,1,3,5,90, ,1,2,12,10,1,0,1,2,1.0341173170753521,0.07173613110188337,4,7,-1.5422585523563417,1,1, , , ,2,0
2,7,1,1,5,19,4,4,2, , , , ,1,2,14,10,1,0,2,8,1.0341173170753521,-0.07104703900133003,4,7,-1.7595845342485996,1,1, , , ,2,0
2,7,2,1,95,28,4,96,2, , , , ,1,2,14,10,1,0,2,8,1.0341173170753521,-0.07104703900133003,4,7,-1.7595845342485996,1,1, , , ,2,0
2,9,1,1,12,28,4,4,1,1,90, , ,1,1,14,10,1,0,1,7,1.0341173170753521,-0.6376157375888132,3,5,-2.621941761931222,1,1, , , ,2,0
2,12,1,1,95,28,4,96,1,1,90, , ,1,1,12,10,1,0,3,3,1.0341173170753521,0.6002477871212046,4,8,-0.737826808034696,1,2, , , ,2,0
2,17,1,1,95,28,4,4,1,1,2,3,4,1,1,15,10,1,0,2,8,1.0341173170753521,-0.3660725229273303,3,6,-2.208633977058341,1,1, , , ,2,0
2,19,1,1,2,13,4,96,1,1,2,90, ,1,1,15,10,1,0,2,4,1.0341173170753521,-0.7549191641937945,2,4,-2.8004857902493066,1,1, , , ,2,0
2,20,1,1,9,36,4,4,1,1,90, , ,1,1,13,10,1,0,2,2,1.0341173170753521,-0.6547687248864464,3,5,-2.6480498095684113,1,1, , , ,2,0
2,21,1,1,11,28,4,4,1,1,2,90, ,1,1,15,10,1,0,1,5,1.0341173170753521,-0.8117908311707869,2,3,-2.887048449270604,1,1, , , ,2,0
2,22,1,1,7,15,4,4,1,1,2,3,4,1,1,13,10,1,0,2,4,1.0341173170753521,-0.7236502570210617,2,4,-2.7528923242329704,1,1, , , ,2,0
2,23,1,1,95,14,1, ,2, , , , ,1,1,15,10,1,0,1,8,1.0341173170753521,-0.44258591999646457,3,6,-2.325092724499946,1,1, , , ,2,0
2,24,1,1,12,15,4,4,1,1,2,90, ,1,1,13,10,1,0,2,8,1.0341173170753521,-0.30384060202864016,3,6,-2.1139126362688585,1,1, , , ,2,0
2,25,1,1,1,11,4,4,1,1,2,3,90,1,1,13,10,1,0,2,8,1.0341173170753521,-0.6434949712029143,3,5,-2.6308903671277233,1,1, , , ,2,0
3,3,1,1,95,12,4,4,1,1,2,90, ,1,3,15,10,1,0,3,3,0.4336426722738811,2.1068662562250973,5,10,1.5553519881660534,5,10, , , ,3,0
3,3,2,1,95,12,4,4,1,3,90, , ,1,3,15,10,1,0,3,3,0.4336426722738811,2.1068662562250973,5,10,1.5553519881660534,5,10, , , ,3,0
3,3,3,1,95,28,4,4,1,4,90, , ,1,3,15,10,1,0,3,3,0.4336426722738811,2.1068662562250973,5,10,1.5553519881660534,5,10, , , ,3,0
3,5,1,1,18,28,4,96,2, , , , ,1,1,15,10,1,0,3,3,0.4336426722738811,1.6317508446704427,5,10,0.8321930664694714,5,9, , , ,3,0
3,7,1,1,95,28,4,4,2, , , , ,1,1,15,10,1,0,3,2,0.4336426722738811,1.903268177821768,5,10,1.2454614578717929,5,10, , , ,3,0
3,9,1,1,95,28,4,4,1,0,90, , ,1,2,15,10,1,0,3,1,0.4336426722738811,1.7474912911811527,5,10,1.0083581296516781,5,9, , , ,3,0
3,9,2,2,95,28,4,4,8, , , , ,1,2,15,10,1,0,3,1,0.4336426722738811,1.7474912911811527,5,10,1.0083581296516781,5,9, , , ,3,0
3,10,1,1,95,26,4,4,1,3,90, , ,1,1,13,10,1,0,3,3,0.4336426722738811,1.9694763531174606,5,10,1.3462349362518427,5,10, , , ,3,0
3,12,1,2,9,15,4,4,1,2,3,90, ,1,1,13,10,1,0,3,3,0.4336426722738811,1.533266713035945,5,10,0.6822933227335541,4,8, , , ,3,0
3,15,1,1,95,28,4,4,1,1,90, , ,1,1,14,10,1,0,1,1,0.4336426722738811,0.3573557911161327,4,7,-1.107525432091122,1,2, , , ,3,0
3,16,1,1,95,11,4,4,1,1,2,90, ,1,4,12,10,1,0,2,3,0.4336426722738811,1.835258062869109,5,10,1.141945301170638,5,9, , , ,3,0
3,16,2,1,95,11,4,4,1,5,3,90, ,1,4,12,10,1,0,2,3,0.4336426722738811,1.835258062869109,5,10,1.141945301170638,5,9, , , ,3,0
3,16,3,1,95,11,4,4,1,4,6,90, ,1,4,12,10,1,0,2,3,0.4336426722738811,1.835258062869109,5,10,1.141945301170638,5,9, , , ,3,0
3,16,4,2,95,11,4,4,2, , , , ,1,4,12,10,1,0,2,3,0.4336426722738811,1.835258062869109,5,10,1.141945301170638,5,9, , , ,3,0
3,21,1,1,24,28,4,4,1,1,90, , ,1,1,14,10,1,0,2,2,0.4336426722738811,1.4381476054754172,5,9,0.5375153812411222,4,7, , , ,3,0
3,22,1,2,95,28,4,4,1,1,90, , ,1,2,15,10,1,0,3,3,0.4336426722738811,2.273698335143826,5,10,1.8092820930651838,5,10, , , ,3,0
3,22,2,1,95,28,4,4,1,2,90, , ,1,2,15,10,1,0,3,3,0.4336426722738811,2.273698335143826,5,10,1.8092820930651838,5,10, , , ,3,0
3,25,1,1,95,14,4,96,1,1,2,90, ,1,4,12,10,1,0,3,3,0.4336426722738811,2.3566193219468894,5,10,1.9354936407106385,5,10, , , ,3,0
3,25,2,1,95,28,4,4,1,3,90, , ,1,4,12,10,1,0,3,3,0.4336426722738811,2.3566193219468894,5,10,1.9354936407106385,5,10, , , ,3,0
3,25,3,1,95,28,4,4,1,4,90, , ,1,4,12,10,1,0,3,3,0.4336426722738811,2.3566193219468894,5,10,1.9354936407106385,5,10, , , ,3,0
3,25,4,1,95,28,4,4,2, , , , ,1,4,12,10,1,0,3,3,0.4336426722738811,2.3566193219468894,5,10,1.9354936407106385,5,10, , , ,3,0
3,26,1,1,95,28,4,96,1,4,5,90, ,1,2,12,10,1,0,3,1,0.4336426722738811,1.1422408259706078,5,9,0.08712454485632853,3,5, , , ,3,0
3,26,2,1,95,28,4,96,1,2,90, , ,1,2,12,10,1,0,3,1,0.4336426722738811,1.1422408259706078,5,9,0.08712454485632853,3,5, , , ,3,0
4,2,1,1,12,28,4,96,1,1,2,5,90,1,1,12,10,1,0,2,3,0.767908898818331,0.042617171739203874,4,7,-1.5865796472767064,1,1, , , ,4,0
4,4,1,1,12,28,4,4,1,1,2,3,90,1,2,14,10,1,0,3,3,0.767908898818331,2.3185984389168004,5,10,1.8776231946983262,5,10, , , ,4,0
4,4,2,1,9,28,4,4,2, , , , ,1,2,14,10,1,0,3,3,0.767908898818331,2.3185984389168004,5,10,1.8776231946983262,5,10, , , ,4,0
4,5,1,1,24,11,3, ,2, , , , ,1,1,14,10,1,0,2,2,0.767908898818331,1.3016827429449476,5,9,0.3298063058522794,3,6, , , ,4,0
4,8,1,1,6,26,4,4,1,3,90, , ,1,3,13,10,1,0,3,3,0.767908898818331,1.9334122476613864,5,10,1.2913428427113949,5,10, , , ,4,0
4,8,2,2,6,26,4,4,1,4,7,90, ,1,3,13,10,1,0,3,3,0.767908898818331,1.9334122476613864,5,10,1.2913428427113949,5,10, , , ,4,0
4,8,3,1,6,26,4,4,1,5,6,90, ,1,3,13,10,1,0,3,3,0.767908898818331,1.9334122476613864,5,10,1.2913428427113949,5,10, , , ,4,0
4,10,1,1,4,28,4,96,1,1,2,90, ,1,1,12,10,1,0,1,8,0.767908898818331,-0.7632280903987378,2,4,-2.8131325576845323,1,1, , , ,4,0
4,11,1,1,6,28,4,96,1,1,4,90, ,1,1,12,10,1,0,3,3,0.767908898818331,1.6106221453950487,5,10,0.8000337068417789,4,8, , , ,4,0
4,12,1,1,3,26,4,96,1,1,90, , ,1,2,12,10,1,0,2,8,0.767908898818331,1.8133330171702842,5,10,1.108573846530113,5,9, , , ,4,0
4,12,2,1,3,26,4,96,2, , , , ,1,2,12,10,1,0,2,8,0.767908898818331,1.8133330171702842,5,10,1.108573846530113,5,9, , , ,4,0
4,14,1,1,95,11,1, ,1,1,90, , ,1,1,13,10,1,0,1,2,0.767908898818331,1.4831470570890626,5,10,0.6060076972436266,4,8, , , ,4,0
4,15,1,1,95,28,4,4,2, , , , ,1,2,15,10,1,0,3,2,0.767908898818331,2.561638053589828,5,10,2.2475465047029344,5,10, , , ,4,0
4,15,2,1,95,28,4,4,2, , , , ,1,2,15,10,1,0,3,2,0.767908898818331,2.561638053589828,5,10,2.2475465047029344,5,10, , , ,4,0
4,17,1,1,95,28,4,96,1,3,4,90, ,1,2,15,10,1,0,2,2,0.767908898818331,1.4804569649206951,5,10,0.6019131886159743,4,8, , , ,4,0
4,17,2,1,15,28,1, ,1,1,2,5,90,1,2,15,10,1,0,2,2,0.767908898818331,1.4804569649206951,5,10,0.6019131886159743,4,8, , , ,4,0
4,19,1,1,4,11,4,4,1,1,2,3,90,1,1,15,10,1,0,2,4,0.767908898818331,1.1455958705293385,5,9,0.09223115757890209,3,5, , , ,4,0
4,20,1,1,95,26,4,4,1,1,90, , ,1,3,13,10,1,0,1,4,0.767908898818331,0.9607784251022176,4,8,-0.18907393439540696,2,4, , , ,4,0
4,20,2,1,95,26,4,4,2, , , , ,1,3,13,10,1,0,1,4,0.767908898818331,0.9607784251022176,4,8,-0.18907393439540696,2,4, , , ,4,0
4,20,3,1,95,26,4,4,2, , , , ,1,3,13,10,1,0,1,4,0.767908898818331,0.9607784251022176,4,8,-0.18907393439540696,2,4, , , ,4,0
4,23,1,1,95,11,1, ,1,1,90, , ,1,1,15,10,1,0,1,3,0.767908898818331,1.1269395510251825,5,9,0.06383493306724893,3,5, , , ,4,0
4,24,1,1,24,11,4,4,1,1,90, , ,1,3,13,10,1,0,3,3,0.767908898818331,2.295857456203777,5,10,1.8430098267941804,5,10, , , ,4,0
4,24,2,1,24,11,4,4,8, , , , ,1,3,13,10,1,0,3,3,0.767908898818331,2.295857456203777,5,10,1.8430098267941804,5,10, , , ,4,0
4,24,3,1,24,11,4,4,8, , , , ,1,3,13,10,1,0,3,3,0.767908898818331,2.295857456203777,5,10,1.8430098267941804,5,10, , , ,4,0
4,26,1,1,5,13,1, ,1,1,2,90, ,1,1,13,10,1,0,1,3,0.767908898818331,-0.2579738503069047,4,7,-2.0441002287776326,1,1, , , ,4,0
5,1,1,1,24,36,1, ,1,1,2,3,90,1,1,13,10,1,0,1,5,0.5990958681690121,-0.4499507345361593,3,6,-2.3363024878784766,1,1, , , ,5,0
5,3,1,1,95,26,4,96,1,1,90, , ,1,1,13,10,1,0,2,5,0.5990958681690121,-0.5468252179268267,3,5,-2.483752234287407,1,1, , , ,5,0
5,6,1,1,9,19,1, ,1,1,90, , ,1,1,15,10,1,0,2,8,0.5990958681690121,-0.293324330162003,3,6,-2.097906134188741,1,1, , , ,5,0
5,7,1,1,24,13,1, ,1,1,90, , ,1,1,13,10,1,0,1,2,0.5990958681690121,-0.6808322839078818,2,4,-2.687720371244873,1,1, , , ,5,0
5,8,1,1,4,14,1, ,1,1,90, , ,1,1,15,10,1,0,2,8,0.5990958681690121,-0.10516545462961613,4,7,-1.811515151643251,1,1, , , ,5,0
5,9,1,1,95,13,1, ,2, , , , ,1,1,13,10,1,0,2,4,0.5990958681690121,0.009764925568885863,4,7,-1.6365830661051963,1,1, , , ,5,0
5,10,1,1,10,19,4,96,1,1,2,3,90,1,1,15,10,1,0,2,8,0.5990958681690121,-0.04247383215733014,4,7,-1.7160941128726483,1,1, , , ,5,0
5,14,1,1,95,14,1, ,1,2,3,90, ,1,1,14,10,1,0,2,8,0.5990958681690121,-0.14351143825108692,4,7,-1.8698804235176358,1,1, , , ,5,0
5,15,1,1,6,13,1, ,1,3,1,2,90,1,2,12,10,1,0,2,3,0.5990958681690121,0.6683706388759736,4,8,-0.6341390580274373,1,2, , , ,5,0
5,15,2,1,6,13,1, ,2, , , , ,1,2,12,10,1,0,2,3,0.5990958681690121,0.6683706388759736,4,8,-0.6341390580274373,1,2, , , ,5,0
5,17,1,1,3,28,4,96,1,1,0,0,90,1,1,12,10,1,0,1,8,0.5990958681690121,-0.5716595815808028,3,5,-2.521551874552211,1,1, , , ,5,0
5,18,1,1,95,14,1, ,1,1,2,3,90,1,1,14,10,1,0,2,2,0.5990958681690121,-0.15684930118360652,4,7,-1.8901815847543477,1,1, , , ,5,0
5,19,1,1,24,15,1, ,2, , , , ,1,1,13,10,1,0,2,4,0.5990958681690121,-0.4904452188200701,3,6,-2.3979379281888433,1,1, , , ,5,0
5,22,1,2,24,28,4,4,1,1,90, , ,1,1,14,10,1,0,1,8,0.5990958681690121,-0.19472610667083123,4,7,-1.9478327346587991,1,1, , , ,5,0
5,24,1,1,3,11,4,96,2, , , , ,1,1,12,10,1,0,2,6,0.5990958681690121,0.5555401879699301,4,8,-0.8058749041553575,1,2, , , ,5,0
6,5,1,1,0,11,4,96,1,1,2,3,90,1,1,22,20,1,0,1,3,0.6682154628313898,0.08370228206876806,4,7,-1.5240452327720424,1,1, , , ,6,0
6,6,1,1,24,36,4,4,2, , , , ,1,1,23,20,1,0,2,3,0.6682154628313898,1.2192197267629126,5,9,0.20429182155694459,3,6, , , ,6,0
6,9,1,1,95,11,4,96,2, , , , ,1,2,21,20,1,0,2,3,0.6682154628313898,1.3276083218751988,5,9,0.3692668521692526,4,7, , , ,6,0
6,9,2,1,95,11,4,96,2, , , , ,1,2,21,20,1,0,2,3,0.6682154628313898,1.3276083218751988,5,9,0.3692668521692526,4,7, , , ,6,0
6,10,1,2,12,36,4,4,2, , , , ,1,1,23,20,1,0,1,3,0.6682154628313898,2.6565356534941165,5,10,2.3919872960336632,5,10, , , ,6,0
6,13,1,1,95,26,4,4,1,2,90, , ,1,3,22,20,1,0,2,2,0.6682154628313898,2.3111854711098445,5,10,1.8663401386755627,5,10, , , ,6,0
6,13,2,1,95,26,4,4,2, , , , ,1,3,22,20,1,0,2,2,0.6682154628313898,2.3111854711098445,5,10,1.8663401386755627,5,10, , , ,6,0
6,13,3,1,95,26,4,4,2, , , , ,1,3,22,20,1,0,2,2,0.6682154628313898,2.3111854711098445,5,10,1.8663401386755627,5,10, , , ,6,0
6,15,1,1,95,98,4,4,1,1,2,90, ,1,3,21,20,1,0,2,3,0.6682154628313898,1.8585925569158008,5,10,1.1774620348794533,5,9, , , ,6,0
6,15,2,1,95,98,4,4,1,3,90, , ,1,3,21,20,1,0,2,3,0.6682154628313898,1.8585925569158008,5,10,1.1774620348794533,5,9, , , ,6,0
6,15,3,1,95,98,4,4,2, , , , ,1,3,21,20,1,0,2,3,0.6682154628313898,1.8585925569158008,5,10,1.1774620348794533,5,9, , , ,6,0
6,18,1,1,95,19,8, ,2, , , , ,1,1,24,20,1,0,2,5,0.6682154628313898,-0.4159624870543892,3,6,-2.284569995516574,1,1, , , ,6,0
6,20,1,1,98,14,8, ,2, , , , ,1,1,24,20,1,0,3,3,0.6682154628313898,0.8492593403516124,4,8,-0.3588137894191591,2,3, , , ,6,0
6,25,1,1,95,98,4,4,1,2,90, , ,1,1,21,20,1,0,3,2,0.6682154628313898,0.9928770246835763,4,8,-0.14021761844204517,2,4, , , ,6,0
6,26,1,1,95,11,1, ,1,3,5,90, ,1,2,21,20,1,0,2,4,0.6682154628313898,0.9035678044892299,4,8,-0.2761525045826029,2,3, , , ,6,0
6,26,2,1,27,98,4,4,2, , , , ,1,2,21,20,1,0,2,4,0.6682154628313898,0.9035678044892299,4,8,-0.2761525045826029,2,3, , , ,6,0
7,2,1,2,95,11,4,4,2, , , , ,1,2,24,20,1,0,3,3,0.6504640084108214,2.0103413234380216,5,10,1.4084342822496523,5,10, , , ,7,0
7,2,2,2,95,26,4,4,2, , , , ,1,2,24,20,1,0,3,3,0.6504640084108214,2.0103413234380216,5,10,1.4084342822496523,5,10, , , ,7,0
7,3,1,1,15,12,4,96,2, , , , ,1,1,21,20,1,0,3,4,0.6504640084108214,1.0765071953405487,5,9,-0.012926643317277421,3,5, , , ,7,0
7,7,1,1,5,11,1, ,1,1,2,90, ,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,7,2,1,5,11,1, ,1,4,5,6,90,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,7,3,1,5,11,1, ,1,3,7,90, ,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,7,4,1,13,12,1, ,1,8,90, , ,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,7,5,1,13,12,1, ,2, , , , ,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,7,6,1,13,12,1, ,2, , , , ,1,6,21,20,1,0,3,3,0.6504640084108214,2.267332607574752,5,10,1.799593010007233,5,10, , , ,7,0
7,12,1,1,15,98,4,4,2, , , , ,1,4,21,20,1,0,2,2,0.6504640084108214,2.2262896164178425,5,10,1.7371227038323322,5,10, , , ,7,0
7,12,2,1,15,98,4,4,2, , , , ,1,4,21,20,1,0,2,2,0.6504640084108214,2.2262896164178425,5,10,1.7371227038323322,5,10, , , ,7,0
7,12,3,1,95,98,4,4,2, , , , ,1,4,21,20,1,0,2,2,0.6504640084108214,2.2262896164178425,5,10,1.7371227038323322,5,10, , , ,7,0
7,12,4,1,95,98,4,4,2, , , , ,1,4,21,20,1,0,2,2,0.6504640084108214,2.2262896164178425,5,10,1.7371227038323322,5,10, , , ,7,0
7,13,1,2,95,98,4,96,2, , , , ,1,1,21,20,1,0,3,2,0.6504640084108214,1.8744459377535339,5,10,1.2015919904924413,5,10, , , ,7,0
7,14,1,1,2,13,4,96,1,1,2,3,90,1,1,23,20,1,0,2,2,0.6504640084108214,1.0080629153311023,4,8,-0.11710362963302558,2,4, , , ,7,0
7,16,1,1,95,11,1, ,1,1,90, , ,1,1,23,20,1,0,3,3,0.6504640084108214,1.9368883900191847,5,10,1.296633774762838,5,10, , , ,7,0
7,17,1,2,95,11,4,96,2, , , , ,1,1,22,20,1,0,2,4,0.6504640084108214,1.5312257883875722,5,10,0.679186892522941,4,8, , , ,7,0
7,23,1,1,12,19,4,96,2, , , , ,1,5,22,20,1,0,3,2,0.6504640084108214,1.8792740825537488,5,10,1.208940764921992,5,10, , , ,7,0
7,23,2,1,12,19,4,96,2, , , , ,1,5,22,20,1,0,3,2,0.6504640084108214,1.8792740825537488,5,10,1.208940764921992,5,10, , , ,7,0
7,23,3,1,12,19,4,96,2, , , , ,1,5,22,20,1,0,3,2,0.6504640084108214,1.8792740825537488,5,10,1.208940764921992,5,10, , , ,7,0
7,23,4,1,12,19,4,96,2, , , , ,1,5,22,20,1,0,3,2,0.6504640084108214,1.8792740825537488,5,10,1.208940764921992,5,10, , , ,7,0
7,23,5,1,12,19,4,96,2, , , , ,1,5,22,20,1,0,3,2,0.6504640084108214,1.8792740825537488,5,10,1.208940764921992,5,10, , , ,7,0
8,4,1,1,95,11,4,3,2, , , , ,1,2,24,20,1,0,3,1,0.5679628081826146,2.0707665449925696,5,10,1.5004057001408975,5,10, , , ,8,0
8,4,2,1,95,11,4,3,2, , , , ,1,2,24,20,1,0,3,1,0.5679628081826146,2.0707665449925696,5,10,1.5004057001408975,5,10, , , ,8,0
8,13,1,1,95,98,4,96,2, , , , ,1,1,21,20,1,0,3,3,0.5679628081826146,1.0622343515907493,4,8,-0.03465091082077729,3,5, , , ,8,0
8,14,1,1,24,19,1, ,1,4,90, , ,1,4,23,20,1,0,3,2,0.5679628081826146,2.361861955178901,5,10,1.943473295553883,5,10, , , ,8,0
8,14,2,1,12,36,4,4,2, , , , ,1,4,23,20,1,0,3,2,0.5679628081826146,2.361861955178901,5,10,1.943473295553883,5,10, , , ,8,0
8,14,3,1,24,36,4,4,1,1,2,90, ,1,4,23,20,1,0,3,2,0.5679628081826146,2.361861955178901,5,10,1.943473295553883,5,10, , , ,8,0
8,14,4,1,24,36,4,4,1,3,90, , ,1,4,23,20,1,0,3,2,0.5679628081826146,2.361861955178901,5,10,1.943473295553883,5,10, , , ,8,0
8,22,1,1,95,36,4,4,2, , , , ,1,1,23,20,1,0,3,2,0.5679628081826146,2.3038081931225585,5,10,1.8551114050571664,5,10, , , ,8,0
9,2,1,1,95,14,4,4,1,1,2,90, ,1,1,24,20,1,0,3,1,0.5692388901332216,1.4514039413043107,5,9,0.5576924525179767,4,7, , , ,9,0
9,6,1,1,1,19,4,96,2, , , , ,1,1,24,20,1,0,3,2,0.5692388901332216,1.5480929273157604,5,10,0.704859858928098,4,8, , , ,9,0
9,8,1,1,6,19,1, ,2, , , , ,1,3,24,20,1,0,3,2,0.5692388901332216,1.4492982697408465,5,9,0.554487472969325,4,7, , , ,9,0
9,8,2,1,6,19,1, ,2, , , , ,1,3,24,20,1,0,3,2,0.5692388901332216,1.4492982697408465,5,9,0.554487472969325,4,7, , , ,9,0
9,8,3,1,6,19,1, ,2, , , , ,1,3,24,20,1,0,3,2,0.5692388901332216,1.4492982697408465,5,9,0.554487472969325,4,7, , , ,9,0
9,13,1,1,6,14,4,4,1,1,2,90, ,1,1,21,20,1,0,3,2,0.5692388901332216,1.5372396495603515,5,10,0.6883404102897284,4,8, , , ,9,0
9,14,1,1,98,14,4,96,2, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,0.9737958508820725,4,8,-0.16926050094052877,2,4, , , ,9,0
9,14,2,2,98,28,4,96,2, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,0.9737958508820725,4,8,-0.16926050094052877,2,4, , , ,9,0
9,14,3,2,98,28,4,96,2, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,0.9737958508820725,4,8,-0.16926050094052877,2,4, , , ,9,0
9,16,1,2,95,28,4,4,2, , , , ,1,1,23,20,1,0,3,2,0.5692388901332216,2.35410161983893,5,10,1.9316615218248552,5,10, , , ,9,0
9,18,1,2,2,36,4,4,8, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,2.075402479941132,5,10,1.5074619177186181,5,10, , , ,9,0
9,18,2,2,2,36,4,4,2, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,2.075402479941132,5,10,1.5074619177186181,5,10, , , ,9,0
9,18,3,2,2,36,4,4,2, , , , ,1,3,23,20,1,0,2,2,0.5692388901332216,2.075402479941132,5,10,1.5074619177186181,5,10, , , ,9,0
9,19,1,1,24,26,4,4,1,1,2,3,90,1,2,22,20,1,0,1,7,0.5692388901332216,1.0354559585038008,4,8,-0.0754094999942148,2,4, , , ,9,0
9,19,2,1,24,26,4,4,1,4,5,6,90,1,2,22,20,1,0,1,7,0.5692388901332216,1.0354559585038008,4,8,-0.0754094999942148,2,4, , , ,9,0
9,20,1,2,24,28,4,96,2, , , , ,1,1,23,20,1,0,2,4,0.5692388901332216,1.2161372263538663,5,9,0.19960004011242977,3,6, , , ,9,0
9,25,1,2,1,19,4,96,1,1,2,3,90,1,2,22,20,1,0,3,7,0.5692388901332216,2.2039375288646235,5,10,1.70310126158999,5,10, , , ,9,0
9,25,2,2,1,19,4,96,1,5,90, , ,1,2,22,20,1,0,3,7,0.5692388901332216,2.2039375288646235,5,10,1.70310126158999,5,10, , , ,9,0
9,26,1,1,98,28,4,4,1,1,2,90, ,1,2,22,20,1,0,3,7,0.5692388901332216,1.1271537760806634,5,9,0.06416099860070527,3,5, , , ,9,0
9,26,2,1,98,28,4,4,1,3,90, , ,1,2,22,20,1,0,3,7,0.5692388901332216,1.1271537760806634,5,9,0.06416099860070527,3,5, , , ,9,0
10,2,1,1,95,28,4,96,1,1,90, , ,1,1,15,10,1,0,1,3,0.6795653971843638,1.246003454441034,5,9,0.2450585303516503,3,6, , , ,10,0
10,5,1,1,8,14,1, ,2, , , , ,1,1,13,10,1,0,2,8,0.6795653971843638,1.2965884224216788,5,9,0.32205239333588853,3,6, , , ,10,0
